"nbhd_code","UHI2003","UHI2004","UHI2005","UHI2006","UHI2007","UHI2008","UHI2009","UHI2010","UHI2011","UHI2012","UHI2013"
"manila_014",5.52998123471552,5.43965597803737,5.58779811020583,5.60374569326952,5.10329887410168,5.76742065576764,5.76445564598345,6.0060925263889,5.49992882122921,6.11576509362613,5.86215697548821
"manila_001",5.00146797691263,5.20316972838928,5.56828849750182,5.21680990397385,5.00349228127736,5.2794771827604,5.74704534206271,5.55263453059002,5.54954819709918,2.47758402567903,5.50161516149287
"manila_017",6.13873829873796,6.28963118534819,6.22758475657316,5.93141220501445,5.68550749777688,5.79256478695784,6.56933318556827,6.03427450778391,6.06088821724387,1.04521171413646,6.00779993849013
"manila_009",6.36591377106097,6.6715473549691,6.68315498697979,6.99276349292362,6.66289574867542,6.55430820983387,6.99688071398035,6.93837693685138,5.6982488856428,-15.8782435195674,7.23982261108193
"manila_004",6.22433468010247,6.4649079707592,6.36381802732323,6.235230804876,5.8165102485493,6.00067263503216,6.33151633442132,5.90573753636202,5.91864289671079,-9.5776572789156,6.41708487281719
"manila_006",7.65431251309208,7.75546992381086,7.31714206194234,7.92815142476233,6.81003410701682,8.20584413603859,8.35608910404757,8.22441939707622,7.54044503554779,7.52785025998092,7.69986314202476
"manila_015",7.35418537731259,7.52177674431163,7.52212739153656,7.69351588397014,6.73386540945925,8.79214356246633,7.96210021185635,8.33742007450891,7.11117943414985,8.74424521962051,8.06660871852331
"manila_007",7.10772122515753,7.02018404326244,7.234180402134,6.8130050194514,6.39265434169928,6.45848287291804,7.24586969884678,7.63290822471449,6.41163869946641,8.43886033567513,7.83301736437952
"manila_012",7.62296924449958,7.63579152399697,7.64364718825389,8.25514876586797,7.1892739834593,8.40412318558199,8.31289850112609,8.36656161842942,7.62991751950273,9.07720176224638,8.46395479217071
"manila_005",7.89007082275814,7.88591113999609,7.9788804533145,8.41446200026063,7.07250047742323,9.4207912800206,8.25499607384614,8.6712883180487,7.57120216403981,9.19125178136763,8.22730703200533
"manila_016",4.45132741114559,4.1194763165854,4.21715912458161,4.72634842244547,4.076325678747,4.65219641213016,4.22607240322361,4.25121877491782,4.26288906984651,4.94811429935817,4.52658881269083
"manila_003",7.53716842357031,7.58287619323121,7.87218911079099,8.31759782782747,6.97177714107272,8.4930525117319,7.97082786708135,7.85010282065957,7.55879099533772,8.51832749571269,7.77999752452757
"manila_013",6.68820843966532,6.61698164672556,6.82154249277681,7.28426784625354,6.30330425714491,7.35557239535492,6.99844391843869,6.9792538417613,6.75460914132556,7.88621751616822,7.11798476982783
"manila_011",8.02993796367997,7.52279271981222,8.06217086279722,8.27851508414867,7.19587932703249,8.65152193133192,8.05320663912047,8.26682724956824,7.94344006771965,7.52308342342178,8.08245757035288
"manila_010",7.23626940504521,6.46148951357751,7.12838358751118,7.5940005561804,7.09161040426001,7.968214284844,7.25570882592057,7.76316403947672,7.34533558360159,7.13575456829575,7.47901657767337
"manila_002",7.15144078464735,6.54438384401259,7.00622619013939,7.54628169003088,7.16125337621563,8.25355056583815,7.12185819576043,7.36102607571963,7.31226571424226,7.38989666999465,7.6606929268644
"manila_008",4.19001254497848,4.11871025044508,4.66521349775411,4.86199395959321,4.48672340695209,5.15011365638304,4.17136656742591,4.36320870604535,4.48346839234154,4.79981640776706,4.25419094947494
