"nbhd_code","UHI2003","UHI2004","UHI2005","UHI2006","UHI2007","UHI2008","UHI2009","UHI2010","UHI2011","UHI2012","UHI2013"
"newyork_021",1.30081179822274,1.25478861659064,1.75588110165957,1.87455590869729,1.31611378557579,1.60557058677859,1.4893124133933,1.40489199100891,2.31884697276413,0.956473665191455,1.73695763494009
"newyork_055",-0.199776704110405,0.221589927948182,0.0451466725916751,0.212857084933677,0.2304019397051,0.225893437698208,-0.0999323142883493,0.0865081366692559,0.0880146117982061,-6.60153704437924,0.240040922246387
"newyork_032",3.10474985026992,3.13088064071642,2.68543341477556,3.13322769171536,2.41152715285487,2.90221653544064,2.36959928911092,2.59152462404681,2.6217994006233,1.33814095464793,2.94586211709887
"newyork_039",3.69162249182016,3.35774460858058,2.85505777699855,3.48180419497311,2.39929827456805,3.2837982894029,2.47808979764286,2.75221761562187,2.77797996682695,1.35618075050409,3.41677667142209
"newyork_041",3.67799321852807,3.05262283697937,3.1617682620932,3.27062752474481,2.40740842118621,3.0560971856385,2.71349212635379,2.54329105651371,3.07435699753323,-2.64170246860418,2.90117338500623
"newyork_040",4.36667833581366,3.71235288662624,3.65334275285503,3.98984022567513,3.08909557517805,3.70713332038287,3.13221541825377,2.87589417968107,3.13874988487857,2.93750465014931,3.63918313664496
"newyork_038",5.0820604725813,4.60795178644133,4.11104229637399,4.52071549925995,3.56403695649273,4.18508929142328,3.50914337324378,3.46641277823821,3.44889466888258,3.77399976996068,4.68315226605764
"newyork_037",4.42244872357121,3.87244344824665,3.67271653124414,4.07996166008714,3.13564415934929,3.65191788969357,3.19699846204586,2.9248857810242,3.11836464761987,3.38719603797588,3.965747661697
"newyork_036",3.28797365604586,2.90131868664989,2.7386086651919,2.6431371627254,2.24057019860891,2.05501640559663,2.26882409960427,1.72607585578401,1.97800179267044,2.41278413038638,2.33381341650227
"newyork_035",2.80682152113518,2.35098878471347,2.22286989716621,2.58425882232717,1.89834671001511,2.14680043800196,1.90708319285866,1.6218071006556,1.83649901355406,1.46462930631665,2.19891522452857
"newyork_022",1.69120569777778,1.67368676102824,1.82516046737203,2.13127305431959,1.5384709939347,1.84647783300572,1.80391367291547,1.6652892920513,2.35684201657392,1.25594544655487,1.98886422332137
"newyork_023",1.55143106166043,1.56929577773527,1.36492287082867,2.11330591735238,1.60895670498989,1.87196623733224,1.46497248264366,1.5385687848602,1.90910861815557,1.4350297585813,1.99127535641813
"newyork_020",2.98603102997755,2.06225766413913,2.24547844950074,2.42447434787343,1.85213817256385,2.23574255865117,1.66699703478194,1.95614411207685,1.8863951580126,-15.7469983567084,1.84085879996307
"newyork_017",1.97936262615559,1.74881250274947,1.60619905519432,1.523665304376,1.54516087764227,1.19653830949935,1.10357615732031,1.77351433094435,1.01560940973887,-18.9993611031295,1.04265292735289
"newyork_016",1.237727798674,1.64758805310983,1.30708221393404,0.942566814180804,1.44724254283274,0.507764442114566,0.858945255320514,1.76690378200886,0.246430359886575,-10.1122399663078,0.572881145243413
"newyork_015",0.826660438496789,1.3796863971951,1.02541357792632,0.819746989419557,1.15643108876647,0.47935918010333,0.696968877624746,1.54116314568343,-0.0655559854083243,-11.5914050289562,0.326996221376989
"newyork_014",1.5259894341774,1.76418855237993,1.62428148236841,1.60163054321474,1.74591080491433,1.39594406179922,1.22121833901097,1.84976293926179,0.402009316592385,-2.06068705786455,1.17953732573764
"newyork_042",1.91705764619842,1.81284949727486,1.86997343451873,1.82443104341987,2.10433097653422,1.84238827149279,1.55211761679611,2.06106794501674,0.537724710286999,-1.88635471911398,1.52839259041617
"newyork_050",3.04547371352552,2.83703904488721,3.48758836249701,3.23122140536777,3.52106042921805,2.97380806900391,2.75373210979476,3.47903113970881,2.10134285488117,-2.15649416955571,2.93612237393085
"newyork_018",1.91667503075549,1.96744683540783,2.21216914408005,1.75415630505268,1.77484599011454,1.49377021363083,1.43523509150831,2.06292247325459,0.670653516334494,-17.839435595383,1.3251923625476
"newyork_024",3.42791536447925,3.11737584352123,4.09095810295109,3.62035740331798,3.37933120065369,3.19508175560419,2.82961537006244,3.54059675923438,2.11986102089266,-3.39046832035138,3.00563723558104
"newyork_025",3.91909677731804,3.74913209013808,4.51464964893214,4.41371809462681,3.84813796457025,3.72908195718149,3.39306635911734,4.02094060153354,2.8701476462239,2.59368371003644,3.82361387581035
"newyork_019",3.20475928455019,2.45974808266322,3.19733642304805,2.68584376379619,2.25350506327465,2.6114991708786,2.08691533656104,2.30436513976236,1.52867431860828,-17.1685687067139,2.37310631791837
"newyork_027",3.45350505205954,2.93331916507228,3.44708222292059,3.23275622138851,2.72295496767011,2.93741838138542,2.37793096494329,2.60568986195037,2.13687661754009,-0.394703886695888,2.72814939611278
"newyork_028",3.11536796695527,2.78728922343362,2.77983646337772,2.8268838451923,2.39452659156342,2.61875224316929,2.3924703862703,2.3903408660968,2.05955358019825,0.400479182164454,2.39962952269425
"newyork_029",4.38043468168757,4.06925146845854,4.03517212857417,4.19186922687302,3.47971277873939,3.56005521220595,2.88153568136647,3.48153428755622,2.7481211078573,3.1277015678878,3.47149373801159
"newyork_034",4.59070621906368,4.12848171903494,3.74510709193061,4.15348891775678,3.32710587174946,3.39337303838101,2.74286662078751,3.25353107934289,2.52133689705292,3.1402752775247,3.5566366110066
"newyork_033",5.0498447203821,4.73046360641664,4.15237948922725,4.61153120939958,3.77850406112424,4.02048390698272,3.26584408093015,3.59271655181174,3.19980835989766,3.69986738534333,4.39517808238386
