nbhd_code,UHI2003,UHI2004,UHI2005,UHI2006,UHI2007,UHI2008,UHI2009,UHI2010,UHI2011,UHITREND,Cities_urbanLST_count
bangalore_193,0.662351905,0.965612577,0.771731923,0.777553399,0.919188341,1.500567158,1.335170976,1.443933947,1.290538036,0.96626675,2
bangalore_194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
bangalore_195,-0.574572894,0.694954404,0.393860261,0.538363997,-0.002813479,0.979002135,0.60115809,0.445820296,0.334421809,0.623968381,2
bangalore_196,-0.042376202,-0.068852547,-0.370383502,-0.573656574,-0.571863095,0.080041431,-0.217138397,-0.64101679,0.224184998,0.051656714,4
bangalore_197,0.158240825,1.123514983,1.091473526,0.862779886,0.252058847,1.310184053,0.921349731,0.951600996,0.805088138,0.363133978,2
bangalore_198,0.193907928,0.837015271,0.587959762,1.188182265,0.352778045,1.482639602,0.985084989,1.018076179,1.293627234,1.005127957,1
bangkok_001,1.668676716,1.36273608,1.396928733,2.085063624,1.717578161,1.625251272,1.660595259,1.946491164,1.816312234,0.401554671,38
bangkok_002,4.117401728,3.934230181,3.134137037,3.932231357,4.080592778,4.467127218,3.946947949,4.152953974,4.887455043,0.982817054,27
bangkok_003,2.665760393,2.507155206,2.151633197,2.432087477,2.200927917,2.2155853,2.677179011,2.432633677,2.533099288,0.013396741,48
bangkok_004,3.245174821,3.453012851,2.600866435,3.215433822,3.195341563,3.784419094,3.677502033,3.61759378,3.183647468,0.494981641,43
bangkok_005,5.153546741,4.471936432,3.501809768,4.246799595,4.573979823,3.690310438,3.366451634,3.88665533,4.641280844,-0.77201872,9
bangkok_006,-0.847104719,-1.318466903,-0.810403844,-0.314579697,-0.365522016,-0.913191196,-1.020740982,-0.811479522,-0.354950889,0.411715281,97
bangkok_007,4.579393478,4.515819392,4.150449106,4.633889844,4.652046642,4.895468556,4.260278982,4.192651258,4.697355367,-0.002736397,20
bangkok_008,4.197824776,4.075603676,3.608158496,3.722904145,4.068501466,4.374079373,3.358909627,3.705384716,4.175191519,-0.17475207,13
bangkok_009,5.106988331,4.388172838,3.577599796,4.052355899,4.068265619,3.636952877,3.24271185,3.601134052,4.536498731,-0.954708945,4
bangkok_010,4.766029236,4.773765863,3.37086025,4.532890359,4.548047166,5.463698296,4.112015358,4.48250064,4.576967227,0.130512408,12
bangkok_011,3.952294105,3.861050983,3.607244128,3.527449666,3.828816618,4.114107481,3.101856452,3.696026807,4.197681758,0.010393425,12
bangkok_012,5.152569095,4.650942841,4.153220813,4.138654351,4.703847771,4.694638358,3.662300279,4.304733753,5.200038946,-0.212434153,5
bangkok_013,4.003858702,3.621932799,3.108473566,3.749529617,3.80575526,4.204177825,4.400297258,4.282319139,4.5604939,1.207665901,25
bangkok_014,4.957124012,4.82348927,3.637635905,4.471056563,4.680116351,5.374014789,4.546781588,4.522115481,4.774362157,0.181013468,34
bangkok_015,3.698601621,3.120750839,2.890670159,3.595510311,3.510845646,3.465496803,3.166196513,3.362254995,4.077536552,0.443548565,24
bangkok_016,5.672906908,5.457249524,4.846160566,5.197454089,5.095705633,5.523194063,4.853655332,4.851793173,5.80111881,-0.160465323,10
bangkok_017,3.990780742,4.64082761,3.219977589,4.375741157,4.255580241,5.085215762,3.687864507,4.298908005,3.78207907,-0.035886177,37
bangkok_018,4.860404081,4.790433672,4.130912137,4.145363082,4.603240719,4.884207998,3.745043181,4.265349755,4.734786115,-0.351769435,12
bangkok_019,4.867734962,4.853473909,4.148949638,4.743232811,4.743759584,4.990490683,4.391536142,4.320041404,5.47502195,0.260213553,16
bangkok_020,3.102273575,2.715911597,2.581456268,2.662694745,2.961713688,2.967588254,3.46867794,3.383020501,3.26959322,0.791657024,26
bangkok_021,0.172378717,0.004123172,-0.151980875,0.110659304,0.01789004,0.389393746,0.027408724,0.112896442,0.021097597,0.059784828,127
bangkok_022,5.253160871,4.472807607,3.631948272,3.986890478,4.519138936,3.796327994,3.323277315,3.808423082,4.853148845,-0.733517679,6
bangkok_023,5.08744501,4.722538277,4.144014826,4.683799175,4.501850318,4.21192764,3.842285324,3.934313769,4.636265052,-0.874120649,14
bangkok_024,4.40606122,4.364018485,2.985702228,3.777330117,4.070082527,4.981520171,3.937367077,4.148827701,4.134969343,0.229596649,23
bangkok_025,-0.072063332,0.070918939,0.270977532,-0.248543016,-0.0482739,-0.152120975,-0.10342277,-0.169648832,-0.111967374,-0.255616341,131
bangkok_026,4.199351674,4.447221219,3.589625949,4.344755807,4.562120464,5.003883568,4.520227369,4.504117872,4.892867834,0.910847533,22
bangkok_027,0.94132639,0.931385773,1.084796562,0.764666686,0.952045665,1.14926885,1.054570513,0.836624736,0.858091876,-0.048845184,62
bangkok_028,-0.705000422,-0.503208349,-0.565064278,-0.673003278,-0.864154542,-0.724272676,-0.709020755,-0.817147732,-0.999768412,-0.410012077,250
bangkok_029,2.141889262,2.022428189,1.609652459,1.924931341,1.886100119,1.779236298,2.361568357,2.249674118,1.819965215,0.125363059,36
bangkok_030,5.0579267,4.506634853,3.828861103,4.142431137,3.906162705,3.619342164,3.235858103,3.684294559,4.494066045,-1.071926412,10
bangkok_031,3.331947097,2.975829353,2.781175259,3.040394619,2.977360649,3.423384626,3.018770835,3.278115573,3.716222647,0.550357003,23
bangkok_032,5.580979231,5.347874129,4.730453921,4.767259491,4.975093411,5.48696297,4.71666003,4.674808328,5.408678079,-0.336047719,9
bangkok_033,4.489687277,4.404114058,3.886416846,4.453785726,4.481031732,4.803371497,4.09346015,4.096780244,4.82387369,0.196402765,14
bangkok_034,4.661010226,4.51689649,3.96168812,3.890384588,4.555439881,4.484979093,3.150495309,3.918531206,4.524692994,-0.561359316,6
bangkok_035,5.078133118,4.812542116,4.192706407,4.255419121,4.692852566,4.391384,3.349608969,4.198428353,4.750379245,-0.78393113,2
bangkok_036,1.812031112,2.013936474,1.971507711,1.784396788,2.192742756,2.060341435,2.158042243,1.950060398,2.637693994,0.626672835,56
bangkok_037,4.068105361,3.546509171,2.752996539,3.748923606,3.848809707,2.909404393,2.855613102,3.314233758,4.106802146,-0.196054198,14
bangkok_038,5.336603221,4.979885435,4.444896604,4.329014098,4.424104382,4.502248958,3.940290281,4.28913277,5.040556257,-0.682070606,7
bangkok_039,2.015940741,2.405061629,1.51098605,2.240438114,2.386458084,2.77898548,2.444752264,2.717150066,2.322252619,0.761265436,48
bangkok_040,5.233066877,4.682130745,3.965518504,4.223304395,4.664070666,4.03825212,3.28568423,4.030905036,4.810943236,-0.864482086,1
bangkok_041,2.517021845,2.419439215,2.527390743,2.20214846,2.682790798,2.581931827,2.519739676,2.655231729,3.090734262,0.561118074,29
bangkok_042,5.211403886,4.441611325,3.524118514,4.188935126,4.394156264,3.844063174,3.630669548,3.866301493,4.669854242,-0.670649659,8
bangkok_043,3.723557679,3.667358759,3.369564439,3.76928937,3.911448469,4.119823934,3.300389427,3.581431142,4.517829507,0.521914834,25
bangkok_044,1.887246729,1.960335708,1.878944753,1.52119395,1.843512817,2.076255479,1.957274745,2.380135777,2.339381311,0.629943341,34
bangkok_045,1.224112613,1.376393073,0.729784307,0.933980095,1.003956676,0.376222026,1.382385282,1.350080055,0.880981324,-0.117336721,52
bangkok_046,5.173899905,4.456515834,3.789961391,4.177359902,4.644122863,4.204063389,3.601394891,4.088577302,5.060556696,-0.317936324,10
bangkok_047,0.755383314,0.471702703,0.508088727,1.067548267,0.980127423,0.555702182,0.57755826,0.808297943,1.501693191,0.603686368,32
bangkok_048,4.805428841,4.532943267,3.948844756,4.469498536,4.341188408,4.222172705,3.748663298,3.865574467,4.75857122,-0.472870938,12
bangkok_049,4.858730205,4.83148533,3.779678899,4.845178866,4.91500065,5.384156873,4.760686056,4.766459485,5.783822253,1.001047163,19
bangkok_050,4.527351832,4.105646378,3.023415743,3.909815394,4.177280431,3.513107515,3.215905489,3.547171724,4.1089591,-0.560120546,11
barcelona_1,3.531100551,3.783527105,3.548475569,3.451603324,3.413312547,3.714598291,3.542517223,3.76747753,3.630527871,0.100106472,1
barcelona_10,4.360697334,4.485092889,4.247203447,4.225756217,4.146038156,4.355846331,4.149036882,4.397894635,4.389439606,-0.035478115,1
barcelona_11,4.294456758,4.722140767,4.259600657,4.236739769,4.138836313,4.291707351,4.205435583,4.442984371,4.368731218,-0.098955652,7
barcelona_12,5.027221211,5.601165785,5.06258337,5.204476746,4.923026874,5.076076407,5.06732623,5.358949733,5.144649144,-0.062641841,16
barcelona_13,4.989151901,5.401537421,4.876897705,4.88543475,4.681795404,4.748379568,4.699229804,5.042177393,4.975780992,-0.270659117,2
barcelona_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
barcelona_15,5.107397612,5.185237014,4.786137507,4.837709649,4.670956606,4.799355886,4.650644305,4.982227878,5.013461407,-0.215685399,1
barcelona_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
barcelona_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
barcelona_18,5.328360914,5.223953292,4.927263244,5.063270421,4.851912825,5.054328669,4.785689554,5.131774201,5.220402948,-0.166743045,2
barcelona_19,4.750659862,4.468463243,4.440170537,4.611039891,4.380311727,4.607032549,4.214404929,4.603923386,4.631378253,-0.087714094,2
barcelona_2,3.005344148,3.263793281,3.095927043,2.97223168,2.902835459,3.323630456,3.088738009,3.378622663,3.102422521,0.178303724,1
barcelona_20,4.707447785,4.423972207,4.493675758,4.688763353,4.380353037,4.767465662,4.169724321,4.617641951,4.702571674,-0.001282629,3
barcelona_21,3.63049959,3.396625084,3.516739304,3.653794066,3.414365947,3.69468321,3.156953904,3.629432851,3.596872805,-0.019127582,4
barcelona_22,-0.59563103,-0.538972369,-0.598104598,-0.591041243,-0.57321766,-0.556983972,-0.488640755,-0.590016346,-0.470875965,0.099812214,14
barcelona_23,2.578245963,2.37337383,2.404430263,2.594469492,2.451304573,2.568018963,2.249801427,2.586010646,2.489885451,-0.008539967,4
barcelona_24,3.984232293,3.611627194,3.655737656,3.904943375,3.701845739,3.866545906,3.507299693,3.864595144,3.846066834,-0.02150523,1
barcelona_25,2.952857902,2.713661933,2.713180617,2.931860711,2.804520068,2.94475082,2.673249947,2.900043726,2.913269189,0.055636549,3
barcelona_26,4.320637689,4.048694066,4.045682718,4.243973717,4.049599286,4.309076873,3.930097994,4.200517145,4.280670475,0.021589015,2
barcelona_27,3.815601418,3.531283132,3.523004853,3.735618622,3.613539671,3.83255906,3.510793286,3.690699852,3.801621463,0.082474607,1
barcelona_28,2.548013869,2.360008025,2.326022986,2.501764342,2.513528549,2.595911881,2.397572926,2.473583762,2.565996845,0.108317756,1
barcelona_29,3.197348764,3.048463435,2.936744863,3.168437619,3.21817453,3.241219912,3.073166787,3.162560223,3.290275877,0.17660416,1
barcelona_3,2.734066459,3.012387852,2.877959425,2.748678535,2.646038695,3.133921656,2.855535028,3.194810762,2.844214736,0.221376028,1
barcelona_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
barcelona_31,4.535208284,4.414514191,4.297119378,4.449369989,4.312804553,4.635627373,4.207829147,4.46844609,4.543334441,0.033662875,3
barcelona_32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
barcelona_33,4.531455667,4.754718878,4.340294557,4.58588816,4.482960092,4.847738568,4.447890545,4.733248814,4.754204028,0.217270939,1
barcelona_34,4.369840774,4.574113381,4.198712353,4.471566634,4.377915674,4.653489279,4.317186679,4.584718958,4.666218184,0.272699611,1
barcelona_35,4.502795921,4.871367561,4.316642996,4.61784878,4.525774167,4.934288197,4.549322635,4.804232796,4.780522479,0.281883439,2
barcelona_36,3.851002631,4.067779352,3.719252513,3.947870407,3.917125893,4.13754736,3.797535048,4.08530479,4.008913283,0.171743491,2
barcelona_37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
barcelona_38,2.3020111,2.103530675,2.112071967,2.2480946,2.347822928,2.281458491,2.156345305,2.212546139,2.206722902,0.011300695,1
barcelona_39,0.347260722,0.268342097,0.311984196,0.33353205,0.385033257,0.385404183,0.300848332,0.28962218,0.323200644,-0.00046661,2
barcelona_4,3.272044056,3.614610589,3.382296759,3.294633944,3.227443996,3.645454108,3.320844958,3.686169925,3.312546001,0.100767058,2
barcelona_40,0.869376045,0.768938517,0.907465344,0.868408868,0.901104126,0.818058159,0.7328268,0.877527344,0.718124408,-0.113144644,4
barcelona_41,2.092815837,1.911733674,1.964004803,2.049727266,2.124960872,2.036506562,1.937619312,2.033358874,1.939840745,-0.052169409,1
barcelona_42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
barcelona_43,2.294498609,2.298401962,2.253481126,2.27994835,2.220435079,2.227827172,2.153907219,2.370802898,2.075088579,-0.151951051,3
barcelona_44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
barcelona_45,4.519711216,4.815157683,4.363389356,4.560618095,4.374432678,4.694816834,4.434613383,4.730802391,4.403308497,-0.07367166,1
barcelona_46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
barcelona_47,4.128293157,4.448697931,4.107970417,4.221829675,4.074011929,4.366433129,4.039356198,4.542271082,4.092057607,0.023858711,1
barcelona_48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
barcelona_49,2.890621427,2.899957684,2.78614227,2.894316432,2.734138211,2.783174158,2.852063427,2.827474135,2.505157398,-0.289767787,2
barcelona_5,4.294691313,4.636997848,4.243024918,4.27770808,4.229358248,4.595074472,4.17624145,4.533743374,4.21956322,-0.07107939,1
barcelona_50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
barcelona_51,3.852183941,3.948086627,3.650829781,3.861324551,3.653656423,3.834643652,3.824558846,3.809687837,3.490990801,-0.25653195,1
barcelona_52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
barcelona_53,3.61205952,3.624572583,3.437512318,3.727980158,3.48585114,3.52943546,3.755830004,3.376441388,3.19961962,-0.326010419,1
barcelona_54,3.058058716,3.063273389,3.011874451,3.225352871,3.009997673,3.005545352,3.226797697,2.813396457,2.646773083,-0.364122393,2
barcelona_55,3.147135563,3.195163685,3.258899421,3.413563042,3.174176944,3.149856557,3.316283737,2.859800277,2.783840627,-0.434701304,1
barcelona_56,3.622725254,3.640697402,3.6196513,3.829693994,3.550112395,3.579505379,3.761426435,3.323548427,3.222533144,-0.419808952,1
barcelona_57,4.337967113,4.448378915,4.06303373,4.380154054,4.126068799,4.302847749,4.56961035,4.143593405,4.023024099,-0.206380275,1
barcelona_58,5.158853988,5.442087322,4.839996359,5.168718704,4.868010988,5.295744996,5.425766389,5.129427792,5.078537095,0.006553365,1
barcelona_59,5.395737551,5.768294916,5.163476291,5.484013678,5.10702318,5.717066339,5.692309232,5.518780361,5.502348982,0.161436767,3
barcelona_6,4.725584039,4.998158978,4.512070889,4.688698186,4.610397026,5.09445341,4.62143457,4.903381756,4.786278123,0.097154543,1
barcelona_60,4.985691449,5.312100578,4.739834791,5.02206366,4.776105454,5.155167629,5.012131073,5.081508619,4.92001954,-0.04612783,2
barcelona_61,5.123961489,5.535889989,4.831071994,5.184012578,5.046990348,5.524197013,5.10726318,5.370508399,5.27889487,0.16935926,1
barcelona_62,4.8500853,5.379938222,4.704603559,5.016863783,4.89427978,5.378988342,4.862632228,5.280788184,5.12732685,0.248282997,1
barcelona_63,5.030900501,5.448715294,4.704744721,5.041804526,4.970731536,5.523077735,5.069723579,5.258282713,5.185736556,0.209879567,1
barcelona_64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
barcelona_65,4.746028872,5.091201316,4.502377866,4.674838953,4.654545299,5.156862573,4.649504046,4.884816734,4.710144922,0.002264406,1
barcelona_66,3.968113333,4.368265976,3.973560377,3.96696649,3.93449928,4.369267246,3.918491238,4.26037004,3.932165022,-0.029219762,1
barcelona_67,3.066009217,3.46818672,3.246022418,3.132349902,3.058609297,3.53991233,3.130639426,3.507032174,3.156209986,0.109022647,1
barcelona_68,3.379084877,3.812065736,3.501614653,3.438948439,3.414270138,3.86378978,3.380446759,3.674810264,3.435857165,-0.000361952,2
barcelona_69,3.610900766,3.958032874,3.658445031,3.620911681,3.705942959,4.021727742,3.550482417,3.695782933,3.595814868,-0.110367097,2
barcelona_7,4.22691503,4.357082969,4.148363745,4.166559952,4.060214994,4.414140232,4.037925479,4.355543911,4.210071088,-0.007548199,2
barcelona_70,4.243813853,4.446577307,4.13116635,4.20774504,4.260543703,4.568043102,4.118820216,4.29063359,4.220045575,-0.037883078,1
barcelona_71,4.403188683,4.70852879,4.228832768,4.363667546,4.364342341,4.768594217,4.271889077,4.505883089,4.37214583,-0.040178204,2
barcelona_72,5.123043434,5.368277502,4.755281885,5.064573177,5.001944178,5.445613264,4.963043735,5.240807775,5.141972167,0.081644923,1
barcelona_73,5.393159624,5.645194816,5.066579303,5.420384797,5.191980326,5.722019163,5.412675291,5.568061098,5.495465044,0.195274478,2
barcelona_8,4.626625481,4.547683921,4.461437798,4.510058692,4.343380948,4.609075951,4.284154718,4.572545142,4.589845321,-0.05468098,2
barcelona_9,4.974110764,4.887088331,4.703234518,4.774490723,4.60393212,4.806481764,4.539417446,4.854990878,4.898135202,-0.115972952,2
beijing_001,0.838671529,1.036800065,0.85884043,0.956588669,0.640239054,0.583228428,1.054396083,1.14715035,0.916180307,0.109806172,1756
beijing_002,3.057117805,3.042421561,3.472676943,3.314208975,3.417619182,4.060145905,3.396926598,4.217051017,3.755558382,1.152014486,609
beijing_003,2.725967326,2.790042412,3.351799845,3.022291543,2.973710131,3.55669955,2.958935355,3.305295082,3.635202312,0.821896164,1354
beijing_004,3.105612771,3.384391562,3.714606163,3.518462915,3.373543648,4.209624887,3.736705376,4.622850733,3.818157738,1.21681963,55
beijing_005,0.547168854,0.603772616,0.92428613,0.618400854,0.500860529,0.775231099,0.663561562,1.090643874,0.764566752,0.327597746,2606
beijing_006,3.163363609,3.462431765,3.851236203,3.572874808,3.53270303,4.149042036,3.714851884,4.178449633,4.14356692,1.06204424,395
beijing_007,1.988675111,2.726487896,2.640844436,2.496357695,2.268565925,2.608957621,2.776710874,3.12402455,2.832486263,0.825364562,569
beijing_008,-1.234936147,-1.236358557,-1.486839732,-1.262568957,-1.149872239,-1.299779103,-1.123792708,-1.324751325,-1.373202077,-0.021559687,2795
beijing_009,-1.388965699,-1.344409742,-1.138773283,-1.146856838,-1.293118069,-1.347394112,-0.680071477,-1.076520344,-1.645425795,0.082449025,1890
beijing_010,-0.05136643,-0.117926097,-0.534018814,-0.361585505,-0.232253501,-0.392727347,-0.693889285,-0.757629779,-0.54001378,-0.704097205,2881
beijing_011,0.588250871,0.336267353,0.351128018,0.364975047,0.036962513,0.115211069,-0.271565892,0.459903552,0.271401379,-0.398606862,1250
beijing_012,1.678213035,2.366298416,2.264235485,2.141399475,2.137050613,2.452563979,2.324778342,2.807261823,2.361420613,0.747995125,107
beijing_013,3.012415422,2.714231557,2.77105304,2.678752124,2.901825755,2.520075394,2.311431687,2.377012245,2.894982754,-0.426551341,1322
beijing_014,2.133136538,2.173355047,2.48772884,2.168537155,2.601952877,3.110124887,2.154304943,2.709757454,2.963759484,0.867739824,1172
beijing_015,3.163952952,3.543937815,3.925734341,3.727098855,3.436400254,4.311777971,3.939758719,4.713624822,4.100877296,1.311581045,68
beijing_016,-1.852013642,-1.749193382,-1.763262733,-1.695692407,-1.579099996,-1.758784397,-1.422681773,-2.013017765,-1.682206559,0.084304185,2634
berlin_001,2.482723392,2.148062523,3.103839655,2.435951608,2.418191992,3.019352926,3.325646234,4.390347949,2.65324573,1.405993351,105
berlin_002,4.219798172,3.633393821,4.849077819,4.039468641,3.983619205,5.142444525,5.206862049,5.931269681,4.051691138,1.339957298,33
berlin_003,3.89641427,3.650287931,3.625328519,3.860605479,3.373189004,3.833119791,3.606592539,4.319578746,3.366625293,-0.029373518,89
berlin_004,3.676739406,3.576790712,3.502690862,4.662123576,3.188203901,3.002175565,3.029346588,3.717716444,3.026949065,-0.797170121,103
berlin_005,4.053684216,3.441112895,4.806811676,3.552198428,3.584982636,4.812040326,5.398936649,5.875265224,4.310163021,1.795410675,63
berlin_006,3.55353371,3.657581039,3.268451224,3.856498965,3.308993321,4.528884241,3.864185995,4.386360966,3.747088211,0.804068767,72
berlin_007,3.533973603,3.127581431,2.942287345,3.154640426,2.646047673,3.695915807,3.388757708,3.268891104,3.327055329,0.171745338,165
berlin_008,1.937806491,1.794100704,1.949920676,1.254526231,1.057717562,2.001360196,2.131994124,1.24769943,1.645815988,-0.282697495,141
berlin_009,1.564311812,1.691037328,2.076653454,1.424441109,1.447936195,1.787766918,1.741870946,2.086950478,1.788933224,0.296664315,154
berlin_010,0.950208441,0.692964186,1.233119106,0.851288173,1.32557757,1.343288147,1.572158113,2.47175761,1.382431343,1.372558311,168
berlin_011,3.778451454,3.717307054,4.125902358,4.225522329,3.770417255,4.573251362,4.614372762,5.21951022,3.85122351,1.020394594,86
berlin_012,0.915352176,1.103820778,0.958876198,1.006390119,1.004583551,1.022093865,0.890982673,1.610716445,0.929931417,0.243153444,265
boston_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_10,2.541706602,3.398419183,2.789866901,2.572863718,2.876802248,2.998434638,3.157842524,2.211136961,2.102638462,-0.692766177,1
boston_100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_101,0.914372541,1.744673652,2.202146425,1.209778857,1.640496087,1.527219726,1.603016373,0.824832722,1.733379824,-0.060718816,1
boston_102,2.216491199,0.766145472,1.860195383,0.699719327,0.9936403,0.778973766,1.171509916,2.163831024,1.322739994,-0.11334411,1
boston_103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_104,-0.502498824,0.802423645,0.253301445,0.577589018,1.118033706,0.825918775,0.632546102,0.573648627,0.401966208,0.656392357,3
boston_105,-1.041921186,0.270991291,-0.645226036,0.062533847,0.443129693,0.1871991,-0.172200254,0.003710658,-0.223188357,0.590634372,1
boston_106,-0.49815245,0.674209995,-0.370405728,0.641287702,0.701341863,0.592610326,0.410025467,0.120387301,0.457500809,0.612221661,1
boston_107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_108,0.799069798,1.663878596,0.10000753,1.616313658,1.148048708,1.311217005,1.22542926,0.828050996,0.468351078,-0.314101812,1
boston_109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_11,0.674047804,1.809714918,0.48672921,1.495202844,1.452882031,1.516412708,1.071943309,0.797680784,0.843670596,-0.194328862,1
boston_110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_111,0.628613776,1.493389972,-0.109694641,1.470649081,0.986373961,1.075378348,0.975023253,0.676856211,0.395415425,-0.268038272,1
boston_112,-0.354679612,0.763098337,-0.731888919,0.920563018,0.327390497,0.651450047,0.510079597,0.108220354,-0.211900205,0.136884623,1
boston_113,1.769127854,2.512361441,2.483994531,1.769709903,2.147628251,2.201550272,2.348950708,1.506878124,1.749786217,-0.488677296,1
boston_114,1.809834997,2.475667407,3.007894071,1.92606596,2.314719502,2.161049533,2.384548881,1.590846335,1.991012566,-0.490243291,1
boston_115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_116,1.151117641,1.501434722,1.829147303,0.957830266,1.534229539,1.205854971,1.488623175,1.23230838,1.338085486,-0.082088533,4
boston_117,1.702304188,1.337875135,1.649129082,0.840696946,1.483462907,1.389857775,1.787689535,2.096425097,1.498496948,0.38111711,1
boston_118,1.986635151,0.969686914,1.634869296,0.73204992,1.067965041,0.988971377,1.535077922,1.94327747,1.489442088,0.164889688,3
boston_119,0.569855639,0.494760152,0.367135156,0.380165642,0.439704806,0.122184367,0.259132848,-0.446898019,0.793042311,-0.401035619,3
boston_12,1.370449526,2.421979343,1.593087321,1.941187123,1.867883309,2.337439466,1.627533242,1.562935655,1.180685267,-0.478507319,1
boston_120,-0.759214956,0.661018171,-0.969776878,0.748138622,-0.028812952,0.489254266,0.262780764,-0.170286537,-0.430016127,0.171518687,1
boston_121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_122,0.065011146,1.547568542,-0.21929831,1.468714797,0.856046249,1.302849828,0.873440727,0.672879933,0.364191973,0.098711764,3
boston_123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_126,1.036497087,2.051779633,0.544491458,1.694993989,1.230864746,1.585125366,1.685053343,1.004235822,1.130378428,-0.099308487,1
boston_127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_13,0.779897946,1.821116374,1.501854979,1.423443671,1.627714574,1.673946939,1.558045266,1.096225447,1.22141626,-0.007619281,3
boston_130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_132,1.256137806,2.487141387,0.893110949,2.03192231,1.945206036,2.080474366,2.199328893,1.187049359,1.223322233,-0.228425072,1
boston_133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_134,1.427792856,2.300516656,2.028688903,1.90014365,1.93630168,2.251613598,1.834740559,1.541296505,1.330892965,-0.450281126,3
boston_135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_139,0.868532417,2.011761524,0.410590983,1.536493028,1.549015764,1.75288505,1.426117766,1.273678484,1.070447479,0.140142786,1
boston_14,0.866933061,1.420699978,1.239490145,0.896487825,1.52712215,0.931635482,1.228299708,0.279869512,1.24043567,-0.319285697,1
boston_140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_141,0.152871984,1.37292816,-0.306025865,1.079498657,1.005497097,1.153920062,0.719476954,0.629517068,0.49735308,0.212186358,1
boston_142,-0.953382632,0.508073473,-1.228715541,0.347590579,0.134517059,0.281105489,-0.162539646,-0.452393623,-0.332588402,0.277940389,1
boston_143,0.131829463,1.479866645,-0.23346874,1.318423921,1.022319847,1.315004616,0.849627806,0.711845809,0.491015931,0.215909525,1
boston_144,1.575255364,2.700058566,1.036703679,2.397519356,1.991446853,2.439561729,2.221302532,1.970286758,1.519072335,-0.00046791,1
boston_145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_147,0.85237633,2.171791275,0.970452194,1.745287558,1.651842698,1.977003779,1.522333578,1.324883186,1.388125683,0.156292022,1
boston_148,1.944765399,2.911107448,1.20555743,2.695959777,2.191007075,2.525475646,2.598196865,2.134798088,1.657947777,-0.143567305,2
boston_149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_15,0.970522671,1.093991785,1.118453591,0.662958644,1.274284689,0.444432434,1.013449701,0.007858218,1.201949907,-0.460204291,1
boston_150,-2.669913685,-0.957225852,-2.80085746,-0.934674927,-1.346106643,-1.058780658,-1.419213786,-2.270340621,-1.753100496,0.394515011,2
boston_151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boston_153,-2.583446467,-1.09764336,-2.682521528,-1.183135904,-1.399631193,-0.979653441,-1.502552403,-1.879156741,-1.729253705,0.605941936,2
