"nbhd_code","system:index","UHI","UHINIGHT","UHIEQ","Buffer_UHI","NDVI","NDBI","Albedo","Impervious_surface","DEM","Count"
"london_001","00000db01c3b55b25642",1.83230986529971,0.663853132009227,1.65933767004544,2.6388430805734,0.359900096,-0.107528814,0.12366164497158,72.33038925,10.9427468877451,56
"london_002","0000e56788e990384fea",0.750120784866403,0.410806629699387,0.577148589612137,1.3224293539439,0.465547936,-0.16370216,0.125282092777269,39.81580462,81.2808867448388,139
"london_003","00008263e1162859f8a0",1.06706151225025,0.557922936897846,0.894089316995984,1.7077217196743,0.437397586,-0.131737737,0.122421652512423,57.02040015,32.5175582131012,96
"london_004","0000cfa12bf564b8b8d7",1.93243056282656,0.717156244083384,1.75945836757229,2.7095704658732,0.342607806,-0.114161714,0.118689128428742,57.36351395,47.3110149748353,73
"london_005","00007ca7bd4cbb8df083",0.172972195254266,0.244057374266772,0,0.719626244495899,0.532304026,-0.181196487,0.134045069785306,51.46504415,99.0931908580285,238
"london_006","000004ec36e03551a197",1.01900247272924,0.964657928495206,0.846030277474974,1.55079855206,0.345779942,-0.125630999,0.107070538489757,58.66827193,59.5712504852606,36
"london_007","000018103223108ee2f2",0.705436993454662,1.09528282096775,0.532464798200396,0.916664318726298,0.089496374,-0.006216655,0.0800026164983768,90.12865528,32.0617581891676,4
"london_008","0000ef34b820e495462d",0.942840419666781,0.468298697546455,0.769868224412515,1.5479464296878,0.474824382,-0.153604199,0.124405953530146,58.54904178,99.3819384476056,138
"london_009","0000ea50cafb31175ffc",2.05799770844823,0.607773438585709,1.88502551319396,2.8002431342218,0.389405749,-0.11839086,0.123308439857262,51.2729922,32.4057287331464,91
"london_010","0000df93c06366554602",0.641369011804107,0.134047534289234,0.468396816549841,1.2371987707831,0.439677084,-0.16563242,0.126081001969284,46.93472473,42.0641188705658,131
"london_011","0000148c0989f20b97fa",1.03007017076948,0.659135766567858,0.857097975515214,1.6187329500316,0.426157559,-0.13334091,0.115595181799507,52.85537223,38.2529067656267,73
"london_012","0000a998402b8e87feff",1.37236967389874,0.816647321909084,1.19939747864447,2.0854040653074,0.32367521,-0.116715567,0.105571761281001,64.22932128,22.075816542204,29
"london_013","0000ccaed8df973ec628",1.94530700901313,1.01889591511309,1.77233481375886,2.6660759105554,0.280793089,-0.090501895,0.104911133288245,68.36072387,12.3476401687702,25
"london_014","00006d8f5f5f1be91c12",1.40535755529153,0.628095256051392,1.23238536003726,2.1911749342243,0.385184692,-0.12932116,0.109563910096508,53.00000286,43.7309074470953,47
"london_015","00004424497ef356a11c",1.16641757503334,0.4326714790124,0.993445379779074,1.7446042522752,0.457535644,-0.150293797,0.125780335585016,41.35598338,73.0512605807173,79
"london_016","0000f7f3ad4d2a0ecb40",0.544595504703908,0.10154935892232,0.371623309449642,1.1150760304507,0.505844204,-0.181059184,0.137915123844185,50.52300653,27.7426140396085,178
"london_017","00000a369068b703ac3d",0.981093079908828,0.0876652402680025,0.808120884654562,1.5532734231049,0.445992319,-0.154278887,0.135118025076797,44.87081432,44.5778586013405,183
"london_018","000077ac91d56904dcd9",1.82719110672248,0.568190819924149,1.65421891146821,2.5135862536285,0.40388101,-0.138125319,0.125985147335353,45.60845192,21.0259131101697,91
