"nbhd_code","system:index","UHI","UHINIGHT","UHIEQ","Buffer_UHI","NDVI","NDBI","Albedo","Impervious_surface","DEM","Count"
"paris_001","00004a8b1592ed932f5b",1.42050097601309,0.789451589233434,1.34429091723336,1.2753352492474,0.115962187,-0.052497349,0.0944897559337215,86.24029032,48.7238963047559,3
"paris_002","0000f335761f4dc10b6e",1.54251094330558,0.814127637994529,1.46630088452585,1.4999196748696,0.043696118,-0.013410285,0.0876992002908033,98.5112888,51.0069414347194,1
"paris_003","000034f95e608b13eaa0",1.27288245777826,0.667088383362619,1.19667239899853,1.2860096257377,0.094552505,-0.020371683,0.0890624606670862,98.26396681,47.3356544993919,1
"paris_004","0000376327833c1b3615",1.07388559728794,0.583258892911292,0.997675538508207,0.898342745847103,0.08939795,-0.04915676,0.0863257165019352,88.80885705,44.0867755568114,3
"paris_005","000072b2f7caca34a7f5",1.08648619682849,0.476135108981307,1.01027613804876,0.900767805390803,0.163413684,-0.051236717,0.100817857632564,88.70305583,51.6338162915547,3
"paris_006","0000b3439364027993a9",1.40321619285201,0.603305874537961,1.32700613407228,1.5031529248914,0.153576391,-0.051657028,0.0969230874609868,87.1936739,52.6471166877509,4
"paris_007","0000771bee8e3ac5209b",1.28447243448847,0.507697249675092,1.20826237570874,1.149335582626,0.199849981,-0.087570163,0.105713357901293,81.33507226,44.2442539854622,4
"paris_008","000061d6b2b165c05de7",1.55612082005163,0.589526010484693,1.4799107612719,1.528861334896,0.140433108,-0.069970721,0.0955215867357044,89.46403052,52.3817160408714,6
"paris_009","0000b5270f3eb0dc1287",1.68577499878415,0.715059903655948,1.60956494000442,1.6096751366824,0.06730084,-0.02951218,0.0891994301994302,98.38314949,57.352333192196,5
"paris_010","0000840c8618e8eeca29",1.43402586438871,0.625857962567968,1.35781580560898,1.1787452300581,0.113233548,-0.018925778,0.0951858978717617,96.72497943,56.2543241218679,6
"paris_011","0000a2c85f1e9991595b",0.724127562788166,0.427980009297905,0.647917504008433,0.719647828020701,0.150647719,-0.020514616,0.102361691980336,95.68480678,52.1638954477889,6
"paris_012","0000a9f179cce55b3399",0.076210058779733,-0.11695061708506,0,-0.168903018873699,0.399577787,-0.13502667,0.119511809561505,61.33301004,52.8535178553897,25
"paris_013","0000928907ae10aff8d4",0.961229641113546,0.186770334741083,0.885019582333813,0.918833957582901,0.214706186,-0.039697696,0.107073138696179,84.93627627,52.242186274248,12
"paris_014","00007deac81d9e778887",1.39886347393014,0.510766730089297,1.32265341515041,1.3156719351103,0.256458714,-0.067297332,0.109384946962084,82.21268293,70.9020375385609,9
"paris_015","00009e0d7367b91682fe",1.27297879403301,0.383486595322467,1.19676873525328,1.2965862771649,0.202252196,-0.048726031,0.109196547938084,85.43150526,47.1376023763777,14
"paris_016","00008bb0bdce5d03c1ca",0.214021630967593,0.116274436216671,0.13781157218786,-0.0800687405542995,0.388352378,-0.163319068,0.115868551730017,56.30104375,50.4504973976924,25
"paris_017","00007d008046cac49e84",1.7276690798492,0.454208442452561,1.65145902106947,1.7979762311656,0.163213083,-0.052683832,0.100982046296042,93.1569074,49.0666320621146,8
"paris_018","00004cd1aa97bb71a7cd",1.7615542681503,0.550316575711531,1.68534420937057,1.6929322695697,0.169178768,-0.039095908,0.102083313644226,92.56138603,63.932030710006,10
"paris_019","00000afd8617cbb57410",1.22149535471556,0.544022174389803,1.14528529593583,1.0637013555103,0.231799975,-0.045859925,0.107536454370528,84.2762612,70.0963257046542,9
"paris_020","0000ea6a79d44587b9f5",0.70898511460628,0.525468982202889,0.632775055826547,0.508715892999401,0.245776969,-0.043309467,0.111685697203371,82.62257736,87.206849182022,9
