"nbhd_code","system:index","UHI","UHINIGHT","UHIEQ","Buffer_UHI","NDVI","NDBI","Albedo","Impervious_surface","DEM","Count"
"bangkok_001","0000b52d65c5db1b864b",1.73377166819128,0.344755676752429,2.49685976698072,2.5136900176463,0.312504716,-0.142961039,0.13438524310433,34.9734202,6.34740351027274,38
"bangkok_002","0000ef93cf5c793b6781",3.92801543768445,1.10105221621674,4.69110353647389,4.5272464999058,0.241452437,-0.117532435,0.129144838092196,42.24021912,7.20042294155965,27
"bangkok_003","00004bd9b83ea7ab3464",2.49719824147963,0.264738173939398,3.26028634026907,3.2346196083942,0.317646081,-0.145356228,0.128669026663915,29.09984637,7.20157597349858,48
"bangkok_004","000028e8bf2cc3799a70",3.32879638360651,0.700925692301485,4.09188448239595,4.05288367014,0.240092717,-0.185753433,0.130880205513359,44.21442833,8.11623522657142,43
"bangkok_005","0000a53288616de3d92d",3.7297439531179,0.945736561242988,4.49283205190734,4.4658184845756,0.165190399,-0.061729054,0.103362020905923,51.31518767,8.19008335936005,9
"bangkok_006","00007ab325e6a8a2c4d1",-0.729915492897495,1.08307455082922,0.0331726058919489,-0.2353027652387,0.20199359,-0.238756016,0.0929195201753616,37.44715655,4.68268636264706,97
"bangkok_007","00000d67224aeb2ed4d8",4.16338058187108,1.06483581135181,4.92646868066052,4.8937324165971,0.222961799,-0.09018609,0.125987822635276,43.65503169,7.81697458701172,20
"bangkok_008","00007973bf18dda1d49e",3.65557176025329,0.878832472748612,4.41865985904273,4.2792822955353,0.197015343,-0.113715122,0.11861089431268,42.11545255,8.38287433814449,13
"bangkok_009","0000ff6ab93b8413cf6d",3.58300860158752,1.4765003028432,4.34609670037696,4.0350990968692,0.129812313,-0.064104663,0.0997879936808847,70.56460411,17.3138079756837,4
"bangkok_010","0000e1d341c4f7fff7d6",4.17346911021592,0.971311629613228,4.93655720900536,4.8399103411965,0.170292071,-0.116130762,0.122963514238346,60.99441117,8.76763521894201,12
"bangkok_011","00007b19072efd12fbb5",3.63954254117675,0.597455215109605,4.40263063996619,4.588192201263,0.274159968,-0.093122971,0.120972018824891,44.96904578,9.22790900955962,12
"bangkok_012","000033efdb5559f78564",4.33773633885612,0.691376566425454,5.10082443764556,5.479497113361,0.260565745,-0.072029368,0.118379545911191,44.30345768,9.11637768686278,5
"bangkok_013","0000a08ca1db62fbebf5",3.90653388167005,0.804388614245409,4.66962198045949,4.7146354854396,0.21623443,-0.155736812,0.130851655014871,50.54151909,6.70801971918418,25
"bangkok_014","0000fc139d275492a52f",4.33416974698699,1.2290077376985,5.09725784577643,5.02498706520669,0.172817449,-0.15895323,0.124969390477156,62.09888196,8.90410992202169,34
"bangkok_015","00003230f6c7354ade04",3.2430783035131,0.60072571134546,4.00616640230254,4.3067892112371,0.312748723,-0.127143382,0.127678042836348,36.6287763,8.12721290445019,24
"bangkok_016","0000601e065d106be7f7",4.75374743666634,1.5960698419137,5.51683553545578,5.6836672290438,0.143500744,-0.077886761,0.122388495475749,64.22075249,9.60160753878034,10
"bangkok_017","0000ac7713161d000892",4.09482586894934,0.655099123771287,4.85791396773878,4.86007458182929,0.226533365,-0.149699426,0.134286752745843,50.53370783,7.42540921588483,37
"bangkok_018","000007b6cf2e66d4ad0d",3.98760786024814,1.26816490568339,4.75069595903758,4.6005719081767,0.205138719,-0.103784464,0.114385041731873,44.56258768,9.45317856355576,12
"bangkok_019","0000d58fd5b90a2cd2d5",4.31837756074237,1.53438542793231,5.08146565953181,4.8931286997424,0.225170458,-0.12634234,0.128799159669396,46.49425233,8.05405709542304,16
"bangkok_020","0000e294cf3c78fc7361",2.96632615842187,0.481113833337938,3.72941425721131,3.8147418526109,0.245250455,-0.181699553,0.133357296272005,41.34925631,6.90724297657203,26
"bangkok_021","0000bd103a026aa08c4b",0.0786551349853229,-0.329330083034337,0.841743233774767,0.590810154215497,0.266815837,-0.231707841,0.134040184630113,27.47796704,6.21165158146911,127
"bangkok_022","0000475c6fb7fc1c48a3",3.78185816348917,1.04028980229766,4.54494626227861,4.2279252027988,0.139065448,-0.065327937,0.10173488372093,55.25004286,9.8291199959774,6
"bangkok_023","0000f11ac326341b7d1b",3.98266481860243,1.56906852831992,4.74575291739187,4.7099871675119,0.165833203,-0.065482285,0.111937171717172,62.80301038,10.198635652722,14
"bangkok_024","0000dd627b8090398903",3.95355528632403,0.943346640636025,4.71664338511347,4.57428083336369,0.212556304,-0.163090225,0.129643978253709,51.60464743,8.38123111115851,23
"bangkok_025","0000f6b18eb2fb64910b",-0.149514229916052,0.222676398382857,0.613573868873392,0.4611699413894,0.296050178,-0.201602859,0.129219483650182,27.30750034,4.86425973257324,131
"bangkok_026","0000da07db2521544f8e",4.25040631214049,1.04115038621374,5.01349441092993,4.9814842889955,0.180960532,-0.179803813,0.1318827575696,57.34086728,7.33847162105811,22
"bangkok_027","0000d451f382ff67a932",0.853900732195212,-0.0592489961092335,1.61698883098466,1.6490917734603,0.264224447,-0.203043823,0.131943910903632,35.33431166,5.60552068934471,62
"bangkok_028","0000bf4bc9f6ec36df78",-0.763088098789444,-0.507620135620546,0,-0.145909347384602,0.280314189,-0.254533084,0.133171464370593,24.97218739,5.5051073414059,250
"bangkok_029","00002ad59673a3bb61c2",2.05323635867021,-0.04466428446675,2.81632445745965,2.6967799966263,0.335959273,-0.146214199,0.134584450735806,30.62662012,6.45637489444214,36
"bangkok_030","000070f13067bdcd0462",3.62024256625465,1.63487482601432,4.38333066504409,4.1413863307566,0.164306796,-0.097800651,0.116189163409641,53.99408203,15.0007100950145,10
