"nbhd_code","PM25_2000"
"casablanca_025",5.14689073343312
"casablanca_011",5.81936383293502
"casablanca_012",5.7384182015168
"casablanca_031",5.58910558170814
"casablanca_019",5.92084352078239
"casablanca_016",7.07418460882541
"casablanca_002",6.01197604790419
"casablanca_014",7.42970347648262
"casablanca_022",6.99506578947368
"casablanca_005",6.20572450805009
"casablanca_015",5.49954773170053
"casablanca_021",5.34857142857143
"casablanca_026",5
"casablanca_027",5.20933734939759
"casablanca_009",5.95402298850575
"casablanca_010",6.24822695035461
"casablanca_006",6
"casablanca_033",5.11181530104119
"casablanca_008",6.72419047619048
"casablanca_023",5.24891304347826
"casablanca_018",5
"casablanca_032",5.00497512437811
"casablanca_030",6.21204730722972
"casablanca_034",5
"casablanca_001",5
"casablanca_013",5.58060525314046
"casablanca_003",5.30195317238869
"casablanca_029",5.38645146624233
"casablanca_004",5.84955111497249
"casablanca_017",5.58200290275762
"casablanca_028",8.33060747663551
"casablanca_020",6.5
"casablanca_024",9
"casablanca_007",8.3324319451956
"barcelona_22",19.1422733077906
"barcelona_39",17.2347972972973
"barcelona_40",16.0436681222707
"barcelona_43",15.4910313901345
"barcelona_28",15.5755395683453
"barcelona_41",13.0113314447592
"barcelona_38",13.3738317757009
"barcelona_29",13
"barcelona_25",14.1907308377897
"barcelona_27",NA
"barcelona_26",NA
"barcelona_24",13
"barcelona_23",14.7094594594595
"barcelona_21",13.7914230019493
"barcelona_20",NA
"barcelona_19",NA
"barcelona_18",NA
"barcelona_8",NA
"barcelona_9",NA
"barcelona_15",NA
"barcelona_14",NA
"barcelona_16",NA
"barcelona_17",NA
"barcelona_13",NA
"barcelona_11",NA
"barcelona_12",NA
"barcelona_1",NA
"barcelona_2",NA
"barcelona_3",NA
"barcelona_10",NA
"barcelona_7",NA
"barcelona_31",NA
"barcelona_30",NA
"barcelona_37",13
"barcelona_32",NA
"barcelona_34",NA
"barcelona_36",NA
"barcelona_33",NA
"barcelona_6",NA
"barcelona_35",NA
"barcelona_64",NA
"barcelona_63",NA
"barcelona_62",NA
"barcelona_65",NA
"barcelona_5",NA
"barcelona_66",NA
"barcelona_4",NA
"barcelona_67",NA
"barcelona_68",NA
"barcelona_71",NA
"barcelona_61",NA
"barcelona_72",NA
"barcelona_73",NA
"barcelona_69",NA
"barcelona_70",NA
"barcelona_56",NA
"barcelona_57",NA
"barcelona_59",NA
"barcelona_60",NA
"barcelona_44",NA
"barcelona_45",NA
"barcelona_52",NA
