"nbhd_code","PM25_2003"
"casablanca_025",5.02843924343448
"casablanca_011",5.63946739501536
"casablanca_012",5.65583965330444
"casablanca_031",5.5848016139879
"casablanca_019",5.77231051344743
"casablanca_016",6.65828181624387
"casablanca_002",5.97305389221557
"casablanca_014",7.03118609406953
"casablanca_022",6.22368421052632
"casablanca_005",6
"casablanca_015",5.36637211244086
"casablanca_021",5
"casablanca_026",5
"casablanca_027",5
"casablanca_009",5.48467432950192
"casablanca_010",6
"casablanca_006",5.83970856102004
"casablanca_033",5
"casablanca_008",6.3592380952381
"casablanca_023",5
"casablanca_018",5
"casablanca_032",5
"casablanca_030",5.7804356541494
"casablanca_034",5
"casablanca_001",5
"casablanca_013",5.27498096688237
"casablanca_003",5.04246026931942
"casablanca_029",5.10115935439873
"casablanca_004",5.56747755574862
"casablanca_017",5.21843251088534
"casablanca_028",7.56931464174455
"casablanca_020",6
"casablanca_024",8.08918918918919
"casablanca_007",7.76167297638363
"barcelona_22",16.1422733077906
"barcelona_39",14.2347972972973
"barcelona_40",13.0436681222707
"barcelona_43",12.3654708520179
"barcelona_28",12.5755395683453
"barcelona_41",10.0113314447592
"barcelona_38",10.3738317757009
"barcelona_29",10
"barcelona_25",11.1907308377897
"barcelona_27",NA
"barcelona_26",NA
"barcelona_24",10
"barcelona_23",11.7094594594595
"barcelona_21",10.7914230019493
"barcelona_20",NA
"barcelona_19",NA
"barcelona_18",NA
"barcelona_8",NA
"barcelona_9",NA
"barcelona_15",NA
"barcelona_14",NA
"barcelona_16",NA
"barcelona_17",NA
"barcelona_13",NA
"barcelona_11",NA
"barcelona_12",NA
"barcelona_1",NA
"barcelona_2",NA
"barcelona_3",NA
"barcelona_10",NA
"barcelona_7",NA
"barcelona_31",NA
"barcelona_30",NA
"barcelona_37",10
"barcelona_32",NA
"barcelona_34",NA
"barcelona_36",NA
"barcelona_33",NA
"barcelona_6",NA
"barcelona_35",NA
"barcelona_64",NA
"barcelona_63",NA
"barcelona_62",NA
"barcelona_65",NA
"barcelona_5",NA
"barcelona_66",NA
"barcelona_4",NA
"barcelona_67",NA
"barcelona_68",NA
"barcelona_71",NA
"barcelona_61",NA
"barcelona_72",NA
"barcelona_73",NA
"barcelona_69",NA
"barcelona_70",NA
"barcelona_56",NA
"barcelona_57",NA
"barcelona_59",NA
"barcelona_60",NA
"barcelona_44",NA
"barcelona_45",NA
"barcelona_52",NA
"barcelona_53",NA
"barcelona_58",NA
"barcelona_54",NA
"barcelona_50",NA
"barcelona_55",NA
"barcelona_49",NA
"barcelona_48",NA
"barcelona_51",NA
"barcelona_46",NA
"barcelona_47",NA
"barcelona_42",10
"istanbul_032",10.0618174802238
"istanbul_015",9.89615778236262
"istanbul_014",10.9862202392703
"istanbul_002",9.6924609764198
"istanbul_018",12.4005200535813
"istanbul_008",10.3529624753127
"istanbul_012",11.7540018121413
"istanbul_001",9.29830508474577
"istanbul_004",13.0540067508439
"istanbul_026",13.691301676468
"istanbul_007",9.44951712028095
