"nbhd_code","PM25_2011"
"casablanca_025",5.00462647979317
"casablanca_011",5.32149766700808
"casablanca_012",5.49544962080174
"casablanca_031",5.26657700067249
"casablanca_019",5.6690097799511
"casablanca_016",6.64144105734385
"casablanca_002",5.90364725095264
"casablanca_014",7.03118609406953
"casablanca_022",6.22368421052632
"casablanca_005",6
"casablanca_015",5.05169774561648
"casablanca_021",5
"casablanca_026",4.93546195652174
"casablanca_027",5
"casablanca_009",5.48467432950192
"casablanca_010",6
"casablanca_006",5.83970856102004
"casablanca_033",5
"casablanca_008",6.3592380952381
"casablanca_023",5
"casablanca_018",5
"casablanca_032",5
"casablanca_030",5.7213684351196
"casablanca_034",4.95472779369628
"casablanca_001",5
"casablanca_013",5.26498858012942
"casablanca_003",5.0150430668446
"casablanca_029",5.08592862014094
"casablanca_004",5.56747755574862
"casablanca_017",5.21843251088534
"casablanca_028",7.56931464174455
"casablanca_020",6
"casablanca_024",8.08918918918919
"casablanca_007",7.77248963403642
"barcelona_22",16.1422733077906
"barcelona_39",13.9864864864865
"barcelona_40",12.3493449781659
"barcelona_43",11.9013452914798
"barcelona_28",11.8057553956835
"barcelona_41",9.01133144475921
"barcelona_38",9.37383177570094
"barcelona_29",9
"barcelona_25",10.7647058823529
"barcelona_27",NA
"barcelona_26",NA
"barcelona_24",9
"barcelona_23",11.2959459459459
"barcelona_21",10.4970760233918
"barcelona_20",NA
"barcelona_19",NA
"barcelona_18",NA
"barcelona_8",NA
"barcelona_9",NA
"barcelona_15",NA
"barcelona_14",NA
"barcelona_16",NA
"barcelona_17",NA
"barcelona_13",NA
"barcelona_11",NA
"barcelona_12",NA
"barcelona_1",NA
"barcelona_2",NA
"barcelona_3",NA
"barcelona_10",NA
"barcelona_7",NA
"barcelona_31",NA
"barcelona_30",NA
"barcelona_37",9
"barcelona_32",NA
"barcelona_34",NA
"barcelona_36",NA
"barcelona_33",NA
"barcelona_6",NA
"barcelona_35",NA
"barcelona_64",NA
"barcelona_63",NA
"barcelona_62",NA
"barcelona_65",NA
"barcelona_5",NA
"barcelona_66",NA
"barcelona_4",NA
"barcelona_67",NA
"barcelona_68",NA
"barcelona_71",NA
"barcelona_61",NA
"barcelona_72",NA
"barcelona_73",NA
"barcelona_69",NA
"barcelona_70",NA
"barcelona_56",NA
"barcelona_57",NA
"barcelona_59",NA
"barcelona_60",NA
"barcelona_44",NA
"barcelona_45",NA
"barcelona_52",NA
"barcelona_53",NA
"barcelona_58",NA
"barcelona_54",NA
"barcelona_50",NA
"barcelona_55",NA
"barcelona_49",NA
"barcelona_48",NA
"barcelona_51",NA
"barcelona_46",NA
"barcelona_47",NA
"barcelona_42",9
"istanbul_032",7.58976461508779
"istanbul_015",7.34241872357678
"istanbul_014",8.73127492399416
"istanbul_002",7.15620700289415
"istanbul_018",9.90891182727917
"istanbul_008",7.83999341672152
"istanbul_012",9.42706131078224
"istanbul_001",7.29830508474577
"istanbul_004",10.5148768596074
"istanbul_026",10.8961643114193
"istanbul_007",7.49868305531168
"istanbul_006",9.93545784590561
"istanbul_005",11.8223504890172
"istanbul_022",9.22080471050049
"istanbul_017",9.96997527375486
"istanbul_019",7.82302326910983
"istanbul_035",7.93425018839488
"istanbul_009",9.99560702875399
"istanbul_021",10.0528931487398
"istanbul_024",8.10876132930514
"istanbul_020",11.3908341219413
"istanbul_013",7.89797136038186
"istanbul_033",7.33984565790759
"istanbul_030",6.99808865217765
"istanbul_010",6.42285189858896
"istanbul_038",7.11409673418768
"istanbul_023",7.0147846794999
"istanbul_039",9.07326892109501
"istanbul_025",9.76434119089794
"istanbul_028",7.19583513682489
"istanbul_027",6.82686956006868
"istanbul_034",6.78214774281806
"istanbul_029",6.65628368182798
"istanbul_003",6.9497966446365
"istanbul_037",7.11808956071251
"istanbul_016",6.51800781596945
"istanbul_011",6.50885425450649
"istanbul_036",7.02320528177842
"istanbul_031",5.99900862319197
"telaviv_045",6
"telaviv_047",6
"telaviv_046",6
"telaviv_049",6
"telaviv_048",6.01970443349754
"telaviv_050",6.51592356687898
"telaviv_051",6.83233532934132
"telaviv_014",6
"telaviv_015",6
"telaviv_007",6.10650887573965
"telaviv_008",6
"telaviv_002",6.55235602094241
"telaviv_001",6
"telaviv_004",7
"telaviv_009",6.40265486725664
"telaviv_003",6.48445595854922
"telaviv_005",6
"telaviv_010",6.06201550387597
"telaviv_011",6
"telaviv_012",6
"telaviv_013",6
"telaviv_016",6
"telaviv_018",6
"telaviv_019",6
"telaviv_026",6
"telaviv_027",6
"telaviv_028",6
"telaviv_025",6
"telaviv_017",6
"telaviv_022",6
"telaviv_020",6
"telaviv_021",6
"telaviv_023",6
"telaviv_024",6
"telaviv_070",6
"telaviv_060",6
"telaviv_069",6
"telaviv_059",6
"telaviv_061",6
"telaviv_062",6
"telaviv_058",6
"telaviv_068",6
"telaviv_067",6.75
"telaviv_063",6.0573476702509
"telaviv_065",6.5
"telaviv_064",6.17777777777778
"telaviv_066",6.7125748502994
"telaviv_071",6
"telaviv_054",6
"telaviv_056",6.04444444444445
"telaviv_043",6
"telaviv_053",6
"telaviv_037",6.05351170568562
"telaviv_041",6
"telaviv_040",6
"telaviv_031",6.11678832116788
"telaviv_035",6
"telaviv_030",6.05947955390334
"telaviv_034",6
"telaviv_036",6
"telaviv_057",6
"telaviv_032",6
"telaviv_006",6
"telaviv_033",6
"telaviv_029",6
"telaviv_038",6
"telaviv_039",6
"telaviv_042",6
"telaviv_052",6
"telaviv_055",6
"telaviv_044",6
"Johannesburg_1",32
"Johannesburg_2",32
"Johannesburg_3",32
"Johannesburg_6",33.1847750174598
"Johannesburg_23",35.0604580555739
"Johannesburg_125",35
"Johannesburg_122",34.9573763250883
"Johannesburg_119",35.3446360153257
"Johannesburg_24",35.0594029850746
"Johannesburg_18",35.6162361623616
"Johannesburg_54",35
"Johannesburg_55",34.9840796019901
"Johannesburg_124",34.6700949367089
"Johannesburg_68",35.0483323347314
"Johannesburg_58",35
"Johannesburg_29",35
"Johannesburg_27",35
"Johannesburg_26",35
"Johannesburg_28",35
"Johannesburg_25",35.2885532591415
"Johannesburg_30",35
"Johannesburg_31",35.070796460177
"Johannesburg_70",35.9338083436596
"Johannesburg_39",35.901728844404
"Johannesburg_40",35.9920948616601
"Johannesburg_82",36
"Johannesburg_86",35.9088704088704
"Johannesburg_88",35.7634151206862
"Johannesburg_89",36
"Johannesburg_85",36
"Johannesburg_126",36.2489577129244
"Johannesburg_98",36
"Johannesburg_99",35.9903420523139
"Johannesburg_117",35.4387724992623
"Johannesburg_102",36.5889007470651
"Johannesburg_90",36.0393272962484
"Johannesburg_87",35.1343453510436
"Johannesburg_69",35.0947998159227
"Johannesburg_60",35
"Johannesburg_67",35
"Johannesburg_59",35
"Johannesburg_123",35
"Johannesburg_63",35
"Johannesburg_62",35
"Johannesburg_64",35
"Johannesburg_66",35.0149068322981
"Johannesburg_73",35
"Johannesburg_74",35.3605919003115
"Johannesburg_91",35.9986380660538
"Johannesburg_103",36.8171340099776
"Johannesburg_108",36.1895734597156
"Johannesburg_107",36
"Johannesburg_81",35.8205890299919
"Johannesburg_75",36
"Johannesburg_76",36
"Johannesburg_116",36
"Johannesburg_105",36.0169491525424
"Johannesburg_72",35.332486503652
"Johannesburg_118",35.1721281958948
"Johannesburg_65",35.0752279635258
"Johannesburg_57",34.9717857933171
"Johannesburg_61",35
"Johannesburg_56",34.8654303376129
"Johannesburg_32",36.1637003962015
"Johannesburg_77",35
"Johannesburg_78",35.3035714285714
"Johannesburg_111",35.1541774332472
"Johannesburg_79",35
"Johannesburg_110",36.1329039184112
"Johannesburg_80",35.728370221328
"Johannesburg_93",37.4016009148085
"Johannesburg_112",36.6005572113516
"Johannesburg_92",35.7001179566282
"Johannesburg_94",37.4118544345173
"Johannesburg_113",37.0008020854221
"Johannesburg_96",37.1450620539324
"Johannesburg_106",37.6470509562659
"Johannesburg_109",36.6549338146811
"Johannesburg_115",37.2866847826087
"Johannesburg_104",36.8469468675654
"Johannesburg_101",36.7844108446298
"Johannesburg_97",36.4692766592095
"Johannesburg_114",36.8855557838504
"Johannesburg_100",37
"Johannesburg_95",37
"Johannesburg_71",36
"Johannesburg_83",36
"Johannesburg_127",36
"Johannesburg_84",36
"Johannesburg_41",36
"Johannesburg_43",36
"Johannesburg_42",36
"Johannesburg_38",35.9348268839104
"Johannesburg_45",36
"Johannesburg_36",36
"Johannesburg_47",36
"Johannesburg_44",36
"Johannesburg_49",36
"Johannesburg_129",36
"Johannesburg_48",36
"Johannesburg_46",36
"Johannesburg_34",36
"Johannesburg_51",36
"Johannesburg_52",36
"Johannesburg_128",35.6404293381038
"Johannesburg_53",35.0326329906124
"Johannesburg_50",35.7879098360656
"Johannesburg_130",35.9275653923541
"Johannesburg_20",36
"Johannesburg_14",35.7568710359408
"Johannesburg_13",35.1774779449922
"Johannesburg_10",35.1132208157525
"Johannesburg_9",35.0032546786005
"Johannesburg_8",34.4750723158074
"Johannesburg_11",35.2322791712105
"Johannesburg_12",35.888558692422
"Johannesburg_19",35.8946378174976
"Johannesburg_16",36
"Johannesburg_15",36
"Johannesburg_21",36
"Johannesburg_33",36
"Johannesburg_35",36
"Johannesburg_37",35.9669811320755
"Johannesburg_22",35.4567350579839
"Johannesburg_17",35.4852941176471
"Johannesburg_120",34.0053311793215
"Johannesburg_121",33.2245985650837
"Johannesburg_7",33.0535501785006
"Johannesburg_4",32.0652173913043
"Johannesburg_5",32.228772854044
"jakarta_005",15
"jakarta_001",15.0034201026031
"jakarta_021",15
"jakarta_018",15
"jakarta_008",15.7981393715991
"jakarta_023",15.6476104598738
"jakarta_006",15.0049785645139
"jakarta_011",15
"jakarta_031",15
"jakarta_007",14.9926588667126
"jakarta_022",15.4611291752882
"jakarta_030",15.5090285301553
"jakarta_004",15.9516373888527
"jakarta_016",16
"jakarta_033",16
"jakarta_020",16
"jakarta_017",16
"jakarta_015",16
"jakarta_040",16
"jakarta_037",15.9824945295405
"jakarta_024",16
"jakarta_029",16
"jakarta_012",15.9864712514092
"jakarta_042",15.9091286307054
"jakarta_026",15.7584134615385
"jakarta_009",15.4299017071909
"jakarta_036",15.0426287744227
"jakarta_013",15
"jakarta_002",15
"jakarta_025",15.4509803921569
"jakarta_034",15.2477302204929
"jakarta_019",15
"jakarta_041",15
"jakarta_027",15
"jakarta_035",15
"jakarta_038",15
"jakarta_039",15.607898448519
"jakarta_010",16
"jakarta_032",15.9804235832856
"jakarta_003",16
"jakarta_028",16
"jakarta_014",16
"bangkok_017",28.0760252040078
"bangkok_039",27.2735480510461
"bangkok_004",27.0377323591973
"bangkok_024",28
"bangkok_044",27.3310724883425
"bangkok_045",27.3029282576867
"bangkok_029",26.4550397323296
"bangkok_003",26.6444163239481
"bangkok_031",26.8195131604987
"bangkok_015",26.0072001309115
"bangkok_001",25.9945199704921
"bangkok_012",27
"bangkok_046",26.4878378378378
"bangkok_037",25.6476715686274
"bangkok_005",25.9439124487004
"bangkok_022",26.3476884103863
"bangkok_050",25.1875761266748
"bangkok_042",25.9979144942649
"bangkok_009",26.00756859035
"bangkok_030",26.5940170940171
"bangkok_040",26.4986301369863
"bangkok_034",27
"bangkok_011",27.003711722858
"bangkok_035",26.9634146341463
"bangkok_038",26.8309785452643
"bangkok_018",27.3162307176392
"bangkok_032",27.2553366174056
"bangkok_008",27.469163706813
"bangkok_010",28
"bangkok_014",27.5424851795885
"bangkok_016",26.8581623550401
"bangkok_019",26.4005113900511
"bangkok_026",26.9978517722879
"bangkok_002",25.7406744666208
"bangkok_049",26.1946041574524
"bangkok_043",25.3564916692864
"bangkok_048",26.4328184202856
"bangkok_023",26.0466781214204
"bangkok_033",25.0155426033861
"bangkok_007",24.2942473441571
"bangkok_047",24.6710814234712
"bangkok_006",24.4933112773303
"hochiminh_001",12.6137253117321
"hochiminh_007",13.5427378906387
"hochiminh_004",12.0649726742184
"bangkok_036",24.1311081253094
"bangkok_025",23.4934999852607
"bangkok_041",24.9815942617404
"bangkok_013",26.1117210203423
"bangkok_020",25.9125952487674
"bangkok_021",25.6974993701184
"bangkok_027",24.7179074944348
"bangkok_028",24.4462561242655
"hochiminh_012",13.6693102444703
"hochiminh_024",11.357605945604
"hochiminh_021",10.7333445152633
"hochiminh_005",9.23740639619359
"hochiminh_014",10.9434237835345
"hochiminh_019",10.3961384098058
"hochiminh_008",9.88826111853407
"hochiminh_002",11.0353834753612
"hochiminh_006",11.9840904734522
"hochiminh_013",11
"hochiminh_009",11
"hochiminh_015",11
"hochiminh_022",11.8367967562088
"hochiminh_023",11.9909157868893
"hochiminh_003",12.0501913453047
"hochiminh_018",11
"hochiminh_020",11
"hochiminh_017",11
"hochiminh_011",11
"hochiminh_010",11
"hochiminh_016",11
"singapore_034",11.1308985716869
"singapore_032",11
"singapore_009",11
"singapore_010",10.9799909049568
"singapore_008",11.3193030097307
"singapore_014",10.4249866524293
"singapore_012",10.2981119390442
"singapore_033",10.4654367637253
"singapore_015",10
"singapore_019",10.7039408866995
"singapore_038",10
"singapore_031",10.742871561948
"singapore_027",10
"singapore_055",11
"singapore_043",10.1909364261168
"singapore_048",11.3014329580348
"singapore_013",11.0426829268293
"singapore_023",10.4189628986765
"singapore_037",10.7443708609272
"singapore_017",10
"singapore_002",11.0375838926174
"singapore_021",11.0321782178218
"singapore_007",10.0098039215686
"singapore_036",10
"singapore_018",10
"singapore_030",10
"singapore_022",10.7444717444717
"singapore_001",9.00727603456116
"singapore_020",NA
"singapore_050",10.0738007380074
"singapore_051",10.7595754499308
"singapore_049",11
"singapore_047",11
"singapore_029",11
"singapore_052",NA
"singapore_045",NA
"singapore_054",NA
"singapore_004",NA
"singapore_046",NA
"singapore_024",NA
"singapore_003",NA
"singapore_011",NA
"singapore_005",NA
"singapore_042",10
"singapore_028",11
"singapore_040",NA
"singapore_016",NA
"singapore_044",NA
"singapore_039",NA
"singapore_053",NA
"singapore_025",11
"singapore_035",NA
"singapore_006",9
"singapore_041",9
"singapore_026",9.02347161572052
"manila_014",8.06912136455328
"manila_001",8.69492475184117
"manila_017",10.6536511156187
"manila_009",16.991822991823
"manila_004",15.398492331687
"manila_006",12.607408171688
"manila_015",8.16666666666667
"manila_007",8
"manila_012",8.55479452054795
"manila_005",8.45337954939341
"manila_016",9.00877192982456
"manila_003",8.96809523809524
"manila_013",9
"manila_011",12.1441951644522
"manila_010",9.51076242204788
"manila_002",NA
"manila_008",8.45605223505776
"seoul_005",22.2942830365511
"seoul_008",19.2141101278269
"seoul_009",21.4840075258702
"seoul_010",23.5168295331162
"seoul_014",22.3662963697679
"seoul_025",23.6021295935593
"seoul_013",23.0322350845948
"seoul_012",24
"seoul_023",22.1186887165228
"seoul_011",23.3415781222783
"seoul_007",23.2930313086135
"seoul_006",22.9532643596147
"seoul_004",19.0056611140031
"seoul_003",18.3493139628733
"seoul_024",21.8741538461539
"seoul_018",22.9006993006993
"seoul_022",20.3727921833897
"seoul_020",20.8401630551384
"seoul_002",18.1361034164358
"seoul_021",18.1035331341185
