"isInterpolated","useMicroData","CountryCode","CountryName","RegionCode","CoverageType","RequestYear","DataYear","DataType","PPP","PovertyLine","Mean","HeadCount","PovGap","PovGapSqr","Watts","Gini","Median","pr.mld","Polarization","ReqYearPopulation","SvyInfoID","Decile1","Decile2","Decile3","Decile4","Decile5","Decile6","Decile7","Decile8","Decile9","Decile10"
0,0,"CHN","China","EAP","U","2010","2010","X",3.696112,5.5,307.1974,0.265533,0.07147383,0.02803594,0.09387288,0.3574452,244.3376,0.2140305,0.2951701,658.4986633,"CHN_U2010X",0.03016,0.04219,0.05296,0.06332,0.07395,0.08563,0.09958,0.1184,0.1498,0.2841
0,1,"COL","Colombia","LAC","N","2010","2010","Y",1196.955,5.5,387.9628,0.384349,0.1612039,0.09163421,0.2536276,0.547827,218.0293,0.5803385,-1,45.918097,"COL_N2010Y",0.01079,0.0219,0.03065,0.03977,0.05019,0.06349,0.08146,0.1081,0.1583,0.4354
1,1,"COM","Comoros","SSA","N","2010","","X",220.5725,5.5,197.9612,0.6374036,0.3051661,0.1813542,0.4970974,-1,-1,-1,-1,0.689692,"COM_N2004X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"ZAR","Congo, Democratic Republic of","SSA","N","2010","","X",537.7323,5.5,35.00542,0.9898028,0.7955897,0.6632283,1.869577,-1,-1,-1,-1,64.523263,"ZAR_N2004X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"COG","Congo, Republic of","SSA","N","2010","","X",296.5003,5.5,115.657,0.8261039,0.480643,0.3264998,0.8745798,-1,-1,-1,-1,4.386693,"COG_N2005X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"CRI","Costa Rica","LAC","N","2010","2010","Y",343.7857,5.5,630.9345,0.1287104,0.04253678,0.02154491,0.06042013,0.4815581,403.5658,0.4260172,-1,4.54528,"CRI_N2010Y",0.01568,0.02882,0.03815,0.04724,0.05753,0.07098,0.08845,0.1151,0.167,0.371
1,1,"CIV","Cote d'Ivoire","SSA","N","2010","","X",235.6879,5.5,113.1412,0.8258092,0.4557862,0.2954688,0.7930216,-1,-1,-1,-1,20.401331,"CIV_N2008X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"HRV","Croatia","ECA","N","2010","2010","X",4.358503,5.5,674.6618,0.006358175,0.001104425,0.0003245785,0.001320993,0.273541,595.5365,0.1226911,-1,4.417781,"HRV_N2010X",0.03944,0.05428,0.06417,0.07349,0.08283,0.09261,0.1038,0.1204,0.1441,0.2249
0,1,"CYP","Cyprus","OHI","N","2010","2010","Y",0.7115528,5.5,1540.074,0.002405329,0.0004805466,9.600563E-05,0.0005360848,0.314552,1269.8,0.1650108,-1,1.112607,"CYP_N2010Y",0.03566,0.05037,0.05993,0.06779,0.07668,0.0875,0.1003,0.1174,0.1476,0.2567
0,1,"CZE","Czech Republic","ECA","N","2010","2010","Y",14.90097,5.5,814.9697,0.007414804,0.001700828,0.0006237358,0.002159416,0.2662243,723.0284,0.1229459,-1,10.47441,"CZE_N2010Y",0.03722,0.0566,0.06804,0.07678,0.08441,0.09288,0.1027,0.1171,0.14,0.2242
0,1,"DNK","Denmark","OHI","N","2010","2010","Y",8.523886,5.5,1560.049,0.002380587,0.0009179806,0.0003539834,0.001159648,0.2719753,1372.296,0.1297577,-1,5.547683,"DNK_N2010Y",0.03718,0.0559,0.06596,0.07529,0.08354,0.09263,0.1038,0.119,0.1416,0.2251
1,1,"DJI","Djibouti","MNA","N","2010","","X",101.4806,5.5,157.5618,0.7087283,0.33557,0.203728,0.579915,-1,-1,-1,-1,0.851146,"DJI_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"DOM","Dominican Republic","LAC","N","2010","2010","Y",20.74103,5.5,367.1477,0.3254463,0.1130178,0.05353245,0.1593571,0.4694871,241.9869,0.3798076,-1,9.897985,"DOM_N2010Y",0.01824,0.02886,0.03845,0.0477,0.0587,0.07355,0.0921,0.1171,0.1629,0.3625
0,1,"ECU","Ecuador","LAC","N","2010","2010","Y",0.5472345,5.5,361.8706,0.3426602,0.1319381,0.07066615,0.2007874,0.4873407,233.3349,0.4291037,-1,14.93469,"ECU_N2010Y",0.01429,0.02728,0.03711,0.04704,0.05828,0.07193,0.08936,0.116,0.1639,0.3748
1,1,"EGY","Egypt, Arab Republic of","MNA","N","2010","","X",2.777,5.5,155.1881,0.7307967,0.2578961,0.1149608,0.3500138,-1,-1,-1,-1,84.107606,"EGY_N2008X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"SLV","El Salvador","LAC","N","2010","2010","Y",0.5307735,5.5,275.905,0.4134435,0.1566423,0.08017602,0.2307241,0.4351413,196.7093,0.3269644,-1,6.164626,"SLV_N2010Y",0.01931,0.03213,0.04271,0.05351,0.06503,0.07851,0.09572,0.1192,0.1615,0.3323
0,1,"EST","Estonia","ECA","N","2010","2010","Y",0.6085634,5.5,642.263,0.04249537,0.01621947,0.009481122,0.02860276,0.3199995,544.8348,0.1912606,-1,1.331475,"EST_N2010Y",0.02553,0.04645,0.06055,0.07195,0.08066,0.08975,0.1041,0.1241,0.1544,0.2425
1,1,"ETH","Ethiopia","SSA","N","2010","","X",5.438614,5.5,86.90635,0.9331185,0.5248211,0.3290003,0.865036,-1,-1,-1,-1,87.70267,"ETH_N2004X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"FJI","Fiji","EAP","N","2010","","X",1.216541,5.5,225.7882,0.5141951,0.1677264,0.07457131,0.2289462,-1,-1,-1,-1,0.85995,"FJI_N2008X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"FIN","Finland","OHI","N","2010","2010","Y",0.9802463,5.5,1489.406,0.00229932,0.0004714095,9.664895E-05,0.0005275557,0.2771211,1292.835,0.1302223,-1,5.363352,"FIN_N2010Y",0.03749,0.05451,0.06488,0.07323,0.08201,0.09222,0.1045,0.1214,0.1445,0.2252
0,1,"FRA","France","OHI","N","2010","2010","Y",0.8797541,5.5,1603.614,0.002492812,0.001210019,0.0005873475,0.001656154,0.3371769,1308.75,0.194336,-1,65.027512,"FRA_N2010Y",0.03056,0.04635,0.05734,0.06672,0.07617,0.0871,0.1002,0.1177,0.1468,0.271
0,1,"GAB","Gabon","SSA","N","2010","2005","X",359.2185,5.5,191.9841,0.6096204,0.2529981,0.1343987,0.3791801,0.4218499,136.429,0.3011957,-1,1.64021,"GAB_N2005X",0.02273,0.03547,0.04551,0.0551,0.06559,0.07806,0.09424,0.1166,0.1553,0.3315
1,1,"GMB","Gambia, The","SSA","N","2010","","X",10.82647,5.5,130.3954,0.8024026,0.4092637,0.2497701,0.6716383,-1,-1,-1,-1,1.692149,"GMB_N2003X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"GEO","Georgia","ECA","N","2010","2010","X",0.8419071,5.5,174.6811,0.6258587,0.2707283,0.152378,0.4271933,0.4005514,134.5204,0.2822692,-1,3.926,"GEO_N2010X",0.02049,0.03519,0.04703,0.0585,0.0707,0.08395,0.1007,0.1231,0.1604,0.3
0,1,"DEU","Germany","OHI","N","2010","2010","Y",0.8180292,5.5,1591.09,0.003360336,0.001109991,0.0003666539,0.001347352,0.3024735,1352.664,0.1546813,-1,81.77693,"DEU_N2010Y",0.03389,0.05009,0.06068,0.07039,0.08014,0.09087,0.1042,0.1216,0.148,0.2401
1,1,"GHA","Ghana","SSA","N","2010","","X",0.7880217,5.5,155.4715,0.7016221,0.3336086,0.1972696,0.5400834,-1,-1,-1,-1,24.512104,"GHA_N2005X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"GRC","Greece","OHI","N","2010","2010","Y",0.7582539,5.5,950.479,0.02231202,0.01268466,0.009652794,0.01530451,0.3410207,812.534,0.233173,-1,11.121341,"GRC_N2010Y",0.02416,0.04302,0.05558,0.06716,0.07943,0.09169,0.1055,0.1236,0.1536,0.2562
1,1,"GTM","Guatemala","LAC","N","2010","","Y",3.873239,5.5,295.8307,0.4703002,0.2051201,0.1169342,0.3253476,-1,-1,-1,-1,14.630417,"GTM_N2006Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"GIN","Guinea","SSA","N","2010","","X",2572.343,5.5,66.24072,0.9585687,0.6242615,0.4427238,1.158552,-1,-1,-1,-1,10.79417,"GIN_N2007X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"GNB","Guinea-Bissau","SSA","N","2010","2010","X",248.2358,5.5,69.18294,0.9341909,0.6640491,0.5085003,1.372961,0.5066424,42.19805,0.446719,-1,1.55588,"GNB_N2010X",0.0163,0.02859,0.03734,0.04569,0.05571,0.06649,0.08057,0.1023,0.147,0.42
0,0,"GUY","Guyana","LAC","N","2010","1998","Y",133.2612,5.5,268.0964,0.4141382,0.1723238,0.09745599,0.2810707,0.4455205,196.827,0.3662881,0.3710533,0.746556,"GUY_N1998Y",0.01538,0.02976,0.04247,0.05459,0.06694,0.08046,0.09656,0.1182,0.1545,0.3411
1,1,"HTI","Haiti","LAC","N","2010","","Y",20.70574,5.5,120.6304,0.8239594,0.5431525,0.4095637,1.169295,-1,-1,-1,-1,9.999617,"HTI_N2001Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"HND","Honduras","LAC","N","2010","2010","Y",10.08031,5.5,282.7019,0.4993847,0.2390542,0.1466356,0.4027029,0.5308707,167.496,0.5242213,-1,8.194778,"HND_N2010Y",0.01071,0.0205,0.02998,0.04068,0.05255,0.06788,0.08858,0.1177,0.1694,0.402
0,1,"HUN","Hungary","ECA","N","2010","2010","Y",137.8829,5.5,595.7097,0.02492873,0.004420436,0.001380698,0.005421615,0.2944345,528.2329,0.1474559,-1,10.000023,"HUN_N2010Y",0.03233,0.04942,0.06165,0.07265,0.0833,0.0942,0.1068,0.1224,0.1465,0.2307
0,1,"ISL","Iceland","OHI","N","2010","2010","Y",138.895,5.5,1388.202,0.002497277,0.00168111,0.001131685,0.002792798,0.261698,1245.376,0.1216277,-1,0.318041,"ISL_N2010Y",0.03874,0.05673,0.06728,0.07676,0.0855,0.09398,0.1038,0.1173,0.1399,0.2199
0,1,"IND","India","SAS","A","2010","","X",14.97516,5.5,100.3184,0.8980136,0.4802117,0.2901081,0.7638767,-1,-1,-1,-1,1230.980691,"IND_R2009X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"IND","India","SAS","R","2010","","X",14.97516,5.5,85.24,0.9469185,0.5279591,0.3251808,0.8489032,-1,-1,-1,-1,850.23836327,"IND_R2009X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"IND","India","SAS","U","2010","","X",14.97516,5.5,133.9902,0.7888037,0.3735868,0.2117869,0.5740036,-1,-1,-1,-1,380.74232773,"IND_U2009X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"IDN","Indonesia","EAP","A","2010","2010","X",4091.939,5.5,132.1081,0.7779213,0.3602712,0.1999578,0.5440945,-1,-1,-1,-1,242.524123,"IDN_R2010X",0,0,0,0,0,0,0,0,0,0
0,1,"IDN","Indonesia","EAP","R","2010","2010","X",4091.939,5.5,109.2199,0.8583432,0.4137241,0.2346672,0.6320537,0.3153331,88.94355,0.160404,-1,121.44637983,"IDN_R2010X",0.03781,0.0491,0.05719,0.06569,0.07579,0.08758,0.1024,0.122,0.1509,0.2515
0,1,"IDN","Indonesia","EAP","U","2010","2010","X",4091.939,5.5,155.066,0.6972546,0.3066555,0.1651427,0.4558675,0.3820477,115.7629,0.2385724,-1,121.07774317,"IDN_U2010X",0.0295,0.04004,0.04848,0.05766,0.06859,0.08164,0.09845,0.1213,0.1578,0.2966
1,1,"IRN","Iran, Islamic Republic of","MNA","N","2010","","X",5001.363,5.5,540.4293,0.109564,0.03192614,0.01387295,0.04398931,-1,-1,-1,-1,74.567511,"IRN_N2009X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"IRQ","Iraq","MNA","N","2010","","X",1003.799,5.5,172.5841,0.6040389,0.1947143,0.08364882,0.2613941,-1,-1,-1,-1,30.762701,"IRQ_N2006X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"IRL","Ireland","OHI","N","2010","2010","Y",0.9517142,5.5,1330.332,0.01489751,0.007305647,0.005178737,0.009160795,0.3229571,1124.194,0.1965649,-1,4.560155,"IRL_N2010Y",0.02859,0.04735,0.05796,0.06918,0.07936,0.08984,0.1026,0.1229,0.1535,0.2487
0,1,"ISR","Israel","OHI","N","2010","2010","Y",4.270233,5.5,941.5716,0.04352826,0.01174261,0.005245856,0.01662188,0.4254846,724.6546,0.3279911,-1,7.6236,"ISR_N2010Y",0.01746,0.02942,0.04144,0.05527,0.0695,0.08549,0.103,0.1256,0.1613,0.3115
0,1,"ITA","Italy","OHI","N","2010","2010","Y",0.8253945,5.5,1292.929,0.02497895,0.01530793,0.01213715,0.0227015,0.3471897,1099.235,0.26049,-1,59.277417,"ITA_N2010Y",0.02065,0.04312,0.05653,0.06797,0.0788,0.09104,0.1051,0.1232,0.1523,0.2613
0,1,"JAM","Jamaica","LAC","N","2010","2004","X",63.35445,5.5,350.369,0.3159367,0.1025099,0.04617803,0.1414589,0.4545747,229.3467,0.3486235,-1,2.81721,"JAM_N2004X",0.02064,0.03216,0.04166,0.05057,0.06001,0.07224,0.09033,0.1162,0.1586,0.3576
0,1,"JPN","Japan","OHI","N","2010","2008","Y",116.1032,5.5,1232.278,0.0100181,0.004830468,0.003130814,0.008552158,0.3210668,1062.666,0.1878074,-1,128.07,"JPN_N2008Y",0.02681,0.04687,0.05909,0.06971,0.08079,0.09239,0.1052,0.122,0.1495,0.2477
1,1,"JOR","Jordan","MNA","N","2010","","X",0.446,5.5,328.5557,0.1860824,0.03922384,0.01269655,0.04838032,-1,-1,-1,-1,7.18239,"JOR_N2008X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"KAZ","Kazakhstan","ECA","N","2010","2010","X",83.61162,5.5,291.2585,0.1808681,0.03449123,0.01085469,0.04226898,0.2798917,247.1612,0.1274469,-1,16.321581,"KAZ_N2010X",0.04051,0.05472,0.06318,0.07142,0.08026,0.09042,0.103,0.1196,0.1459,0.2309
0,1,"KEN","Kenya","SSA","N","2010","2005.38","X",35.42959,5.5,114.5322,0.841636,0.4887852,0.3275284,0.876312,0.4850077,72.81934,0.4113255,-1,41.350152,"KEN_N2005X",0.01714,0.02972,0.03878,0.0477,0.05782,0.07042,0.08664,0.1106,0.1529,0.3883
0,1,"KIR","Kiribati","EAP","N","2010","2006","X",1.065704,5.5,140.7884,0.7543664,0.3303724,0.183651,0.5107127,0.3697306,112.8015,0.2336906,-1,0.102652,"KIR_N2006X",0.02552,0.04041,0.05254,0.06312,0.07391,0.08606,0.1002,0.1188,0.147,0.2925
0,1,"KOR","Korea, Republic of","OHI","N","2010","2010","Y",912.0214,5.5,1119.365,0.01672,0.006540787,0.004055503,0.01154442,0.3202012,960.477,0.1891873,-1,49.554112,"KOR_N2010Y",0.02591,0.04671,0.05906,0.06977,0.08031,0.09269,0.1066,0.1244,0.1526,0.242
0,1,"KSV","Kosovo","ECA","N","2010","2010","X",0.3480566,5.5,221.1516,0.4530004,0.1385786,0.05865288,0.1851524,0.332543,177.4577,0.179617,-1,1.77568,"KSV_N2010X",0.03228,0.04546,0.0557,0.06573,0.07518,0.08686,0.1011,0.1226,0.1579,0.2571
0,1,"KGZ","Kyrgyz Republic","ECA","N","2010","2010","X",17.53792,5.5,161.4474,0.6616365,0.2278535,0.1040131,0.3194762,0.3013392,136.027,0.1561476,-1,5.4479,"KGZ_N2010X",0.03492,0.05169,0.0619,0.07071,0.07953,0.08958,0.1019,0.1181,0.1455,0.2462
1,1,"LAO","Lao People's Democratic Republic","EAP","N","2010","","X",3325.204,5.5,107.5554,0.8698758,0.4487003,0.2665846,0.7096803,-1,-1,-1,-1,6.246274,"LAO_N2007X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"LVA","Latvia","ECA","N","2010","2010","Y",0.4031804,5.5,516.6589,0.09493563,0.03615832,0.02015035,0.06535651,0.350336,442.6887,0.2382952,-1,2.097555,"LVA_N2010Y",0.02081,0.04088,0.05465,0.06809,0.08032,0.0909,0.1041,0.1234,0.1549,0.262
0,1,"LBN","Lebanon","MNA","N","2010","2011.77","X",892.382,5.5,755.954,0.01682314,0.002112246,0.0004581507,0.002402916,0.3183245,641.2967,0.1697937,-1,4.337141,"LBN_N2011X",0.03091,0.04765,0.05858,0.06829,0.07858,0.09121,0.1036,0.1215,0.1517,0.2479
0,1,"LSO","Lesotho","SSA","N","2010","2010","X",3.864347,5.5,75.71743,0.8991153,0.6324355,0.4915019,1.402457,0.5417585,44.41411,0.5604326,-1,2.040551,"LSO_N2010X",0.008995,0.01937,0.02837,0.0395,0.05152,0.06732,0.08698,0.1158,0.1733,0.4088
1,1,"LBR","Liberia","SSA","N","2010","","X",0.5677298,5.5,62.514,0.9661946,0.6415659,0.4598419,1.208647,-1,-1,-1,-1,3.948125,"LBR_N2007X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"LTU","Lithuania","ECA","N","2010","2010","Y",1.785857,5.5,511.6595,0.08407378,0.03182298,0.01945721,0.0451283,0.3361818,449.2411,0.2352108,-1,3.097282,"LTU_N2010Y",0.02256,0.04233,0.05596,0.06865,0.08144,0.09413,0.1069,0.1253,0.1552,0.2476
0,1,"LUX","Luxembourg","OHI","N","2010","2010","Y",0.9893056,5.5,2161.816,0.002464068,0.0001870631,1.420115E-05,0.0001945448,0.3050286,1861.335,0.1565971,-1,0.506953,"LUX_N2010Y",0.03348,0.04814,0.05901,0.07,0.0809,0.0923,0.1054,0.1231,0.1506,0.237
0,1,"MKD","Macedonia, former Yugoslav Republic of","ECA","N","2010","2010","Y",22.93599,5.5,287.7126,0.320292,0.1556008,0.1054906,0.2165884,0.4015578,241.289,0.5875668,-1,2.070739,"MKD_N2010Y",0.008143,0.02913,0.04719,0.0615,0.07682,0.09255,0.1104,0.1341,0.1693,0.2709
0,1,"MDG","Madagascar","SSA","N","2010","2010","X",704.9134,5.5,47.94079,0.9755218,0.7337246,0.5813349,1.564168,0.4241749,33.47895,0.3029665,-1,21.15164,"MDG_N2010X",0.02415,0.03713,0.04656,0.05506,0.06487,0.07562,0.08966,0.1115,0.1524,0.3431
1,1,"MWI","Malawi","SSA","N","2010","","X",78.01701,5.5,56.68191,0.9613715,0.7001413,0.5417486,1.449462,-1,-1,-1,-1,15.167095,"MWI_N2004X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"MYS","Malaysia","EAP","N","2010","2009","Y",1.586086,5.5,657.9435,0.1233096,0.03229491,0.01213489,0.04142228,0.4626135,445.3598,0.3717987,-1,28.112289,"MYS_N2009Y",0.01748,0.02806,0.03798,0.04845,0.06077,0.07589,0.09542,0.1221,0.1679,0.3459
0,1,"MDV","Maldives","SAS","N","2010","2009.5","X",10.67605,5.5,203.5696,0.5311062,0.2014335,0.1016355,0.2923141,0.3837276,158.6421,0.2502905,-1,0.367,"MDV_N2009X",0.02524,0.03842,0.04949,0.06068,0.07228,0.08487,0.1003,0.1183,0.151,0.2994
0,1,"MLI","Mali","SSA","N","2010","2009.89","X",221.8683,5.5,72.70349,0.9487403,0.5829143,0.394616,1.024943,0.3303796,58.18608,0.1778403,-1,15.075085,"MLI_N2009X",0.03323,0.04651,0.05569,0.06508,0.07476,0.08677,0.1023,0.1227,0.1562,0.2568
0,1,"MLT","Malta","OHI","N","2010","2010","Y",0.6285905,5.5,1090.637,0.004790263,0.002435778,0.001681409,0.00467976,0.2903121,961.9075,0.144906,-1,0.414508,"MLT_N2010Y",0.03399,0.05034,0.06202,0.07232,0.08244,0.09345,0.1067,0.1231,0.1485,0.2271
1,1,"MRT","Mauritania","SSA","N","2010","","X",112.8067,5.5,157.3507,0.6548877,0.2722565,0.1449912,0.4082824,-1,-1,-1,-1,3.609543,"MRT_N2008X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"MUS","Mauritius","SSA","N","2010","","X",18.28542,5.5,345.8228,0.189436,0.04557163,0.01708419,0.05885613,-1,-1,-1,-1,1.2504,"MUS_N2006X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"MEX","Mexico","LAC","N","2010","2010","X",8.940212,5.5,311.7893,0.3705863,0.1304256,0.06405015,0.1892575,0.4528346,212.422,0.353038,-1,117.318941,"MEX_N2010X",0.0191,0.03224,0.04207,0.05168,0.06213,0.07494,0.09081,0.1139,0.1556,0.3576
1,1,"FSM","Micronesia, Federated States of","EAP","N","2010","","X",0.9982547,5.5,182.8489,0.6177732,0.2704858,0.1521325,0.4293071,-1,-1,-1,-1,0.103616,"FSM_N2005X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"MDA","Moldova","ECA","N","2010","2010","X",5.45133,5.5,272.416,0.2897335,0.07355752,0.02773921,0.09471005,0.3205092,225.577,0.1697386,-1,3.562045,"MDA_N2010X",0.03322,0.04796,0.05795,0.06717,0.07704,0.08916,0.1031,0.1211,0.149,0.2543
0,1,"MNG","Mongolia","EAP","N","2010","2010","X",590.33,5.5,244.9298,0.3787788,0.1086128,0.04358228,0.1421553,0.3308121,200.754,0.1796858,-1,2.71265,"MNG_N2010X",0.03223,0.0456,0.05593,0.06555,0.07609,0.08865,0.103,0.1222,0.1534,0.2573
0,1,"MNE","Montenegro","ECA","N","2010","2010","X",0.4493411,5.5,447.2793,0.04516489,0.008218587,0.002745762,0.01015663,0.288931,394.4313,0.1399367,-1,0.619428,"MNE_N2010X",0.03608,0.05047,0.06024,0.07119,0.08301,0.09399,0.1081,0.1245,0.146,0.2264
0,1,"MAR","Morocco","MNA","N","2010","2006.91","X",4.193143,5.5,268.5633,0.4101485,0.1265957,0.05448796,0.170928,0.407183,193.538,0.2755287,-1,32.409639,"MAR_N2006X",0.02637,0.03902,0.04807,0.05691,0.06662,0.07788,0.09199,0.1127,0.1494,0.331
1,1,"MOZ","Mozambique","SSA","N","2010","","X",15.52727,5.5,63.15713,0.9543811,0.6793932,0.5187291,1.399004,-1,-1,-1,-1,24.221405,"MOZ_N2008X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"MMR","Myanmar","EAP","N","2010","2015","X",320.604,5.5,126.2929,0.8303157,0.3913952,0.2204541,0.6013169,0.3806851,93.87955,0.2505118,-1,50.155896,"MMR_N2015X",0.02954,0.0438,0.05251,0.06091,0.06971,0.08037,0.09381,0.1121,0.1402,0.3171
0,1,"NAM","Namibia","SSA","N","2010","2009.54","X",5.130702,5.5,241.6268,0.6688865,0.3484079,0.2148006,0.5733751,0.6096517,105.8096,0.659865,-1,2.17317,"NAM_N2009X",0.01269,0.02003,0.02567,0.03163,0.03925,0.04953,0.0658,0.09107,0.146,0.5184
1,1,"NPL","Nepal","SAS","N","2010","","X",25.75927,5.5,118.9294,0.831068,0.3869894,0.2142687,0.585377,-1,-1,-1,-1,27.023137,"NPL_N2003X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"NLD","Netherlands","OHI","N","2010","2010","Y",0.8691391,5.5,1541.985,0.00236711,0.0007517227,0.0002387245,0.000904461,0.2784401,1361.043,0.1317004,-1,16.615394,"NLD_N2010Y",0.03611,0.05346,0.06422,0.07385,0.08314,0.09348,0.1054,0.121,0.1451,0.2242
1,1,"NIC","Nicaragua","LAC","N","2010","","Y",9.160075,5.5,252.9411,0.4706063,0.1806631,0.09285222,0.2674571,-1,-1,-1,-1,5.737723,"NIC_N2009Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"NER","Niger","SSA","N","2010","","X",228.7532,5.5,68.42006,0.9586284,0.614384,0.4247862,1.094598,-1,-1,-1,-1,16.425578,"NER_N2007X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"NGA","Nigeria","SSA","N","2010","2009.83","X",79.53147,5.5,76.47891,0.9197204,0.5933507,0.4254347,1.131158,0.4296644,54.5383,0.3163457,-1,158.578261,"NGA_N2009X",0.02043,0.03329,0.04331,0.05376,0.06521,0.07835,0.09547,0.1203,0.1626,0.3273
0,1,"NOR","Norway","OHI","N","2010","2010","Y",9.797199,5.5,1867.881,0.00245795,0.001487258,0.0008999116,0.002283618,0.2572218,1680.773,0.1192008,-1,4.889252,"NOR_N2010Y",0.03758,0.0571,0.06793,0.07673,0.08535,0.095,0.1067,0.1212,0.1427,0.2098
1,1,"PAK","Pakistan","SAS","N","2010","","X",25.41425,5.5,119.3856,0.8567132,0.3750824,0.1937039,0.5419007,-1,-1,-1,-1,170.560182,"PAK_N2007X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"PAN","Panama","LAC","N","2010","2010","Y",0.553408,5.5,561.6413,0.2190421,0.09083794,0.05024318,0.1391667,0.5170989,350.4337,0.4967575,-1,3.643222,"PAN_N2010Y",0.01082,0.0219,0.03339,0.04453,0.05618,0.06994,0.08803,0.114,0.1634,0.3978
0,1,"PNG","Papua New Guinea","EAP","N","2010","2009.67","X",2.137886,5.5,99.2003,0.8625609,0.4934098,0.3298075,0.8858207,0.4185079,74.82769,0.3073237,-1,7.108239,"PNG_N2009X",0.0187,0.03202,0.04411,0.05578,0.06855,0.08306,0.09986,0.1245,0.1634,0.31
0,1,"PRY","Paraguay","LAC","N","2010","2010","Y",2309.43,5.5,414.8511,0.300498,0.1182109,0.06472423,0.1839646,0.5098244,263.2257,0.4739228,-1,6.209877,"PRY_N2010Y",0.01278,0.02507,0.03547,0.04575,0.05754,0.07064,0.08679,0.1099,0.1512,0.4049
0,1,"PER","Peru","LAC","N","2010","2010","Y",1.568639,5.5,353.7259,0.3122686,0.1254342,0.0678363,0.1921514,0.4572585,252.2258,0.3777909,-1,29.373646,"PER_N2010Y",0.01513,0.02781,0.03971,0.05164,0.06429,0.07896,0.09649,0.1208,0.1611,0.3441
1,1,"PHL","Philippines","EAP","N","2010","","X",18.87329,5.5,171.3772,0.6730618,0.298396,0.1621868,0.4474738,-1,-1,-1,-1,93.726624,"PHL_N2009X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"POL","Poland","ECA","N","2010","2010","X",1.936326,5.5,507.3822,0.04738202,0.008782406,0.002548912,0.01052023,0.3321883,414.0136,0.1819811,-1,38.042794,"POL_N2010X",0.03229,0.04634,0.05613,0.06571,0.07599,0.08767,0.1019,0.1206,0.1515,0.2619
0,1,"PRT","Portugal","OHI","N","2010","2010","Y",0.7038629,5.5,847.2026,0.01985829,0.005636263,0.00244614,0.00774934,0.3584297,673.8502,0.2191886,-1,10.5731,"PRT_N2010Y",0.02662,0.04382,0.0543,0.06355,0.07371,0.08566,0.09997,0.1188,0.1511,0.2825
0,1,"ROU","Romania","ECA","N","2010","2010","X",2.000516,5.5,265.2649,0.2547654,0.06541926,0.02461415,0.08382996,0.2815824,234.6029,0.131387,-1,20.246871,"ROU_N2010X",0.0352,0.05128,0.06252,0.07306,0.08326,0.09427,0.1074,0.1243,0.1499,0.2189
0,1,"RUS","Russian Federation","ECA","N","2010","2010","X",16.76913,5.5,677.2848,0.03951481,0.008452163,0.002884572,0.01062541,0.3954898,500.5014,0.2598611,-1,142.849449,"RUS_N2010X",0.02546,0.03861,0.04801,0.05743,0.06792,0.08037,0.09656,0.1197,0.1599,0.3061
1,1,"RWA","Rwanda","SSA","N","2010","","X",246.8344,5.5,81.63895,0.9199523,0.6294925,0.4649728,1.22107,-1,-1,-1,-1,10.246842,"RWA_N2005X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
