"isInterpolated","useMicroData","CountryCode","CountryName","RegionCode","CoverageType","RequestYear","DataYear","DataType","PPP","PovertyLine","Mean","HeadCount","PovGap","PovGapSqr","Watts","Gini","Median","pr.mld","Polarization","ReqYearPopulation","SvyInfoID","Decile1","Decile2","Decile3","Decile4","Decile5","Decile6","Decile7","Decile8","Decile9","Decile10"
0,1,"BLZ","Belize","LAC","N","1996","1996","Y",1.182611,5.5,273.3269,0.5564569,0.2564025,0.1508441,0.4266342,0.5659369,143.3088,0.6249567,-1,0.213676,"BLZ_N1996Y",0.01011,0.02339,0.03159,0.03958,0.04765,0.05917,0.07608,0.09979,0.1472,0.4654
0,1,"BEN","Benin","SSA","N","1996","2003","X",224.9172,5.5,69.42813,0.948559,0.6209034,0.4413676,1.147692,0.385782,51.91881,0.2463929,-1,6.094259,"BEN_N2003X",0.02858,0.04115,0.05027,0.05884,0.06928,0.08065,0.09471,0.1145,0.1509,0.3112
0,1,"BTN","Bhutan","SAS","N","1996","2003","X",16.96291,5.5,84.5879,0.9049521,0.5839926,0.4176407,1.097449,0.4678087,53.97909,0.36569,-1,0.519282,"BTN_N2003X",0.02178,0.03173,0.0394,0.04833,0.0582,0.07034,0.08759,0.1126,0.1552,0.3749
1,1,"BOL","Bolivia","LAC","N","1996","","Y",2.906106,5.5,266.9111,0.5346095,0.2707921,0.179478,0.513903,-1,-1,-1,-1,7.717443,"BOL_N1990Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"BIH","Bosnia and Herzegovina","ECA","N","1996","2001","X",0.8669357,5.5,195.4178,0.5061979,0.1485628,0.06140038,0.1989934,0.2996645,165.7189,0.1566987,-1,3.780378,"BIH_N2001X",0.0359,0.05195,0.06215,0.0709,0.07998,0.08995,0.1031,0.1181,0.1397,0.2482
1,1,"BWA","Botswana","SSA","N","1996","","X",4.438053,5.5,198.1786,0.7192106,0.4122757,0.2785585,0.7437043,-1,-1,-1,-1,1.60406,"BWA_N1993X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"BRA","Brazil","LAC","N","1996","1996","Y",1.658783,5.5,378.9775,0.456903,0.2241821,0.1429951,0.3502199,0.5988891,187.7853,0.7672864,-1,164.913306,"BRA_N1996Y",0.006598,0.01587,0.02386,0.03295,0.04374,0.05661,0.07572,0.106,0.1651,0.4735
1,1,"BGR","Bulgaria","ECA","N","1996","","X",0.765068,5.5,326.2859,0.1742035,0.03765942,0.01380639,0.04875336,-1,-1,-1,-1,8.362826,"BGR_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"BFA","Burkina Faso","SSA","N","1996","","X",222.242,5.5,45.41304,0.9665504,0.7607461,0.6256092,1.726024,-1,-1,-1,-1,10.372745,"BFA_N1994X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"BDI","Burundi","SSA","N","1996","","X",487.3273,5.5,39.34249,0.9841412,0.7730312,0.6275692,1.732686,-1,-1,-1,-1,6.041112,"BDI_N1992X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"CPV","Cabo Verde","SSA","N","1996","2001.77","X",47.56514,5.5,146.289,0.7823033,0.4334357,0.2828914,0.7549886,0.524963,84.57334,0.4786267,-1,0.398773,"CPV_N2001X",0.01587,0.02564,0.03348,0.04232,0.05217,0.06488,0.08098,0.1046,0.1537,0.4264
0,1,"CMR","Cameroon","SSA","N","1996","1996","X",230.3753,5.5,92.87822,0.8874758,0.5462974,0.3742436,0.9715177,0.4444676,59.38959,0.325144,-1,13.812472,"CMR_N1996X",0.0248,0.03617,0.04427,0.05116,0.05977,0.07018,0.08501,0.1113,0.1558,0.3615
1,1,"CAN","Canada","OHI","N","1996","","Y",1.284584,5.5,1345.602,0.008930022,0.004312064,0.003110458,0.009293958,-1,-1,-1,-1,29.6719,"CAN_N1994Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"CAF","Central African Republic","SSA","N","1996","","X",267.8691,5.5,43.85543,0.962487,0.7624463,0.6423287,2.006826,-1,-1,-1,-1,3.435821,"CAF_N1992X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"TCD","Chad","SSA","N","1996","2003","X",251.2962,5.5,50.97436,0.9733566,0.7093875,0.5478486,1.465503,0.3982457,37.49591,0.2676824,-1,7.241134,"TCD_N2003X",0.02465,0.03832,0.04741,0.05686,0.06726,0.0815,0.09852,0.1207,0.1577,0.3071
0,1,"CHL","Chile","LAC","N","1996","1996","Y",391.6442,5.5,468.2711,0.3076926,0.1106946,0.05585366,0.1629508,0.5487368,253.7268,0.5508878,-1,14.497826,"CHL_N1996Y",0.01333,0.02317,0.03116,0.03937,0.04881,0.06094,0.07782,0.1044,0.1567,0.4443
0,0,"CHN","China","EAP","A","1996","1996","X",3.696112,5.5,82.79573,0.9241601,0.5415561,0.3568937,0.9420355,-1,-1,-1,-1,1217.55,"CHN_R1996X",0,0,0,0,0,0,0,0,0,0
0,0,"CHN","China","EAP","R","1996","1996","X",3.696112,5.5,67.33628,0.9604033,0.6198873,0.4306989,1.119577,0.3362044,53.82526,0.186581,0.2734038,828.956742,"CHN_R1996X",0.03573,0.0461,0.05565,0.06502,0.07477,0.08561,0.09868,0.1164,0.1463,0.2757
0,0,"CHN","China","EAP","U","1996","1996","X",3.696112,5.5,115.7742,0.8468451,0.3744581,0.1994505,0.5633002,0.2908923,99.81346,0.1390214,0.2434529,388.593258,"CHN_U1996X",0.03787,0.05057,0.06131,0.07123,0.08111,0.0917,0.1041,0.1204,0.1468,0.2349
0,1,"COL","Colombia","LAC","N","1996","1996","Y",1196.955,5.5,265.6731,0.5514995,0.2733063,0.1796418,0.4166679,0.5693304,149.5152,0.9333928,-1,38.049038,"COL_N1996Y",0.004624,0.01968,0.03016,0.03974,0.05029,0.06313,0.07978,0.1048,0.1514,0.4564
0,1,"COM","Comoros","SSA","N","1996","2004","X",220.5725,5.5,232.5995,0.6441004,0.2957474,0.1693897,0.4657441,0.5592516,124.5454,0.546712,-1,0.488627,"COM_N2004X",0.01539,0.02471,0.0324,0.04026,0.0483,0.05937,0.07307,0.09246,0.1331,0.481
0,1,"ZAR","Congo, Democratic Republic of","SSA","N","1996","2004.89","X",537.7323,5.5,29.57932,0.9942897,0.8259186,0.7059877,2.035381,0.4216363,21.02685,0.3008181,-1,42.770544,"ZAR_N2004X",0.02205,0.03486,0.04467,0.05422,0.06519,0.07816,0.09598,0.1199,0.161,0.324
0,1,"COG","Congo, Republic of","SSA","N","1996","2005","X",296.5003,5.5,85.63625,0.8917332,0.5769721,0.4158166,1.100739,0.4733054,54.65941,0.3799083,-1,2.879222,"COG_N2005X",0.01961,0.02935,0.03871,0.04742,0.05776,0.07086,0.08901,0.1147,0.164,0.3685
0,1,"CRI","Costa Rica","LAC","N","1996","1996","Y",343.7857,5.5,329.8712,0.348605,0.148773,0.09139774,0.2148648,0.4654174,229.7888,0.602945,-1,3.596732,"CRI_N1996Y",0.01048,0.02754,0.03985,0.05109,0.06296,0.07746,0.09634,0.1226,0.1687,0.343
1,1,"CIV","Cote d'Ivoire","SSA","N","1996","","X",235.6879,5.5,131.0848,0.7875369,0.3874899,0.2285711,0.61548,-1,-1,-1,-1,14.995249,"CIV_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"HRV","Croatia","ECA","N","1996","","Y",4.358503,5.5,524.9381,0.04255266,0.01347778,0.007255761,-1,-1,-1,-1,-1,4.494,"HRV_N1988Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"CYP","Cyprus","OHI","N","1996","2004","Y",0.7115528,5.5,1028.689,0.002450742,0.001272902,0.0006611383,0.00179568,0.3008683,873.012,0.1518387,-1,0.873423,"CYP_N2004Y",0.03658,0.05125,0.06031,0.0695,0.07956,0.09025,0.1026,0.1204,0.1468,0.2427
0,0,"CZE","Czech Republic","ECA","N","1996","1996","Y",14.90097,5.5,591.9234,0.008158389,0.003253238,0.003004882,0.00234917,0.2581786,517.8576,0.1154861,-1.507599,10.315241,"CZE_N1996Y",0.04316,0.05904,0.06776,0.07555,0.08339,0.09192,0.1019,0.1149,0.1354,0.2269
0,1,"DNK","Denmark","OHI","N","1996","2003","Y",8.523886,5.5,1288.107,0.00470111,0.003266399,0.002542191,0.008133887,0.2563006,1153.649,0.1210933,-1,5.263074,"DNK_N2003Y",0.03985,0.05843,0.06762,0.07579,0.08476,0.09385,0.1049,0.1203,0.1408,0.2136
0,1,"DJI","Djibouti","MNA","N","1996","2002","X",101.4806,5.5,145.7025,0.7319864,0.339526,0.1953198,0.5363772,0.3999784,109.2979,0.2733941,-1,0.643682,"DJI_N2002X",0.02313,0.03705,0.04777,0.05804,0.0691,0.08199,0.09802,0.1198,0.1574,0.3077
0,1,"DOM","Dominican Republic","LAC","N","1996","1996","Y",20.74103,5.5,366.2063,0.3195064,0.1217597,0.06535569,0.1795769,0.4743444,245.9442,0.4332721,-1,8.029113,"DOM_N1996Y",0.01473,0.02829,0.0386,0.0489,0.0609,0.07398,0.09095,0.1165,0.1622,0.365
1,1,"ECU","Ecuador","LAC","N","1996","","Y",0.5472345,5.5,208.8858,0.6194826,0.3049653,0.1889613,0.5100758,-1,-1,-1,-1,11.683479,"ECU_N1994Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,"EGY","Egypt, Arab Republic of","MNA","N","1996","","X",2.777,5.5,137.4503,0.7925494,0.3074353,0.1456792,0.4272052,-1,-1,-1,-1,64.933456,"EGY_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"SLV","El Salvador","LAC","N","1996","1996","Y",0.5307735,5.5,249.588,0.5264678,0.2434499,0.1487833,0.4119768,0.5098217,159.5593,0.5019746,-1,5.671925,"SLV_N1996Y",0.01065,0.02395,0.03507,0.04559,0.05711,0.07052,0.0878,0.1144,0.1613,0.3936
1,0,"EST","Estonia","ECA","N","1996","","X",0.6085634,5.5,307.9853,0.2392849,0.06086333,0.02102255,0.07787575,-1,-1,-1,-1,1.415594,"EST_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"ETH","Ethiopia","SSA","N","1996","","X",5.438614,5.5,69.68252,0.9569173,0.645107,0.4652015,1.207809,-1,-1,-1,-1,59.155148,"ETH_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"FJI","Fiji","EAP","N","1996","2002.5","X",1.216541,5.5,193.3077,0.5806994,0.2202356,0.108793,0.3153956,0.3810201,146.3405,0.240102,-1,0.784476,"FJI_N2002X",0.02718,0.03972,0.04985,0.05985,0.06999,0.08236,0.09768,0.1192,0.1579,0.2962
0,1,"FIN","Finland","OHI","N","1996","2003","Y",0.9802463,5.5,1011.36,0.002493796,0.001191291,0.0005690821,0.001619762,0.2768374,875.4724,0.1319045,-1,5.124573,"FIN_N2003Y",0.03864,0.05507,0.06523,0.07375,0.08199,0.09152,0.1029,0.1186,0.1423,0.23
0,1,"FRA","France","OHI","N","1996","2003","Y",0.8797541,5.5,1138.592,0.004989023,0.001990528,0.001222184,0.003220542,0.314088,955.8167,0.1681442,-1,59.753098,"FRA_N2003Y",0.03304,0.04945,0.05919,0.06875,0.07879,0.08961,0.1027,0.1201,0.1469,0.2514
0,1,"GAB","Gabon","SSA","N","1996","2005","X",359.2185,5.5,251.3143,0.4605427,0.1643338,0.0795731,0.2347031,0.4218499,178.5906,0.3011957,-1,1.113994,"GAB_N2005X",0.02273,0.03547,0.04551,0.0551,0.06559,0.07806,0.09424,0.1166,0.1553,0.3315
0,1,"GMB","Gambia, The","SSA","N","1996","1998","X",10.82647,5.5,55.30454,0.9529189,0.7047065,0.5573432,1.549966,0.4851946,35.45173,0.4216336,-1,1.096708,"GMB_N1998X",0.01505,0.02806,0.0383,0.04731,0.05804,0.071,0.08886,0.1139,0.1628,0.3766
0,0,"GEO","Georgia","ECA","N","1996","1996","X",0.8419071,5.5,230.2582,0.433237,0.1603633,0.08108253,0.2400196,0.3713271,186.4983,0.2404084,0.3201177,4.6161,"GEO_N1996X",0.02326,0.03802,0.05077,0.06272,0.07474,0.08775,0.1031,0.1234,0.1569,0.2793
1,1,"DEU","Germany","OHI","N","1996","","Y",0.8180292,5.5,1427.117,0.005759819,0.001962607,0.001127533,0.003035656,-1,-1,-1,-1,81.914831,"DEU_N1994Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"GHA","Ghana","SSA","N","1996","","X",0.7880217,5.5,90.17134,0.890558,0.5217458,0.3492136,0.9235548,-1,-1,-1,-1,17.185608,"GHA_N1991X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"GRC","Greece","OHI","N","1996","2003","Y",0.7582539,5.5,749.9467,0.02479876,0.00996453,0.006528951,0.01274322,0.3276078,643.7626,0.2000485,-1,10.6088,"GRC_N2003Y",0.02752,0.0448,0.05622,0.06762,0.07924,0.09238,0.107,0.1258,0.1539,0.2456
1,0,"GTM","Guatemala","LAC","N","1996","","Y",3.873239,5.5,259.5439,0.5582391,0.2772836,0.1754617,0.475098,-1,-1,-1,-1,10.646674,"GTM_N1989Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"GIN","Guinea","SSA","N","1996","","X",2572.343,5.5,83.25325,0.9032444,0.5832914,0.4184644,1.106996,-1,-1,-1,-1,8.132552,"GIN_N1994X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"GNB","Guinea-Bissau","SSA","N","1996","","X",248.2358,5.5,78.27098,0.9279503,0.5845009,0.4099346,1.084574,-1,-1,-1,-1,1.15906,"GNB_N1993X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,"GUY","Guyana","LAC","N","1996","","Y",133.2612,5.5,188.5902,0.6337253,0.2905178,0.1726085,0.4914151,-1,-1,-1,-1,0.761861,"GUY_N1992Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"HTI","Haiti","LAC","N","1996","2001","Y",20.70574,5.5,82.32105,0.8952011,0.6433378,0.5057482,1.465462,0.5947662,42.08875,0.692278,-1,7.965553,"HTI_N2001Y",0.006444,0.01688,0.02628,0.03522,0.04534,0.0575,0.07512,0.1013,0.1577,0.4782
0,1,"HND","Honduras","LAC","N","1996","1996","Y",10.08031,5.5,167.6973,0.7174336,0.4062861,0.276941,0.7581512,0.5572156,95.4877,0.5934962,-1,5.867849,"HND_N1996Y",0.009305,0.01937,0.02875,0.0388,0.04978,0.06398,0.08347,0.1101,0.1595,0.437
1,1,"HUN","Hungary","ECA","N","1996","","Y",137.8829,5.5,412.2846,0.05253179,0.01219669,0.005133231,0.01474013,-1,-1,-1,-1,10.311238,"HUN_N1993Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"ISL","Iceland","OHI","N","1996","2003","Y",138.895,5.5,1110.229,0.004780409,0.001290743,0.0005171732,0.001673492,0.2683468,973.4181,0.1261519,-1,0.268916,"ISL_N2003Y",0.03796,0.05699,0.06754,0.07535,0.08337,0.09247,0.1028,0.1172,0.1401,0.2262
0,1,"IND","India","SAS","A","1996","","X",14.97516,5.5,78.18989,0.9467786,0.5655503,0.3690514,0.9529646,-1,-1,-1,-1,978.893217,"IND_R1993X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"IND","India","SAS","R","1996","","X",14.97516,5.5,69.60201,0.9711716,0.6023915,0.4008878,1.028472,-1,-1,-1,-1,716.383423,"IND_R1993X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"IND","India","SAS","U","1996","","X",14.97516,5.5,101.626,0.8802107,0.4650114,0.2821707,0.7469072,-1,-1,-1,-1,262.509794,"IND_U1993X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"IDN","Indonesia","EAP","A","1996","1996","X",4091.939,5.5,77.68717,0.941229,0.5738953,0.3820416,0.9842391,-1,-1,-1,-1,199.914831,"IDN_R1996X",0,0,0,0,0,0,0,0,0,0
0,1,"IDN","Indonesia","EAP","R","1996","1996","X",4091.939,5.5,62.76929,0.9798904,0.6340026,0.4352074,1.111079,0.2758771,53.44057,0.1246091,-1,125.47654368,"IDN_R1996X",0.04247,0.05571,0.06432,0.07227,0.08065,0.09001,0.1013,0.1166,0.1413,0.2354
0,1,"IDN","Indonesia","EAP","U","1996","1996","X",4091.939,5.5,102.8334,0.8760597,0.4725759,0.292423,0.7704325,0.3754993,77.20481,0.2310626,-1,74.438287323,"IDN_U1996X",0.03078,0.04215,0.05101,0.05984,0.06955,0.08123,0.09576,0.1162,0.1507,0.3028
1,0,"IRN","Iran, Islamic Republic of","MNA","N","1996","","X",5001.363,5.5,301.0571,0.3753088,0.1342421,0.06336447,0.1911564,-1,-1,-1,-1,61.583089,"IRN_N1994X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"IRQ","Iraq","MNA","N","1996","2006.85","X",1003.799,5.5,102.8718,0.8957464,0.4303956,0.2401601,0.6518387,0.2860061,87.73872,0.1331823,-1,20.845893,"IRQ_N2006X",0.03946,0.05324,0.06278,0.07121,0.08033,0.09049,0.1026,0.1187,0.1449,0.2363
0,1,"IRL","Ireland","OHI","N","1996","2003","Y",0.9517142,5.5,904.5084,0.007405536,0.002795785,0.001717049,0.004753607,0.3288572,753.2298,0.1858747,-1,3.63751,"IRL_N2003Y",0.03068,0.04624,0.0578,0.06744,0.07757,0.08908,0.1024,0.121,0.149,0.2588
1,1,"ISR","Israel","OHI","N","1996","","Y",4.270233,5.5,728.9209,0.03091215,0.008163445,0.004057209,0.01257915,-1,-1,-1,-1,5.692,"ISR_N1992Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"ITA","Italy","OHI","N","1996","2003","Y",0.8253945,5.5,1129.062,0.02248373,0.01145032,0.008427458,0.01826575,0.3492936,947.0644,0.2400935,-1,56.860281,"ITA_N2003Y",0.0232,0.04356,0.05535,0.0661,0.07757,0.09005,0.1039,0.1225,0.1512,0.2666
0,1,"JAM","Jamaica","LAC","N","1996","1996","X",63.35445,5.5,251.8172,0.4314815,0.145628,0.0669164,0.2032384,0.403949,186.1947,0.2749319,-1,2.561993,"JAM_N1996X",0.02514,0.03897,0.04768,0.05775,0.06869,0.08024,0.09336,0.1135,0.1479,0.3268
0,1,"JPN","Japan","OHI","N","1996","2008","Y",116.1032,5.5,1116.777,0.01375739,0.005432864,0.003483681,0.009656118,0.3210668,963.0627,0.1878074,-1,125.757,"JPN_N2008Y",0.02681,0.04687,0.05909,0.06971,0.08079,0.09239,0.1052,0.122,0.1495,0.2477
1,0,"JOR","Jordan","MNA","N","1996","","X",0.446,5.5,239.7035,0.4476387,0.1409927,0.06029718,0.1884309,-1,-1,-1,-1,4.716373,"JOR_N1992X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"KAZ","Kazakhstan","ECA","N","1996","1996","X",83.61162,5.5,186.5894,0.5702357,0.2162247,0.1085964,0.3159216,0.3537831,147.9858,0.2126923,-1,15.577894,"KAZ_N1996X",0.0266,0.0419,0.05231,0.06275,0.07414,0.08703,0.1049,0.1273,0.1601,0.2629
1,1,"KEN","Kenya","SSA","N","1996","","X",35.42959,5.5,128.406,0.8062599,0.4279881,0.2691474,0.7190186,-1,-1,-1,-1,28.147734,"KEN_N1994X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"KIR","Kiribati","EAP","N","1996","2006","X",1.065704,5.5,154.0318,0.6950563,0.2932994,0.1583269,0.4456214,0.3697306,123.4123,0.2336906,-1,0.078907,"KIR_N2006X",0.02552,0.04041,0.05254,0.06312,0.07391,0.08606,0.1002,0.1188,0.147,0.2925
0,1,"KOR","Korea, Republic of","OHI","N","1996","2006","Y",912.0214,5.5,811.556,0.02334117,0.008336691,0.004688864,0.01388923,0.3170356,703.988,0.1824066,-1,45.524681,"KOR_N2006Y",0.02669,0.04631,0.05903,0.07043,0.08142,0.09306,0.107,0.1242,0.1515,0.2403
0,1,"KSV","Kosovo","ECA","N","1996","2003","X",0.3480566,5.5,134.0195,0.7695547,0.3048591,0.1510336,0.433569,0.2895385,114.5637,0.134372,-1,2.059,"KSV_N2003X",0.03832,0.05214,0.06082,0.06967,0.08017,0.09147,0.105,0.1213,0.149,0.2321
0,1,"KGZ","Kyrgyz Republic","ECA","N","1996","1998","X",17.53792,5.5,123.9655,0.7960727,0.4377312,0.2887405,0.7899516,0.4640201,87.25906,0.3961845,-1,4.6284,"KGZ_N1998X",0.01469,0.02858,0.03911,0.0498,0.06298,0.07859,0.09524,0.1199,0.1582,0.3529
1,1,"LAO","Lao People's Democratic Republic","EAP","N","1996","","X",3325.204,5.5,79.19245,0.9295374,0.570671,0.3851392,0.99831,-1,-1,-1,-1,4.95718,"LAO_N1992X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"LVA","Latvia","ECA","N","1996","1996","Y",0.4031804,5.5,281.0537,0.2356443,0.07145057,0.03169564,0.10197,0.3164186,242.7536,0.1821911,0.2325336,2.457222,"LVA_N1996Y",0.02916,0.04812,0.06109,0.07171,0.0815,0.09146,0.1027,0.1171,0.1406,0.2566
0,1,"LBN","Lebanon","MNA","N","1996","2011.77","X",892.382,5.5,670.2743,0.0222154,0.004018817,0.001014369,0.00467296,0.3183245,568.6122,0.1697937,-1,3.07096,"LBN_N2011X",0.03091,0.04765,0.05858,0.06829,0.07858,0.09121,0.1036,0.1215,0.1517,0.2479
1,1,"LSO","Lesotho","SSA","N","1996","","X",3.864347,5.5,66.54615,0.907074,0.6872426,0.5672419,1.746594,-1,-1,-1,-1,1.787273,"LSO_N1994X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"LBR","Liberia","SSA","N","1996","2007","X",0.5677298,5.5,21.75136,0.999046,0.8706081,0.768267,2.277082,0.3647775,17.61014,0.2365822,-1,2.191179,"LBR_N2007X",0.02372,0.04126,0.05369,0.06395,0.07521,0.08665,0.1001,0.1205,0.152,0.2829
0,0,"LTU","Lithuania","ECA","N","1996","1996","X",1.785857,5.5,306.0919,0.2204367,0.05810329,0.02135769,0.07672311,0.3226032,258.2543,0.1759707,0.2627901,3.601613,"LTU_N1996X",0.03167,0.04612,0.05791,0.06856,0.07901,0.09011,0.103,0.12,0.1478,0.2558
0,1,"LUX","Luxembourg","OHI","N","1996","2003","Y",0.9893056,5.5,1768.777,0.00482433,0.001818751,0.0008412274,0.002504237,0.3018678,1515.269,0.1560473,-1,0.414225,"LUX_N2003Y",0.03302,0.04965,0.06083,0.07055,0.08028,0.09162,0.105,0.123,0.1496,0.2365
0,0,"MKD","Macedonia, former Yugoslav Republic of","ECA","N","1996","1998","X",22.93599,5.5,224.0688,0.3509759,0.1029856,0.04356464,0.141798,0.2812858,201.1641,0.1361006,0.2303308,1.989443,"MKD_N1998X",0.03368,0.05102,0.06374,0.07454,0.08468,0.09512,0.1069,0.1221,0.1461,0.2221
1,1,"MDG","Madagascar","SSA","N","1996","","X",704.9134,5.5,58.10919,0.9668459,0.6788806,0.5112412,1.36356,-1,-1,-1,-1,13.902688,"MDG_N1993X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"MWI","Malawi","SSA","N","1996","1997.83","X",78.01701,5.5,113.1804,0.9373649,0.6449907,0.4749384,1.239453,0.6575557,45.97873,0.8110759,-1,10.109789,"MWI_N1997X",0.01551,0.02301,0.02769,0.03221,0.03747,0.04393,0.05248,0.06501,0.08778,0.6149
1,0,"MYS","Malaysia","EAP","N","1996","","Y",1.586086,5.5,484.1305,0.2362549,0.07363635,0.03030449,0.09991641,-1,-1,-1,-1,21.023321,"MYS_N1995Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"MLI","Mali","SSA","N","1996","","X",221.8683,5.5,40.75071,0.9763221,0.7739645,0.6417553,1.810545,-1,-1,-1,-1,9.85681,"MLI_N1994X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"MLT","Malta","OHI","N","1996","2006","Y",0.6285905,5.5,740.6404,0.009728565,0.005597769,0.004077067,0.0109553,0.280193,661.7439,0.1395076,-1,0.379905,"MLT_N2006Y",0.0342,0.0517,0.06356,0.07425,0.0841,0.09481,0.1078,0.1228,0.1466,0.2203
1,1,"MRT","Mauritania","SSA","N","1996","","X",112.8067,5.5,129.4593,0.776169,0.3725365,0.2187189,0.5971343,-1,-1,-1,-1,2.397245,"MRT_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"MUS","Mauritius","SSA","N","1996","2006.5","X",18.28542,5.5,224.7064,0.4729268,0.1446557,0.06134578,0.1944276,0.3565342,174.9493,0.2099285,-1,1.133996,"MUS_N2006X",0.03089,0.04485,0.05403,0.06301,0.07223,0.08331,0.09711,0.1164,0.1506,0.2875
0,1,"MEX","Mexico","LAC","N","1996","1996","X",8.940212,5.5,237.1664,0.541482,0.2335078,0.1310132,0.3658353,0.4823623,154.4472,0.406521,-1,95.687452,"MEX_N1996X",0.01623,0.02823,0.03802,0.04764,0.05898,0.07181,0.08901,0.1127,0.1588,0.3785
0,1,"FSM","Micronesia, Federated States of","EAP","N","1996","2005","X",0.9982547,5.5,207.6549,0.5600606,0.229207,0.1224842,0.343083,0.4235578,152.8545,0.3033067,-1,0.108344,"FSM_N2005X",0.02202,0.03358,0.0437,0.05414,0.067,0.07944,0.0947,0.1187,0.1619,0.3248
0,1,"MDA","Moldova","ECA","N","1996","1997","X",5.45133,5.5,123.7772,0.7915724,0.3841624,0.2258621,0.6174988,0.3694215,97.96894,0.2358357,-1,3.667748,"MDA_N1997X",0.0244,0.04108,0.05193,0.06178,0.07287,0.08549,0.1013,0.1233,0.1568,0.2811
1,0,"MNG","Mongolia","EAP","N","1996","","X",590.33,5.5,123.1848,0.7898275,0.3702565,0.2118974,0.5892207,-1,-1,-1,-1,2.316567,"MNG_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"MNE","Montenegro","ECA","N","1996","2005","X",0.4493411,5.5,313.7829,0.1713908,0.04075853,0.01469976,0.05217705,0.3021728,268.7494,0.1506655,-1,0.611003,"MNE_N2005X",0.03497,0.0503,0.0602,0.06954,0.07924,0.09142,0.1038,0.1205,0.1501,0.24
1,0,"MAR","Morocco","MNA","N","1996","","X",4.193143,5.5,217.9061,0.5263574,0.1963793,0.0949502,0.2834261,-1,-1,-1,-1,27.460603,"MAR_N1990X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"MOZ","Mozambique","SSA","N","1996","1996.27","X",15.52727,5.5,41.74589,0.9691755,0.7812299,0.6591944,1.903103,-1,-1,-1,-1,16.248232,"MOZ_N1996X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"MMR","Myanmar","EAP","N","1996","2015","X",320.604,5.5,33.06421,0.9939202,0.815307,0.6830793,1.876726,0.3806851,24.5782,0.2505118,-1,43.79331,"MMR_N2015X",0.02954,0.0438,0.05251,0.06091,0.06971,0.08037,0.09381,0.1121,0.1402,0.3171
0,0,"NAM","Namibia","SSA","N","1996","1993.79","Y",5.130702,5.5,197.7551,0.7815276,0.5438827,0.4218027,1.180679,-1,-1,-1,-1,1.706489,"NAM_N1993Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"NPL","Nepal","SAS","N","1996","","X",25.75927,5.5,65.60251,0.962911,0.6349314,0.4508832,1.164667,-1,-1,-1,-1,21.903379,"NPL_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
