IDWHOCity,Region,iso3,Country,City_Town,PM10AnnualMean_Ug_m3,Year,NumberAndTypeOfMonitoringStations_PM10_,noteOnConvertedPM10,PM2_5AnnualMean_Ug_m3,Year_1,NumberAndTypeOfMonitoringStations_PM2_5_,noteOnConvertedPM2_5,TemporalCoverage,forAirQuality,isInterpolated,useMicroData,CountryCode,RegionCode,CoverageType,RequestYear,DataYear,DataType,PPP,PovertyLine,Mean,HeadCount,PovGap,PovGapSqr,Watts,Gini,Median,pr_mld,Polarization,ReqYearPopulation,SvyInfoID,Decile1,Decile2,Decile3,Decile4,Decile5,Decile6,Decile7,Decile8,Decile9,Decile10
376,Amr HI,CHL,Chile,"Rancagua",75,2014,"2 stations, NA",measured data,30,2014,"2 stations, NA",measured data,"PM10: >75%; PM2.5:>75%","Ministerio del Medio Ambiente",0,1,CHL,LAC,N,2013,2013,Y,391.6442,5.5,617.203,0.1013112,0.03041157,0.01470784,0.04125597,0.4726349,400.6472,0.4032615,-1,17.462982,CHL_N2013Y,0.01886,0.03182,0.04069,0.04954,0.05934,0.07072,0.08548,0.107,0.1524,0.3841
377,Amr HI,CHL,Chile,"Rengo",49,2014,"1 station, NA",measured data,23,2014,"-",converted from PM10,"PM10: >75%; PM2.5:NA","Ministerio del Medio Ambiente",0,1,CHL,LAC,N,2013,2013,Y,391.6442,5.5,617.203,0.1013112,0.03041157,0.01470784,0.04125597,0.4726349,400.6472,0.4032615,-1,17.462982,CHL_N2013Y,0.01886,0.03182,0.04069,0.04954,0.05934,0.07072,0.08548,0.107,0.1524,0.3841
378,Amr HI,CHL,Chile,"San Fernando",43,2014,"1 station, NA",measured data,20,2014,"-",converted from PM10,"PM10: >75%; PM2.5:NA","Ministerio del Medio Ambiente",0,1,CHL,LAC,N,2013,2013,Y,391.6442,5.5,617.203,0.1013112,0.03041157,0.01470784,0.04125597,0.4726349,400.6472,0.4032615,-1,17.462982,CHL_N2013Y,0.01886,0.03182,0.04069,0.04954,0.05934,0.07072,0.08548,0.107,0.1524,0.3841
379,Amr HI,CHL,Chile,"Santiago",64,2014,"10 stations, NA",measured data,29,2014,"10 stations, NA",measured data,"PM10: >75%; PM2.5:>75%","Ministerio del Medio Ambiente",0,1,CHL,LAC,N,2013,2013,Y,391.6442,5.5,617.203,0.1013112,0.03041157,0.01470784,0.04125597,0.4726349,400.6472,0.4032615,-1,17.462982,CHL_N2013Y,0.01886,0.03182,0.04069,0.04954,0.05934,0.07072,0.08548,0.107,0.1524,0.3841
380,Amr HI,CHL,Chile,"Talagante",41,2014,"1 station, NA",measured data,19,2014,"1 station, NA",measured data,"PM10: >75%; PM2.5:>75%","Ministerio del Medio Ambiente",0,1,CHL,LAC,N,2013,2013,Y,391.6442,5.5,617.203,0.1013112,0.03041157,0.01470784,0.04125597,0.4726349,400.6472,0.4032615,-1,17.462982,CHL_N2013Y,0.01886,0.03182,0.04069,0.04954,0.05934,0.07072,0.08548,0.107,0.1524,0.3841
381,Amr HI,CHL,Chile,"Talca",49,2014,"2 stations, NA",measured data,25,2014,"2 stations, NA",measured data,"PM10: >75%; PM2.5:>75%","Ministerio del Medio Ambiente",0,1,CHL,LAC,N,2013,2013,Y,391.6442,5.5,617.203,0.1013112,0.03041157,0.01470784,0.04125597,0.4726349,400.6472,0.4032615,-1,17.462982,CHL_N2013Y,0.01886,0.03182,0.04069,0.04954,0.05934,0.07072,0.08548,0.107,0.1524,0.3841
382,Amr HI,CHL,Chile,"Temuco",50,2014,"2 stations, NA",measured data,31,2014,"2 stations, NA",measured data,"PM10: >75%; PM2.5:>75%","Ministerio del Medio Ambiente",0,1,CHL,LAC,N,2013,2013,Y,391.6442,5.5,617.203,0.1013112,0.03041157,0.01470784,0.04125597,0.4726349,400.6472,0.4032615,-1,17.462982,CHL_N2013Y,0.01886,0.03182,0.04069,0.04954,0.05934,0.07072,0.08548,0.107,0.1524,0.3841
383,Amr HI,CHL,Chile,"Valdivia",47,2014,"1 station, NA",measured data,29,2014,"1 station, NA",measured data,"PM10: >75%; PM2.5:>75%","Ministerio del Medio Ambiente",0,1,CHL,LAC,N,2013,2013,Y,391.6442,5.5,617.203,0.1013112,0.03041157,0.01470784,0.04125597,0.4726349,400.6472,0.4032615,-1,17.462982,CHL_N2013Y,0.01886,0.03182,0.04069,0.04954,0.05934,0.07072,0.08548,0.107,0.1524,0.3841
384,Amr HI,CHL,Chile,"Valparaíso",34,2014,"-",converted from PM2.5,16,2014,"1 station, NA",measured data,"PM10: NA; PM2.5:>75%","Ministerio del Medio Ambiente",0,1,CHL,LAC,N,2013,2013,Y,391.6442,5.5,617.203,0.1013112,0.03041157,0.01470784,0.04125597,0.4726349,400.6472,0.4032615,-1,17.462982,CHL_N2013Y,0.01886,0.03182,0.04069,0.04954,0.05934,0.07072,0.08548,0.107,0.1524,0.3841
385,Amr HI,CHL,Chile,"Vina del Mar",34,2014,"1 station, NA",measured data,13,2014,"1 station, NA",measured data,"PM10: <75 % but annually representative; PM2.5:>75%","Ministerio del Medio Ambiente",0,1,CHL,LAC,N,2013,2013,Y,391.6442,5.5,617.203,0.1013112,0.03041157,0.01470784,0.04125597,0.4726349,400.6472,0.4032615,-1,17.462982,CHL_N2013Y,0.01886,0.03182,0.04069,0.04954,0.05934,0.07072,0.08548,0.107,0.1524,0.3841
386,Wpr LMI,CHN,China,"Anshan",98,2014,"-",converted from PM2.5,65,2014,"7 stations, NA",measured data,"PM10: NA; PM2.5:<75 % but annually representative","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
387,Wpr LMI,CHN,China,"Anyang",119,2014,"-",converted from PM2.5,79,2014,"5 stations, NA",measured data,"PM10: NA; PM2.5:<75 % but annually representative","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
388,Wpr LMI,CHN,China,"Baoding",190,2014,"-",converted from PM2.5,126,2014,"6 stations, NA",measured data,"PM10: NA; PM2.5:>75%","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
389,Wpr LMI,CHN,China,"Baoji",98,2014,"-",converted from PM2.5,65,2014,"8 stations, NA",measured data,"PM10: NA; PM2.5:>75%","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
390,Wpr LMI,CHN,China,"Baotou",77,2014,"-",converted from PM2.5,51,2014,"6 stations, NA",measured data,"PM10: NA; PM2.5:>75%","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
391,Wpr LMI,CHN,China,"Beihai",60,2014,"-",converted from PM2.5,40,2014,"4 stations, NA",measured data,"PM10: NA; PM2.5:<75 % but annually representative","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
392,Wpr LMI,CHN,China,"Beijing",108,2013,"NA",measured data,85,2014,"14 stations, NA",measured data,"PM10: NA; PM2.5:<75 % but annually representative","Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
393,Wpr LMI,CHN,China,"Benxi",81,2014,"-",converted from PM2.5,54,2014,"6 stations, NA",measured data,"PM10: NA; PM2.5:<75 % but annually representative","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
394,Wpr LMI,CHN,China,"Binzhou",80,2014,"-",converted from PM2.5,53,2014,"3 stations, NA",measured data,"PM10: NA; PM2.5:>75%","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
395,Wpr LMI,CHN,China,"Cangzhou",133,2014,"-",converted from PM2.5,88,2014,"3 stations, NA",measured data,"PM10: NA; PM2.5:>75%","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
396,Wpr LMI,CHN,China,"Changchun",130,2013,"NA",measured data,64,2014,"10 stations, NA",measured data,"PM10: NA; PM2.5:>75%","Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
397,Wpr LMI,CHN,China,"Changde",80,2014,"-",converted from PM2.5,53,2014,"5 stations, NA",measured data,"PM10: NA; PM2.5:<75 % but annually representative","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
398,Wpr LMI,CHN,China,"Changhua",48,2014,"-",converted from PM2.5,32,2014,"3 stations, NA",measured data,"PM10: NA; PM2.5:>75%","http://www.epa.gov.tw/",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
399,Wpr LMI,CHN,China,"Changsha",94,2013,"NA",measured data,74,2014,"10 stations, NA",measured data,"PM10: NA; PM2.5:>75%","Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
400,Wpr LMI,CHN,China,"Changshu",74,2014,"-",converted from PM2.5,49,2014,"3 stations, NA",measured data,"PM10: NA; PM2.5:<75 % but annually representative","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
401,Wpr LMI,CHN,China,"Changzhi",101,2014,"-",converted from PM2.5,67,2014,"5 stations, NA",measured data,"PM10: NA; PM2.5:>75%","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
402,Wpr LMI,CHN,China,"Changzhou",99,2014,"-",converted from PM2.5,65,2014,"6 stations, NA",measured data,"PM10: NA; PM2.5:>75%","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
403,Wpr LMI,CHN,China,"Chaozhou",65,2014,"-",converted from PM2.5,43,2014,"3 stations, NA",measured data,"PM10: NA; PM2.5:<75 % but annually representative","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
404,Wpr LMI,CHN,China,"Chengde",80,2014,"-",converted from PM2.5,53,2014,"5 stations, NA",measured data,"PM10: NA; PM2.5:>75%","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
405,Wpr LMI,CHN,China,"Chengdu",150,2013,"NA",measured data,71,2014,"8 stations, NA",measured data,"PM10: NA; PM2.5:>75%","Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
406,Wpr LMI,CHN,China,"Chiayi",46,2014,"-",converted from PM2.5,31,2014,"3 stations, NA",measured data,"PM10: NA; PM2.5:>75%","http://www.epa.gov.tw/",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
407,Wpr LMI,CHN,China,"Chifeng",60,2014,"-",converted from PM2.5,40,2014,"4 stations, NA",measured data,"PM10: NA; PM2.5:<75 % but annually representative","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
408,Wpr LMI,CHN,China,"Chongqing",106,2013,"NA",measured data,61,2014,"17 stations, NA",measured data,"PM10: NA; PM2.5:>75%","Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
409,Wpr LMI,CHN,China,"Dalian",84,2014,"-",converted from PM2.5,56,2014,"10 stations, NA",measured data,"PM10: NA; PM2.5:<75 % but annually representative","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
410,Wpr LMI,CHN,China,"Dandong",74,2014,"-",converted from PM2.5,49,2014,"4 stations, NA",measured data,"PM10: NA; PM2.5:>75%","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
411,Wpr LMI,CHN,China,"Daqing",54,2014,"-",converted from PM2.5,36,2014,"5 stations, NA",measured data,"PM10: NA; PM2.5:<75 % but annually representative","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
412,Wpr LMI,CHN,China,"Datong",63,2014,"-",converted from PM2.5,42,2014,"6 stations, NA",measured data,"PM10: NA; PM2.5:>75%","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
413,Wpr LMI,CHN,China,"Deyang",68,2014,"-",converted from PM2.5,45,2014,"4 stations, NA",measured data,"PM10: NA; PM2.5:<75 % but annually representative","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
414,Wpr LMI,CHN,China,"Dezhou",90,2014,"-",converted from PM2.5,59,2014,"3 stations, NA",measured data,"PM10: NA; PM2.5:<75 % but annually representative","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
415,Wpr LMI,CHN,China,"Dongguan",65,2013,"NA",measured data,43,2014,"5 stations, NA",measured data,"PM10: NA; PM2.5:>75%","Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
416,Wpr LMI,CHN,China,"Dongying",81,2014,"-",converted from PM2.5,54,2014,"4 stations, NA",measured data,"PM10: NA; PM2.5:>75%","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
417,Wpr LMI,CHN,China,"Eerduosi",42,2014,"-",converted from PM2.5,28,2014,"5 stations, NA",measured data,"PM10: NA; PM2.5:>75%","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
418,Wpr LMI,CHN,China,"Foshan",83,2013,"NA",measured data,44,2014,"8 stations, NA",measured data,"PM10: NA; PM2.5:>75%","Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
419,Wpr LMI,CHN,China,"Fushun",80,2014,"-",converted from PM2.5,53,2014,"6 stations, NA",measured data,"PM10: NA; PM2.5:<75 % but annually representative","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
420,Wpr LMI,CHN,China,"Fuyang",90,2014,"-",converted from PM2.5,60,2014,"2 stations, NA",measured data,"PM10: NA; PM2.5:<75 % but annually representative","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
421,Wpr LMI,CHN,China,"Fuzhou",64,2013,"NA",measured data,31,2014,"6 stations, NA",measured data,"PM10: NA; PM2.5:>75%","Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
422,Wpr LMI,CHN,China,"Guangzhou",72,2013,"NA",measured data,48,2014,"11 stations, NA",measured data,"PM10: NA; PM2.5:>75%","Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
423,Wpr LMI,CHN,China,"Guilin",83,2014,"-",converted from PM2.5,55,2014,"4 stations, NA",measured data,"PM10: NA; PM2.5:<75 % but annually representative","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
424,Wpr LMI,CHN,China,"Guiyang",85,2013,"NA",measured data,49,2014,"10 stations, NA",measured data,"PM10: NA; PM2.5:>75%","Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
425,Wpr LMI,CHN,China,"Haikou",47,2013,"NA",measured data,22,2014,"5 stations, NA",measured data,"PM10: NA; PM2.5:>75%","Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
426,Wpr LMI,CHN,China,"Haimen",77,2014,"-",converted from PM2.5,51,2014,"2 stations, NA",measured data,"PM10: NA; PM2.5:<75 % but annually representative","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
427,Wpr LMI,CHN,China,"Handan",169,2014,"-",converted from PM2.5,112,2014,"4 stations, NA",measured data,"PM10: NA; PM2.5:>75%","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
428,Wpr LMI,CHN,China,"Hangzhou",106,2013,"NA",measured data,61,2014,"11 stations, NA",measured data,"PM10: NA; PM2.5:>75%","Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
429,Wpr LMI,CHN,China,"Harbin",119,2013,"NA",measured data,71,2014,"12 stations, NA",measured data,"PM10: NA; PM2.5:>75%","Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
430,Wpr LMI,CHN,China,"Hefei",115,2013,"NA",measured data,79,2014,"10 stations, NA",measured data,"PM10: NA; PM2.5:>75%","Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
431,Wpr LMI,CHN,China,"Hengshui",161,2014,"-",converted from PM2.5,107,2014,"3 stations, NA",measured data,"PM10: NA; PM2.5:>75%","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
432,Wpr LMI,CHN,China,"Heyuan",60,2014,"-",converted from PM2.5,40,2014,"3 stations, NA",measured data,"PM10: NA; PM2.5:>75%","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
433,Wpr LMI,CHN,China,"Heze",91,2014,"-",converted from PM2.5,60,2014,"3 stations, NA",measured data,"PM10: NA; PM2.5:>75%","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
434,Wpr LMI,CHN,China,"Hohhot",146,2013,"NA",measured data,43,2014,"8 stations, NA",measured data,"PM10: NA; PM2.5:>75%","Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
435,Wpr LMI,CHN,China,"Hong Kong",49,2013,"13 stations, roadside air quality monitoring station for measuring street level air quality",measured data,29,2014,"15 stations, roadside air quality monitoring station for measuring street level air quality",measured data,"PM10: >75%; PM2.5:>75%","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
436,Wpr LMI,CHN,China,"Hsinchu",33,2014,"-",converted from PM2.5,22,2014,"3 stations, NA",measured data,"PM10: NA; PM2.5:>75%","http://www.epa.gov.tw/",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
437,Wpr LMI,CHN,China,"Huai'an",98,2014,"-",converted from PM2.5,65,2014,"5 stations, NA",measured data,"PM10: NA; PM2.5:<75 % but annually representative","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
438,Wpr LMI,CHN,China,"Hualien",18,2014,"-",converted from PM2.5,12,2014,"1 station, NA",measured data,"PM10: NA; PM2.5:>75%","http://www.epa.gov.tw/",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
439,Wpr LMI,CHN,China,"Huizhou",59,2013,"NA",measured data,35,2014,"5 stations, NA",measured data,"PM10: NA; PM2.5:>75%","Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
440,Wpr LMI,CHN,China,"Huludao",84,2014,"-",converted from PM2.5,56,2014,"4 stations, NA",measured data,"PM10: NA; PM2.5:>75%","China National Environmental Monitoring Center",0,0,CHN,EAP,A,2013,2013,X,3.696112,5.5,287.6973,0.3632794,0.11702,0.05156774,0.1614224,-1,-1,-1,-1,1357.38,CHN_R2013X,0,0,0,0,0,0,0,0,0,0
