ID WHO city,Region,iso3,Country,City/Town,"PM10 Annual mean, ug/m3",Year,Number and type of monitoring stations (PM10),note on converted PM10,"PM2.5 Annual mean, ug/m3",Year,Number and type of monitoring stations (PM2.5),note on converted PM2.5,Temporal coverage,for air quality
561,Wpr LMI,CHN,China,Yan'an,73,2014,-,converted from PM2.5,48,2014,"4 stations, NA",measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
562,Wpr LMI,CHN,China,Yancheng,86,2014,-,converted from PM2.5,57,2014,"4 stations, NA",measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
563,Wpr LMI,CHN,China,Yangjiang,48,2014,-,converted from PM2.5,32,2014,"3 stations, NA",measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
564,Wpr LMI,CHN,China,Yangquan,105,2014,-,converted from PM2.5,70,2014,"6 stations, NA",measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
565,Wpr LMI,CHN,China,Yangzhou,97,2014,-,converted from PM2.5,65,2014,"4 stations, NA",measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
566,Wpr LMI,CHN,China,Yantai,46,2014,-,converted from PM2.5,31,2014,"6 stations, NA",measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
567,Wpr LMI,CHN,China,Yibin,78,2014,-,converted from PM2.5,52,2014,"6 stations, NA",measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
568,Wpr LMI,CHN,China,Yichang,106,2014,-,converted from PM2.5,70,2014,"5 stations, NA",measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
569,Wpr LMI,CHN,China,Yilan,24,2014,-,converted from PM2.5,16,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:>75%,http://www.epa.gov.tw/
570,Wpr LMI,CHN,China,Yinchuan,118,2013,NA,measured data,47,2014,"6 stations, NA",measured data,PM10: NA; PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
571,Wpr LMI,CHN,China,Yingkou,61,2014,-,converted from PM2.5,40,2014,"4 stations, NA",measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
572,Wpr LMI,CHN,China,Yiwu,88,2014,-,converted from PM2.5,59,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
573,Wpr LMI,CHN,China,Yixing,81,2014,-,converted from PM2.5,54,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
574,Wpr LMI,CHN,China,Yueyang,73,2014,-,converted from PM2.5,49,2014,"6 stations, NA",measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
575,Wpr LMI,CHN,China,Yunfu,47,2014,-,converted from PM2.5,31,2014,"3 stations, NA",measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
576,Wpr LMI,CHN,China,Yunlin,46,2014,-,converted from PM2.5,31,2014,"4 stations, NA",measured data,PM10: NA; PM2.5:>75%,http://www.epa.gov.tw/
577,Wpr LMI,CHN,China,Yuxi,46,2014,-,converted from PM2.5,30,2014,"3 stations, NA",measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
578,Wpr LMI,CHN,China,Zaozhuang,73,2014,-,converted from PM2.5,48,2014,"5 stations, NA",measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
579,Wpr LMI,CHN,China,Zhangjiagang,91,2014,-,converted from PM2.5,60,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
580,Wpr LMI,CHN,China,Zhangjiajie,71,2014,-,converted from PM2.5,47,2014,"4 stations, NA",measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
581,Wpr LMI,CHN,China,Zhangjiakou,51,2014,-,converted from PM2.5,34,2014,"5 stations, NA",measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
582,Wpr LMI,CHN,China,Zhangqiu,71,2014,-,converted from PM2.5,47,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
583,Wpr LMI,CHN,China,Zhanjiang,39,2014,-,converted from PM2.5,26,2014,"6 stations, NA",measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
584,Wpr LMI,CHN,China,Zhaoqing,85,2013,NA,measured data,55,2014,"4 stations, NA",measured data,PM10: NA; PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
585,Wpr LMI,CHN,China,Zhaoyuan,82,2014,-,converted from PM2.5,55,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
586,Wpr LMI,CHN,China,Zhengzhou,171,2013,NA,measured data,86,2014,"9 stations, NA",measured data,PM10: NA; PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
587,Wpr LMI,CHN,China,Zhenjiang,99,2014,-,converted from PM2.5,66,2014,"4 stations, NA",measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
588,Wpr LMI,CHN,China,Zhongshan,66,2013,NA,measured data,38,2014,"4 stations, NA",measured data,PM10: NA; PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
589,Wpr LMI,CHN,China,Zhoushan,58,2013,NA,measured data,29,2014,"3 stations, NA",measured data,PM10: NA; PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
590,Wpr LMI,CHN,China,Zhuhai,59,2013,NA,measured data,35,2014,"4 stations, NA",measured data,PM10: NA; PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
591,Wpr LMI,CHN,China,Zhuji,88,2014,-,converted from PM2.5,59,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
592,Wpr LMI,CHN,China,Zhuzhou,105,2014,-,converted from PM2.5,69,2014,"7 stations, NA",measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
593,Wpr LMI,CHN,China,Zibo,82,2014,-,converted from PM2.5,55,2014,"6 stations, NA",measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
594,Wpr LMI,CHN,China,Zigong,97,2014,-,converted from PM2.5,64,2014,"4 stations, NA",measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
595,Wpr LMI,CHN,China,Zunyi,74,2014,-,converted from PM2.5,49,2014,"5 stations, NA",measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
596,Amr LMI,COL,Colombia,Armenia,25,2014,"1 station, urban background",measured data,11,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,Subsistema de Información sobre Calidad del Aire
597,Amr LMI,COL,Colombia,Barbosa,32,2014,"1 station, suburban background",measured data,14,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,"Resumen Anual  Calidad del Aire 2014,"
598,Amr LMI,COL,Colombia,Bello,43,2014,"1 station, urban background",measured data,19,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,"Resumen Anual  Calidad del Aire 2014,"
599,Amr LMI,COL,Colombia,Bogotá,52,2014,"10 stations, urban background/urban traffic",measured data,24,2014,"6 stations, urban background/urban traffic",measured data,PM10: >75%; PM2.5:>75%,Subsistema de Información sobre Calidad del Aire
600,Amr LMI,COL,Colombia,Bucaramanga,47,2014,"2 stations, NA",measured data,21,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Sistema de Vigilancia de calidad del aire del area metropolitana de Bucaramanga, Informe Anual de Calidad del Aire de Bucaramanga 2014"
601,Amr LMI,COL,Colombia,Caldas,49,2014,"1 station, NA",measured data,25,2014,"1 station, NA",measured data,PM10: >75%; PM2.5:>75%,"Resumen Anual  Calidad del Aire 2014,"
602,Amr LMI,COL,Colombia,Cali,41,2014,"4 stations, Urban background",measured data,17,2014,"2 stations, Urban background",measured data,PM10: >75%; PM2.5:>75%,"Informe anual de calidad del aire de Santiago de Cali, 2014"
603,Amr LMI,COL,Colombia,Ciénaga,48,2014,"1 station, Urban background",measured data,21,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,Subsistema de Información sobre Calidad del Aire
604,Amr LMI,COL,Colombia,Copacabana,35,2014,"1 station, suburban background",measured data,16,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,Subsistema de Información sobre Calidad del Aire
605,Amr LMI,COL,Colombia,Girardota,46,2014,"1 station, NA",measured data,21,2014,"1 station, NA",measured data,PM10: >75%; PM2.5:<75 % but annually representative,"Resumen Anual  Calidad del Aire 2014,"
606,Amr LMI,COL,Colombia,Itagüí,50,2014,"3 stations, urban/suburban",measured data,29,2014,"2 stations, suburban",measured data,PM10: >75%; PM2.5:>75%,"Resumen Anual  Calidad del Aire 2014,"
607,Amr LMI,COL,Colombia,La Estrella,47,2014,"2 stations, suburban background",measured data,41,2014,"1 station, suburban background",measured data,PM10: <75 % but annually representative; PM2.5:NA,"Resumen Anual  Calidad del Aire 2014,"
608,Amr LMI,COL,Colombia,Manizales,26,2014,"6 stations, urban",measured data,18,2014,"1 station, urban",measured data,PM10: NA; PM2.5:NA,"CORPOCALDAS, Informe Sistema de Vigilancia de Calidad del Aire - Resumen 2014"
609,Amr LMI,COL,Colombia,Medellin,45,2014,"5 stations, urban/suburban background",measured data,26,2014,"5 stations, urban",measured data,PM10: >75%; PM2.5:>75%,"Resumen Anual  Calidad del Aire 2014,"
610,Amr LMI,COL,Colombia,Pasto,18,2014,"1 station, urban background",measured data,9,2014,"1 station, urban background",measured data,PM10: >75%; PM2.5:>75%,Subsistema de Información sobre Calidad del Aire
611,Amr LMI,COL,Colombia,Sabaneta,43,2014,"1 station, urban background",measured data,19,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,Subsistema de Información sobre Calidad del Aire
612,Amr LMI,COL,Colombia,Santa Marta,36,2014,"4 stations, Urban background",measured data,16,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,Subsistema de Información sobre Calidad del Aire
613,Amr LMI,COL,Colombia,Valledupar,36,2014,"2 stations, urban background",measured data,16,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,Subsistema de Información sobre Calidad del Aire
614,Amr LMI,CRI,Costa Rica,Alajuela,28,2013,"1 station, Urban",measured data,20,2013,-,converted from PM10,PM10: NA; PM2.5:NA,VII Plan Nacional de Energía 2015-2030
615,Amr LMI,CRI,Costa Rica,Belén,31,2013,"1 station, unspecified",measured data,30,2013,"1 station, unspecified",measured data,PM10: NA; PM2.5:NA,VII Plan Nacional de Energía 2015-2030
616,Amr LMI,CRI,Costa Rica,Cartago,27,2013,"1 station, Urban",measured data,19,2013,-,converted from PM10,PM10: NA; PM2.5:NA,VII Plan Nacional de Energía 2015-2030
617,Amr LMI,CRI,Costa Rica,Heredia,47,2013,"1 station, Urban",measured data,29,2013,"1 station, Urban",measured data,PM10: NA; PM2.5:NA,VII Plan Nacional de Energía 2015-2030
618,Amr LMI,CRI,Costa Rica,Moravia,20,2013,-,converted from PM2.5,14,2013,"1 station, NA",measured data,PM10: NA; PM2.5:NA,VII Plan Nacional de Energía 2015-2030
619,Amr LMI,CRI,Costa Rica,San José,27,2013,"2 stations, Urban",measured data,24,2013,"2 stations, Urban",measured data,PM10: NA; PM2.5:NA,VII Plan Nacional de Energía 2015-2030
620,Amr LMI,CRI,Costa Rica,Santa Ana,23,2013,"1 station, Urban",measured data,16,2013,-,converted from PM10,PM10: NA; PM2.5:NA,VII Plan Nacional de Energía 2015-2030
621,Eur HI,HRV,Croatia,KUTINA,32,2013,"1 station, industrial, urban",measured data,19,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
622,Eur HI,HRV,Croatia,OSIJEK,33,2013,"1 station, traffic, urban",measured data,20,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
623,Eur HI,HRV,Croatia,RIJEKA,18,2013,"1 station, industrial, urban",measured data,11,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
624,Eur HI,HRV,Croatia,SISAK,37,2013,"1 station, industrial, urban",measured data,23,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
625,Eur HI,HRV,Croatia,ZAGREB,36,2013,"2 stations, traffic, urban",measured data,22,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
626,Eur HI,CYP,Cyprus,AYIA MARINA,26,2013,"1 station, background, rural-regional",measured data,13,2013,"1 station, background, rural-regional",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
627,Eur HI,CYP,Cyprus,LARNAKA,36,2013,-,converted from PM2.5,17,2013,"1 station, background, urban",measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
628,Eur HI,CYP,Cyprus,LIMASSOL,37,2013,"1 station, background, urban",measured data,17,2013,"1 station, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
629,Eur HI,CYP,Cyprus,NICOSIA,47,2013,"1 station, traffic, urban",measured data,17,2013,"1 station, traffic, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
630,Eur HI,CYP,Cyprus,PAFOS,36,2013,-,converted from PM2.5,16,2013,"1 station, background, suburban",measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
631,Eur HI,CZE,Czech Republic,BEROUN,27,2013,"1 station, traffic, urban",measured data,13,2013,"1 station, traffic, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
632,Eur HI,CZE,Czech Republic,BRANDYS,25,2013,"1 station, background, suburban",measured data,19,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
633,Eur HI,CZE,Czech Republic,BRNO,25,2013,"4 stations, background, suburban",measured data,20,2013,"2 stations, background, suburban",measured data,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
634,Eur HI,CZE,Czech Republic,CESKA LIPA,23,2013,"1 station, background, urban",measured data,17,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
635,Eur HI,CZE,Czech Republic,CESKE BUDEJOVICE,23,2013,"1 station, background, urban",measured data,18,2013,"1 station, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
636,Eur HI,CZE,Czech Republic,CESKY TESIN,45,2013,"1 station, background, urban",measured data,33,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
637,Eur HI,CZE,Czech Republic,CHEB,19,2013,"1 station, background, suburban",measured data,14,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
638,Eur HI,CZE,Czech Republic,CHOMUTOV,25,2013,"1 station, background, urban",measured data,18,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
639,Eur HI,CZE,Czech Republic,DECIN,30,2013,"1 station, background, urban",measured data,22,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
640,Eur HI,CZE,Czech Republic,FRYDEK-MISTEK,38,2013,"1 station, background, suburban",measured data,28,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
641,Eur HI,CZE,Czech Republic,HAVIROV,45,2013,"1 station, background, urban",measured data,33,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
642,Eur HI,CZE,Czech Republic,HRADEC KRALOVE,26,2013,"2 stations, background urban, traffic, urban",measured data,21,2013,"2 stations, background urban, traffic, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
643,Eur HI,CZE,Czech Republic,JABLONEC,22,2013,"1 station, background, urban",measured data,16,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
644,Eur HI,CZE,Czech Republic,Jicín,22,2013,"1 station, background, urban",measured data,18,2013,"1 station, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
645,Eur HI,CZE,Czech Republic,JIHLAVA,20,2013,"1 station, background, urban",measured data,17,2013,"1 station, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
646,Eur HI,CZE,Czech Republic,KARLOVY VARY,25,2013,"1 station, traffic, urban",measured data,19,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
647,Eur HI,CZE,Czech Republic,KARVINA,43,2013,"1 station, background, urban",measured data,32,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
648,Eur HI,CZE,Czech Republic,KLADNO,30,2013,"2 stations, background, urban",measured data,12,2013,"1 station, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
649,Eur HI,CZE,Czech Republic,KUTNA HORA,24,2013,"1 station, background, suburban",measured data,18,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
650,Eur HI,CZE,Czech Republic,LIBEREC,25,2013,"1 station, background, urban",measured data,22,2013,"1 station, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
651,Eur HI,CZE,Czech Republic,LITOMERICE,27,2013,"1 station, background, urban",measured data,20,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
652,Eur HI,CZE,Czech Republic,MLADA BOLESLAV,26,2013,"1 station, background, urban",measured data,19,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
653,Eur HI,CZE,Czech Republic,MOST,31,2013,"1 station, background, urban",measured data,22,2013,"1 station, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
654,Eur HI,CZE,Czech Republic,OLOMOUC-HEJCIN,33,2013,-,converted from PM2.5,25,2013,"1 station, background, urban",measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
655,Eur HI,CZE,Czech Republic,OPAVA,33,2013,"1 station, background, urban",measured data,24,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
656,Eur HI,CZE,Czech Republic,ORLOVA,44,2013,"1 station, background, urban",measured data,33,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
657,Eur HI,CZE,Czech Republic,OSTRAVA,41,2013,"5 stations, background urban/suburban, traffic, urban",measured data,32,2013,"3 stations, background urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
658,Eur HI,CZE,Czech Republic,PARDUBICE,28,2013,"1 station, background, urban",measured data,22,2013,"1 station, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
659,Eur HI,CZE,Czech Republic,PLZEN,25,2013,"6 stations, background urban/suburban, traffic, urban",measured data,21,2013,"5 stations, background urban/suburban, traffic, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
660,Eur HI,CZE,Czech Republic,PRAGUE,27,2013,"14 stations, background urban/suburban, traffic, urban",measured data,19,2013,"5 stations, background urban/suburban, traffic, urban",measured data,PM10: >75%; PM2.5: >75%,"European Environment Agency, Air quality e-reporting database"
662,Eur HI,CZE,Czech Republic,PREROV,31,2013,"1 station, background, urban",measured data,23,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
663,Eur HI,CZE,Czech Republic,PRIBRAM,23,2013,"1 station, traffic, urban",measured data,17,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
664,Eur HI,CZE,Czech Republic,PROSTEJOV,31,2013,"1 station, background, urban",measured data,23,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
665,Eur HI,CZE,Czech Republic,RYCHNOV N. KNEZNOU,24,2013,"1 station, background, suburban",measured data,18,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
666,Eur HI,CZE,Czech Republic,SOKOLOV,18,2013,"1 station, background, suburban",measured data,13,2013,"1 station, background, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
667,Eur HI,CZE,Czech Republic,STANKOV,27,2013,"1 station, background, suburban",measured data,20,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
668,Eur HI,CZE,Czech Republic,TABOR,30,2013,"1 station, traffic, urban",measured data,22,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
669,Eur HI,CZE,Czech Republic,TANVALD,23,2013,"1 station, background, urban",measured data,17,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
670,Eur HI,CZE,Czech Republic,TEPLICE,26,2013,"1 station, background, urban",measured data,19,2013,"1 station, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
671,Eur HI,CZE,Czech Republic,TREBIC,22,2013,"1 station, background, suburban",measured data,16,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
672,Eur HI,CZE,Czech Republic,TRINEC,35,2013,"2 stations, background, urban",measured data,31,2013,"1 station, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
673,Eur HI,CZE,Czech Republic,TRUTNOV,22,2013,"1 station, background, urban",measured data,17,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
674,Eur HI,CZE,Czech Republic,UHERSKE HRADISTE,32,2013,"1 station, traffic, urban",measured data,24,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
675,Eur HI,CZE,Czech Republic,USTI NAD LABEM,27,2013,"3 stations, background urban, traffic, urban",measured data,18,2013,"1 station, background urban",measured data,PM10: >75%; PM2.5: >75%,"European Environment Agency, Air quality e-reporting database"
676,Eur HI,CZE,Czech Republic,VODNANY,27,2013,"1 station, background, suburban",measured data,20,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
677,Eur HI,CZE,Czech Republic,VSETIN,28,2013,"1 station, background, suburban",measured data,21,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
678,Eur HI,CZE,Czech Republic,VYSKOV,24,2013,"1 station, background, suburban",measured data,18,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
679,Eur HI,CZE,Czech Republic,ZLIN,28,2013,"1 station, background, suburban",measured data,22,2013,"1 station, background, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
680,Eur HI,CZE,Czech Republic,ZNOJMO,23,2013,"1 station, traffic, suburban",measured data,20,2013,"1 station, traffic, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
681,Eur HI,DNK,Denmark,AALBORG,24,2013,-,converted from PM2.5,11,2013,"2 stations, traffic, urban",measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
682,Eur HI,DNK,Denmark,ARHUS,21,2013,"1 station, traffic, urban",measured data,11,2013,"2 stations, traffic, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
683,Eur HI,DNK,Denmark,COPENHAGEN,27,2013,"2 stations, traffic, urban",measured data,11,2013,"2 stations, background urban, traffic, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
684,Eur HI,DNK,Denmark,KELDSNOR,16,2013,"1 station, background, rural-regional",measured data,7,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
685,Eur HI,DNK,Denmark,ODENSE,22,2013,"1 station, traffic, urban",measured data,10,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
686,Amr LMI,ECU,Ecuador,Ambato,20,2012,"1 station, unspecified",measured data,9,2012,-,converted from PM10,PM10: NA; PM2.5:NA,Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.
687,Amr LMI,ECU,Ecuador,Cuenca,32,2013,"3 stations, urban",measured data,9,2013,"1 station, urban",measured data,PM10: >75%; PM2.5:>75%,"Informe de la calidad del aire de Cuenca, 2013"
688,Amr LMI,ECU,Ecuador,Ibarra,18,2012,"1 station, unspecified",measured data,9,2012,-,converted from PM10,PM10: NA; PM2.5:NA,Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.
689,Amr LMI,ECU,Ecuador,Latacunga,28,2012,"1 station, unspecified",measured data,14,2012,-,converted from PM10,PM10: NA; PM2.5:NA,Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.
690,Amr LMI,ECU,Ecuador,Manta,28,2012,"1 station, unspecified",measured data,13,2012,-,converted from PM10,PM10: NA; PM2.5:NA,Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.
691,Amr LMI,ECU,Ecuador,Milagro,66,2012,"1 station, unspecified",measured data,32,2012,-,converted from PM10,PM10: NA; PM2.5:NA,Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.
692,Amr LMI,ECU,Ecuador,Portoviejo,25,2012,"1 station, unspecified",measured data,12,2012,-,converted from PM10,PM10: NA; PM2.5:NA,Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.
693,Amr LMI,ECU,Ecuador,Quito,36,2013,"8 stations, mostly urban",measured data,18,2013,"5 stations, mostly urban",measured data,PM10: NA; PM2.5:NA,Instituto Nacional de Estadistica y Censos
694,Amr LMI,ECU,Ecuador,Santo Domingo,69,2012,"1 station, unspecified",measured data,33,2012,-,converted from PM10,PM10: NA; PM2.5:NA,Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.
695,Emr LMI,EGY,Egypt,Delta region,167,2013,14 stations,measured data,71,2013,-,converted from PM10,PM10: NA; PM2.5:NA,Annual report on air quality in Egypt 2012/2013
696,Emr LMI,EGY,Egypt,Greater Cairo,179,2013,47 stations,measured data,76,2013,-,converted from PM10,PM10: NA; PM2.5:NA,Annual report on air quality in Egypt 2012/2013
