ID WHO city,Region,iso3,Country,City/Town,"PM10 Annual mean, ug/m3",Year,Number and type of monitoring stations (PM10),note on converted PM10,"PM2.5 Annual mean, ug/m3",Year,Number and type of monitoring stations (PM2.5),note on converted PM2.5,Temporal coverage,for air quality
1344,Sear,IND,India,Surat,97,2012,"3 stations, NA",measured data,52,2012,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Open Government Data (OGD) Plateform India
1345,Sear,IND,India,Tezpur,11,2012,"1 station, NA",measured data,6,2012,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Open Government Data (OGD) Plateform India
1346,Sear,IND,India,Thane,73,2012,"3 stations, NA",measured data,39,2012,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Open Government Data (OGD) Plateform India
1347,Sear,IND,India,Thiruvananthapuram,55,2012,"4 stations, NA",measured data,29,2012,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Open Government Data (OGD) Plateform India
1348,Sear,IND,India,Tinsukia,57,2012,"2 stations, NA",measured data,30,2012,-,converted from PM10,PM10: >75%; PM2.5:NA,Open Government Data (OGD) Plateform India
1349,Sear,IND,India,Trichy,75,2012,"5 stations, NA",measured data,40,2012,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Open Government Data (OGD) Plateform India
1350,Sear,IND,India,Tura,52,2012,"1 station, NA",measured data,28,2012,-,converted from PM10,PM10: >75%; PM2.5:NA,Open Government Data (OGD) Plateform India
1351,Sear,IND,India,Udaipur,155,2012,"3 stations, NA",measured data,83,2012,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Open Government Data (OGD) Plateform India
1352,Sear,IND,India,Ujjain,80,2012,"3 stations, NA",measured data,43,2012,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Open Government Data (OGD) Plateform India
1353,Sear,IND,India,Vadodara,102,2012,"3 stations, NA",measured data,55,2012,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Open Government Data (OGD) Plateform India
1354,Sear,IND,India,Vapi,100,2012,"2 stations, NA",measured data,54,2012,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Open Government Data (OGD) Plateform India
1355,Sear,IND,India,Varanasi,138,2012,"2 stations, NA",measured data,74,2012,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Open Government Data (OGD) Plateform India
1356,Sear,IND,India,Vishakhapatnam,65,2012,NA,measured data,35,2012,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Open Government Data (OGD) Plateform India
1357,Sear,IND,India,Warangal,49,2012,"1 station, NA",measured data,26,2012,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Open Government Data (OGD) Plateform India
1358,Sear,IDN,Indonesia,Bandung,59,2014,-,converted from PM2.5,33,2014,"1 station, Urban background",measured data,PM10: NA; PM2.5:>75%,http://spartan-network.org/
1359,Emr LMI,IRN,Iran (Islamic Republic of),Ahvaz,231,2010,"4 stations, NA",measured data,95,2010,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1360,Emr LMI,IRN,Iran (Islamic Republic of),Arak,18,2011,"1 station, NA",measured data,7,2011,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1361,Emr LMI,IRN,Iran (Islamic Republic of),Bojnord,78,2010,"1 station, NA",measured data,32,2010,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1362,Emr LMI,IRN,Iran (Islamic Republic of),Boshehr,255,2010,"1 station, NA",measured data,105,2010,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1363,Emr LMI,IRN,Iran (Islamic Republic of),Hamadan,114,2013,"1 station, NA",measured data,47,2013,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1364,Emr LMI,IRN,Iran (Islamic Republic of),Isfahan,111,2012,"3 stations, NA",measured data,46,2012,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1365,Emr LMI,IRN,Iran (Islamic Republic of),Kerman,47,2013,"1 station, NA",measured data,19,2013,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1366,Emr LMI,IRN,Iran (Islamic Republic of),Kermanshah,130,2011,"1 station, NA",measured data,53,2011,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1367,Emr LMI,IRN,Iran (Islamic Republic of),Mashhad,78,2011,"4 stations, NA",measured data,32,2011,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1368,Emr LMI,IRN,Iran (Islamic Republic of),Pakdasht,113,2013,"1 station, NA",measured data,47,2013,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1369,Emr LMI,IRN,Iran (Islamic Republic of),Qazvin,44,2013,"1 station, NA",measured data,18,2013,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1370,Emr LMI,IRN,Iran (Islamic Republic of),"Rasht, Guilan",50,2011,"1 station, NA",measured data,21,2011,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1371,Emr LMI,IRN,Iran (Islamic Republic of),Robatkarim,105,2013,"1 station, NA",measured data,43,2013,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1372,Emr LMI,IRN,Iran (Islamic Republic of),Sanandaj,100,2010,"1 station, NA",measured data,41,2010,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1373,Emr LMI,IRN,Iran (Islamic Republic of),Sari,90,2012,-,converted from PM2.5,37,2012,6 stations in schools,measured data,PM10: NA; PM2.5:<75%,"Mohammadyan et al (2013) Arh Hig Tada Toksikol 64:371-377, Indoor PM1, PM2.5, PM10 and outdoor PM2.5 concentrations in primary schools in Sari, Iran"
1374,Emr LMI,IRN,Iran (Islamic Republic of),Semnan,57,2013,"1 station, NA",measured data,23,2013,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1375,Emr LMI,IRN,Iran (Islamic Republic of),Shahryar,91,2013,"1 station, NA",measured data,37,2013,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1376,Emr LMI,IRN,Iran (Islamic Republic of),Shiraz,108,2012,"2 stations, NA",measured data,45,2012,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1377,Emr LMI,IRN,Iran (Islamic Republic of),Tabriz,68,2012,"4 stations, NA",measured data,40,2013,"1 station, NA",measured data,PM10: <75 % but annually representative; PM2.5:NA,"Department of Environment; Gholampour et al (2014), J Environ Health Sci Engin, 12:27, Exposure and health impacts of outdoor particulate matter in two urban and industralized area of Tabriz, Iran!BA1383"
1378,Emr LMI,IRN,Iran (Islamic Republic of),Tehran,77,2014,"21 stations: 16 urban stations, 3  traffic stations, 2 pre-urban stations",measured data,32,2014,"21 stations: 16 urban stations, 3  traffic stations, 2 pre-urban stations",measured data,NA,"Hosseini V., Head ofTehran air quality control, Presentation for FOCUS Event, Zurich, June 2015"
1379,Emr LMI,IRN,Iran (Islamic Republic of),Urmia,91,2011,"3 stations, NA",measured data,37,2011,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1380,Emr LMI,IRN,Iran (Islamic Republic of),Varamin,102,2013,"1 station, NA",measured data,42,2013,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1381,Emr LMI,IRN,Iran (Islamic Republic of),Yasuj,109,2013,"1 station, NA",measured data,45,2013,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1382,Emr LMI,IRN,Iran (Islamic Republic of),Zabol,527,2012,"1 station, NA",measured data,217,2012,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1383,Emr LMI,IRN,Iran (Islamic Republic of),Zanjan,74,2011,"1 station, NA",measured data,31,2011,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
2979,Emr LMI,IRQ,Iraq,Baghdad,208,2015,"2 stations, Residential with heavy traffic and service region with hospital and heavy traffic",measured data,88,2015,-,converted from PM10,PM10: NA; PM2.5:NA,Iraqi National ambient air quality standard
1384,Eur HI,IRL,Ireland,BALBRIGGAN,12,2013,"1 station, background, suburban",measured data,8,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1385,Eur HI,IRL,Ireland,BRAY,20,2013,"1 station, background, suburban",measured data,13,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1386,Eur HI,IRL,Ireland,CASTLEBAR,15,2013,"1 station, background, suburban",measured data,10,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1387,Eur HI,IRL,Ireland,DUBLIN,16,2013,"7 stations, background, urban",measured data,11,2013,"3 stations, background, urban",measured data,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1388,Eur HI,IRL,Ireland,ENNIS,15,2013,"1 station, background, suburban",measured data,10,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1389,Eur HI,IRL,Ireland,Galway,17,2013,"1 station, urban traffic",measured data,11,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"Official communication from Ireland, Galway City Council report"
1390,Eur HI,IRL,Ireland,LONGFORD,22,2013,-,converted from PM2.5,15,2013,"1 station, traffic, suburban",measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1391,Eur HI,IRL,Ireland,Mace Head,13,2014,"1 station, remote coastal",measured data,4,2014,"1 station, remote coastal",measured data,PM10: >75%; PM2.5:NA,Official communication from Ireland
1392,Eur HI,ISR,Israel,Afula,45,2014,"1 station, General/population",measured data,21,2014,"1 station, General/population",measured data,PM10: >75%; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1393,Eur HI,ISR,Israel,Arad,53,2014,"1 station, General/population",measured data,23,2014,"1 station, General/population",measured data,PM10: >75%; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1395,Eur HI,ISR,Israel,Ashdod,48,2014,-,converted from PM2.5,21,2014,"4 stations, General/population",measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1396,Eur HI,ISR,Israel,Ashkelon,43,2014,"1 station, General/population",measured data,17,2014,"1 station, General/population",measured data,PM10: >75%; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1398,Eur HI,ISR,Israel,Bat Hadar,40,2014,"1 station, General/population",measured data,17,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1399,Eur HI,ISR,Israel,Beer Sheva,46,2014,"1 station, General/population",measured data,23,2014,"1 station, General/population",measured data,PM10: >75%; PM2.5:<75 % but annually representative,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1400,Eur HI,ISR,Israel,Beit Shemesh,38,2014,"1 station, General/population",measured data,17,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1401,Eur HI,ISR,Israel,Bnei Brak,53,2014,-,converted from PM2.5,23,2014,"2 stations, Transportation",measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1403,Eur HI,ISR,Israel,Ceasaria,39,2014,"1 station, General/population",measured data,17,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1404,Eur HI,ISR,Israel,Eilat,53,2014,"1 station, General/population",measured data,23,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1405,Eur HI,ISR,Israel,Erez,31,2014,"1 station, General/population",measured data,13,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1406,Eur HI,ISR,Israel,Gedera,49,2014,-,converted from PM2.5,21,2014,"1 station, General/population",measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1407,Eur HI,ISR,Israel,Givataim (Tel Aviv),49,2014,"1 station, General/population",measured data,21,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1409,Eur HI,ISR,Israel,Gvar'am,40,2014,-,converted from PM2.5,17,2014,"1 station, General/population",measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1410,Eur HI,ISR,Israel,Hadera,46,2014,"2 stations, General/population",measured data,17,2014,"2 stations, General/population",measured data,PM10: <75 % but annually representative; PM2.5:<75 % but annually representative,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1411,Eur HI,ISR,Israel,Haifa,35,2014,"9 stations, General/population",measured data,18,2014,"4 stations, General/population",measured data,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1412,Eur HI,ISR,Israel,Holon (Tel Aviv),42,2014,-,converted from PM2.5,18,2014,"1 station, General/population",measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1413,Eur HI,ISR,Israel,Jerusalem,45,2014,"4 stations, Transportation",measured data,19,2014,"3 stations, Transportation",measured data,PM10: >75%; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1414,Eur HI,ISR,Israel,Karmey Yossef,46,2014,"1 station, General/population",measured data,20,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1415,Eur HI,ISR,Israel,Karmiel,40,2014,"1 station, General/population",measured data,17,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1416,Eur HI,ISR,Israel,Kfar Masarik,50,2014,-,converted from PM2.5,22,2014,"1 station, General/population",measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1417,Eur HI,ISR,Israel,Kiryat Ata,32,2014,"1 station, General/population",measured data,16,2014,"2 stations, General/population",measured data,PM10: <75 % but annually representative; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1418,Eur HI,ISR,Israel,Kiryat Bialik,32,2014,-,converted from PM2.5,14,2014,"1 station, General/population",measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1419,Eur HI,ISR,Israel,Kiryat Malahi,44,2014,-,converted from PM2.5,19,2014,"1 station, General/population",measured data,PM10: NA; PM2.5:<75 % but annually representative,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1420,Eur HI,ISR,Israel,Kiryat Tivon,36,2014,-,converted from PM2.5,16,2014,"1 station, General/population",measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1421,Eur HI,ISR,Israel,Modi'in,41,2014,"2 stations, General/population",measured data,23,2014,"1 station, General/population",measured data,PM10: <75 % but annually representative; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1422,Eur HI,ISR,Israel,Nesher,35,2014,"1 station, General/population",measured data,12,2014,"1 station, General/population",measured data,PM10: >75%; PM2.5:<75 % but annually representative,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1423,Eur HI,ISR,Israel,Nir Galim,44,2014,"1 station, General/population",measured data,19,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1424,Eur HI,ISR,Israel,Nir Israel,46,2014,-,converted from PM2.5,20,2014,"1 station, General/population",measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1425,Eur HI,ISR,Israel,Pardes Hana,49,2014,-,converted from PM2.5,21,2014,"2 stations, General/population",measured data,PM10: NA; PM2.5:<75 % but annually representative,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1426,Eur HI,ISR,Israel,Petah Tikva,57,2014,"1 station, Transportation",measured data,24,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1427,Eur HI,ISR,Israel,Ra'anana,46,2014,-,converted from PM2.5,20,2014,"1 station, Transportation",measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1428,Eur HI,ISR,Israel,Ramat Gan,45,2014,"1 station, General/population",measured data,23,2014,"1 station, General/population",measured data,PM10: >75%; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1429,Eur HI,ISR,Israel,Rehovot,41,2014,"1 station, General/population",measured data,18,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1430,Eur HI,ISR,Israel,Sde Yo'av,48,2014,-,converted from PM2.5,21,2014,"1 station, General/population",measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1431,Eur HI,ISR,Israel,Sderot,51,2014,-,converted from PM2.5,22,2014,"1 station, General/population",measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1432,Eur HI,ISR,Israel,Tel Aviv-Yafo,48,2014,"5 stations, General population, Transportation",measured data,20,2014,"4 stations, General population, Transportation",measured data,PM10: >75%; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1433,Eur HI,ISR,Israel,Umm al-Fahm,45,2014,-,converted from PM2.5,19,2014,"1 station, General/population",measured data,PM10: NA; PM2.5:<75 % but annually representative,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1434,Eur HI,ISR,Israel,Yavne,42,2014,"1 station, General/population",measured data,18,2014,-,converted from PM10,PM10: >75%; PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1435,Eur HI,ISR,Israel,Zemer,39,2014,-,converted from PM2.5,17,2014,"1 station, General/population",measured data,PM10: NA; PM2.5:<75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1436,Eur HI,ITA,Italy,ACQUAPENDENTE,14,2013,"1 station, background, rural",measured data,10,2013,"1 station, background, rural",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1437,Eur HI,ITA,Italy,ALATRI,32,2013,"1 station, background, urban",measured data,21,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1438,Eur HI,ITA,Italy,ALBA,31,2013,"1 station, background, urban",measured data,21,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1439,Eur HI,ITA,Italy,ALBENGA,18,2013,"1 station, traffic, urban",measured data,12,2013,"1 station, traffic, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1440,Eur HI,ITA,Italy,ALBISOLA SUPERIORE,9,2013,"1 station, traffic, urban",measured data,6,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1441,Eur HI,ITA,Italy,ALESSANDRIA,38,2013,"2 stations, background suburban, traffic, urban",measured data,27,2013,"1 station, background urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1442,Eur HI,ITA,Italy,ALFONSINE,37,2013,-,converted from PM2.5,24,2013,"1 station, background, rural",measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1443,Eur HI,ITA,Italy,ALLUMIERE,10,2013,"1 station, background, rural",measured data,7,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1444,Eur HI,ITA,Italy,ANAGNI,28,2013,"1 station, background, urban",measured data,18,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1445,Eur HI,ITA,Italy,AOSTA,21,2013,"3 stations, background, urban",measured data,15,2013,"1 station, background, urban",measured data,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1446,Eur HI,ITA,Italy,APRILIA,21,2013,"1 station, background, urban",measured data,14,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1447,Eur HI,ITA,Italy,AREZZO,27,2013,"1 station, traffic, urban",measured data,18,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1448,Eur HI,ITA,Italy,ARNESANO,27,2013,"1 station, background, suburban",measured data,18,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1449,Eur HI,ITA,Italy,ASSEMINI,28,2013,"1 station, background, urban",measured data,18,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1450,Eur HI,ITA,Italy,ASTI,30,2013,"2 stations, background, urban",measured data,20,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1451,Eur HI,ITA,Italy,AVELLINO,33,2013,"2 stations, traffic, urban",measured data,20,2013,"1 station, traffic, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1452,Eur HI,ITA,Italy,BADIA POLESINE,33,2013,"1 station, background, rural",measured data,22,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1453,Eur HI,ITA,Italy,BARI,25,2013,"2 stations, background suburban, traffic, urban",measured data,17,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1454,Eur HI,ITA,Italy,BASSANO DEL GRAPPA,29,2013,-,converted from PM2.5,19,2013,"1 station, background, urban",measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1455,Eur HI,ITA,Italy,BELLUNO,18,2013,"1 station, background, urban",measured data,16,2013,"1 station, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1456,Eur HI,ITA,Italy,BENEVENTO,46,2013,"2 stations, traffic, urban",measured data,19,2013,"1 station, traffic, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1457,Eur HI,ITA,Italy,BERGAMO,32,2013,"2 stations, background, urban",measured data,23,2013,"1 station, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1458,Eur HI,ITA,Italy,BERTONICO,35,2013,"1 station, background, rural",measured data,23,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1459,Eur HI,ITA,Italy,BESENZONE,33,2013,-,converted from PM2.5,21,2013,"1 station, background, rural",measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1460,Eur HI,ITA,Italy,BIELLA,20,2013,"1 station, background, urban",measured data,14,2013,"1 station, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1461,Eur HI,ITA,Italy,BOLOGNA,25,2013,"3 stations, background, urban",measured data,17,2013,"2 stations, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1462,Eur HI,ITA,Italy,BOLZANO,17,2013,"1 station, traffic, urban",measured data,11,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
