system:index,OBJECTID,Shape_Area,Shape_Leng,count,nbhd_code
00003b950ae2ecd0928e,1293,8.30E-04,0.139112404,9,jakarta_040
000030835e208fa7970c,1290,7.25E-04,0.12480046,11,jakarta_037
00000eaed857be428485,1277,6.44E-04,0.144249907,8,jakarta_024
0000657f0fc6a84664d6,1282,7.28E-04,0.179404759,9,jakarta_029
00005bce8fbb87a6b697,1265,8.42E-04,0.172186273,10,jakarta_012
00001000e916ce5135c8,1295,7.64E-04,0.149445396,9,jakarta_042
0000f5ba69c913441467,1280,5.30E-04,0.116821956,8,jakarta_026
000054184d25d31f3081,1262,6.12E-04,0.124477787,6,jakarta_009
0000c9c5f823be766569,1289,3.55E-04,0.126748484,3,jakarta_036
0000a135344548f20ee8,1266,1.95E-04,0.058857607,3,jakarta_013
0000eebeb24050675cd1,1255,3.88E-04,0.10172264,5,jakarta_002
000097b9f74d2dc1badd,1279,3.94E-04,0.095410803,5,jakarta_025
00003578c0e1cb057f81,1287,0.001219228,0.149890504,17,jakarta_034
00002c6fcae9f50fe74e,1267,6.28E-04,0.136186691,7,jakarta_019
0000a01e87fb089b3799,1294,0.001623769,0.165233665,20,jakarta_041
00005ab42078e1548cba,1281,0.001458734,0.516018566,14,jakarta_027
00005513da50799b1890,1288,4.43E-04,0.126807937,5,jakarta_035
000057a60ca38a0d2cab,1291,3.69E-04,0.093902534,6,jakarta_038
0000cf4e493b6ba1ed79,1292,4.47E-04,0.10591449,4,jakarta_039
0000e912df79acf40989,1263,8.77E-04,0.126918206,11,jakarta_010
0000c74a0ce9aec47479,1285,0.002770545,0.469421459,17,jakarta_032
0000990b7318cb47f72d,1256,0.002094549,0.258690178,22,jakarta_003
00009c62b1965d8737de,1278,6.02E-04,0.105227879,8,jakarta_028
0000029bf402e8f8d0ab,1269,0.002426882,0.261197698,23,jakarta_014
00009ed89a7ffa6a0dd3,469,0.003068933,0.240414264,34,bangkok_017
0000c1ac162de5163def,471,0.003647356,0.316155411,20,bangkok_039
000034b047ace216dcf2,474,0.003424925,0.303925165,36,bangkok_004
0000ed51ac51df76702a,473,0.001895771,0.200587345,23,bangkok_024
000043160ea08b1216c6,439,0.002990158,0.245000965,17,bangkok_044
00000646aa40efd293ce,436,0.004325074,0.301653721,19,bangkok_045
0000dc6ec6a01f9f8571,459,0.003025651,0.24813795,14,bangkok_029
0000e2b4649cd8b486ea,448,0.004002836,0.271444408,26,bangkok_003
0000f1015109b1490fbf,452,0.001603313,0.237494135,16,bangkok_031
0000086269bd3f719577,462,0.001936027,0.222360218,20,bangkok_015
000085a825b936bdf352,466,0.002996308,0.2983769,20,bangkok_001
000004d3f5de5d231784,451,5.26E-04,0.099767213,5,bangkok_012
0000a91332e85ea0df32,455,7.07E-04,0.147908825,10,bangkok_046
000057dd4431f11eddfd,465,0.001030564,0.179931067,11,bangkok_037
000048b8f94bc7427aae,463,6.95E-04,0.115843308,9,bangkok_005
0000a05d33b0a53ec4e6,456,4.99E-04,0.086362293,6,bangkok_022
0000741f1305aafb55cc,461,0.001044945,0.151595816,11,bangkok_050
00005a4b68bbd7728b82,460,6.07E-04,0.132979885,8,bangkok_042
0000dccb74e1bce79f25,458,3.35E-04,0.085635933,4,bangkok_009
000084724d48bbf9893e,447,6.71E-04,0.115494671,10,bangkok_030
0000efecdc7cb2addddb,453,1.16E-04,0.05102793,1,bangkok_040
0000dd24cc9c61cca1ec,445,4.48E-04,0.085405633,6,bangkok_034
000008d32caada4ca4bc,443,0.001030204,0.139300109,10,bangkok_011
000037d97616c894bfb2,446,2.09E-04,0.061632885,2,bangkok_035
000024ae26dbec8c0240,444,5.99E-04,0.12091253,7,bangkok_038
00004761597ca322a4a3,440,9.47E-04,0.133826462,12,bangkok_018
0000dcb4f349b5aa2796,442,7.70E-04,0.109409948,9,bangkok_032
00003d749266e0dfef1e,433,9.87E-04,0.154819991,13,bangkok_008
0000621f1117183fcbfd,479,0.001077375,0.162941727,12,bangkok_010
0000bb28fb80a83d754f,475,0.002730399,0.218913268,34,bangkok_014
0000658bdfea105752fc,438,7.08E-04,0.130653561,10,bangkok_016
0000459efe2349841870,434,0.00136408,0.175411758,16,bangkok_019
0000591873909d08c432,478,0.001777981,0.177699541,20,bangkok_026
0000bf1a10f05062c754,481,0.002305846,0.310646445,24,bangkok_002
0000a2ecffb842534120,435,0.001427329,0.174897207,19,bangkok_049
0000b1bb27453444a16c,449,0.002015151,0.223547927,22,bangkok_043
000065149f02fa90b267,450,0.00108618,0.173756665,12,bangkok_048
00007f83dab162010d41,454,0.001106502,0.153436508,13,bangkok_023
00007b736724478423c4,464,0.001134617,0.158119683,14,bangkok_033
0000310a59c0b993d927,467,0.00158306,0.205822577,19,bangkok_007
00005a73e8f0724ac8f0,482,0.00275287,0.26758478,13,bangkok_047
0000a9222075183ec754,468,0.01020898,0.603734753,25,bangkok_006
00007588175a99a2953e,1191,0.020876803,1.144650285,11,hochiminh_001
00006f698b411f5f859a,1197,0.009023287,0.602550016,7,hochiminh_007
0000f9589c8eed466e71,1194,0.035861887,1.078125713,6,hochiminh_004
0000fd48dc320b985757,457,0.004489352,0.290888412,29,bangkok_036
00004a70bece4ecb6753,437,0.010748379,0.532823675,17,bangkok_025
000069ab2d942ca8232e,441,0.002345889,0.232531901,19,bangkok_041
0000812d232d1365d05d,480,0.001956565,0.225584647,19,bangkok_013
0000311c49ed7d66a329,476,0.00212177,0.243566551,16,bangkok_020
0000ef41d1def288e5c5,472,0.010048333,0.495513826,7,bangkok_021
000077548f03d25876b6,477,0.005108921,0.406045736,4,bangkok_027
000075c961957f671477,470,0.02010018,0.688532688,9,bangkok_028
0000e25b638a28cb371f,1202,0.00435687,0.432889581,11,hochiminh_012
00001254f9265dbb249c,1214,0.0039901,0.478469596,21,hochiminh_024
0000953bc7a274ef32b0,1211,0.009444196,0.476489197,10,hochiminh_021
00000e548d2d52839f2d,1195,0.046211954,4.691671394,1,hochiminh_005
00009c11fbea4abbd9d8,1204,0.004123309,0.360918191,5,hochiminh_014
00007a88fda98d351380,1209,0.00291783,0.300382711,9,hochiminh_019
000009b1ea74b259c394,1198,0.008288271,0.611912414,0,hochiminh_008
000025f5cf1398af1074,1192,0.001724041,0.263525378,12,hochiminh_002
0000ea3a32582ef689d0,1196,0.001652446,0.246660618,14,hochiminh_006
0000e375e9a46d713369,1203,6.53E-04,0.141302295,9,hochiminh_013
0000785776569dfb5921,1199,3.97E-04,0.105321776,6,hochiminh_009
00009cd2eccb95468b5f,1205,4.00E-04,0.110190954,5,hochiminh_015
0000aaa7bdf1e1115be6,1212,0.00186606,0.209532228,20,hochiminh_022
00004c12819364e6cf42,1213,0.001305046,0.174533201,11,hochiminh_023
0000d2067f212442eedb,1193,0.004299214,0.367256505,18,hochiminh_003
0000fc4384b8981a9f3e,1208,5.88E-04,0.111204593,8,hochiminh_018
00006011714af29a33b1,1210,0.001584608,0.285133927,11,hochiminh_020
0000558aa72672581435,1207,3.44E-04,0.096701312,3,hochiminh_017
00006b3cc20f40bb8ba0,1201,4.20E-04,0.098866099,4,hochiminh_011
000010c2790bc6e1cbaf,1200,4.74E-04,0.096535532,5,hochiminh_010
0000f43451069f0697d1,1206,3.42E-04,0.087357677,4,hochiminh_016
0000fa48a7991555976c,1913,0.003706296,1.012263068,11,singapore_034
000059e92acc37acf661,1911,0.003258235,0.462168244,6,singapore_032
0000b0bf8500b4ccafc8,1888,9.93E-04,0.184791421,12,singapore_009
0000ed00697fafb31cd3,1889,6.73E-04,0.167059683,8,singapore_010
00009fc8345fbed52af6,1887,0.001451151,0.246498779,12,singapore_008
00003af65d390e97fec4,1893,0.001193602,0.17438606,14,singapore_014
0000db21263e16029d80,1891,0.005664714,0.399595645,7,singapore_012
0000158ff63f3d044fbc,1912,0.001421553,0.167347645,0,singapore_033
0000ac004786261e382b,1894,6.01E-04,0.115179475,2,singapore_015
0000666dc96c3f3c5c03,1898,7.73E-04,0.13548605,9,singapore_019
000098129b06e36d35f0,1917,9.04E-04,0.137358361,9,singapore_038
0000d56840f2e12e069b,1910,0.001424475,0.202065846,11,singapore_031
0000bc3998792ad4ff73,1906,7.30E-04,0.142891738,4,singapore_027
00004d94bde0e1cf8dcd,1934,7.30E-04,0.133575284,4,singapore_055
0000945814d65e48deb4,1922,0.003018849,0.275584628,3,singapore_043
0000c4a4d24572cf069b,1927,6.20E-04,0.12174318,6,singapore_048
0000bdffcfbd85cc626d,1892,0.001132723,0.157593795,10,singapore_013
00004675d170f6465bbb,1902,0.001753617,0.18725305,10,singapore_023
00002e4155b6e6f19aac,1916,0.001432649,0.18265644,13,singapore_037
0000f12bc26610136ccb,1896,4.97E-04,0.103808871,6,singapore_017
0000469883baeb1f4c4f,1881,9.56E-04,0.159050975,6,singapore_002
00002065ac952aef8431,1900,0.001106222,0.152550299,12,singapore_021
0000696a124d355bab6a,1886,0.001026836,0.193616492,9,singapore_007
00007e983f403b6af222,1915,8.83E-04,0.142635684,2,singapore_036
0000a9702beaf92bbe73,1897,6.37E-04,0.159225267,0,singapore_018
0000684e106f9ec26bd0,1909,7.62E-04,0.124757775,6,singapore_030
0000b87a4b0e1a1372af,1901,8.61E-04,0.153231683,7,singapore_022
00000fafcd4e01e22d80,1880,0.001284833,0.202223632,12,singapore_001
00002df10599050ce36c,1899,9.50E-04,0.137136751,9,singapore_020
00008d4e78a5fdfc16df,1929,0.001131908,0.165247475,16,singapore_050
00003e218ba4c515840b,1930,8.21E-04,0.145855016,11,singapore_051
00002b6b00fe4fbae45f,1928,6.64E-04,0.124320452,11,singapore_049
000055df179196fe9f51,1926,7.45E-04,0.140585729,9,singapore_047
0000b68b7db0abbbb728,1908,7.84E-04,0.116800727,10,singapore_029
00000e545a691fc3fc6a,1931,0.001765929,0.196915665,16,singapore_052
00003d8bc97f25b0936c,1924,4.99E-04,0.126309087,2,singapore_045
00000954e70c5cf9d027,1933,1.49E-04,0.059638117,0,singapore_054
0000323893f78447b25d,1883,1.32E-04,0.047490902,0,singapore_004
0000efe31c4596e42b57,1925,3.63E-04,0.109608492,2,singapore_046
00005cf6a4512825b8ea,1903,7.78E-05,0.061562923,1,singapore_024
00009f9b98adfaf61a0f,1882,1.12E-04,0.055537062,1,singapore_003
0000668eeb0c5d4b78d6,1890,0.001176039,0.256158751,12,singapore_011
00006e9acddbec7fe7db,1884,9.18E-05,0.051729513,0,singapore_005
000068a221ad6c5d18d3,1921,5.81E-04,0.381361332,0,singapore_042
0000e7649348dcc28be5,1907,6.20E-04,0.125298296,3,singapore_028
0000a6516c7457489379,1919,1.20E-04,0.05856947,2,singapore_040
00002add1c8ce6b28179,1895,7.78E-05,0.065553773,1,singapore_016
000010896d0a85d1f101,1923,1.68E-04,0.080101766,1,singapore_044
00005f10b619dc0c82f3,1918,6.75E-05,0.039542608,1,singapore_039
0000d69e08305985628a,1932,1.31E-04,0.070897518,1,singapore_053
00002497cf903002b2dd,1904,0.001747819,0.309658674,14,singapore_025
00005dd7be5c2ae72d78,1914,0.00169949,0.201939571,16,singapore_035
00006426de6d0692cce1,1885,0.003326914,0.282411543,13,singapore_006
00004c7e18a7b371723d,1920,1.48E-04,0.164914145,0,singapore_041
00003d80b3cbfa5915ca,1905,0.00546499,0.56255617,0,singapore_026
00006297fd2c1c761050,1532,0.012411662,0.701698893,132,manila_014
00005e11c620bb23bf33,1536,0.003941519,0.68077709,39,manila_001
00001df74b7c383b1cfc,1535,0.003124641,0.460925844,32,manila_017
0000e6d50ba22984e569,1527,6.60E-04,0.258536333,1,manila_009
0000632b2ba64fdf360b,1539,0.001225591,0.273248763,6,manila_004
00009b40cc4bcec9f884,1524,0.003075998,0.556015811,35,manila_006
00002af227c565b4ad08,1533,4.85E-04,0.114022514,6,manila_015
00004ce3947f20279987,1525,0.001857497,0.256249498,24,manila_007
0000c26080088eedcde9,1530,0.002646232,0.321274072,33,manila_012
00007f07663240e5cee0,1540,9.18E-04,0.140117592,12,manila_005
0000e3c85bb8c265d12d,1534,0.002318577,0.352386202,24,manila_016
000013f1ce30f9169eb4,1538,0.002662787,0.253819258,32,manila_003
0000c01c192c28d66788,1531,1.64E-04,0.067803912,1,manila_013
00003417f7177f27ce7a,1529,0.001565617,0.268779866,17,manila_011
000054324ee3a9d7d058,1528,0.003702612,0.424115958,45,manila_010
00003825181dc8475ff4,1537,0.002780892,0.353246754,33,manila_002
0000830e723f8f7baecb,1526,0.003227359,0.324193766,29,manila_008
0000d84baa56dc881016,1859,0.003040731,0.280359631,19,seoul_005
0000ad8142294a654695,1862,0.001280174,0.206175142,13,seoul_008
000008e514eb368e9519,1863,0.002021615,0.314966654,24,seoul_009
0000b5867045d97b116c,1864,0.004366417,0.410670612,49,seoul_010
0000775acd8b6231bca4,1868,0.003194356,0.342755217,24,seoul_014
00003ea5e066ee01ce5f,1879,0.002438009,0.288978656,21,seoul_025
00004e6dae18431c9304,1867,0.001780626,0.228348263,22,seoul_013
0000cea30020d9219d99,1866,0.002513867,0.290682516,28,seoul_012
00007757ca18e2a30962,1877,0.002162356,0.220358041,21,seoul_023
00001a71dccb3d5cb0cc,1865,0.001819406,0.275988902,19,seoul_011
0000db209ea260fa7f2d,1861,0.002202228,0.233156405,23,seoul_007
00003a58fdb8853510f0,1860,0.001774198,0.254828009,23,seoul_006
0000f6e8d0b1faa8b96d,1858,0.004878914,0.443825153,41,seoul_004
00001d1258a3bfd43c00,1857,0.003917286,0.334735472,38,seoul_003
000053ba4ca54d8f0f5f,1878,0.00102514,0.196092568,13,seoul_024
0000839abad561744134,1872,0.002483193,0.327616065,27,seoul_018
0000ac2c78ef96e41b10,1876,0.001688263,0.19471294,21,seoul_022
0000f1c8023c20c0d6b1,1874,0.001481713,0.188631096,19,seoul_020
000073a82ee59faabd00,1856,0.003431292,0.322616076,42,seoul_002
0000534176e4cbf5c49f,1875,0.001805407,0.184011714,18,seoul_021
0000b9ed55eeddcc8822,1855,0.002599132,0.240328748,29,seoul_001
0000d8f1c7df484f8ee1,1869,0.00362779,0.323612278,29,seoul_015
00009f3b13b391667ef2,1870,0.002118729,0.231667218,18,seoul_016
00004a1e2d70283199ac,1873,0.001830551,0.195932768,17,seoul_019
00008a67242cbad4a396,1871,0.002421778,0.262518658,22,seoul_017
0000a225ed9678b26b8e,559,0.209855991,3.342193574,318,beijing_005
0000fd1f1094faf1a3ea,567,0.152673682,2.530923416,65,beijing_009
00000fb203a6364f2115,563,0.108533124,2.76697033,175,beijing_003
00008c78498b8bf64ca7,562,0.031987254,1.616227953,298,beijing_006
00002878a857a46b2cab,566,0.008867104,0.587745173,77,beijing_012
000016da815a88af9901,568,0.045431979,1.477472881,316,beijing_007
00003b267ca207101a9f,561,0.004410494,0.489022976,55,beijing_004
0000d216b61e2fe95ae0,569,0.005330009,0.418531299,68,beijing_015
00002e79b3e2402d9c82,570,0.048879417,1.776289371,397,beijing_002
0000b91514c2ae449bbf,565,0.142082389,2.627611122,177,beijing_001
0000e8299690687cf40e,558,0.212113373,3.35046655,43,beijing_016
0000618af660a9a36d6f,556,0.226013084,4.368443537,51,beijing_008
0000c1b132bc5fddf8e2,571,0.106697691,2.394946701,155,beijing_013
0000bcf049821f597fab,564,0.095253547,2.406510628,186,beijing_014
00008a15900a92ac8496,557,0.236862129,3.670707844,43,beijing_010
0000904537fcbf5e94f9,560,0.100432518,2.054589988,50,beijing_011
0000ce8cf79e0055730a,889,0.04093868,1.0241898,205,delhi_001
000052b705b8c9d85518,891,0.023388075,0.733940522,153,delhi_009
000069e82b2d5f8d2baa,890,0.003552031,0.24703606,43,delhi_005
0000a117063d922ae3ed,892,0.040072867,1.145468982,215,delhi_008
0000c63f428f755764c0,885,0.001393605,0.231902385,13,delhi_006
0000e25f6ea3e48db4be,886,0.006022272,0.328621323,73,delhi_004
00009a7222fa975259fd,887,0.005773576,0.447300129,66,delhi_003
00008feca41b8391d400,888,0.006378864,0.464871238,74,delhi_002
0000c8979c2fcd7ca41a,893,0.0112709,0.570114223,107,delhi_007
0000dc8f49540f1aac5c,383,0.00223281,0.272816115,0,bangalore_184
0000250e50eb8e91df4e,318,0.001062644,0.194788432,1,bangalore_059
0000441c37ab8cf6a2a1,317,9.53E-04,0.188121675,0,bangalore_096
00006f5d0917212e76ba,288,0.001282243,0.369714657,1,bangalore_077
000041c2f88b45c80831,287,5.36E-04,0.130300914,1,bangalore_016
0000d3b2f9b8cd15822c,286,4.30E-04,0.104917018,3,bangalore_093
0000988429a11a6a1e31,260,6.44E-04,0.148584924,1,bangalore_153
000041308ae3d0c95f70,259,0.00147449,0.311958,3,bangalore_072
0000f5d41c9c231dd62e,261,2.86E-04,0.082578771,3,bangalore_012
00007e530901fe29c7bc,289,2.88E-04,0.098418043,1,bangalore_040
00007988cec3f629d089,316,5.63E-04,0.177123084,2,bangalore_053
0000f09f24d2778b9b41,315,4.78E-04,0.152456167,3,bangalore_190
0000c10fe9f369a8b303,290,1.78E-04,0.066987616,1,bangalore_001
00000838837bc0c77ab7,285,1.71E-04,0.069351139,3,bangalore_191
00003e96304385726d99,284,4.10E-04,0.101806709,4,bangalore_020
00002025c0bf6b4940cf,291,2.99E-04,0.1038701,3,bangalore_028
00001531f9ed39252cbb,292,2.80E-04,0.093862991,1,bangalore_138
000031697dcdd1c2ce41,321,5.67E-04,0.161593417,4,bangalore_060
00001b2eb8b2f2fa1636,319,0.001007353,0.195130307,2,bangalore_044
000022ace10124f2f18c,320,2.61E-04,0.107008018,1,bangalore_126
0000dbbd2b17dbe55cf6,384,0.00220599,0.329950412,0,bangalore_019
0000df12a9200f45aad3,425,7.86E-04,0.133209195,1,bangalore_171
00002257169a98ba5128,424,2.95E-04,0.106163832,3,bangalore_123
000032104c41bb92a568,408,5.87E-04,0.162573225,3,bangalore_076
000099cd709d3d245a32,348,9.40E-04,0.207698469,3,bangalore_003
0000c96d2fb9e30e4bce,347,1.77E-04,0.080787766,1,bangalore_109
0000e5480f84f61d9501,322,1.57E-04,0.06332288,2,bangalore_089
000093d27528550fd430,346,1.45E-04,0.063332501,2,bangalore_045
0000c022027fbf5ba604,345,3.33E-04,0.096700613,5,bangalore_165
0000873ede2b02d12096,351,2.25E-04,0.068679716,2,bangalore_166
000076b8d712cfdfa3ce,349,6.13E-05,0.050857363,0,bangalore_183
0000eee0fa589866729f,350,4.41E-05,0.041872944,2,bangalore_139
00003dc006d7c374e946,381,1.32E-04,0.050653382,1,bangalore_002
00005864f45c6a8a5c65,382,1.34E-04,0.058753326,1,bangalore_047
0000f01da538d842e7fb,385,3.09E-04,0.091734864,3,bangalore_110
0000c3a1592b7c8f3ec4,380,1.08E-04,0.058834564,1,bangalore_116
0000109bc1fc1e460999,386,1.44E-04,0.058325674,2,bangalore_176
000016adc2dd06ccab6a,406,9.69E-05,0.045221096,2,bangalore_119
0000de849b6b931b9dec,405,5.67E-05,0.039398684,1,bangalore_058
0000f2eb0e37bacdea86,407,1.27E-04,0.049322184,1,bangalore_081
0000550a5d4cf7a7813b,423,1.79E-04,0.074021959,1,bangalore_071
0000cf737eb2165555b5,409,1.52E-04,0.099474919,2,bangalore_024
0000042f10efac45b84f,426,0.001576058,0.331976309,1,bangalore_018
000071e150aa8fc4f723,422,3.55E-04,0.117761838,2,bangalore_022
00003bd03bf6cbfea137,427,5.35E-04,0.133639955,4,bangalore_006
0000f1f61860812e7204,410,1.77E-04,0.071105382,3,bangalore_025
000017d96f0bd5fdad58,404,8.59E-05,0.05213136,0,bangalore_088
000044d87d600da86215,411,1.50E-04,0.061756825,2,bangalore_078
0000655fed000081e6a7,402,1.44E-04,0.066775325,2,bangalore_143
000016f5a4615dc3541a,413,1.54E-04,0.050960846,4,bangalore_162
0000a943b1ab6bea31f0,412,1.11E-04,0.061414654,0,bangalore_160
0000fa8aecd1a8a7e908,421,2.38E-04,0.077490932,2,bangalore_147
00000b3cf28b26d637fd,420,1.08E-04,0.060554766,2,bangalore_084
00002f5a3f79e0109095,429,2.82E-04,0.083990182,2,bangalore_108
00000f7602df2df86458,428,5.30E-04,0.145501791,0,bangalore_056
0000e76d30a2d0315116,430,0.001004689,0.18115405,0,bangalore_005
000015b887d939eef1a7,431,4.42E-04,0.165185999,4,bangalore_186
000015b6a2ecf2aebab0,419,1.34E-04,0.048908872,2,bangalore_197
000016243c5fa3bba153,415,1.55E-04,0.067581015,1,bangalore_112
000042d61039697a330f,414,5.69E-05,0.036783739,0,bangalore_013
000030df8a1dc1c3a85d,400,9.21E-05,0.052182763,0,bangalore_100
0000118721617d456683,399,1.35E-04,0.052174709,1,bangalore_050
00007b46f1ef3858fdc5,416,1.41E-04,0.074629042,2,bangalore_142
000074b06b3940bec738,401,1.02E-04,0.056737439,2,bangalore_195
00000a9cd7e73c16d25f,388,9.67E-05,0.046064256,1,bangalore_015
0000f2f0a625667e2a9a,398,1.03E-04,0.057363337,1,bangalore_187
0000ecb539653b9e2d65,376,1.24E-04,0.06013957,2,bangalore_178
0000de4cf575568cfc2a,389,8.19E-05,0.044750777,1,bangalore_063
0000642c4c8553115e22,387,2.08E-04,0.091274075,2,bangalore_087
0000744d1134c0c329cb,377,2.05E-04,0.075283682,3,bangalore_192
0000d8ac71304405d4c7,403,7.22E-05,0.042419276,1,bangalore_027
00008f39ac2f3e5fc906,379,1.18E-04,0.056574989,1,bangalore_070
0000e37f343113e6f80d,378,5.52E-05,0.03725053,0,bangalore_170
0000c9f95e6f51bb67cd,352,8.37E-05,0.052494871,2,bangalore_177
0000c76070a031e808e3,344,3.71E-04,0.117981942,3,bangalore_158
0000463a74bf4a3c08b5,353,9.16E-05,0.050501097,2,bangalore_041
00009f454f411339e6f3,373,6.79E-05,0.039053322,0,bangalore_092
0000bd864e585be468c3,374,8.72E-05,0.062863507,1,bangalore_030
0000cbb064afa78e449f,372,3.22E-05,0.029590035,1,bangalore_029
00005a2d3fdc10c0dca0,355,6.44E-05,0.057514377,2,bangalore_023
000080b86244f309a665,354,6.27E-05,0.053242014,1,bangalore_035
0000604bad1e43a7702e,329,1.07E-04,0.069509632,1,bangalore_174
0000ff13cd5e95838a2f,330,6.86E-05,0.042073533,1,bangalore_140
00009155c239bc06de18,343,6.40E-05,0.037008192,0,bangalore_031
00006a017b95839b52ce,328,1.57E-04,0.077289578,3,bangalore_049
0000f0e7aacf72889f4e,327,2.60E-04,0.084835663,3,bangalore_185
0000045cf2d414911235,331,3.72E-05,0.026311903,0,bangalore_037
0000681dda09887d2cfb,310,5.38E-05,0.045004597,1,bangalore_054
00007b0f1d69bb9551c5,311,5.91E-05,0.043888774,1,bangalore_036
00001b11cf281d6e1e58,299,1.14E-04,0.062960204,2,bangalore_095
0000cbb9b95570671154,279,1.46E-04,0.065813171,1,bangalore_122
00002b5b1f63b04a503a,269,6.22E-04,0.14379058,6,bangalore_007
0000c8cccf12e2de1e6a,298,6.02E-05,0.038885486,0,bangalore_151
0000a25f6ae1f20178e1,297,1.21E-04,0.093770233,1,bangalore_086
0000f87e9660b92315a0,268,9.10E-05,0.049544938,2,bangalore_052
000081ffe7899abc597f,280,7.42E-05,0.056352165,0,bangalore_085
0000ebfb4313d36c39f5,281,1.14E-04,0.051515048,3,bangalore_039
00009c782659bd343aca,296,6.93E-05,0.034297752,1,bangalore_154
00000880238d3cba1bde,295,1.09E-04,0.051219784,1,bangalore_156
0000f9be233b4669c201,312,1.43E-04,0.072971516,2,bangalore_146
0000ff9ff91bb9e8236c,326,3.55E-05,0.032260836,0,bangalore_168
0000266062fa48a7a76d,325,6.50E-05,0.042484768,1,bangalore_021
00005099990b76768ad0,324,1.40E-04,0.057028336,2,bangalore_061
0000c2596a6508eaad86,314,1.71E-04,0.073752238,2,bangalore_075
0000f3f20f421ff8859d,313,3.04E-04,0.084275255,2,bangalore_161
000090c14fc44d8cbc3d,323,7.51E-05,0.04472618,1,bangalore_091
0000112b5b5095f127a7,293,1.98E-04,0.069333749,3,bangalore_129
00004f4bd561bb0f3c34,262,8.61E-05,0.043497258,1,bangalore_099
0000f06a13f3ed56b216,263,1.40E-04,0.052448954,1,bangalore_094
00000d51b7bce72698d2,283,7.30E-05,0.038472569,1,bangalore_118
0000094c18bfc448ffa4,258,3.86E-04,0.11688253,4,bangalore_064
0000d9b462c71e65d871,264,5.81E-05,0.034686508,1,bangalore_097
0000da589313397fcd01,294,6.41E-05,0.038262148,1,bangalore_157
0000c1aa4da00546f14c,265,5.37E-05,0.04172999,1,bangalore_113
00000fedc317f9d45e31,282,4.00E-05,0.030084119,0,bangalore_132
0000a10c3ee17b54ac48,266,1.32E-04,0.061728068,2,bangalore_102
0000862385d2340e519f,257,1.72E-04,0.074574105,2,bangalore_135
00006416bc57aca696a6,256,1.24E-04,0.063234047,2,bangalore_193
00006248d95f3b7b4312,240,8.41E-04,0.156293802,2,bangalore_180
0000f7970be4fe9cba97,241,7.98E-04,0.178604643,1,bangalore_026
0000282fa445b9519c9d,242,3.20E-04,0.099456382,2,bangalore_107
000077b565e08f57a2ef,254,1.88E-04,0.105933746,2,bangalore_051
0000d3e5f8c42aed8279,255,1.02E-04,0.056377816,2,bangalore_065
0000b84482c2ac62be9a,267,6.75E-05,0.071622674,0,bangalore_124
0000c1a00386101cc26e,253,1.28E-04,0.059817107,1,bangalore_159
0000442aa402c25bcdc6,252,1.62E-04,0.073140676,2,bangalore_148
00006d92226bfc5357a8,270,7.92E-05,0.056392633,0,bangalore_130
0000e8f34f738882ebcc,244,3.52E-04,0.112681983,4,bangalore_043
0000689dc6ef567645c8,243,8.32E-04,0.181804461,0,bangalore_188
000013fe69fe8494378f,238,4.08E-04,0.101488948,0,bangalore_196
0000f820d4e3bb0bb764,239,0.002015701,0.223187863,0,bangalore_082
00006de72bda4a49c284,235,8.53E-04,0.181764188,1,bangalore_105
000026f8de6d0f5d75be,236,6.39E-04,0.137909388,1,bangalore_034
00004eba5f4767cab89e,237,8.24E-04,0.176384011,3,bangalore_009
00001556270d8648daf6,245,6.28E-04,0.137481994,1,bangalore_114
0000bdbe34a7b940537d,250,4.29E-04,0.09169773,1,bangalore_083
0000b14b8be28439b39e,246,7.58E-04,0.147963783,3,bangalore_167
00003c8cf35e3af938ad,247,1.10E-04,0.049457984,1,bangalore_121
00003f1ec38de50f55cc,248,3.68E-04,0.089194259,1,bangalore_011
000048ceb7879a58abaa,432,0.00236922,0.373266725,0,bangalore_067
00008b65c0cc804fdd14,393,4.08E-04,0.13796784,0,bangalore_106
00000de4577692a265b9,274,0.001089732,0.195135757,1,bangalore_042
0000e8767871b117bf77,364,7.46E-04,0.182583782,0,bangalore_181
0000037238a957463565,306,6.47E-04,0.134191984,2,bangalore_068
0000d98f937747006a30,363,0.001018302,0.214035946,1,bangalore_090
0000795f37dc9aa6f00b,307,4.88E-04,0.147935608,2,bangalore_111
0000669d278f5c112b14,305,1.61E-04,0.072084309,2,bangalore_066
0000f26ca8fe7dbd29f3,304,1.80E-04,0.067179985,2,bangalore_149
0000f03c21ba766d9c1b,275,4.66E-04,0.110886547,5,bangalore_144
0000a5a45c2b306e322e,273,3.34E-04,0.093195009,1,bangalore_033
00003bbd2198f764550f,249,7.34E-05,0.04398603,1,bangalore_179
0000d855c517af889681,303,1.31E-04,0.058600297,1,bangalore_115
00001d7bef286e6c3360,276,1.25E-04,0.077317455,2,bangalore_117
000014c1bf43b170c70a,277,1.18E-04,0.059412857,1,bangalore_136
00001e9af527627bf44e,302,7.87E-05,0.053966699,1,bangalore_120
0000101974daee3be625,278,1.69E-04,0.061012806,3,bangalore_125
0000c70b245d1ec3c543,272,4.37E-04,0.131867264,6,bangalore_069
0000c1131b2a51771ee6,251,1.71E-04,0.064131739,2,bangalore_079
00006eff1c312e76f0b6,271,6.47E-05,0.035516181,1,bangalore_198
