system:index,OBJECTID,Shape_Area,Shape_Leng,count,nbhd_code
000064cce4a95b4be8af,1215,0.066860338,1.26938887,20,istanbul_032
000009b145c665d037c0,1217,0.10083126,2.092282123,3,istanbul_015
0000b9a116cf34805731,1226,0.016126713,0.761214088,45,istanbul_014
000063d9340b06a0f754,1221,0.054257595,1.390295788,7,istanbul_002
00000cfed330d02c0026,1237,0.00401958,0.260760356,41,istanbul_018
00009dcdc1ebc514a842,1230,0.00963322,0.532267183,37,istanbul_008
000045fd85f9219b4443,1234,0.004389567,0.377447296,40,istanbul_012
0000ebd020e296902716,1219,0.001373933,0.538222202,3,istanbul_001
0000bd7bd61b52834819,1223,0.005242043,0.401922734,23,istanbul_004
00009300c157281af938,1242,0.003604508,0.237373526,29,istanbul_026
0000a9ddd5da08b8380a,1229,0.004101035,0.394431476,48,istanbul_007
00001734786d78dfbffd,1228,0.001503241,0.173795529,18,istanbul_006
00000447a462a4c004c1,1227,0.001977353,0.215916217,24,istanbul_005
0000e420264498cebe9a,1240,6.30E-04,0.12517751,8,istanbul_022
000017b79679dd407c47,1236,0.001795993,0.258364133,18,istanbul_017
00008dae1e818904c7c7,1238,0.022145385,0.927493855,34,istanbul_019
00006e1ee638a432b519,1251,0.003346585,0.238410001,17,istanbul_035
000033f44768eabdfc8a,1231,7.93E-04,0.123809622,11,istanbul_009
000014c1944c9dc8ca98,1241,9.07E-04,0.155864885,8,istanbul_021
0000598e9b91202f8b8f,1243,0.001569643,0.251816449,16,istanbul_024
0000b130614178f5d105,1239,0.002342707,0.264221435,29,istanbul_020
0000e37483ed4a9a227c,1235,0.001067622,0.169614511,12,istanbul_013
000007edd6d364c96531,1224,0.003244046,0.358280308,23,istanbul_033
000002e413a313ea4425,1249,0.015016084,0.837120689,38,istanbul_030
000041a035509ac6a373,1232,0.002746802,0.298061987,31,istanbul_010
00008f0c5c43396fb02d,1216,0.002299712,0.314291077,23,istanbul_038
0000ae63b4b5f33edbeb,1244,0.003187343,0.32756681,33,istanbul_023
000034af7e1f576dc6ea,1253,0.001464076,0.193489451,16,istanbul_039
000038b0a051d9b75070,1245,0.004644513,0.365076496,40,istanbul_025
0000d46903e50b53a483,1247,0.019719662,0.978051544,74,istanbul_028
0000e47d8de7604a6301,1246,0.005370374,0.373435859,56,istanbul_027
00009f80cc6de2a9ff90,1250,0.002786863,0.229237244,32,istanbul_034
00005c45ee029433d7f7,1248,0.005879784,0.43313487,41,istanbul_029
000089957a1ec610e249,1222,0.002477082,0.296190327,31,istanbul_003
00002b1fa978586172af,1220,0.004458774,0.318766262,45,istanbul_037
00004b115a369b62508b,1218,0.01425046,0.641465762,10,istanbul_016
0000e6cb4943d12f6fa7,1233,0.031918484,1.076576288,19,istanbul_011
0000275d5d3090b3248c,1252,0.01136834,0.5418942,61,istanbul_036
000041154f05f34ad1ec,1225,0.070874084,1.624129011,5,istanbul_031
00002bdd823448152e1b,1979,1.01E-04,0.055563432,0,telaviv_045
00002c2810677f310316,1981,4.26E-05,0.031851528,0,telaviv_047
000089f65dced24033c9,1980,6.66E-05,0.036817184,0,telaviv_046
000099d433d3051a84fc,1983,3.72E-05,0.029662968,0,telaviv_049
000036de3c4698ec5b3c,1982,6.45E-05,0.03781543,1,telaviv_048
000087809e1fbe454adf,1984,8.22E-05,0.041308661,1,telaviv_050
0000250b1103bb21af78,1985,5.54E-05,0.029607322,0,telaviv_051
000004c389252d5590a0,1948,2.30E-05,0.033332847,0,telaviv_014
0000e013898a8c8d8722,1949,6.72E-05,0.034418888,1,telaviv_015
0000bd76360ab184a366,1941,1.05E-04,0.046120809,2,telaviv_007
0000a7c80732ed36af2d,1942,5.11E-05,0.029185029,1,telaviv_008
000022211f8ee915ca52,1936,1.23E-04,0.045520588,0,telaviv_002
00001262ae478a437d19,1935,1.07E-04,0.041611885,1,telaviv_001
000095558eebb7646d4e,1938,8.29E-05,0.037422206,1,telaviv_004
00007a8ae0d57a3c2c1b,1943,7.42E-05,0.035250502,1,telaviv_009
00001b117fb0d1f6a4a6,1937,1.25E-04,0.086931781,0,telaviv_003
000096063e8a9d4b6f23,1939,8.76E-05,0.039202913,1,telaviv_005
00001dba1e4994c7b7d1,1944,8.24E-05,0.035082063,1,telaviv_010
00001fe97ca6e2a3f9a5,1945,1.39E-04,0.061286511,1,telaviv_011
000087ef7406f4655ea7,1946,3.83E-05,0.031088863,0,telaviv_012
00002764c1880a43d272,1947,3.58E-04,0.220541687,3,telaviv_013
0000740663c9e950aa23,1950,2.97E-05,0.021734162,0,telaviv_016
0000219b8642924ee970,1952,3.38E-05,0.024950559,0,telaviv_018
000041074c22c66139e7,1953,6.84E-05,0.033887746,1,telaviv_019
0000a7919e6336a09ef3,1960,3.88E-05,0.026535909,0,telaviv_026
0000fb26a4f3b4144431,1961,6.93E-05,0.035648626,1,telaviv_027
0000344d0d701666af0b,1962,4.81E-05,0.038826419,1,telaviv_028
0000df570c26fed80f65,1959,3.64E-05,0.025967894,0,telaviv_025
0000237dd04c63c9c460,1951,3.15E-05,0.022700025,1,telaviv_017
00008747dce612ab5838,1956,4.50E-05,0.027293142,0,telaviv_022
0000f6b2ed2656a6dc0b,1954,3.39E-05,0.027666062,1,telaviv_020
000060fb54c0c98b1e17,1955,2.76E-05,0.02657784,1,telaviv_021
0000ec2ca588566a336b,1957,5.33E-05,0.03356509,1,telaviv_023
000044b88141f3529736,1958,3.83E-05,0.030775325,0,telaviv_024
00005f6cbf53cd5d7fc2,2004,2.90E-05,0.025641559,0,telaviv_070
0000cba0954973fba429,1994,3.12E-05,0.023280869,0,telaviv_060
000045c3dff84002bbec,2003,3.16E-05,0.029680496,0,telaviv_069
00007cf68af83de42f03,1993,3.54E-05,0.024615262,0,telaviv_059
0000ef0b2f13d932fe18,1995,2.65E-05,0.021689733,0,telaviv_061
0000a27bbc52605243f2,1996,1.38E-04,0.046787581,0,telaviv_062
0000005009ffaa735031,1992,6.67E-05,0.036225332,1,telaviv_058
000046599d14d269e83a,2002,2.29E-05,0.021574822,0,telaviv_068
00001fa13e5dfa3dc158,2001,2.42E-05,0.022232047,1,telaviv_067
00006d53898974f8c924,1997,9.04E-05,0.040915573,0,telaviv_063
0000c7170893cbe734fc,1999,3.66E-05,0.039626747,0,telaviv_065
000089998a93c667ad44,1998,4.32E-05,0.035621248,1,telaviv_064
00008ea270538ec92325,2000,1.06E-04,0.053584482,1,telaviv_066
0000930e618f35e869de,2005,1.77E-05,0.017147823,0,telaviv_071
00000e050de40ed1bd16,1988,7.86E-05,0.042007045,0,telaviv_054
000055b914618c6d16ba,1990,8.93E-05,0.040963894,1,telaviv_056
000058df0fdf1a08bdcd,1977,5.92E-05,0.038455236,0,telaviv_043
0000a19a6f8611638b94,1987,8.07E-05,0.041274352,0,telaviv_053
0000cdb312d697638108,1971,1.89E-04,0.071041831,1,telaviv_037
00002c6f8c58ecddeb75,1975,1.08E-04,0.060614484,1,telaviv_041
000061eb06fd08c3aa81,1974,6.85E-05,0.039371238,1,telaviv_040
00004b21976e222bf79c,1965,1.29E-04,0.049599698,1,telaviv_031
00006086b43c6e0194b9,1969,9.18E-05,0.03931544,1,telaviv_035
00003db81355ee7611ae,1964,1.74E-04,0.095994455,2,telaviv_030
00005abe2c86b125e3d8,1968,9.37E-05,0.040053428,0,telaviv_034
00002a1e3b89d733b914,1970,5.25E-05,0.036498799,1,telaviv_036
00003251a44efb0fdd02,1991,5.32E-05,0.031117121,1,telaviv_057
0000959abc92a1e64acc,1966,7.54E-05,0.035098405,1,telaviv_032
0000ba6feb6d507353ca,1940,4.02E-05,0.028636052,1,telaviv_006
00007d5d2fa4c310546f,1967,6.83E-05,0.035296278,1,telaviv_033
0000824fc3bc84e5d255,1963,2.03E-05,0.029136463,0,telaviv_029
0000a2d02a38322ebc0b,1972,3.74E-05,0.025290605,0,telaviv_038
0000d02eec873e9d4bce,1973,8.61E-05,0.044833433,0,telaviv_039
0000a39f3c38d34e1e5d,1976,8.01E-05,0.042467043,1,telaviv_042
000050e1d8c3d378059e,1986,4.29E-05,0.027088759,1,telaviv_052
0000035dbf940d0a3e9a,1989,2.63E-05,0.022327196,1,telaviv_055
00004af0778c45e3cbdf,1978,2.62E-05,0.043387338,0,telaviv_044
0000ab4b1aa5a8673511,1336,6.72E-04,0.157948092,3,Johannesburg_1
000010c988f50700391e,1337,5.37E-04,0.111383828,3,Johannesburg_2
0000fa677531506811aa,1338,3.87E-04,0.105703487,3,Johannesburg_3
00003d75a50e376d36a6,1340,0.00316605,0.350102461,4,Johannesburg_6
0000565198e8052533ab,1310,0.004797321,0.340662074,17,Johannesburg_23
00006cbf212ca5c79a33,1397,0.003248882,0.335884003,22,Johannesburg_125
0000e184a80272c01a53,1396,0.005741041,0.538597451,4,Johannesburg_122
0000f44f8b6dfad8b150,1392,0.001639046,0.26920185,14,Johannesburg_119
0000ce4ad742df38ad8a,1393,0.001061796,0.166896925,14,Johannesburg_24
00007dc0cb4646eefea8,1346,5.22E-04,0.108894383,5,Johannesburg_18
000087ffc407294b0aeb,1352,0.001653199,0.247339727,19,Johannesburg_54
0000de7e04af2e833bae,1311,6.43E-04,0.134202968,6,Johannesburg_55
00001f6e5fa887d4da9d,1329,0.001598966,0.236972718,22,Johannesburg_124
0000b2ab13921489663a,1318,0.001590347,0.228463701,17,Johannesburg_68
000041ff6ad34220a920,1360,7.13E-04,0.140610385,9,Johannesburg_58
0000836353994805d9f3,1359,5.24E-04,0.149444334,3,Johannesburg_29
0000f95fd1d9924333a8,1409,1.22E-04,0.052713513,2,Johannesburg_27
00009bb3b207707eda04,1408,2.07E-04,0.080360337,2,Johannesburg_26
00000e03bafe7f34f8a9,1303,1.83E-04,0.074556103,3,Johannesburg_28
0000a03dfdbeb727db7e,1302,3.90E-04,0.121975216,4,Johannesburg_25
0000b2392a3f5d0ee8d1,1306,2.04E-04,0.074513212,3,Johannesburg_30
0000ece5a1665eb5f1f7,1410,1.84E-04,0.085218429,2,Johannesburg_31
00006c6a150111f72b15,1316,0.003104336,0.291501994,31,Johannesburg_70
00001af90534830b6ffe,1315,3.47E-04,0.105478967,5,Johannesburg_39
0000c39e3cae14dd6268,1362,1.59E-04,0.059012226,1,Johannesburg_40
00001c4d7d89c6573f73,1314,5.69E-04,0.106004193,7,Johannesburg_82
0000af30a9569a485fc4,1319,9.61E-04,0.204005594,12,Johannesburg_86
00003668755e3d89fb14,1320,0.001590515,0.293995356,16,Johannesburg_88
0000b065d9dc8a8a6ca5,1321,9.13E-04,0.185945037,9,Johannesburg_89
0000c13db2b2ac864649,1372,0.00138075,0.243436078,14,Johannesburg_85
00004da44a7092d628f3,1398,0.001061697,0.182775478,9,Johannesburg_126
0000228d2fa41e4eace3,1378,0.001053668,0.225568382,13,Johannesburg_98
00008848128e9f33791a,1390,7.90E-04,0.189707649,10,Johannesburg_99
000016db47189a695b7f,1323,0.001073859,0.191336877,12,Johannesburg_117
000096311870e3678474,1382,0.001476604,0.272530438,19,Johannesburg_102
0000a23e7a396dcd99df,1322,0.001228221,0.175647841,14,Johannesburg_90
000092d3ffb3fa7b9eea,1422,8.36E-04,0.18149917,12,Johannesburg_87
00006edecc8a36e77d58,1361,6.82E-04,0.15392373,8,Johannesburg_69
000057632f3cd20d038f,1312,5.17E-04,0.132502731,6,Johannesburg_60
0000b1f500b64ded1521,1358,4.22E-04,0.127377351,5,Johannesburg_67
0000c9d3c3eb3d033453,1418,2.05E-05,0.018644902,0,Johannesburg_59
000061fc7e3bd443373a,1328,1.98E-04,0.065625631,2,Johannesburg_123
0000653030670105474d,1313,2.65E-05,0.035170489,1,Johannesburg_63
00004074960aeb5440b1,1419,1.87E-05,0.02202985,0,Johannesburg_62
000034b79f43667a1b9e,1357,1.26E-04,0.062225698,1,Johannesburg_64
00008f4c69c173502eda,1391,7.72E-04,0.173457112,12,Johannesburg_66
0000c78ab0dc07d51933,1326,9.08E-04,0.149876927,10,Johannesburg_73
0000e39bc7be58e16ce4,1317,0.001215564,0.196546205,16,Johannesburg_74
00009fe6239eb68613ea,1380,9.29E-04,0.160827467,10,Johannesburg_91
00007cb3d37860e04ab7,1381,0.001834633,0.234310865,24,Johannesburg_103
00003b469d13b4145ec4,1335,7.15E-05,0.038443987,2,Johannesburg_108
00008be489811e23417b,1424,3.76E-05,0.031190472,0,Johannesburg_107
00002f76c442c0515c1c,1369,0.001170364,0.18211287,14,Johannesburg_81
00005a68b417ccc00540,1420,5.77E-05,0.034995539,1,Johannesburg_75
00005f584c4b5b3151fb,1421,4.86E-05,0.036299085,1,Johannesburg_76
0000b6b7f37083c10d11,1334,4.95E-05,0.033277259,1,Johannesburg_116
0000590edca93cff537e,1423,2.98E-04,0.094774611,3,Johannesburg_105
0000927d603e96225914,1331,1.00E-03,0.163220673,11,Johannesburg_72
0000572cced0ebd75829,1327,8.77E-04,0.175156734,11,Johannesburg_118
0000fbe0ac3552df7d68,1355,4.18E-04,0.137368586,4,Johannesburg_65
0000a0f3165732e164c8,1354,0.002851331,0.270171114,31,Johannesburg_57
00007597fd726efe6f40,1356,2.31E-04,0.079790886,4,Johannesburg_61
0000b141c5b554bcab56,1353,7.51E-04,0.144486626,9,Johannesburg_56
0000cfeb3b92240b6cab,1347,0.005034138,0.395016179,16,Johannesburg_32
0000e59bd3dbe119d737,1365,2.47E-04,0.073289092,4,Johannesburg_77
00000295fed63f0a81b5,1366,1.96E-04,0.071157287,2,Johannesburg_78
0000f8aae35d9140d837,1325,3.69E-04,0.103753573,1,Johannesburg_111
000005b8f0d6ffa470c5,1367,2.06E-04,0.069721206,2,Johannesburg_79
0000f62664321b9821d1,1324,0.002949862,0.294479252,10,Johannesburg_110
000063c9f0dd3208591e,1368,1.60E-04,0.080957788,1,Johannesburg_80
0000962b26e484df25db,1333,0.002768275,0.244351253,4,Johannesburg_93
000013cfba1f5265b58c,1332,0.004884902,0.421370976,8,Johannesburg_112
000061d6c8a0240cf19b,1373,0.00348822,0.378376051,8,Johannesburg_92
00002bc7344ff856b80e,1374,0.0029108,0.346689115,6,Johannesburg_94
0000a2e0cd5111c1871c,1386,0.001578743,0.230813161,0,Johannesburg_113
0000339ee57d3233ac97,1376,0.009011244,0.581515918,6,Johannesburg_96
000015bd557f6ce28fa0,1384,0.002367227,0.310103234,27,Johannesburg_106
00008c9182057c2f31fb,1385,0.00101062,0.158657427,11,Johannesburg_109
000024abddd6e440260d,1389,0.001398199,0.189241505,9,Johannesburg_115
0000f45f5a2c86c47fe6,1383,0.001603656,0.251519438,20,Johannesburg_104
0000001afe57bc4de98f,1388,0.001219885,0.181821837,7,Johannesburg_101
0000eb3d8405a7b9cda4,1377,0.004249662,0.354038235,6,Johannesburg_97
0000f392b07f98be5620,1387,0.001537962,0.214714381,1,Johannesburg_114
00009f0a6d69c05f7391,1379,0.00171838,0.212568326,0,Johannesburg_100
000042c76b30cdcff53b,1375,1.54E-04,0.0631283,0,Johannesburg_95
000004e5adfda74aefef,1364,0.001066809,0.219491277,9,Johannesburg_71
00000d82f9579c7bfc2b,1370,0.001084472,0.174798975,12,Johannesburg_83
000040f23b85623aa7db,1400,0.001330709,0.221705052,16,Johannesburg_127
000054b91566812ac7bd,1371,0.001048678,0.17322996,14,Johannesburg_84
000079def05cbe6db271,1413,1.59E-04,0.06148417,2,Johannesburg_41
000035c67c47ae85bfc7,1363,1.68E-04,0.058362143,3,Johannesburg_43
0000247d9c1736f3e776,1414,1.57E-04,0.062313347,2,Johannesburg_42
0000a6c888e97409cac5,1348,3.14E-04,0.103896203,4,Johannesburg_38
000032a20054b6d80570,1415,1.68E-04,0.066082395,2,Johannesburg_45
000016d1c8ca12cb3b97,1305,2.50E-04,0.084307219,2,Johannesburg_36
0000f0dfab3aa490f561,1349,2.09E-04,0.082773381,4,Johannesburg_47
00003b507c3a51c68447,1308,5.59E-04,0.131588039,2,Johannesburg_44
00000a6505edaaa38a72,1399,0.001369867,0.164819641,1,Johannesburg_49
0000188233b2c9054ded,1330,4.14E-04,0.124809175,4,Johannesburg_129
0000a4de23ddb9633978,1309,2.83E-04,0.101183231,3,Johannesburg_48
0000e9b1260673746624,1350,3.10E-04,0.099634726,3,Johannesburg_46
0000759b5afb4a3cc2eb,1304,2.89E-04,0.098411318,4,Johannesburg_34
0000c54566c096a56ae9,1416,1.81E-04,0.065107219,3,Johannesburg_51
0000894b45985e935f2a,1417,1.96E-04,0.0769077,2,Johannesburg_52
00009e1d1d83018fb625,1401,7.07E-04,0.137806962,2,Johannesburg_128
0000cf620847365497c8,1351,0.00637906,0.440836863,3,Johannesburg_53
0000fded829c60620608,1402,3.07E-04,0.097054962,3,Johannesburg_50
000020489781bf5d86a8,1425,1.53E-04,0.063920652,0,Johannesburg_130
0000a6a3c22f4568a0f2,1345,2.17E-04,0.064652489,3,Johannesburg_20
000077301d8f3c9f6be6,1344,4.53E-04,0.11412012,5,Johannesburg_14
0000f9d90d005954282d,1343,6.15E-04,0.125102306,2,Johannesburg_13
000039c1472bdfbe7d47,1298,9.08E-04,0.176519093,6,Johannesburg_10
00004c6e3e614c12401d,1342,0.001167896,0.234492019,11,Johannesburg_9
0000a934ad4fd5800e4a,1341,0.001855968,0.250572089,5,Johannesburg_8
0000323a5bef46620fa9,1403,5.82E-04,0.126096196,8,Johannesburg_11
00004a02a959f0d8145e,1404,2.13E-04,0.078048119,2,Johannesburg_12
0000d48c40ef00873544,1406,3.31E-04,0.095902181,4,Johannesburg_19
0000df07c79f60fa2586,1299,2.40E-04,0.076128466,2,Johannesburg_16
000067fa1d00b19136e6,1405,1.63E-04,0.056728996,2,Johannesburg_15
00005dd947105b3817c8,1407,2.27E-04,0.061612926,3,Johannesburg_21
00004053a7424e54ffc9,1411,2.78E-04,0.090758386,4,Johannesburg_33
00006877b59eba3a3097,1412,1.73E-04,0.065038443,2,Johannesburg_35
00004c8b5f809034fe22,1307,2.65E-04,0.100421396,2,Johannesburg_37
0000b39f5796e4a96cd1,1301,3.61E-04,0.091680531,4,Johannesburg_22
00005e477f5853e138c8,1300,3.68E-04,0.099799112,4,Johannesburg_17
000021c91565019c147a,1394,0.001952329,0.258904557,4,Johannesburg_120
000042f06dafb98ae970,1395,0.004644312,0.312667735,4,Johannesburg_121
000086fb789e899f6861,1297,8.04E-04,0.134802838,5,Johannesburg_7
00004026ddc4fd2a53d9,1339,5.87E-04,0.114181173,3,Johannesburg_4
00006c81f88b43afa406,1296,0.004088487,0.357046762,2,Johannesburg_5
000083a731bdf20c5dd8,1258,0.003425744,0.363792517,26,jakarta_005
000088bae8643de6761a,1254,0.003334933,0.304573722,28,jakarta_001
00007f50105cd725b609,1274,7.64E-04,0.131125427,9,jakarta_021
0000530db2be5d372b2d,1273,0.00130528,0.160432377,14,jakarta_018
0000069d3904066b3343,1261,0.001803524,0.20047721,22,jakarta_008
0000f1a7140900f98d46,1276,0.001759391,0.23286076,20,jakarta_023
000010e042c40d54ef60,1259,0.002298157,0.289300441,16,jakarta_006
00008eb26b17d5094e8d,1264,0.002007391,0.393588069,20,jakarta_011
000059570e8927bb0a00,1284,0.001018283,0.248464851,15,jakarta_031
00009e005ffc13014ab5,1260,0.00139062,0.248008381,15,jakarta_007
00005ac727d1bedc35c5,1275,0.001065254,0.275068231,12,jakarta_022
000075e4a94ed351a1cd,1283,0.001757088,0.288541541,22,jakarta_030
00001721e57a001cbb44,1257,0.001462543,0.238456852,18,jakarta_004
0000790356526855e834,1271,0.001555023,0.308333463,18,jakarta_016
0000af72eba5bfb55171,1286,0.001104241,0.268878235,10,jakarta_033
0000d8d5c475e7a7fdb4,1268,0.002080829,0.314171768,22,jakarta_020
00004545c3b3c352238f,1272,0.001398509,0.209928708,19,jakarta_017
000025c35d9f49d1d59d,1270,0.001036315,0.168089731,13,jakarta_015
