"nbhd_code","Albedo_2008"
"casablanca_025",0.165769069464587
"casablanca_011",0.161081998680714
"casablanca_012",0.165824955599759
"casablanca_031",0.167662486799085
"casablanca_019",0.168925734286209
"casablanca_016",0.161270437380542
"casablanca_002",0.165751885138242
"casablanca_014",0.146149845074048
"casablanca_022",0.135680993874373
"casablanca_005",0.137498602484472
"casablanca_015",0.156662050110794
"casablanca_021",0.157106396518455
"casablanca_026",0.16695803876517
"casablanca_027",0.167749507421516
"casablanca_009",0.153813455120404
"casablanca_010",0.142903168892412
"casablanca_006",0.142621341035048
"casablanca_033",0.1547650334296
"casablanca_008",0.125136246020929
"casablanca_023",0.16079297911822
"casablanca_018",0.16820102007772
"casablanca_032",0.165747775987434
"casablanca_030",0.165606237471053
"casablanca_034",0.169261428571429
"casablanca_001",0.164945196447271
"casablanca_013",0.165118284588367
"casablanca_003",0.159816162341365
"casablanca_029",0.159816003457551
"casablanca_004",0.141301173272835
"casablanca_017",0.145753924857077
"casablanca_028",0.121206297308789
"casablanca_020",0.135221137603241
"casablanca_024",0.108549896285657
"casablanca_007",0.131700686551983
"barcelona_22",0.0969540294923496
"barcelona_39",0.106208859840232
"barcelona_40",0.103554417040578
"barcelona_43",0.115270364370058
"barcelona_28",0.122059364734009
"barcelona_41",0.133692100711128
"barcelona_38",0.135142222222222
"barcelona_29",0.133427831200224
"barcelona_25",0.126785979678872
"barcelona_27",0.137940971223062
"barcelona_26",0.132399112104195
"barcelona_24",0.134089844344325
"barcelona_23",0.128375650000475
"barcelona_21",0.132431749908732
"barcelona_20",0.144293123521981
"barcelona_19",0.134716428269302
"barcelona_18",0.140678183189125
"barcelona_8",0.13568506565267
"barcelona_9",0.136829051059776
"barcelona_15",0.140987808137808
"barcelona_14",0.138986047736048
"barcelona_16",0.141822294372294
"barcelona_17",0.144909629254485
"barcelona_13",0.144646423040473
"barcelona_11",0.126892594219177
"barcelona_12",0.129460845888682
"barcelona_1",0.122318036512038
"barcelona_2",0.117322564752748
"barcelona_3",0.089552897699229
"barcelona_10",0.12701822048222
"barcelona_7",0.134437850545723
"barcelona_31",0.139542747986609
"barcelona_30",0.1370390112324
"barcelona_37",0.136914594336914
"barcelona_32",0.139663572339358
"barcelona_34",0.132140342377261
"barcelona_36",0.143279766693484
"barcelona_33",0.1354345624146
"barcelona_6",0.13295002760463
"barcelona_35",0.13903850785004
"barcelona_64",0.137119295916499
"barcelona_63",0.140281397608877
"barcelona_62",0.138536210933868
"barcelona_65",0.135247865824481
"barcelona_5",0.127179077354394
"barcelona_66",0.128662612343447
"barcelona_4",0.125887716021954
"barcelona_67",0.108860499059294
"barcelona_68",0.0942026567326154
"barcelona_71",0.133256529752049
"barcelona_61",0.140582419189703
"barcelona_72",0.142371251501929
"barcelona_73",0.144810156922634
"barcelona_69",0.0878162076399487
"barcelona_70",0.101359718934063
"barcelona_56",0.123968427318726
"barcelona_57",0.137592968351615
"barcelona_59",0.144954298301727
"barcelona_60",0.144253931739739
"barcelona_44",0.142052050470828
"barcelona_45",0.147622247341013
"barcelona_52",0.142245376845377
"barcelona_53",0.126231128034269
"barcelona_58",0.145651851851852
"barcelona_54",0.112788905134453
"barcelona_50",0.124168731563422
"barcelona_55",0.116608695652174
"barcelona_49",0.12340766580534
"barcelona_48",0.142313238199977
"barcelona_51",0.140333333333333
"barcelona_46",0.147723514211886
"barcelona_47",0.147615384615385
"barcelona_42",0.140867011197244
"istanbul_032",0.142947246026712
"istanbul_015",0.13944422673638
"istanbul_014",0.131741345087664
"istanbul_002",0.130636062086021
"istanbul_018",0.149501211977671
"istanbul_008",0.140915377320889
"istanbul_012",0.148223968736218
"istanbul_001",0.0539959314159837
"istanbul_004",0.107804698155976
"istanbul_026",0.123864559612839
"istanbul_007",0.130931777230623
"istanbul_006",0.13568174590124
"istanbul_005",0.130033054656288
"istanbul_022",0.132495723292138
"istanbul_017",0.12645425825616
"istanbul_019",0.120252080680188
"istanbul_035",0.110931447032626
"istanbul_009",0.129942285463003
"istanbul_021",0.128925778532663
"istanbul_024",0.119308535980521
"istanbul_020",0.111409148289832
"istanbul_013",0.105292055363929
"istanbul_033",0.108747843808475
"istanbul_030",0.111562822842047
"istanbul_010",0.106993531627725
"istanbul_038",0.11303268140664
"istanbul_023",0.121228617821484
"istanbul_039",0.124840160789646
"istanbul_025",0.132642291694845
"istanbul_028",0.12239755041162
"istanbul_027",0.127396864363953
"istanbul_034",0.14155374789178
"istanbul_029",0.129439708850936
"istanbul_003",0.138896608830819
"istanbul_037",0.125605818792522
"istanbul_016",0.124609448269952
"istanbul_011",0.121993471661992
"istanbul_036",0.143465910405293
"istanbul_031",0.12696916037662
"telaviv_045",0.116808868956667
"telaviv_047",0.142956843800322
"telaviv_046",0.13847663216011
"telaviv_049",0.147471014492754
"telaviv_048",0.147492275616578
"telaviv_050",0.148422736896281
"telaviv_051",0.154188621118012
"telaviv_014",0.154867149758454
"telaviv_015",0.152108695652174
"telaviv_007",0.15235214848716
"telaviv_008",0.145625525946704
"telaviv_002",0.131243466997071
"telaviv_001",0.126707538774472
"telaviv_004",0.143880394072627
"telaviv_009",0.143620187703505
"telaviv_003",0.105635265700483
"telaviv_005",0.156814357209884
"telaviv_010",0.149642689273124
"telaviv_011",0.147193581780538
"telaviv_012",0.149024637681159
"telaviv_013",0.149641096046054
"telaviv_016",0.148260869565217
"telaviv_018",0.153410044977511
"telaviv_019",0.150047890658631
"telaviv_026",0.152414103923648
"telaviv_027",0.155076541961577
"telaviv_028",0.15396701124962
"telaviv_025",0.156798864081473
"telaviv_017",0.156326086956522
"telaviv_022",0.159624559341951
"telaviv_020",0.163995382210855
"telaviv_021",0.165
"telaviv_023",0.160705695397915
"telaviv_024",0.160017588932806
"telaviv_070",0.151377391304348
"telaviv_060",0.150935163226468
"telaviv_069",0.153433094132545
"telaviv_059",0.149271405480303
"telaviv_061",0.151326086956522
"telaviv_062",0.148432246389402
"telaviv_058",0.145738691416535
"telaviv_068",0.153009219056682
"telaviv_067",0.15525
"telaviv_063",0.153169274396148
"telaviv_065",0.154951274362819
"telaviv_064",0.155770038450163
"telaviv_066",0.155709897380502
"telaviv_071",0.153652173913043
"telaviv_054",0.151589367448858
"telaviv_056",0.153931695643922
"telaviv_043",0.149795611955095
"telaviv_053",0.147818402555245
"telaviv_037",0.136334361558952
"telaviv_041",0.142673376143747
"telaviv_040",0.140425163983304
"telaviv_031",0.136258428506544
"telaviv_035",0.141280465239228
"telaviv_030",0.117783145536258
"telaviv_034",0.13989942414157
"telaviv_036",0.138425215883629
"telaviv_057",0.143902362637363
"telaviv_032",0.14022552064304
"telaviv_006",0.148676470588235
"telaviv_033",0.140293234548645
"telaviv_029",0.100050392411768
"telaviv_038",0.0876652429588363
"telaviv_039",0.108236467236467
"telaviv_042",0.141958997829021
"telaviv_052",0.1505
"telaviv_055",0.148977272727273
"telaviv_044",0.110913043478261
"Johannesburg_1",0.155034642758726
"Johannesburg_2",0.156138335412953
"Johannesburg_3",0.156091826571637
"Johannesburg_6",0.14356191301835
"Johannesburg_23",0.133251943496454
"Johannesburg_125",0.136105362714509
"Johannesburg_122",0.140576831531718
"Johannesburg_119",0.135159869480464
"Johannesburg_24",0.139900617602035
"Johannesburg_18",0.144931972562723
"Johannesburg_54",0.13805827389568
"Johannesburg_55",0.141245486485407
"Johannesburg_124",0.145293110046159
"Johannesburg_68",0.152029538538668
"Johannesburg_58",0.138547883490176
"Johannesburg_29",0.159363796909492
"Johannesburg_27",0.158203084832905
"Johannesburg_26",0.146718021680217
"Johannesburg_28",0.147521080669711
"Johannesburg_25",0.138265313131313
"Johannesburg_30",0.140273231525364
"Johannesburg_31",0.143682176715965
"Johannesburg_70",0.140009510242844
"Johannesburg_39",0.142065131982812
"Johannesburg_40",0.145311155466844
"Johannesburg_82",0.142429782048487
"Johannesburg_86",0.134808387828186
"Johannesburg_88",0.130114300003421
"Johannesburg_89",0.136644838099649
"Johannesburg_85",0.134709845191794
"Johannesburg_126",0.136536768839123
"Johannesburg_98",0.131703367578017
"Johannesburg_99",0.126302192855068
"Johannesburg_117",0.125654679291565
"Johannesburg_102",0.129896551009115
"Johannesburg_90",0.128761166920508
"Johannesburg_87",0.125026103532461
"Johannesburg_69",0.134665205855712
"Johannesburg_60",0.123229728287722
"Johannesburg_67",0.124450821143866
"Johannesburg_59",0.117782857142857
"Johannesburg_123",0.123378363821138
"Johannesburg_63",0.117214285714286
"Johannesburg_62",0.123508441558442
"Johannesburg_64",0.123236165953866
"Johannesburg_66",0.129483688374333
"Johannesburg_73",0.128678345719089
"Johannesburg_74",0.129844056207641
"Johannesburg_91",0.130895646161293
"Johannesburg_103",0.130690955724997
"Johannesburg_108",0.137691516436904
"Johannesburg_107",0.137878073517043
"Johannesburg_81",0.133377916904344
"Johannesburg_75",0.138719031612645
"Johannesburg_76",0.140893122707779
"Johannesburg_116",0.140419236079153
"Johannesburg_105",0.152736128170636
"Johannesburg_72",0.135771492408395
"Johannesburg_118",0.133766573557529
"Johannesburg_65",0.142055680804185
"Johannesburg_57",0.140110051792588
"Johannesburg_61",0.134990523994411
"Johannesburg_56",0.133086119994407
"Johannesburg_32",0.140059920426453
"Johannesburg_77",0.148538886379377
"Johannesburg_78",0.15485154093045
"Johannesburg_111",0.155178054767512
"Johannesburg_79",0.155499398905383
"Johannesburg_110",0.14530961807076
"Johannesburg_80",0.156309045545273
"Johannesburg_93",0.146591385582011
"Johannesburg_112",0.14989026702727
"Johannesburg_92",0.150857565055013
"Johannesburg_94",0.149545988924531
"Johannesburg_113",0.14937080865395
"Johannesburg_96",0.14578782143447
"Johannesburg_106",0.13656615340118
"Johannesburg_109",0.135520059691214
"Johannesburg_115",0.1373183044952
"Johannesburg_104",0.131185740365948
"Johannesburg_101",0.135964237656064
"Johannesburg_97",0.145575599321384
"Johannesburg_114",0.146167516561439
"Johannesburg_100",0.154905284655898
"Johannesburg_95",0.15428241045853
"Johannesburg_71",0.140599110580114
"Johannesburg_83",0.133049206810765
"Johannesburg_127",0.140786435854873
"Johannesburg_84",0.138733046207265
"Johannesburg_41",0.147591145833333
"Johannesburg_43",0.15197148217636
"Johannesburg_42",0.147614071038251
"Johannesburg_38",0.138386652977413
"Johannesburg_45",0.149861467505241
"Johannesburg_36",0.142139922978177
"Johannesburg_47",0.147954379084967
"Johannesburg_44",0.157727918053109
"Johannesburg_49",0.162167849686848
"Johannesburg_129",0.149867301097394
"Johannesburg_48",0.152311893939394
"Johannesburg_46",0.149770431588613
"Johannesburg_34",0.145281765134938
"Johannesburg_51",0.148529224017554
"Johannesburg_52",0.14847774122807
"Johannesburg_128",0.157637210868723
"Johannesburg_53",0.143340970964051
"Johannesburg_50",0.148467504363002
"Johannesburg_130",0.144292815707274
"Johannesburg_20",0.146243129709796
"Johannesburg_14",0.143214924903672
"Johannesburg_13",0.148210631940921
"Johannesburg_10",0.133129117967898
"Johannesburg_9",0.136815886034256
"Johannesburg_8",0.141424688243604
"Johannesburg_11",0.141153502217362
"Johannesburg_12",0.143809339294585
"Johannesburg_19",0.140925011833987
"Johannesburg_16",0.145619590643275
"Johannesburg_15",0.14715963628299
"Johannesburg_21",0.144999969847731
"Johannesburg_33",0.14551421072366
"Johannesburg_35",0.142970316004078
"Johannesburg_37",0.139722245372909
"Johannesburg_22",0.144432975402336
"Johannesburg_17",0.142807184484571
"Johannesburg_120",0.144933944327637
"Johannesburg_121",0.145432683041575
"Johannesburg_7",0.148129855072464
"Johannesburg_4",0.156319429526196
"Johannesburg_5",0.147988424107671
"jakarta_005",0.111082809637404
"jakarta_001",0.125639157327809
"jakarta_021",0.120024529109589
"jakarta_018",0.114432432432432
"jakarta_008",0.114614583333333
"jakarta_023",0.117105764286574
"jakarta_006",0.119038744930612
"jakarta_011",0.119973402129043
"jakarta_031",0.124226137303557
"jakarta_007",0.120710834211508
"jakarta_022",0.116949264154481
"jakarta_030",0.115683480371954
"jakarta_004",0.115074540499887
"jakarta_016",0.111940360082305
"jakarta_033",0.116726693136932
"jakarta_020",0.121904522887499
"jakarta_017",0.116549871375117
"jakarta_015",0.103808073870574
"jakarta_040",0.109868951870292
"jakarta_037",0.112418820301783
"jakarta_024",0.110692510306917
"jakarta_029",0.112587720051524
"jakarta_012",0.112852745098039
"jakarta_042",0.113802344827586
"jakarta_026",0.104617431010522
"jakarta_009",0.105104432132964
"jakarta_036",0.110485201793722
"jakarta_013",0.116795
"jakarta_002",0.114251507675439
"jakarta_025",0.118916801728795
"jakarta_034",0.113990342234898
"jakarta_019",0.114356748620171
"jakarta_041",0.109382142857143
"jakarta_027",0.0967361205967389
"jakarta_035",0.109129542606516
"jakarta_038",0.111
"jakarta_039",0.116542372881356
"jakarta_010",0.111052132701422
"jakarta_032",0.106985113699595
"jakarta_003",0.126266733176129
"jakarta_028",0.117361051212938
"jakarta_014",0.123597105444521
"bangkok_017",0.132733112868158
"bangkok_039",0.130100611146659
"bangkok_004",0.127386220463773
"bangkok_024",0.12701476590375
"bangkok_044",0.123605490307527
"bangkok_045",0.123787801019791
"bangkok_029",0.128569966082518
"bangkok_003",0.12233967777075
"bangkok_031",0.120803759920635
"bangkok_015",0.123112485653386
"bangkok_001",0.129956859822652
"bangkok_012",0.112956023651146
"bangkok_046",0.110228653788559
"bangkok_037",0.108455668534653
"bangkok_005",0.108731753986333
"bangkok_022",0.10401486401012
"bangkok_050",0.110064412529807
"bangkok_042",0.111353945081682
"bangkok_009",0.102121169036335
