"nbhd_code","ndvi_2000"
"casablanca_025",0.168863174697833
"casablanca_011",0.217951172564868
"casablanca_012",0.211245103397703
"casablanca_031",0.205099016962981
"casablanca_019",0.149754152953108
"casablanca_016",0.151804241143756
"casablanca_002",0.182456355415535
"casablanca_014",0.16382729461689
"casablanca_022",0.103058381952382
"casablanca_005",0.0740416538933468
"casablanca_015",0.2245024789461
"casablanca_021",0.196889575569794
"casablanca_026",0.188861409108729
"casablanca_027",0.170609715442045
"casablanca_009",0.0938988663807177
"casablanca_010",0.102792829174265
"casablanca_006",0.10563708491546
"casablanca_033",0.133088526162969
"casablanca_008",0.0937619687898282
"casablanca_023",0.11608865799569
"casablanca_018",0.20612439287988
"casablanca_032",0.136465584452172
"casablanca_030",0.215865202840892
"casablanca_034",0.212957726650647
"casablanca_001",0.201565144101786
"casablanca_013",0.214046600225531
"casablanca_003",0.217929912924247
"casablanca_029",0.11289446058079
"casablanca_004",0.101530274158705
"casablanca_017",0.104740003986558
"casablanca_028",0.0955512308624482
"casablanca_020",0.0601182364820445
"casablanca_024",0.068935003616001
"casablanca_007",0.182646550342228
"barcelona_22",0.556378842104888
"barcelona_39",0.486370034027363
"barcelona_40",0.458451416431644
"barcelona_43",0.35359942952169
"barcelona_28",0.275601859530405
"barcelona_41",0.183928735384808
"barcelona_38",0.172937240213507
"barcelona_29",0.270287930237996
"barcelona_25",0.277300539086981
"barcelona_27",0.194448413162352
"barcelona_26",0.170907724162557
"barcelona_24",0.201396270257015
"barcelona_23",0.327942592687587
"barcelona_21",0.313212681849145
"barcelona_20",0.187673303766873
"barcelona_19",0.168199194565433
"barcelona_18",0.120694303421604
"barcelona_8",0.147383083666232
"barcelona_9",0.148091511472913
"barcelona_15",0.116176802108955
"barcelona_14",0.174041342049349
"barcelona_16",0.0926515542905738
"barcelona_17",0.110019160116909
"barcelona_13",0.190354410851321
"barcelona_11",0.261470429308437
"barcelona_12",0.0725489700878106
"barcelona_1",0.105540642015433
"barcelona_2",0.095938217721122
"barcelona_3",0.0693839425096713
"barcelona_10",0.148987544233431
"barcelona_7",0.148332645909379
"barcelona_31",0.124828418330579
"barcelona_30",0.241647315477293
"barcelona_37",0.203152197979018
"barcelona_32",0.145253406731544
"barcelona_34",0.240780055532258
"barcelona_36",0.243867430013138
"barcelona_33",0.164552800464965
"barcelona_6",0.157500449812705
"barcelona_35",0.201197787647553
"barcelona_64",0.132217301452863
"barcelona_63",0.146790382684855
"barcelona_62",0.150841157194266
"barcelona_65",0.132775418824261
"barcelona_5",0.15143538242174
"barcelona_66",0.121484452809269
"barcelona_4",0.194310582001113
"barcelona_67",0.168736304948634
"barcelona_68",0.13360712323196
"barcelona_71",0.136041730602795
"barcelona_61",0.145959336660385
"barcelona_72",0.212532454565467
"barcelona_73",0.170342292384677
"barcelona_69",0.0948656805514505
"barcelona_70",0.129286126176689
"barcelona_56",0.263326833034645
"barcelona_57",0.179868825593343
"barcelona_59",0.101720196585971
"barcelona_60",0.137538516094263
"barcelona_44",0.141651610928331
"barcelona_45",0.146642969661308
"barcelona_52",0.141996271917788
"barcelona_53",0.233946980498182
"barcelona_58",0.113013451025611
"barcelona_54",0.429214907815124
"barcelona_50",0.238975557974184
"barcelona_55",0.255468159848234
"barcelona_49",0.343939726926239
"barcelona_48",0.203700519538813
"barcelona_51",0.149158493491215
"barcelona_46",0.195525476495779
"barcelona_47",0.182285771211
"barcelona_42",0.262877095986755
"istanbul_032",0.420749418599942
"istanbul_015",0.561927540048825
"istanbul_014",0.281687056056534
"istanbul_002",0.465027200006809
"istanbul_018",0.271170316680839
"istanbul_008",0.343994651668433
"istanbul_012",0.274337603311067
"istanbul_001",0.397096024748027
"istanbul_004",0.228980534899614
"istanbul_026",0.221645235797177
"istanbul_007",0.219805101609108
"istanbul_006",0.146891484000315
"istanbul_005",0.151887140782708
"istanbul_022",0.127106435713293
"istanbul_017",0.253485086986515
"istanbul_019",0.517996744970541
"istanbul_035",0.301101406009624
"istanbul_009",0.153813776998725
"istanbul_021",0.160536952964208
"istanbul_024",0.241989937875329
"istanbul_020",0.201131435415658
"istanbul_013",0.169095863871181
"istanbul_033",0.391349983085526
"istanbul_030",0.565846468629292
"istanbul_010",0.302833494842671
"istanbul_038",0.334909519683151
"istanbul_023",0.235527440653287
"istanbul_039",0.159557317005198
"istanbul_025",0.298813762624895
"istanbul_028",0.433871898538181
"istanbul_027",0.293581780075041
"istanbul_034",0.287784130624896
"istanbul_029",0.424663524560862
"istanbul_003",0.219558858706223
"istanbul_037",0.343883738685659
"istanbul_016",0.642386723879453
"istanbul_011",0.630154981305859
"istanbul_036",0.365420633694034
"istanbul_031",0.649725983583063
"telaviv_045",0.142123252930714
"telaviv_047",0.215705272653692
"telaviv_046",0.175054823216493
"telaviv_049",0.20179955067224
"telaviv_048",0.18632154540364
"telaviv_050",0.178284034061885
"telaviv_051",0.222322990101221
"telaviv_014",0.151883072635915
"telaviv_015",0.250735247480366
"telaviv_007",0.262712846544787
"telaviv_008",0.270696658776819
"telaviv_002",0.216769038561304
"telaviv_001",0.209562166862266
"telaviv_004",0.170964086485396
"telaviv_009",0.251703348390929
"telaviv_003",0.102302218575113
"telaviv_005",0.191300990463778
"telaviv_010",0.271252118477062
"telaviv_011",0.187332373208533
"telaviv_012",0.167323870534136
"telaviv_013",0.334867469711744
"telaviv_016",0.280670230927109
"telaviv_018",0.192329997130005
"telaviv_019",0.24642077766575
"telaviv_026",0.209690228572075
"telaviv_027",0.25330258626934
"telaviv_028",0.102111553871314
"telaviv_025",0.189064779214317
"telaviv_017",0.220311504962825
"telaviv_022",0.19223652026717
"telaviv_020",0.164806304107207
"telaviv_021",0.207236009425012
"telaviv_023",0.284424620219814
"telaviv_024",0.241555805911224
"telaviv_070",0.220048872141882
"telaviv_060",0.307438830981512
"telaviv_069",0.182180465393907
"telaviv_059",0.173056756210217
"telaviv_061",0.199482671677568
"telaviv_062",0.187160023122456
"telaviv_058",0.117730546247067
"telaviv_068",0.190839161277772
"telaviv_067",0.147365194719517
"telaviv_063",0.156321298060183
"telaviv_065",0.205512129639345
"telaviv_064",0.186791449240808
"telaviv_066",0.291974476094823
"telaviv_071",0.202876499878354
"telaviv_054",0.126825706493905
"telaviv_056",0.186648764227385
"telaviv_043",0.0664830057022075
"telaviv_053",0.085707649730279
"telaviv_037",0.111262701303602
"telaviv_041",0.0687308887600781
"telaviv_040",0.137104240884901
"telaviv_031",0.139655771949839
"telaviv_035",0.18088208967885
"telaviv_030",0.145169711476412
"telaviv_034",0.187346196165098
"telaviv_036",0.185983407714446
"telaviv_057",0.118467932684027
"telaviv_032",0.223826477857675
"telaviv_006",0.235523106742347
"telaviv_033",0.202857026757527
"telaviv_029",0.0790449208610446
"telaviv_038",0.0676329084435765
"telaviv_039",0.131905562877048
"telaviv_042",0.107655052433958
"telaviv_052",0.0523131450784636
"telaviv_055",0.241893116605972
"telaviv_044",0.127085265985026
"Johannesburg_1",0.221725791087271
"Johannesburg_2",0.186033771020504
"Johannesburg_3",0.199028928518067
"Johannesburg_6",0.240159572724428
"Johannesburg_23",0.277727231041843
"Johannesburg_125",0.256329218717342
"Johannesburg_122",0.273080681299123
"Johannesburg_119",0.286705923502778
"Johannesburg_24",0.241099524451228
"Johannesburg_18",0.226466151020621
"Johannesburg_54",0.248488370599344
"Johannesburg_55",0.211201525174898
"Johannesburg_124",0.133979705196169
"Johannesburg_68",0.16750489248217
"Johannesburg_58",0.183650874681397
"Johannesburg_29",0.174825520577115
"Johannesburg_27",0.135396607496122
"Johannesburg_26",0.145335301060883
"Johannesburg_28",0.150004632516977
"Johannesburg_25",0.182731434864636
"Johannesburg_30",0.150599810858593
"Johannesburg_31",0.15579213616584
"Johannesburg_70",0.236864107854208
"Johannesburg_39",0.161658921024828
"Johannesburg_40",0.161243174367659
"Johannesburg_82",0.193107224337645
"Johannesburg_86",0.251639221551195
"Johannesburg_88",0.314715150040578
"Johannesburg_89",0.286278797039853
"Johannesburg_85",0.270584948183706
"Johannesburg_126",0.276406678216363
"Johannesburg_98",0.30130635255428
"Johannesburg_99",0.324959688367256
"Johannesburg_117",0.319840988867801
"Johannesburg_102",0.313407321177428
"Johannesburg_90",0.341049395858334
"Johannesburg_87",0.345553904426234
"Johannesburg_69",0.236371226249573
"Johannesburg_60",0.142601414251201
"Johannesburg_67",0.299015484919666
"Johannesburg_59",0.136824601727915
"Johannesburg_123",0.137414071489896
"Johannesburg_63",0.0744350033650952
"Johannesburg_62",0.0812580684431627
"Johannesburg_64",0.205907236857466
"Johannesburg_66",0.274304483562472
"Johannesburg_73",0.339116762060564
"Johannesburg_74",0.311019123534437
"Johannesburg_91",0.274486734213484
"Johannesburg_103",0.330137800164077
"Johannesburg_108",0.0749667202829539
"Johannesburg_107",0.0819530576963645
"Johannesburg_81",0.273738193765513
"Johannesburg_75",0.128636289451498
"Johannesburg_76",0.0934988839129521
"Johannesburg_116",0.0574332350949742
"Johannesburg_105",0.155711323798848
"Johannesburg_72",0.327926168878157
"Johannesburg_118",0.262193980068389
"Johannesburg_65",0.138010061540308
"Johannesburg_57",0.178112887720824
"Johannesburg_61",0.12305007861365
"Johannesburg_56",0.223921997065516
"Johannesburg_32",0.280291840328432
"Johannesburg_77",0.188082123131864
"Johannesburg_78",0.153673547944933
"Johannesburg_111",0.177659144129556
"Johannesburg_79",0.168883021268783
"Johannesburg_110",0.289184167902096
"Johannesburg_80",0.178323860663796
"Johannesburg_93",0.316563716147924
"Johannesburg_112",0.302527218263176
"Johannesburg_92",0.288038982883486
"Johannesburg_94",0.326765822636823
"Johannesburg_113",0.313684902221453
"Johannesburg_96",0.335377093090523
"Johannesburg_106",0.319822008022997
"Johannesburg_109",0.262079549960279
"Johannesburg_115",0.350144222393974
"Johannesburg_104",0.317571451701457
"Johannesburg_101",0.292674184002744
"Johannesburg_97",0.288001533945322
"Johannesburg_114",0.321640537256693
"Johannesburg_100",0.303528978924276
"Johannesburg_95",0.204141915318008
"Johannesburg_71",0.240110065838717
"Johannesburg_83",0.270391106570245
"Johannesburg_127",0.239253955892656
"Johannesburg_84",0.229080799997606
"Johannesburg_41",0.14885246964522
"Johannesburg_43",0.146870126182362
"Johannesburg_42",0.134558563462367
"Johannesburg_38",0.191403127885423
"Johannesburg_45",0.138898677281395
"Johannesburg_36",0.185130909490638
"Johannesburg_47",0.152908429993573
"Johannesburg_44",0.192731183751885
"Johannesburg_49",0.18932466201963
"Johannesburg_129",0.194392195966264
"Johannesburg_48",0.170782229821761
"Johannesburg_46",0.183384059266716
"Johannesburg_34",0.205460423959524
"Johannesburg_51",0.164101849777227
"Johannesburg_52",0.151726632834549
"Johannesburg_128",0.195870206018669
"Johannesburg_53",0.224645616885407
"Johannesburg_50",0.196420854734397
"Johannesburg_130",0.155557291734522
"Johannesburg_20",0.165355463911783
"Johannesburg_14",0.197771377180934
"Johannesburg_13",0.211527256645505
"Johannesburg_10",0.208953868727761
"Johannesburg_9",0.217958045933835
"Johannesburg_8",0.229625585622386
"Johannesburg_11",0.21254463962789
"Johannesburg_12",0.168288007741637
"Johannesburg_19",0.191928022948935
"Johannesburg_16",0.174814346459426
"Johannesburg_15",0.138566447696871
"Johannesburg_21",0.166950645271362
"Johannesburg_33",0.18541651769115
"Johannesburg_35",0.173116796071538
"Johannesburg_37",0.197737421821094
"Johannesburg_22",0.220644955640654
"Johannesburg_17",0.203708875710954
"Johannesburg_120",0.235751259210674
"Johannesburg_121",0.249699387727466
"Johannesburg_7",0.242658837382062
"Johannesburg_4",0.202190352071913
"Johannesburg_5",0.259007450485598
"jakarta_005",0.230453621458051
"jakarta_001",0.273117108665013
"jakarta_021",0.149531779332949
"jakarta_018",0.224480774916789
"jakarta_008",0.272358759373834
"jakarta_023",0.376697057378752
"jakarta_006",0.434809306463618
"jakarta_011",0.426611541420599
"jakarta_031",0.339940909567347
"jakarta_007",0.33576371832155
"jakarta_022",0.281353720578848
"jakarta_030",0.337055401841266
"jakarta_004",0.334584447892392
"jakarta_016",0.277337129121747
"jakarta_033",0.32992579102105
"jakarta_020",0.331274508008298
"jakarta_017",0.231676532297439
"jakarta_015",0.243001515333357
"jakarta_040",0.231941182296615
"jakarta_037",0.257239924715301
"jakarta_024",0.237858955770957
"jakarta_029",0.246510992788295
"jakarta_012",0.212478733470289
"jakarta_042",0.210706453937157
"jakarta_026",0.19207234895125
"jakarta_009",0.149553293345106
"jakarta_036",0.144609986172182
"jakarta_013",0.138162246839074
"jakarta_002",0.199856770086971
"jakarta_025",0.171363117643436
"jakarta_034",0.214093324689318
"jakarta_019",0.167258662836444
"jakarta_041",0.158257575788562
"jakarta_027",0.135855311417033
"jakarta_035",0.130218213108913
"jakarta_038",0.11093195687795
"jakarta_039",0.101463443605673
"jakarta_010",0.152452091227273
"jakarta_032",0.188286242344741
"jakarta_003",0.27648253467367
"jakarta_028",0.183563809447691
"jakarta_014",0.305832798683682
"bangkok_017",0.308500593757821
"bangkok_039",0.379022760072185
"bangkok_004",0.349834936186602
"bangkok_024",0.329955067917247
"bangkok_044",0.390460381288336
"bangkok_045",0.383933245652926
"bangkok_029",0.338925852025995
"bangkok_003",0.372014935378357
"bangkok_031",0.377616840091041
"bangkok_015",0.340857908721993
"bangkok_001",0.372428974832572
"bangkok_012",0.244025290302343
"bangkok_046",0.220792760050976
"bangkok_037",0.229480431212551
"bangkok_005",0.169269904870815
"bangkok_022",0.176589613849979
"bangkok_050",0.17166912022608
"bangkok_042",0.178247564540132
"bangkok_009",0.130667623351988
"bangkok_030",0.159708339225084
"bangkok_040",0.11774385302832
"bangkok_034",0.167331331576709
"bangkok_011",0.26939935711529
"bangkok_035",0.141877091599737
"bangkok_038",0.173346888537353
"bangkok_018",0.240639304287042
"bangkok_032",0.244586637772394
"bangkok_008",0.265617059539562
"bangkok_010",0.293117680015476
"bangkok_014",0.29573931824153
"bangkok_016",0.196282336433733
"bangkok_019",0.246007740427561
"bangkok_026",0.328838652426742
"bangkok_002",0.269894888265384
"bangkok_049",0.265760118153838
"bangkok_043",0.261137722576394
"bangkok_048",0.186849760004591
"bangkok_023",0.144208046986955
"bangkok_033",0.225704475539141
"bangkok_007",0.246073178327861
