"nbhd_code","Prec_all"
"jakarta_023",7.91931511295256
"jakarta_006",9.39188607312849
"jakarta_011",9.51047642401223
"jakarta_031",9.26766220767211
"jakarta_007",9.44677075168002
"jakarta_022",8.08831923351672
"jakarta_030",8.45751718388027
"jakarta_004",8.76800315046009
"jakarta_016",7.62291835910078
"jakarta_033",7.67107731276935
"jakarta_020",6.9727514397165
"jakarta_017",6.50489692937012
"jakarta_015",7.4081036696661
"jakarta_040",6.62160240125084
"jakarta_037",6.9600567817688
"jakarta_024",7.57920500709325
"jakarta_029",7.79268946759151
"jakarta_012",6.89290475845337
"jakarta_042",6.9237342825758
"jakarta_026",6.23906927663184
"jakarta_009",5.88462868210337
"jakarta_036",6.05946036041471
"jakarta_013",6.50324285636073
"jakarta_002",6.62393283843994
"jakarta_025",6.81176733261525
"jakarta_034",6.74597959668457
"jakarta_019",6.39338384534521
"jakarta_041",6.64139870975822
"jakarta_027",6.75733187661176
"jakarta_035",6.29491624442866
"jakarta_038",6.44491212219979
"jakarta_039",6.47894054654285
"jakarta_010",6.31428208080183
"jakarta_032",6.53102106248542
"jakarta_003",6.65855717048678
"jakarta_028",6.29896412374687
"jakarta_014",6.80867738759145
"bangkok_017",4.38262622087151
"bangkok_039",4.48921236439413
"bangkok_004",4.43235201860993
"bangkok_024",4.34124814285073
"bangkok_044",4.69770687391199
"bangkok_045",4.72456850017672
"bangkok_029",4.75776080093582
"bangkok_003",4.80978289679503
"bangkok_031",4.93284392974501
"bangkok_015",4.92896599827166
"bangkok_001",4.63579493369464
"bangkok_012",5.03705835342407
"bangkok_046",5.02998176923968
"bangkok_037",4.88308940128904
"bangkok_005",4.87103246890761
"bangkok_022",4.9587115414845
"bangkok_050",4.85548110586884
"bangkok_042",4.91970084058811
"bangkok_009",4.9149284362793
"bangkok_030",4.92201729074221
"bangkok_040",4.9149284362793
"bangkok_034",4.81098968828271
"bangkok_011",4.70532723039962
"bangkok_035",4.87080318937531
"bangkok_038",4.83697641674991
"bangkok_018",4.83501284964586
"bangkok_032",4.81858175872037
"bangkok_008",4.68973954639218
"bangkok_010",4.64417268232998
"bangkok_014",4.63703043981201
"bangkok_016",4.77579973721316
"bangkok_019",4.81807902604685
"bangkok_026",4.7467358761277
"bangkok_002",4.86225690079539
"bangkok_049",4.82295602445467
"bangkok_043",5.07120882800827
"bangkok_048",5.08078625477719
"bangkok_023",5.07987287746684
"bangkok_033",4.92558670394514
"bangkok_007",4.89262874712934
"bangkok_047",4.86333730658852
"bangkok_006",4.65027613720191
"hochiminh_001",5.20756277299428
"hochiminh_007",5.622806611187
"hochiminh_004",5.76295364765309
"bangkok_036",4.94995152615167
"bangkok_025",4.83372288012945
"bangkok_041",4.88419450285431
"bangkok_013",4.7735589925994
"bangkok_020",4.68404543619764
"bangkok_021",4.65222079240877
"bangkok_027",4.8098998735075
"bangkok_028",4.67991922122097
"hochiminh_012",5.48332168351535
"hochiminh_024",5.29633227305462
"hochiminh_021",5.60545292603745
"hochiminh_005",5.04535156536386
"hochiminh_014",5.44966709393809
"hochiminh_019",5.42859422625225
"hochiminh_008",5.17004063429504
"hochiminh_002",5.48558708505715
"hochiminh_006",5.48586823928119
"hochiminh_013",5.45430179464811
"hochiminh_009",5.48918770572495
"hochiminh_015",5.47519826889038
"hochiminh_022",5.44754412352812
"hochiminh_023",5.31844141872637
"hochiminh_003",5.26781253228751
"hochiminh_018",5.23457770143534
"hochiminh_020",5.25870417889158
"hochiminh_017",5.46710866201304
"hochiminh_011",5.32521245332333
"hochiminh_010",5.47519826889038
"hochiminh_016",5.43026434432736
"singapore_034",5.93727147504486
"singapore_032",5.56977506003616
"singapore_009",5.45475872057351
"singapore_010",5.54105611975932
"singapore_008",5.64447937628232
"singapore_014",5.58156775536741
"singapore_012",5.71942354029948
"singapore_033",6.16811818194843
"singapore_015",5.75986919679569
"singapore_019",5.9051821692228
"singapore_038",5.84440369799587
"singapore_031",5.8887935287028
"singapore_027",5.89180515543123
"singapore_055",5.79810655733207
"singapore_043",5.86570243784966
"singapore_048",5.70583707625498
"singapore_013",5.67059295134592
"singapore_023",5.92274284659503
"singapore_037",6.06468829833044
"singapore_017",5.83191591127939
"singapore_002",6.01164520950359
"singapore_021",6.08501518456481
"singapore_007",6.13275455330371
"singapore_036",5.83214664459229
"singapore_018",5.94057861009953
"singapore_030",5.65347448636752
"singapore_022",5.46457922847402
"singapore_001",5.47903253627948
"singapore_020",5.41966930571833
"singapore_050",5.42685536340483
"singapore_051",5.42472165985157
"singapore_049",5.47850558328475
"singapore_047",5.46415850403225
"singapore_029",5.32696982471354
"singapore_052",5.26859294538412
"singapore_045",5.55939148642131
"singapore_054",5.94481992721558
"singapore_004",5.94481992721558
"singapore_046",5.95975031299375
"singapore_024",6.09665025306032
"singapore_003",6.09809494018555
"singapore_011",6.09652137396224
"singapore_005",5.94481992721558
"singapore_042",6.30463363343927
"singapore_028",5.91100229492736
"singapore_040",6.02691982581231
"singapore_016",5.88129368438104
"singapore_044",5.86514870294901
"singapore_039",6.07908124523498
"singapore_053",5.49604577916922
"singapore_025",6.14620603433948
"singapore_035",5.31260635166442
"singapore_006",5.4711120928993
"singapore_041",5.75965785980225
"singapore_026",5.93597436599945
"manila_014",6.19154802050451
"manila_001",6.36181958447033
"manila_017",5.94773064193543
"manila_009",5.45181277002001
"manila_004",5.65895570591784
"manila_006",5.12839062613885
"manila_015",5.38883342782345
"manila_007",6.44657008353292
"manila_012",6.00249324228683
"manila_005",5.39126413595012
"manila_016",5.95627913809231
"manila_003",5.38855972640243
"manila_013",6.08155384691039
"manila_011",5.07102924348994
"manila_010",5.21756324063395
"manila_002",4.97725495454641
"manila_008",5.65960831880669
"seoul_005",5.28936041023941
"seoul_008",5.30891263653349
"seoul_009",5.26834059903857
"seoul_010",5.19396372473426
"seoul_014",5.60259575603919
"seoul_025",5.56682077072702
"seoul_013",5.37947483497368
"seoul_012",5.28016232693248
"seoul_023",5.20925724357252
"seoul_011",5.16860441965681
"seoul_007",5.20844901775362
"seoul_006",5.26480302783046
"seoul_004",5.17352341189851
"seoul_003",5.10417195468596
"seoul_024",5.29353175912224
"seoul_018",5.53126278516435
"seoul_022",5.14603160605131
"seoul_020",5.21053576887665
"seoul_002",5.02222004194096
"seoul_021",5.06711970376095
"seoul_001",5.0718398947907
"seoul_015",5.66435980047453
"seoul_016",5.9239352321838
"seoul_019",5.31429659690246
"seoul_017",5.79938747991359
"beijing_005",1.53479665406762
"beijing_009",1.733666925465
"beijing_003",1.35969884438397
"beijing_006",1.42855724567818
"beijing_012",1.58633470409807
"beijing_007",1.5976810636416
"beijing_004",1.40388080588843
"beijing_015",1.41048216011983
"beijing_002",1.40644082899008
"beijing_001",1.65873475713356
"beijing_016",1.66324053452627
"beijing_008",1.77849322446263
"beijing_013",1.44907603868261
"beijing_014",1.37114830661824
"beijing_010",1.86411943939303
"beijing_011",1.66139617219969
"delhi_001",2.98669840188944
"delhi_009",3.16704047267114
"delhi_005",3.24783176255951
"delhi_008",3.02536724126651
"delhi_006",3.2564776246916
"delhi_004",3.21882985387936
"delhi_003",3.18248366130315
"delhi_002",3.17978128793154
"delhi_007",3.06714522751869
"bangalore_184",3.86596971913685
"bangalore_059",3.8669213211318
"bangalore_096",3.8406347225976
"bangalore_077",3.73213646541894
"bangalore_016",3.78023867764391
"bangalore_093",3.75993939316298
"bangalore_153",3.73553863723384
"bangalore_072",3.65573902505298
"bangalore_012",3.74251434913425
"bangalore_040",3.75579457292849
"bangalore_053",3.86621996664757
"bangalore_190",3.76052641868591
"bangalore_001",3.75983984656923
"bangalore_191",3.7444533659004
"bangalore_020",3.75882742283982
"bangalore_028",3.76115259100249
"bangalore_138",3.76689364039321
"bangalore_060",3.76436735167127
"bangalore_044",3.85186836813279
"bangalore_126",3.78445395668328
"bangalore_019",3.80118042984659
"bangalore_171",3.82384237901322
"bangalore_123",3.77230558712508
"bangalore_076",3.73688318508445
"bangalore_003",3.75383391352754
"bangalore_109",3.76859861406889
"bangalore_089",3.77653848702488
"bangalore_045",3.79084157943726
"bangalore_165",3.82413740536424
"bangalore_166",3.83311867595211
"bangalore_183",3.78828210760664
"bangalore_139",3.76750773723053
"bangalore_002",3.70485162734985
"bangalore_047",3.70764864521453
"bangalore_110",3.70485162734985
"bangalore_116",3.73802929582647
"bangalore_176",3.70485162734985
"bangalore_119",3.70485162734985
"bangalore_058",3.70485162734985
"bangalore_081",3.70485162734985
"bangalore_071",3.76746171080883
"bangalore_024",3.74187683890646
"bangalore_018",3.81543496780231
"bangalore_022",3.75325263216194
"bangalore_006",3.83511644585572
"bangalore_025",3.70485162734985
"bangalore_088",3.92891553163833
"bangalore_078",4.01213056036414
"bangalore_143",4.02867650985718
"bangalore_162",4.02867650985718
"bangalore_160",4.02867650985718
"bangalore_147",3.9349597746205
"bangalore_084",3.97511857418451
"bangalore_108",3.90580201148987
"bangalore_056",3.89524890704169
"bangalore_005",3.89092511129346
"bangalore_186",3.92446357828679
"bangalore_197",3.97063600831831
"bangalore_112",4.01027293571626
"bangalore_013",4.02867650985718
"bangalore_100",4.02867650985718
"bangalore_050",4.02867650985718
"bangalore_142",4.02792582844282
"bangalore_195",4.02867650985718
"bangalore_015",4.02867650985718
"bangalore_187",4.02867650985718
"bangalore_178",3.99582581664325
"bangalore_063",4.01138178658007
"bangalore_087",4.01414076835186
"bangalore_192",3.98603361041766
"bangalore_027",4.02867650985718
"bangalore_070",3.92628475686399
"bangalore_170",4.02867650985718
"bangalore_177",3.94810104370117
"bangalore_158",3.90881450131241
"bangalore_041",3.94810104370117
"bangalore_092",3.94810104370117
"bangalore_030",3.94810104370117
"bangalore_029",3.94810104370117
"bangalore_023",3.94810104370117
"bangalore_035",3.94810104370117
"bangalore_174",3.94810104370117
"bangalore_140",3.94810104370117
"bangalore_031",3.94810104370117
"bangalore_049",3.94810104370117
"bangalore_185",3.94810104370117
"bangalore_037",3.94810104370117
"bangalore_054",3.91475361871008
"bangalore_036",3.9321674431108
"bangalore_095",3.81045726152927
"bangalore_122",3.77055740356445
"bangalore_007",3.78264305898654
"bangalore_151",3.8124504604904
"bangalore_086",3.84403480427645
"bangalore_052",3.77055740356445
"bangalore_085",3.76956976459667
"bangalore_039",3.74795442068552
"bangalore_154",3.75895600524098
"bangalore_156",3.74474433468496
"bangalore_146",3.7890937295923
"bangalore_168",3.79084157943726
"bangalore_021",3.79084157943726
"bangalore_061",3.79084157943726
"bangalore_075",3.79084157943726
"bangalore_161",3.79084010084575
"bangalore_091",3.79084157943726
"bangalore_129",3.76677812501117
"bangalore_099",3.74156308174133
"bangalore_094",3.74156308174133
"bangalore_118",3.74156308174133
"bangalore_064",3.74156308174133
"bangalore_097",3.74156308174133
"bangalore_157",3.74156308174133
"bangalore_113",3.74156308174133
"bangalore_132",3.74156308174133
"bangalore_102",3.74159114267767
"bangalore_135",3.74156308174133
"bangalore_193",3.74584569112748
"bangalore_180",3.54836436781338
"bangalore_026",3.56662507292012
"bangalore_107",3.59546123685098
"bangalore_051",3.77055740356445
"bangalore_065",3.76972807360972
"bangalore_124",3.76523541071513
"bangalore_159",3.77055740356445
"bangalore_148",3.77055740356445
"bangalore_130",3.77055740356445
"bangalore_043",3.56328749559924
"bangalore_188",3.51195383071899
"bangalore_196",3.50969273889092
"bangalore_082",3.43793639888344
"bangalore_105",3.4059263638009
"bangalore_034",3.41609383001638
"bangalore_009",3.44204215441855
"bangalore_114",3.4574777576042
"bangalore_083",3.61487999289749
"bangalore_167",3.4538175347764
"bangalore_121",3.4821402978285
"bangalore_011",3.43584487380363
"bangalore_067",3.90632122399955
"bangalore_106",3.99506186625493
"bangalore_042",3.64875304836679
"bangalore_181",3.91631059364653
"bangalore_068",3.78182376533971
"bangalore_090",3.89240084587271
"bangalore_111",3.87611403470866
"bangalore_066",3.72498488818617
"bangalore_149",3.68021234358541
"bangalore_144",3.65413933536442
"bangalore_033",3.65152557132643
"bangalore_179",3.65702647901271
"bangalore_115",3.65851978950331
"bangalore_117",3.65844345092773
"bangalore_136",3.65844345092773
"bangalore_120",3.65844345092773
"bangalore_125",3.68140257238766
"bangalore_069",3.66127304639102
"bangalore_079",3.73520753396297
"bangalore_198",3.76789277026469
"bangalore_133",3.7323020659015
"bangalore_175",3.77055740356445
"bangalore_145",3.94810104370117
"bangalore_173",3.94513373054341
"bangalore_150",3.92182520712876
"bangalore_169",3.91110554424144
"bangalore_017",3.88581442832947
"bangalore_004",3.88581442832947
"bangalore_163",3.88581442832947
"bangalore_164",3.77070857079731
"bangalore_194",3.88581442832947
"bangalore_103",3.88581442832947
"bangalore_098",3.88581442832947
"bangalore_057",3.88581442832947
"bangalore_127",3.88581442832947
"bangalore_131",3.88581442832947
"bangalore_128",3.88581442832947
"bangalore_134",3.88770621611173
"bangalore_008",3.89009203742973
"bangalore_189",3.90179161801477
"bangalore_073",3.89100108772037
"bangalore_062",3.88581442832947
"bangalore_141",3.9047221959083
"bangalore_155",3.94810104370117
"bangalore_046",3.90673808777177
"bangalore_104",3.94810104370117
"bangalore_080",3.93190933050931
"bangalore_010",3.94356918622825
"bangalore_014",3.88581442832947
"bangalore_048",3.94920645306632
"bangalore_172",4.01889455279913
"bangalore_038",3.99464254726799
"bangalore_055",4.01211508341748
"bangalore_101",4.02452746303113
"bangalore_032",4.01547006040872
"bangalore_074",4.0093789100647
"bangalore_152",3.99375021292993
"bangalore_182",3.92914521471748
"bangalore_137",3.98891910617879
"copenhagen_007",NA
"copenhagen_006",NA
"copenhagen_005",NA
"copenhagen_008",NA
"copenhagen_003",NA
"copenhagen_002",NA
"copenhagen_001",NA
"copenhagen_009",NA
"copenhagen_004",NA
"copenhagen_010",NA
"berlin_012",NA
"berlin_004",NA
"berlin_011",NA
"berlin_006",NA
"berlin_010",NA
"berlin_003",NA
"berlin_007",NA
"berlin_002",NA
"berlin_005",NA
"berlin_001",NA
"berlin_008",NA
"berlin_009",NA
"amsterdam_041",NA
"amsterdam_039",NA
"amsterdam_045",NA
"amsterdam_046",NA
"amsterdam_044",NA
"amsterdam_061",NA
"amsterdam_047",NA
"amsterdam_055",NA
"amsterdam_051",NA
"amsterdam_052",NA
"amsterdam_053",NA
"amsterdam_021",NA
"amsterdam_054",NA
"amsterdam_022",NA
"amsterdam_019",NA
"amsterdam_020",NA
"amsterdam_018",NA
"amsterdam_031",NA
"amsterdam_030",NA
"amsterdam_029",NA
"amsterdam_043",NA
"amsterdam_042",NA
"amsterdam_038",NA
"amsterdam_034",NA
"amsterdam_026",NA
"amsterdam_033",NA
"amsterdam_032",NA
"amsterdam_024",NA
"amsterdam_023",NA
"amsterdam_025",NA
"amsterdam_028",NA
"amsterdam_027",NA
"amsterdam_015",NA
"amsterdam_017",NA
"amsterdam_016",NA
"amsterdam_014",NA
"amsterdam_013",NA
"amsterdam_012",NA
"amsterdam_011",NA
"amsterdam_089",NA
"amsterdam_083",NA
"amsterdam_084",NA
"amsterdam_036",NA
"amsterdam_037",NA
"amsterdam_035",NA
"amsterdam_040",NA
"amsterdam_085",NA
"amsterdam_006",NA
"amsterdam_088",NA
"amsterdam_078",NA
"amsterdam_079",NA
"amsterdam_090",NA
"amsterdam_082",NA
"amsterdam_081",NA
"amsterdam_092",NA
"amsterdam_087",NA
"amsterdam_091",NA
"amsterdam_086",NA
"amsterdam_080",NA
"amsterdam_069",NA
"amsterdam_010",NA
"amsterdam_009",NA
"amsterdam_065",NA
"amsterdam_067",NA
"amsterdam_068",NA
"amsterdam_070",NA
"amsterdam_075",NA
"amsterdam_076",NA
"amsterdam_074",NA
"amsterdam_066",NA
"amsterdam_064",NA
"amsterdam_077",NA
"amsterdam_059",NA
"amsterdam_058",NA
"amsterdam_063",NA
"amsterdam_050",NA
"amsterdam_049",NA
"amsterdam_057",NA
"amsterdam_048",NA
"amsterdam_008",NA
"amsterdam_004",NA
"amsterdam_005",NA
"amsterdam_002",NA
"amsterdam_001",NA
"amsterdam_003",NA
"amsterdam_007",NA
