nbhd_code,ndbi_all
vancouver_011,-0.130308145
vancouver_018,-0.13181114
vancouver_017,-0.146276942
vancouver_019,-0.106664306
vancouver_016,-0.104435834
vancouver_020,-0.09866502
vancouver_021,-0.112059908
vancouver_050,-0.109831294
vancouver_051,-0.115778735
vancouver_052,-0.153801946
vancouver_055,-0.160096997
vancouver_054,-0.170074932
vancouver_059,-0.196669588
vancouver_056,-0.196381107
vancouver_058,-0.202260872
vancouver_086,-0.214988622
vancouver_057,-0.202707196
vancouver_085,-0.179802439
vancouver_084,-0.170127465
vancouver_088,-0.190884957
vancouver_087,-0.202945607
vancouver_114,-0.216019634
vancouver_113,-0.204159916
vancouver_116,-0.207132048
vancouver_115,-0.20214247
vancouver_112,-0.196386363
vancouver_082,-0.182504205
vancouver_083,-0.202205226
vancouver_067,-0.201508754
vancouver_111,-0.167044812
vancouver_091,-0.196263909
vancouver_089,-0.201912066
vancouver_081,-0.168921748
vancouver_092,-0.172559332
vancouver_060,-0.156396816
vancouver_053,-0.16452294
vancouver_061,-0.120042364
vancouver_063,-0.098457819
vancouver_062,-0.119266356
vancouver_064,-0.125254898
vancouver_048,-0.122892151
vancouver_097,-0.095049411
vancouver_027,-0.085339553
vancouver_026,-0.075214061
vancouver_025,-0.066397882
vancouver_065,-0.153443122
vancouver_079,-0.153698312
vancouver_080,-0.147859335
vancouver_076,-0.12990286
vancouver_075,-0.132188014
vancouver_074,-0.120528117
vancouver_093,-0.132218661
vancouver_107,-0.142338184
vancouver_108,-0.1462808
vancouver_031,-0.130790648
vancouver_103,-0.132732434
vancouver_094,-0.113487167
vancouver_096,-0.142395476
vancouver_101,-0.166128722
vancouver_032,-0.127970579
vancouver_003,-0.230484743
vancouver_002,-0.213189592
vancouver_004,-0.141680652
vancouver_105,-0.126639252
vancouver_005,-0.163791978
vancouver_007,-0.104126051
vancouver_006,-0.1378972
vancouver_109,-0.163435085
vancouver_009,-0.088750984
vancouver_008,-0.10854884
vancouver_117,-0.136657147
vancouver_110,-0.179418733
vancouver_118,-0.149364717
vancouver_010,-0.088736257
vancouver_001,-0.213869921
vancouver_102,-0.150840899
vancouver_100,-0.130428955
vancouver_028,-0.1569129
vancouver_098,-0.145586467
vancouver_099,-0.124693425
vancouver_095,-0.143743831
vancouver_072,-0.148518603
vancouver_070,-0.119961491
vancouver_069,-0.112993008
tokyo_011,-0.091209904
tokyo_009,-0.113468788
tokyo_008,-0.109716586
tokyo_023,-0.099279951
tokyo_022,-0.089969237
tokyo_021,-0.081968022
tokyo_007,-0.085257286
tokyo_002,-0.122841179
tokyo_006,-0.099785929
tokyo_003,-0.112653431
tokyo_010,-0.111167564
tokyo_013,-0.107614115
tokyo_001,-0.128575908
tokyo_005,-0.094015612
tokyo_004,-0.094876935
tokyo_016,-0.06892367
tokyo_014,-0.072166252
tokyo_017,-0.079092893
tokyo_018,-0.059618047
tokyo_019,-0.075443984
tokyo_020,-0.070607782
tokyo_015,-0.088270089
tokyo_012,-0.104718351
melbourne_83,-0.096539028
melbourne_84,-0.077193797
melbourne_85,-0.12760458
melbourne_81,-0.133126833
melbourne_82,-0.11222357
melbourne_56,-0.110339637
melbourne_54,-0.141984846
melbourne_57,-0.119829459
melbourne_53,-0.132600901
melbourne_58,-0.136922174
melbourne_61,-0.133951289
melbourne_60,-0.132485881
melbourne_63,-0.120597944
melbourne_59,-0.134111364
melbourne_42,-0.110685456
melbourne_46,-0.113401875
melbourne_62,-0.130326496
melbourne_45,-0.111033349
melbourne_64,-0.138165763
melbourne_43,-0.120837007
melbourne_44,-0.121520642
melbourne_51,-0.121004206
melbourne_49,-0.12602699
melbourne_50,-0.15713412
melbourne_48,-0.091236552
melbourne_93,-0.09457523
melbourne_92,-0.113127765
melbourne_31,-0.104149634
melbourne_34,-0.129205825
melbourne_47,-0.117283121
melbourne_40,-0.100852925
melbourne_35,-0.080926308
melbourne_33,-0.092112204
melbourne_15,-0.152547851
melbourne_22,-0.112251815
melbourne_21,-0.115775283
melbourne_24,-0.079835361
melbourne_28,-0.005408315
melbourne_18,-0.035547257
melbourne_38,-0.034749945
melbourne_13,-0.033920502
melbourne_20,-0.117596149
melbourne_37,-0.034737618
melbourne_41,-0.158010781
melbourne_39,-0.051622807
melbourne_36,-0.073105113
melbourne_1,-0.044896181
melbourne_2,-0.045134461
melbourne_7,-0.103334096
melbourne_6,-0.094083455
melbourne_8,-0.073319478
melbourne_4,-0.066645609
melbourne_52,-0.140923922
melbourne_55,-0.148642416
melbourne_5,-0.05907986
melbourne_10,-0.05495817
melbourne_12,-0.066750671
melbourne_9,-0.05370671
melbourne_3,-0.053538196
melbourne_11,-0.061748485
melbourne_17,-0.050945848
melbourne_16,-0.088284271
melbourne_23,-0.050359859
melbourne_19,-0.033919952
melbourne_14,-0.014976524
melbourne_27,-0.017888593
melbourne_26,-0.037199678
melbourne_29,-0.084568725
melbourne_32,-0.059949941
melbourne_30,-0.088799459
melbourne_73,-0.111280245
melbourne_75,-0.079984573
melbourne_25,-0.071568189
melbourne_66,-0.065129433
melbourne_74,-0.069968704
melbourne_67,-0.078047669
melbourne_78,-0.084927325
melbourne_71,-0.056048332
melbourne_80,-0.095332514
melbourne_89,-0.051861069
melbourne_72,-0.10259645
melbourne_77,-0.091184905
melbourne_76,-0.079263465
melbourne_79,-0.088948537
melbourne_86,-0.059767769
melbourne_68,-0.061148895
melbourne_65,-0.101514651
melbourne_88,-0.065268664
melbourne_91,-0.068466169
melbourne_90,-0.119696242
melbourne_87,-0.085355479
melbourne_70,-0.07891197
melbourne_69,-0.070498203
losangeles_001,-0.063240403
losangeles_002,-0.034424465
losangeles_006,-0.059686302
losangeles_007,-0.107035378
losangeles_005,-0.088283065
losangeles_003,-0.028460018
losangeles_004,-0.071549166
losangeles_009,-0.157307169
losangeles_008,-0.100653229
losangeles_022,-0.042352586
losangeles_020,-0.034061039
losangeles_019,-0.056386268
losangeles_018,-0.053745382
losangeles_011,-0.092434255
losangeles_013,-0.048144369
losangeles_012,-0.089640324
losangeles_010,-0.109952768
losangeles_014,-0.077337199
losangeles_015,-0.07802524
losangeles_016,-0.021580127
losangeles_017,-0.028376163
losangeles_021,-0.026688349
mexico_014,-0.069910612
mexico_005,-0.172259616
mexico_001,-0.100363612
mexico_010,-0.18225613
mexico_004,-0.046002474
mexico_016,-0.027645819
mexico_009,0.025180385
mexico_013,0.027968218
mexico_012,-0.064798086
mexico_007,-0.003138428
mexico_002,-0.003514645
mexico_011,-0.072693126
mexico_006,-0.007574121
mexico_015,0.003750593
mexico_008,0.006247748
mexico_003,-0.03366134
chicago_30,-0.197379867
chicago_59,-0.162823085
chicago_73,-0.166831428
chicago_61,-0.154525156
chicago_45,-0.172855592
chicago_46,-0.170032439
chicago_67,-0.150255779
chicago_9,-0.210511326
chicago_3,-0.13083051
chicago_4,-0.129806426
chicago_14,-0.128528074
chicago_12,-0.12368221
chicago_58,-0.13192336
chicago_13,-0.134748436
chicago_63,-0.168278665
chicago_20,-0.139891795
chicago_62,-0.116705989
chicago_65,-0.113799857
chicago_76,-0.135406118
chicago_6,-0.126341201
chicago_29,-0.119235443
chicago_33,-0.133956579
chicago_68,-0.140497994
chicago_36,-0.129409319
chicago_28,-0.090390679
chicago_47,-0.057659141
chicago_41,-0.082258848
chicago_48,-0.077513089
chicago_17,-0.103528058
chicago_55,-0.107415167
chicago_2,-0.046525289
chicago_10,-0.066603259
chicago_50,-0.083896013
chicago_25,-0.064832023
chicago_43,-0.084160925
chicago_42,-0.044223863
chicago_49,-0.052527665
chicago_75,-0.075369895
chicago_19,-0.101287961
chicago_32,-0.092006016
chicago_52,-0.088316651
chicago_64,-0.076053577
chicago_11,-0.076271434
chicago_26,-0.109163565
chicago_15,-0.144333874
chicago_70,-0.152659514
chicago_23,-0.143466984
chicago_72,-0.099949726
chicago_16,-0.091473276
chicago_27,-0.108315378
chicago_69,-0.116728729
chicago_1,-0.054985965
chicago_71,-0.091189898
chicago_5,-0.112905418
chicago_56,-0.093151173
chicago_22,-0.154956179
chicago_54,-0.154007553
chicago_24,-0.204085646
chicago_35,-0.141031838
chicago_18,-0.14830081
chicago_44,-0.127573038
chicago_77,-0.112267962
chicago_57,-0.135573819
chicago_8,-0.115414218
chicago_34,-0.127293996
chicago_53,-0.166666646
chicago_31,-0.103861823
chicago_7,-0.088951683
chicago_40,-0.095011844
chicago_39,-0.141131756
chicago_74,-0.131259661
chicago_60,-0.096656587
chicago_21,-0.099872248
chicago_66,-0.10965093
chicago_51,-0.109881207
chicago_37,-0.087740625
chicago_38,-0.096406283
detroit_047,-0.205893761
detroit_046,-0.172643408
detroit_249,-0.244344991
detroit_059,-0.231348681
detroit_045,-0.230021643
detroit_044,-0.235573516
detroit_234,-0.244579163
detroit_048,-0.237648732
detroit_042,-0.234006074
detroit_040,-0.202809143
detroit_049,-0.240393723
detroit_175,-0.222911618
detroit_222,-0.236160955
detroit_177,-0.234316594
detroit_176,-0.236502988
detroit_153,-0.20217365
detroit_174,-0.215515082
detroit_251,-0.177955888
detroit_173,-0.157356146
detroit_160,-0.215503131
detroit_161,-0.172271619
detroit_233,-0.204618294
detroit_206,-0.199690264
detroit_162,-0.15662819
detroit_158,-0.144852639
detroit_164,-0.153108306
detroit_165,-0.172487867
detroit_166,-0.185107716
detroit_258,-0.211831481
detroit_167,-0.180963172
detroit_169,-0.177538857
detroit_171,-0.185519411
detroit_172,-0.167599127
detroit_170,-0.210002041
detroit_242,-0.260642241
detroit_039,-0.206001452
detroit_168,-0.149578588
detroit_178,-0.163945834
detroit_038,-0.208945291
detroit_037,-0.233917619
detroit_179,-0.200807948
detroit_180,-0.173904053
detroit_033,-0.225073928
detroit_032,-0.194218104
detroit_036,-0.217487034
detroit_043,-0.22646728
detroit_041,-0.207963794
detroit_035,-0.096878601
detroit_060,-0.207326291
detroit_064,-0.100582493
detroit_063,-0.184948906
detroit_061,-0.204547607
detroit_154,-0.20278621
detroit_058,-0.181383218
detroit_062,-0.209214127
detroit_257,-0.190300743
detroit_052,-0.189297256
detroit_053,-0.102620907
detroit_057,-0.176503656
detroit_054,-0.152998004
detroit_051,-0.208262144
detroit_050,-0.183780457
detroit_034,-0.164526993
detroit_275,-0.133687155
detroit_290,-0.176940233
detroit_294,-0.208522205
detroit_276,-0.140527956
detroit_232,-0.146824595
detroit_273,-0.132235501
detroit_256,-0.14397582
detroit_277,-0.14902178
detroit_246,-0.146842922
detroit_224,-0.134989525
detroit_270,-0.140495352
detroit_274,-0.150728976
detroit_289,-0.143169911
detroit_269,-0.116316855
detroit_283,-0.131189274
detroit_288,-0.142778686
detroit_284,-0.171743497
detroit_285,-0.147463289
detroit_287,-0.169496426
detroit_291,-0.193393681
detroit_293,-0.194381196
detroit_292,-0.166711322
detroit_163,-0.11418474
detroit_286,-0.155186105
detroit_279,-0.15197956
detroit_156,-0.146872011
detroit_157,-0.141721525
detroit_278,-0.169840815
detroit_280,-0.150536652
detroit_155,-0.184512321
detroit_115,-0.135592886
detroit_297,-0.224553156
detroit_114,-0.15680294
detroit_116,-0.118152395
detroit_281,-0.173276596
detroit_282,-0.123967567
detroit_250,-0.136267596
detroit_238,-0.134780747
detroit_124,-0.106122945
detroit_118,-0.136828884
detroit_123,-0.116059842
detroit_184,-0.126084317
detroit_197,-0.109172068
detroit_271,-0.103648555
detroit_272,-0.139005846
detroit_239,-0.151382876
detroit_152,-0.142026975
detroit_196,-0.117137507
detroit_194,-0.131959336
detroit_119,-0.135844182
detroit_027,-0.01855062
detroit_195,-0.147206489
detroit_098,-0.165437226
detroit_099,-0.134429302
detroit_193,-0.116316253
detroit_014,-0.139583908
detroit_122,-0.120569007
detroit_120,-0.107296089
detroit_121,-0.157549747
detroit_231,-0.119617848
detroit_185,-0.105983665
detroit_189,-0.124664585
detroit_191,-0.145005836
detroit_188,-0.176207152
detroit_192,-0.15970043
detroit_100,-0.163486113
detroit_144,-0.15076796
detroit_095,-0.164822991
detroit_148,-0.123461536
detroit_031,-0.094594519
detroit_229,-0.125654291
detroit_066,-0.124425175
detroit_028,-0.074546167
detroit_187,-0.139015518
detroit_254,-0.121458751
detroit_186,-0.184526708
detroit_253,-0.150504924
detroit_142,-0.116372408
detroit_030,-0.137289878
detroit_259,-0.165852483
detroit_105,-0.154749089
detroit_107,-0.110640764
detroit_092,-0.167481121
detroit_109,-0.122616299
detroit_108,-0.117984612
detroit_016,-0.150312964
detroit_237,-0.150656809
detroit_093,-0.156654405
detroit_009,-0.168914273
detroit_094,-0.131629737
detroit_262,-0.12090746
detroit_106,-0.094558245
detroit_295,-0.172511473
detroit_296,-0.217838032
detroit_159,-0.192686161
detroit_263,-0.143449
detroit_083,-0.120295706
detroit_084,-0.104729602
detroit_081,-0.09644965
detroit_080,-0.113985554
detroit_068,-0.178542306
detroit_247,-0.179161685
detroit_079,-0.172001212
detroit_071,-0.173288383
detroit_070,-0.164532361
detroit_004,-0.175901677
detroit_082,-0.163258507
detroit_078,-0.105955564
detroit_006,-0.098297951
detroit_085,-0.111673501
detroit_086,-0.114148446
detroit_007,-0.141810529
detroit_087,-0.170769397
detroit_091,-0.146561023
detroit_088,-0.159623349
detroit_089,-0.096961012
detroit_090,-0.148130395
detroit_110,-0.115503259
detroit_111,-0.154807129
detroit_140,-0.033017545
detroit_141,-0.111209462
detroit_205,-0.082976304
detroit_026,-0.025449058
detroit_213,-0.056167128
detroit_214,-0.087368046
detroit_228,-0.056848875
detroit_227,-0.106270411
detroit_240,-0.049539357
detroit_012,-0.072538739
detroit_001,-0.087565538
detroit_204,-0.059780983
detroit_002,-0.060849964
detroit_202,-0.072370568
detroit_200,-0.143707314
detroit_212,-0.142829437
detroit_210,-0.135283335
detroit_211,-0.18100282
detroit_024,-0.118028758
detroit_236,-0.160709268
detroit_008,-0.149024697
detroit_010,-0.181069922
detroit_011,-0.190614509
detroit_221,-0.135419677
detroit_198,-0.15702282
detroit_260,-0.134936526
detroit_203,-0.184338145
detroit_199,-0.162789011
detroit_065,-0.092355035
detroit_025,-0.114079916
detroit_245,-0.137756072
detroit_020,-0.181331323
detroit_241,-0.145968461
detroit_029,-0.225043282
detroit_023,-0.18253727
detroit_021,-0.2282994
detroit_022,-0.180751013
detroit_019,-0.177512558
detroit_268,-0.165613308
detroit_209,-0.176368017
detroit_018,-0.15193843
detroit_005,-0.1285874
detroit_077,-0.164770262
detroit_076,-0.187236437
detroit_072,-0.180734532
detroit_075,-0.178727133
detroit_015,-0.189980202
detroit_143,-0.171952616
detroit_074,-0.1674267
detroit_243,-0.190613532
detroit_073,-0.175004724
detroit_136,-0.154437007
detroit_137,-0.156348497
detroit_138,-0.158622286
detroit_183,-0.169776517
detroit_255,-0.161150682
detroit_244,-0.164792533
detroit_017,-0.059731432
detroit_219,-0.161255781
detroit_264,-0.147298098
detroit_267,-0.157248668
detroit_003,-0.12483323
detroit_266,-0.21403395
detroit_265,-0.205811751
detroit_261,-0.16982151
detroit_220,-0.178464036
detroit_139,-0.137654115
detroit_182,-0.161654532
detroit_151,-0.141714702
detroit_181,-0.167030464
detroit_133,-0.174026124
detroit_126,-0.166252249
detroit_129,-0.177233202
detroit_134,-0.158443889
detroit_135,-0.15830886
detroit_128,-0.185789521
detroit_127,-0.179812663
detroit_132,-0.181596175
detroit_131,-0.176500267
detroit_069,-0.170263769
detroit_130,-0.166376161
detroit_067,-0.155022139
detroit_201,-0.113255772
detroit_216,-0.099667215
detroit_215,-0.043248759
detroit_217,-0.094513769
detroit_226,-0.066312117
detroit_218,-0.062606866
detroit_013,-0.101405774
detroit_097,-0.163775202
detroit_096,-0.146165267
detroit_125,-0.082476094
detroit_223,-0.13096343
detroit_150,-0.138686238
detroit_235,-0.128004755
detroit_252,-0.114405085
detroit_146,-0.132388719
detroit_145,-0.06759852
detroit_225,-0.105366379
detroit_248,-0.114231946
detroit_102,-0.157315844
detroit_103,-0.117773946
detroit_207,-0.117620093
detroit_147,-0.036790817
detroit_149,-0.124309232
detroit_230,-0.115241921
detroit_104,-0.097991761
detroit_112,-0.111832169
detroit_113,-0.123591014
detroit_117,-0.127669129
detroit_190,-0.098988857
detroit_101,-0.053279973
detroit_055,-0.162822818
detroit_208,-0.155892427
detroit_056,-0.179815308
atlanta_120,-0.131225822
atlanta_018,-0.143048394
atlanta_001,-0.142418457
atlanta_013,0.003931649
atlanta_105,-0.157584315
atlanta_108,-0.165813153
atlanta_008,-0.150452335
atlanta_077,-0.146942352
atlanta_083,-0.156306085
atlanta_089,-0.154605289
atlanta_084,-0.153910184
atlanta_020,-0.132036926
atlanta_081,-0.137775185
atlanta_082,-0.093337116
atlanta_038,-0.100272751
atlanta_037,-0.122760754
atlanta_055,-0.145908717
atlanta_025,-0.131920604
atlanta_104,-0.107618703
atlanta_118,-0.113669352
atlanta_026,-0.197537258
atlanta_024,-0.121949617
atlanta_101,-0.027753975
atlanta_069,-0.088183536
atlanta_126,-0.09845866
atlanta_064,-0.053874857
atlanta_027,-0.152929847
atlanta_074,-0.120272145
atlanta_070,-0.130098655
atlanta_125,-0.098325119
atlanta_014,-0.106951398
atlanta_028,-0.183552155
atlanta_045,-0.185501632
atlanta_079,-0.164306166
atlanta_068,-0.088748447
atlanta_065,-0.065397502
atlanta_114,-0.05045295
atlanta_050,-0.026345043
atlanta_066,-0.070487605
atlanta_109,-0.056922788
atlanta_106,-0.111867262
atlanta_067,-0.185669961
atlanta_075,-0.158070519
atlanta_049,-0.11458162
atlanta_012,-0.036462601
atlanta_052,-0.104997936
atlanta_041,-0.046024576
atlanta_048,-0.147491273
atlanta_034,-0.147851259
atlanta_060,-0.157399254
atlanta_103,-0.091024499
atlanta_035,-0.032668375
atlanta_112,0.039683968
atlanta_040,-0.0062037
atlanta_097,-0.029532131
atlanta_029,-0.031571925
atlanta_005,-0.017913939
atlanta_036,-0.027441951
atlanta_039,-0.056537993
atlanta_053,-0.093354094
atlanta_051,-0.01075474
atlanta_056,-0.132754476
atlanta_063,-0.090228067
atlanta_054,-0.081738685
atlanta_078,-0.049895802
atlanta_094,-0.118104574
atlanta_116,-0.071454471
atlanta_095,-0.101237616
atlanta_091,-0.126068991
atlanta_092,-0.124636209
atlanta_093,-0.139744553
atlanta_122,-0.164986386
atlanta_121,-0.196210664
atlanta_090,-0.117917821
atlanta_073,-0.117558355
atlanta_123,-0.117772004
atlanta_009,-0.130460912
atlanta_107,-0.081813275
atlanta_007,-0.054176949
atlanta_006,-0.150184322
atlanta_110,-0.14295545
atlanta_129,-0.089957208
atlanta_010,-0.051545668
atlanta_085,-0.057711746
atlanta_096,-0.038872446
atlanta_135,-0.039899753
atlanta_115,-0.053936758
atlanta_086,-0.054852403
atlanta_030,-0.111933021
atlanta_061,-0.180103835
atlanta_087,-0.115023348
atlanta_072,-0.091285362
atlanta_117,-0.194242428
atlanta_019,-0.222191573
atlanta_004,-0.211981001
atlanta_111,-0.188578997
atlanta_011,-0.113908867
atlanta_102,-0.218489925
atlanta_100,-0.219709648
atlanta_119,-0.217970565
atlanta_130,-0.185288904
atlanta_002,-0.126073503
atlanta_003,-0.12925987
atlanta_127,-0.190510751
atlanta_128,-0.070233455
atlanta_133,-0.143968996
atlanta_132,-0.215527191
atlanta_131,-0.139086857
atlanta_099,-0.186246484
atlanta_124,-0.192874489
atlanta_088,-0.15150875
atlanta_021,-0.199508452
atlanta_022,-0.174642741
atlanta_080,-0.12802492
atlanta_023,-0.165962587
atlanta_098,-0.200663951
atlanta_134,-0.204222063
atlanta_113,-0.214486111
atlanta_032,-0.139367416
atlanta_057,-0.146898731
atlanta_062,-0.197489802
atlanta_071,-0.124736759
atlanta_058,-0.156830763
atlanta_059,-0.18881684
atlanta_047,-0.199740741
atlanta_042,-0.185825068
atlanta_033,-0.207663989
atlanta_043,-0.149764469
atlanta_044,-0.196272332
atlanta_031,-0.180585351
atlanta_017,-0.163482
atlanta_015,-0.18305932
atlanta_046,-0.167814972
atlanta_076,-0.221251673
atlanta_016,-0.162822065
newyork_021,-0.178434358
newyork_055,-0.117881731
newyork_032,-0.114793491
newyork_039,-0.08283141
newyork_041,-0.060874074
newyork_040,-0.050145701
newyork_038,-0.097043794
newyork_037,-0.073619105
newyork_036,-0.096555535
newyork_035,-0.063736081
newyork_022,-0.175107619
newyork_023,-0.156710579
newyork_020,-0.038754599
newyork_017,-0.016872583
newyork_016,-0.155739047
newyork_015,-0.055177675
newyork_014,-0.084929509
newyork_042,-0.05250803
newyork_050,-0.048612935
newyork_018,-0.040601323
newyork_024,-0.021121173
newyork_025,-0.041094862
newyork_019,-0.058882438
newyork_027,-0.065344576
newyork_028,-0.091752789
newyork_029,-0.045179428
newyork_034,-0.039889849
newyork_033,-0.04675795
newyork_026,-0.049257447
newyork_030,-0.035160009
newyork_051,-0.083095878
newyork_031,-0.050068775
newyork_054,-0.100017428
newyork_052,-0.116253229
newyork_049,-0.10786608
newyork_048,-0.099821593
newyork_043,-0.050330407
newyork_044,-0.114797055
newyork_045,-0.173776164
newyork_047,-0.153175081
newyork_053,-0.109528457
newyork_046,-0.089722492
newyork_003,-0.135526214
newyork_009,-0.079491964
newyork_004,-0.080485874
newyork_002,-0.144133406
newyork_001,-0.150415739
newyork_006,-0.054591033
newyork_005,-0.102089276
newyork_007,-0.038729341
newyork_011,-0.096846672
newyork_008,-0.047214756
newyork_013,-0.054593538
newyork_010,-0.034191037
newyork_012,-0.08807373
boston_151,-0.140173573
boston_153,-0.080217273
boston_47,-0.122267912
boston_46,-0.096637797
boston_51,-0.00441854
boston_95,-0.005094991
boston_48,-0.098320117
boston_91,-0.073929214
boston_168,-0.070218313
boston_165,-0.081770991
boston_169,-0.095302579
boston_167,-0.062129669
boston_166,-0.118387977
boston_171,-0.099271562
boston_90,-0.108097012
boston_170,-0.0577653
boston_157,-0.035280936
boston_174,-0.058494504
boston_50,-0.051783943
boston_154,-0.01979699
boston_121,-0.038886886
boston_49,-0.050619572
boston_58,-0.022394217
boston_59,-0.076523072
boston_127,-0.048161027
boston_96,-0.08698716
boston_126,-0.061144334
boston_130,-0.094136537
boston_97,-0.051902684
boston_67,-0.168555767
boston_60,-0.094111128
boston_131,-0.115660854
boston_129,-0.085536246
boston_68,-0.212325356
boston_3,-0.110231204
boston_172,-0.08582979
boston_173,-0.08590552
boston_12,-0.074634296
boston_64,-0.10772388
boston_134,-0.102408958
boston_18,-0.196509763
boston_115,-0.166355469
boston_114,-0.173027445
boston_99,-0.144910869
boston_98,-0.150358621
boston_17,-0.214673376
boston_101,-0.185105696
boston_113,-0.174484613
boston_57,-0.15067567
boston_9,-0.167697835
boston_100,-0.22783196
boston_32,-0.195160834
boston_31,-0.188751576
boston_37,-0.246827087
boston_119,-0.258889383
boston_69,-0.29190848
boston_103,-0.211686761
boston_15,-0.199408291
boston_161,-0.255268446
boston_16,-0.20028316
boston_52,-0.171502786
boston_40,-0.178005507
boston_14,-0.151119566
boston_116,-0.195584438
boston_53,-0.162733731
boston_42,-0.157280622
boston_13,-0.199649329
boston_135,-0.180542739
boston_36,-0.215593308
boston_34,-0.21285273
boston_33,-0.153965295
boston_72,-0.168424218
boston_71,-0.109588241
boston_35,-0.177713533
boston_180,-0.136764436
boston_179,-0.167087998
boston_132,-0.118537529
boston_73,-0.147943056
boston_74,-0.092499171
boston_63,-0.101548223
boston_65,-0.140466626
boston_8,-0.105621301
boston_10,-0.116000122
boston_11,-0.07283484
boston_5,-0.058763921
boston_158,-0.071896066
boston_56,-0.120585665
boston_7,-0.075990719
boston_6,-0.131088345
boston_55,-0.107371847
boston_62,-0.085598007
boston_61,-0.057294321
boston_4,-0.101341808
boston_109,-0.122860981
boston_112,-0.088167807
boston_110,-0.144154371
boston_2,-0.095933856
boston_1,-0.113706993
boston_108,-0.121985885
boston_111,-0.133384175
boston_80,-0.105241947
boston_79,-0.080143967
boston_76,-0.134015805
boston_75,-0.085513757
boston_133,-0.065536305
boston_77,-0.105992707
boston_177,-0.15785977
boston_178,-0.183083542
boston_175,-0.170170129
boston_78,-0.140726141
boston_176,-0.161581516
boston_148,-0.040879282
boston_144,-0.11846152
boston_145,-0.15857689
boston_136,-0.040214574
boston_122,-0.015148156
boston_143,-0.072696745
boston_140,-0.109951796
boston_139,-0.167564109
boston_141,-0.171311369
boston_142,-0.131211853
boston_137,-0.110229723
boston_150,-0.109828599
boston_107,-0.135739365
boston_66,-0.099558195
boston_124,-0.079188726
boston_123,-0.092735504
boston_125,-0.083121697
boston_128,-0.070581065
boston_120,-0.045469646
boston_92,-0.102335401
boston_155,-0.125593876
boston_149,-0.118854449
boston_156,-0.112046226
boston_152,-0.106640833
boston_106,-0.117932038
boston_105,-0.118501351
boston_104,-0.133822859
boston_25,-0.175924644
boston_24,-0.169417476
boston_27,-0.182184433
boston_45,-0.175249753
boston_26,-0.179912202
boston_84,-0.18092129
boston_83,-0.181133965
boston_85,-0.154732981
boston_86,-0.174908581
boston_88,-0.146842901
boston_89,-0.120180982
boston_138,-0.15723641
boston_87,-0.152341003
boston_146,-0.123078437
boston_147,-0.109089903
boston_162,-0.158904046
boston_82,-0.16824478
boston_163,-0.159547396
boston_164,-0.170826568
boston_81,-0.152233325
boston_28,-0.183757589
boston_70,-0.176187173
boston_43,-0.169810403
boston_41,-0.155186236
boston_44,-0.193862384
boston_21,-0.117240989
boston_22,-0.203636651
boston_23,-0.150301956
boston_118,-0.241761711
boston_20,-0.146400672
boston_117,-0.194288968
boston_19,-0.174060947
boston_160,-0.173100274
boston_159,-0.191359477
boston_54,-0.185850004
boston_38,-0.180418866
boston_39,-0.190585682
boston_30,-0.208209265
boston_93,-0.171398283
boston_102,-0.182164548
boston_94,-0.185666603
boston_29,-0.163284382
lima_001,0.077689188
lima_024,0.115269875
lima_027,0.116101203
lima_026,0.099581629
lima_019,0.055589531
lima_023,0.123487899
lima_008,0.129182323
lima_029,0.080473387
lima_038,0.081528369
lima_007,-0.015147694
lima_040,-0.002324694
lima_003,0.002881821
lima_022,-0.007425458
lima_033,0.037352758
lima_043,0.077798368
lima_042,-0.011824854
lima_013,0.038936875
lima_002,0.071504545
lima_018,0.069222042
lima_006,0.062673017
lima_010,0.028399436
lima_037,0.038132619
lima_032,0.091080139
lima_015,-0.008105585
lima_034,0.026146449
lima_014,0.017743067
lima_030,-0.016169736
lima_031,-0.009561317
lima_041,0.00734533
lima_020,-0.021233885
lima_012,-0.005423377
lima_016,0.005740883
lima_028,0.01220721
lima_004,0.000377
lima_021,-0.011268184
lima_036,0.001600076
lima_035,0.020617136
lima_017,0.021905193
lima_009,0.038095787
lima_011,0.044854754
lima_005,0.078405755
lima_025,0.052259575
lima_039,0.02658239
saopaulo_052,-0.301964152
saopaulo_056,-0.246819364
saopaulo_030,-0.209072364
saopaulo_069,-0.071377351
saopaulo_059,-0.172526558
saopaulo_027,-0.096475569
saopaulo_037,-0.028097956
saopaulo_022,-0.056534612
saopaulo_016,-0.0531382
saopaulo_023,-0.11923484
saopaulo_042,-0.132482087
saopaulo_045,-0.10503969
saopaulo_081,-0.07953585
saopaulo_072,-0.025029488
saopaulo_015,-0.023420361
saopaulo_034,-0.03245185
saopaulo_053,-0.075316509
saopaulo_055,-0.092381934
saopaulo_085,-0.109422875
saopaulo_017,0.016114417
saopaulo_019,0.033331329
saopaulo_096,-0.049462148
saopaulo_066,-0.062441123
saopaulo_068,-0.016402987
saopaulo_012,-0.090328532
saopaulo_040,-0.025159607
saopaulo_002,-0.103707116
saopaulo_090,-0.084507509
saopaulo_048,-0.07520688
saopaulo_063,-0.066587478
saopaulo_044,-0.073761439
saopaulo_026,-0.055116716
saopaulo_061,-0.049283755
saopaulo_006,-0.067241007
saopaulo_070,-0.013500797
saopaulo_009,-0.008930663
saopaulo_021,0.009467647
saopaulo_071,-0.041980816
