nbhd_code,Albedo_all
vancouver_107,0.112308997
vancouver_108,0.108756303
vancouver_031,0.113190863
vancouver_103,0.113316931
vancouver_094,0.110096504
vancouver_096,0.109636267
vancouver_101,0.113393816
vancouver_032,0.117324324
vancouver_003,0.118008747
vancouver_002,0.116383432
vancouver_004,0.120993309
vancouver_105,0.116246892
vancouver_005,0.112444648
vancouver_007,0.109423079
vancouver_006,0.113422901
vancouver_109,0.115068346
vancouver_009,0.107505443
vancouver_008,0.105213884
vancouver_117,0.109474784
vancouver_110,0.116871974
vancouver_118,0.10777346
vancouver_010,0.101063352
vancouver_001,0.11855972
vancouver_102,0.111854596
vancouver_100,0.103975143
vancouver_028,0.09992799
vancouver_098,0.103635319
vancouver_099,0.105956823
vancouver_095,0.10822101
vancouver_072,0.103966625
vancouver_070,0.108428362
vancouver_069,0.108363679
tokyo_011,0.090349885
tokyo_009,0.085284336
tokyo_008,0.077677583
tokyo_023,0.087682796
tokyo_022,0.092454351
tokyo_021,0.09313445
tokyo_007,0.08319241
tokyo_002,0.064246789
tokyo_006,0.08015498
tokyo_003,0.082261674
tokyo_010,0.087602921
tokyo_013,0.091705393
tokyo_001,0.079851082
tokyo_005,0.085334081
tokyo_004,0.084446572
tokyo_016,0.084431705
tokyo_014,0.085059136
tokyo_017,0.092178016
tokyo_018,0.084772122
tokyo_019,0.09612551
tokyo_020,0.091020163
tokyo_015,0.087921241
tokyo_012,0.093243002
melbourne_83,0.133482718
melbourne_84,0.10327426
melbourne_85,0.14079488
melbourne_81,0.13537292
melbourne_82,0.144566644
melbourne_56,0.122459845
melbourne_54,0.126419345
melbourne_57,0.115798101
melbourne_53,0.120302414
melbourne_58,0.118644001
melbourne_61,0.121047029
melbourne_60,0.124892894
melbourne_63,0.121776752
melbourne_59,0.124454028
melbourne_42,0.127076112
melbourne_46,0.124506454
melbourne_62,0.124316806
melbourne_45,0.121320222
melbourne_64,0.121746826
melbourne_43,0.122621039
melbourne_44,0.124980013
melbourne_51,0.119360418
melbourne_49,0.122052283
melbourne_50,0.126697061
melbourne_48,0.123181305
melbourne_93,0.12824368
melbourne_92,0.124894212
melbourne_31,0.122741293
melbourne_34,0.119687585
melbourne_47,0.122555597
melbourne_40,0.122624584
melbourne_35,0.125586034
melbourne_33,0.11628993
melbourne_15,0.106806752
melbourne_22,0.104434296
melbourne_21,0.115171376
melbourne_24,0.115576717
melbourne_28,0.115004337
melbourne_18,0.105065299
melbourne_38,0.121853079
melbourne_13,0.117882487
melbourne_20,0.127431606
melbourne_37,0.126805405
melbourne_41,0.12406477
melbourne_39,0.124219658
melbourne_36,0.126400406
melbourne_1,0.131087467
melbourne_2,0.131172654
melbourne_7,0.12989869
melbourne_6,0.126808011
melbourne_8,0.131603888
melbourne_4,0.129943562
melbourne_52,0.123705092
melbourne_55,0.121702014
melbourne_5,0.129139444
melbourne_10,0.128513697
melbourne_12,0.128715661
melbourne_9,0.132376447
melbourne_3,0.129448234
melbourne_11,0.126471979
melbourne_17,0.127043388
melbourne_16,0.132666954
melbourne_23,0.108010765
melbourne_19,0.118419758
melbourne_14,0.100379504
melbourne_27,0.11367791
melbourne_26,0.123501801
melbourne_29,0.114240438
melbourne_32,0.122572254
melbourne_30,0.119611551
melbourne_73,0.124611862
melbourne_75,0.120968663
melbourne_25,0.109902632
melbourne_66,0.10158749
melbourne_74,0.122384105
melbourne_67,0.120805248
melbourne_78,0.124011449
melbourne_71,0.126583834
melbourne_80,0.127036293
melbourne_89,0.137322046
melbourne_72,0.12676266
melbourne_77,0.128335804
melbourne_76,0.129150356
melbourne_79,0.128923551
melbourne_86,0.131258098
melbourne_68,0.127613071
melbourne_65,0.102870978
melbourne_88,0.120515851
melbourne_91,0.126918265
melbourne_90,0.149174879
melbourne_87,0.108763949
melbourne_70,0.105621725
melbourne_69,0.108795737
losangeles_001,0.135000567
losangeles_002,0.132886173
losangeles_006,0.128013066
losangeles_007,0.121231565
losangeles_005,0.124759801
losangeles_003,0.11845222
losangeles_004,0.12519835
losangeles_009,0.105213659
losangeles_008,0.12394028
losangeles_022,0.115054305
losangeles_020,0.127509849
losangeles_019,0.127024561
losangeles_018,0.120457484
losangeles_011,0.127080351
losangeles_013,0.119608701
losangeles_012,0.119875688
losangeles_010,0.126680118
losangeles_014,0.119217413
losangeles_015,0.120795285
losangeles_016,0.128464656
losangeles_017,0.121961485
losangeles_021,0.123686951
mexico_014,0.106510491
mexico_005,0.096276834
mexico_001,0.103697501
mexico_010,0.090674154
mexico_004,0.112859877
mexico_016,0.122478433
mexico_009,0.123590237
mexico_013,0.125064461
mexico_012,0.10545412
mexico_007,0.122933434
mexico_002,0.125899282
mexico_011,0.111848253
mexico_006,0.111198353
mexico_015,0.1201803
mexico_008,0.118169735
mexico_003,0.11127528
chicago_30,0.152828134
chicago_59,0.157833615
chicago_73,0.147050481
chicago_61,0.14412625
chicago_45,0.14482246
chicago_46,0.151772052
chicago_67,0.137461755
chicago_9,0.140349677
chicago_3,0.153428329
chicago_4,0.13869915
chicago_14,0.138430753
chicago_12,0.149331524
chicago_58,0.160680666
chicago_13,0.140933667
chicago_63,0.146961853
chicago_20,0.132821035
chicago_62,0.142479457
chicago_65,0.132199178
chicago_76,0.138571692
chicago_6,0.133065446
chicago_29,0.134430087
chicago_33,0.134109051
chicago_68,0.147115306
chicago_36,0.130306325
chicago_28,0.152939832
chicago_47,0.117651165
chicago_41,0.108123947
chicago_48,0.147900141
chicago_17,0.153717922
chicago_55,0.123486905
chicago_2,0.159109126
chicago_10,0.145056712
chicago_50,0.155709681
chicago_25,0.149477639
chicago_43,0.157547768
chicago_42,0.15993344
chicago_49,0.153568283
chicago_75,0.139187095
chicago_19,0.149407506
chicago_32,0.143782857
chicago_52,0.141326661
chicago_64,0.16033505
chicago_11,0.153661127
chicago_26,0.139690833
chicago_15,0.140003186
chicago_70,0.132644882
chicago_23,0.138134544
chicago_72,0.156599751
chicago_16,0.170878624
chicago_27,0.156605792
chicago_69,0.150840875
chicago_1,0.166028277
chicago_71,0.145176357
chicago_5,0.146389282
chicago_56,0.178591035
chicago_22,0.145689203
chicago_54,0.146015462
chicago_24,0.138109435
chicago_35,0.138239285
chicago_18,0.148094453
chicago_44,0.147345127
chicago_77,0.152018021
chicago_57,0.138943083
chicago_8,0.13067233
chicago_34,0.143495795
chicago_53,0.141778071
chicago_31,0.148263588
chicago_7,0.145861783
chicago_40,0.135650648
chicago_39,0.135419114
chicago_74,0.142671031
chicago_60,0.128581285
chicago_21,0.120981014
chicago_66,0.136923291
chicago_51,0.136628423
chicago_37,0.116494849
chicago_38,0.128845888
detroit_047,0.153809206
detroit_046,0.151876744
detroit_249,0.154924343
detroit_059,0.161520217
detroit_045,0.146593806
detroit_044,0.146643874
detroit_234,0.152238617
detroit_048,0.151060534
detroit_042,0.146379371
detroit_040,0.144977936
detroit_049,0.154509406
detroit_175,0.151892082
detroit_222,0.152552959
detroit_177,0.148152788
detroit_176,0.150774123
detroit_153,0.14945733
detroit_174,0.143388336
detroit_251,0.150498447
detroit_173,0.156577953
detroit_160,0.158925757
detroit_161,0.156837473
detroit_233,0.154136639
detroit_206,0.154525266
detroit_162,0.149465003
detroit_158,0.149521703
detroit_164,0.14704805
detroit_165,0.15545383
detroit_166,0.152400201
detroit_258,0.152119711
detroit_167,0.146071848
detroit_169,0.144615918
detroit_171,0.151520496
detroit_172,0.151642492
detroit_170,0.14715659
detroit_242,0.145308486
detroit_039,0.143974359
detroit_168,0.143084099
detroit_178,0.147718507
detroit_038,0.141706267
detroit_037,0.142036944
detroit_179,0.145019109
detroit_180,0.145858578
detroit_033,0.141788301
detroit_032,0.147951798
detroit_036,0.139717485
detroit_043,0.147722911
detroit_041,0.14589618
detroit_035,0.147574929
detroit_060,0.150718339
detroit_064,0.158117703
detroit_063,0.158539256
detroit_061,0.160766869
detroit_154,0.162996453
detroit_058,0.165014898
detroit_062,0.161238083
detroit_257,0.16199529
detroit_052,0.163056295
detroit_053,0.171947377
detroit_057,0.160907051
detroit_054,0.170695507
detroit_051,0.158327778
detroit_050,0.161663668
detroit_034,0.152108235
detroit_275,0.162175933
detroit_290,0.153535579
detroit_294,0.150356858
detroit_276,0.155392799
detroit_232,0.162172417
detroit_273,0.155547396
detroit_256,0.156999527
detroit_277,0.153528264
detroit_246,0.15320852
detroit_224,0.15911935
detroit_270,0.157443352
detroit_274,0.155422254
detroit_289,0.157157536
detroit_269,0.157644924
detroit_283,0.158632018
detroit_288,0.156776977
detroit_284,0.161694164
detroit_285,0.150564675
detroit_287,0.149812689
detroit_291,0.144076923
detroit_293,0.147904038
detroit_292,0.134162162
detroit_163,0.139502528
detroit_286,0.134519521
detroit_279,0.136128433
detroit_156,0.145825761
detroit_157,0.148208257
detroit_278,0.143602917
detroit_280,0.154197401
detroit_155,0.150485606
detroit_115,0.147912651
detroit_297,0.155646158
detroit_114,0.152747156
detroit_116,0.149702476
detroit_281,0.162464448
detroit_282,0.164051704
detroit_250,0.152910402
detroit_238,0.147600671
detroit_124,0.150012618
detroit_118,0.152213884
detroit_123,0.154447372
detroit_184,0.154364713
detroit_197,0.159656996
detroit_271,0.153446746
detroit_272,0.150260426
detroit_239,0.15115637
detroit_152,0.156727406
detroit_196,0.144074935
detroit_194,0.143937998
detroit_119,0.153522001
detroit_027,0.155666454
detroit_195,0.14127239
detroit_098,0.144119978
detroit_099,0.155053142
detroit_193,0.147278803
detroit_014,0.153029605
detroit_122,0.153165078
detroit_120,0.155403502
detroit_121,0.150381605
detroit_231,0.157412319
detroit_185,0.152100466
detroit_189,0.155130947
detroit_191,0.16095
detroit_188,0.155303989
detroit_192,0.144672271
detroit_100,0.162543542
detroit_144,0.160532562
detroit_095,0.166743961
detroit_148,0.157807678
detroit_031,0.156317081
detroit_229,0.16348594
detroit_066,0.160970063
detroit_028,0.149669352
detroit_187,0.152719373
detroit_254,0.149530242
detroit_186,0.151094533
detroit_253,0.151081916
detroit_142,0.154096692
detroit_030,0.157781145
detroit_259,0.145095074
detroit_105,0.145755221
detroit_107,0.146278229
detroit_092,0.146725299
detroit_109,0.16650125
detroit_108,0.157791485
detroit_016,0.158619527
detroit_237,0.15630227
detroit_093,0.145823057
detroit_009,0.146462376
detroit_094,0.148681764
detroit_262,0.147407385
detroit_106,0.145448892
detroit_295,0.140894431
detroit_296,0.150683067
detroit_159,0.14148572
detroit_263,0.145366397
detroit_083,0.146671023
detroit_084,0.147049011
detroit_081,0.150100671
detroit_080,0.144129112
detroit_068,0.143933715
detroit_247,0.142771901
detroit_079,0.155085728
detroit_071,0.146226404
detroit_070,0.149588196
detroit_004,0.14530149
detroit_082,0.156859525
detroit_078,0.163769996
detroit_006,0.16509236
detroit_085,0.158607241
detroit_086,0.156664401
detroit_007,0.161092996
detroit_087,0.147798188
detroit_091,0.156881734
detroit_088,0.147112173
detroit_089,0.147922996
detroit_090,0.149401323
detroit_110,0.163661745
detroit_111,0.167340596
detroit_140,0.16944166
detroit_141,0.162096838
detroit_205,0.147086604
detroit_026,0.156720248
detroit_213,0.157424773
detroit_214,0.162045681
detroit_228,0.165908587
detroit_227,0.164801597
detroit_240,0.157590968
detroit_012,0.150962776
detroit_001,0.154383356
detroit_204,0.146889228
detroit_002,0.158089998
detroit_202,0.103430379
detroit_200,0.155918279
detroit_212,0.151426103
detroit_210,0.154525706
detroit_211,0.147573786
detroit_024,0.149349841
detroit_236,0.149771572
detroit_008,0.15297124
detroit_010,0.162555192
detroit_011,0.159433519
detroit_221,0.160134458
detroit_198,0.153553244
detroit_260,0.156708575
detroit_203,0.152780857
detroit_199,0.157690453
detroit_065,0.154079234
detroit_025,0.114889431
detroit_245,0.153288484
detroit_020,0.143513476
detroit_241,0.135814068
detroit_029,0.116053145
detroit_023,0.138463386
detroit_021,0.149173387
detroit_022,0.160965181
detroit_019,0.158483887
detroit_268,0.159461708
detroit_209,0.153618991
detroit_018,0.161549971
detroit_005,0.155248924
detroit_077,0.156276557
detroit_076,0.147915853
detroit_072,0.142486923
detroit_075,0.144237963
detroit_015,0.165604939
detroit_143,0.150081804
detroit_074,0.142556159
detroit_243,0.141483247
detroit_073,0.13943246
detroit_136,0.139409804
detroit_137,0.136495401
detroit_138,0.136756281
detroit_183,0.139765944
detroit_255,0.15148076
detroit_244,0.161847329
detroit_017,0.167385966
detroit_219,0.156242304
detroit_264,0.153848655
detroit_267,0.161820215
detroit_003,0.158963972
detroit_266,0.114678718
detroit_265,0.143477547
detroit_261,0.131138618
detroit_220,0.128939661
detroit_139,0.134111229
detroit_182,0.13214758
detroit_151,0.141201765
detroit_181,0.141228909
detroit_133,0.151038167
detroit_126,0.153061618
detroit_129,0.152100301
detroit_134,0.14083759
detroit_135,0.136093417
detroit_128,0.144836338
detroit_127,0.137486486
detroit_132,0.147451133
detroit_131,0.145909146
detroit_069,0.145358132
detroit_130,0.145311361
detroit_067,0.142565209
detroit_201,0.095392485
detroit_216,0.109482479
detroit_215,0.131268305
detroit_217,0.126235893
detroit_226,0.159616048
detroit_218,0.155569072
detroit_013,0.123419967
detroit_097,0.152725956
detroit_096,0.152449952
detroit_125,0.136668919
detroit_223,0.139974616
detroit_150,0.13935076
detroit_235,0.150306907
detroit_252,0.145763921
detroit_146,0.150706149
detroit_145,0.159725483
detroit_225,0.167769322
detroit_248,0.157867294
detroit_102,0.163575447
detroit_103,0.154297686
detroit_207,0.1512475
detroit_147,0.144614887
detroit_149,0.13587372
detroit_230,0.143195275
detroit_104,0.153652757
detroit_112,0.160090815
detroit_113,0.16050125
detroit_117,0.158404938
detroit_190,0.158405503
detroit_101,0.134938318
detroit_055,0.157618797
detroit_208,0.154790634
detroit_056,0.157522582
atlanta_120,0.127767133
atlanta_018,0.118799191
atlanta_001,0.114596351
atlanta_013,0.153783696
atlanta_105,0.123178255
atlanta_108,0.119704348
atlanta_008,0.121235958
atlanta_077,0.126853846
atlanta_083,0.115553394
atlanta_089,0.12068066
atlanta_084,0.117310899
atlanta_020,0.117355024
atlanta_081,0.11752076
atlanta_082,0.117392972
atlanta_038,0.119876141
atlanta_037,0.118455871
atlanta_055,0.119359016
atlanta_025,0.120993314
atlanta_104,0.129229076
atlanta_118,0.129318895
atlanta_026,0.120560794
atlanta_024,0.130849608
atlanta_101,0.135048854
atlanta_069,0.124063617
atlanta_126,0.126643337
atlanta_064,0.127208598
atlanta_027,0.114465454
atlanta_074,0.117901331
atlanta_070,0.120592316
atlanta_125,0.120673621
atlanta_014,0.121758692
atlanta_028,0.115946881
atlanta_045,0.114199643
atlanta_079,0.11155814
atlanta_068,0.11865646
atlanta_065,0.120208301
atlanta_114,0.124728594
atlanta_050,0.128386134
atlanta_066,0.120745145
atlanta_109,0.12089471
atlanta_106,0.117028075
atlanta_067,0.114769152
atlanta_075,0.117473967
atlanta_049,0.117655892
atlanta_012,0.128877069
atlanta_052,0.119177507
atlanta_041,0.125388638
atlanta_048,0.117562511
atlanta_034,0.117427931
atlanta_060,0.116755925
atlanta_103,0.124143845
atlanta_035,0.131604057
atlanta_112,0.127488095
atlanta_040,0.132106043
atlanta_097,0.137625
atlanta_029,0.127071883
atlanta_005,0.130618641
atlanta_036,0.125031667
atlanta_039,0.12291693
atlanta_053,0.123841014
atlanta_051,0.128970588
atlanta_056,0.11663216
atlanta_063,0.117629264
atlanta_054,0.124625605
atlanta_078,0.123475645
atlanta_094,0.114720218
atlanta_116,0.118356623
atlanta_095,0.117386456
atlanta_091,0.112905592
atlanta_092,0.111737213
atlanta_093,0.11160139
atlanta_122,0.107344949
atlanta_121,0.105920615
atlanta_090,0.114357379
atlanta_073,0.11232223
atlanta_123,0.113773418
atlanta_009,0.113299606
atlanta_107,0.113301027
atlanta_007,0.113252126
atlanta_006,0.112771219
atlanta_110,0.110047462
atlanta_129,0.121323155
atlanta_010,0.120584471
atlanta_085,0.12480224
atlanta_096,0.121213168
atlanta_135,0.127169503
atlanta_115,0.126664095
atlanta_086,0.128158809
atlanta_030,0.121603948
atlanta_061,0.118613947
atlanta_087,0.121806154
atlanta_072,0.122949243
atlanta_117,0.108920937
atlanta_019,0.107297064
atlanta_004,0.107903714
atlanta_111,0.10926481
atlanta_011,0.119313177
atlanta_102,0.109945262
atlanta_100,0.110823844
atlanta_119,0.110531843
atlanta_130,0.107923754
atlanta_002,0.109118733
atlanta_003,0.111521647
atlanta_127,0.106364467
atlanta_128,0.111136519
atlanta_133,0.111452559
atlanta_132,0.110837323
atlanta_131,0.113348223
atlanta_099,0.108412854
atlanta_124,0.108799886
atlanta_088,0.113797228
atlanta_021,0.106323584
atlanta_022,0.115431785
atlanta_080,0.115558804
atlanta_023,0.113567264
atlanta_098,0.11046011
atlanta_134,0.109263787
atlanta_113,0.110791595
atlanta_032,0.12759443
atlanta_057,0.121298176
atlanta_062,0.117277222
atlanta_071,0.124017012
atlanta_058,0.119374128
atlanta_059,0.117955942
atlanta_047,0.11439474
atlanta_042,0.114237525
atlanta_033,0.113696404
atlanta_043,0.115297932
atlanta_044,0.113367977
atlanta_031,0.114294572
atlanta_017,0.114007133
atlanta_015,0.113878142
atlanta_046,0.11951538
atlanta_076,0.113333228
atlanta_016,0.113144498
newyork_021,0.117251037
newyork_055,0.0844604
newyork_032,0.101273719
newyork_039,0.107302292
newyork_041,0.09842834
newyork_040,0.139206202
newyork_038,0.117396142
newyork_037,0.14398108
newyork_036,0.109575315
newyork_035,0.114920089
newyork_022,0.121917251
newyork_023,0.107518683
newyork_020,0.070499961
newyork_017,0.071687327
newyork_016,0.083063397
newyork_015,0.078951004
newyork_014,0.095366933
newyork_042,0.108367241
newyork_050,0.123831115
newyork_018,0.066651044
newyork_024,0.126990288
newyork_025,0.159300772
newyork_019,0.076692579
newyork_027,0.108430171
newyork_028,0.113793659
newyork_029,0.132558433
newyork_034,0.130648953
newyork_033,0.123766579
newyork_026,0.129969914
newyork_030,0.132881698
newyork_051,0.137869254
newyork_031,0.128856761
newyork_054,0.126067637
newyork_052,0.127219736
newyork_049,0.11019927
newyork_048,0.111392889
newyork_043,0.104543883
newyork_044,0.099325456
newyork_045,0.110191759
newyork_047,0.115780474
newyork_053,0.122930286
newyork_046,0.125593096
newyork_003,0.086399622
newyork_009,0.100751751
newyork_004,0.1095168
newyork_002,0.112254658
newyork_001,0.100554643
newyork_006,0.105521113
newyork_005,0.107816131
newyork_007,0.100762011
newyork_011,0.083346898
newyork_008,0.107622595
newyork_013,0.108340146
newyork_010,0.093999468
newyork_012,0.092642192
boston_151,0.031399904
boston_153,0.11064545
boston_47,0.102753855
boston_46,0.104842057
boston_51,0.099800035
boston_95,0.078967488
boston_48,0.093817212
boston_91,0.091705708
boston_168,0.099513514
boston_165,0.085180427
boston_169,0.08623242
boston_167,0.087863132
boston_166,0.094235294
boston_171,0.087328273
boston_90,0.080461931
boston_170,0.066746657
boston_157,0.079901108
boston_174,0.070311076
boston_50,0.077113835
boston_154,0.082110913
boston_121,0.079628156
boston_49,0.072229167
boston_58,0.087437556
boston_59,0.084640927
boston_127,0.093948437
boston_96,0.095183314
boston_126,0.099777515
boston_130,0.091313671
boston_97,0.091447834
boston_67,0.094059361
boston_60,0.07865625
boston_131,0.07865625
boston_129,0.07865625
boston_68,0.078933149
boston_3,0.063536787
boston_172,0.096339452
boston_173,0.089004662
boston_12,0.105595534
boston_64,0.105187345
boston_134,0.107909241
boston_18,0.105929196
boston_115,0.106566523
boston_114,0.10428088
boston_99,0.102955214
boston_98,0.102084402
boston_17,0.107871929
boston_101,0.106837248
boston_113,0.103098907
boston_57,0.103153846
boston_9,0.103153846
boston_100,0.106696387
boston_32,0.120872976
boston_31,0.115383503
boston_37,0.116609222
boston_119,0.114891129
boston_69,0.102270796
boston_103,0.107353852
boston_15,0.115619048
boston_161,0.117544455
boston_16,0.114383075
boston_52,0.117309034
boston_40,0.115553339
boston_14,0.12069061
boston_116,0.120448609
boston_53,0.116923878
boston_42,0.117835583
boston_13,0.120400978
boston_135,0.109427226
boston_36,0.107171906
boston_34,0.106247387
boston_33,0.105303592
boston_72,0.106297476
boston_71,0.107215442
boston_35,0.107296919
boston_180,0.105491342
boston_179,0.105898949
boston_132,0.104090694
boston_73,0.106012121
boston_74,0.105024196
boston_63,0.096143273
boston_65,0.100919669
boston_8,0.096141693
boston_10,0.096314286
boston_11,0.082314286
boston_5,0.091087218
boston_158,0.091543556
boston_56,0.095473684
boston_7,0.075167247
boston_6,0.062616071
boston_55,0.062116319
boston_62,0.085113095
boston_61,0.064935221
boston_4,0.065115078
boston_109,0.076251466
boston_112,0.080652264
boston_110,0.086794615
boston_2,0.092333333
boston_1,0.092869662
boston_108,0.086228571
boston_111,0.08752919
boston_80,0.087669012
boston_79,0.102873139
boston_76,0.103934171
boston_75,0.10274846
boston_133,0.088285714
boston_77,0.106132225
boston_177,0.10582492
boston_178,0.105453968
boston_175,0.102993197
boston_78,0.104053421
boston_176,0.102909542
boston_148,0.105672091
boston_144,0.101242568
boston_145,0.101827372
boston_136,0.093842227
boston_122,0.094415484
boston_143,0.093530509
boston_140,0.09951678
boston_139,0.100571429
boston_141,0.096632714
boston_142,0.087607137
boston_137,0.076038446
boston_150,0.061592807
boston_107,0.073402524
boston_66,0.053002645
boston_124,0.067739556
boston_123,0.063769231
boston_125,0.096750549
boston_128,0.090426996
boston_120,0.079561323
boston_92,0.080475964
boston_155,0.06204783
boston_149,0.051299801
boston_156,0.044977273
boston_152,0.03577847
boston_106,0.090188928
boston_105,0.09181534
boston_104,0.104914159
boston_25,0.101220802
boston_24,0.108816617
boston_27,0.109907087
boston_45,0.111451211
boston_26,0.106989327
boston_84,0.102609307
boston_83,0.104344007
boston_85,0.102118351
boston_86,0.105086684
boston_88,0.10073902
boston_89,0.096309524
boston_138,0.098000722
boston_87,0.103224652
boston_146,0.103997
boston_147,0.108880952
boston_162,0.107874501
boston_82,0.111309877
boston_163,0.106727972
boston_164,0.102666667
boston_81,0.112994203
boston_28,0.109161126
boston_70,0.111315137
boston_43,0.112078531
boston_41,0.11461817
boston_44,0.116068427
boston_21,0.118137853
boston_22,0.114785362
boston_23,0.118893886
boston_118,0.123257844
boston_20,0.114889605
boston_117,0.120639091
boston_19,0.116053608
boston_160,0.12184466
boston_159,0.116005316
boston_54,0.116886048
boston_38,0.113851589
boston_39,0.112811723
boston_30,0.115329272
boston_93,0.119534464
boston_102,0.123605227
boston_94,0.122612661
boston_29,0.119682999
lima_001,0.156506286
lima_024,0.148093703
lima_027,0.155281035
lima_026,0.152978762
lima_019,0.144983748
lima_023,0.149238
lima_008,0.147424796
lima_029,0.148631354
lima_038,0.158705734
lima_007,0.148264233
lima_040,0.146507579
lima_003,0.127699677
lima_022,0.124809747
lima_033,0.147529015
lima_043,0.155291495
lima_042,0.15887848
lima_013,0.148991285
lima_002,0.154059498
lima_018,0.141125823
lima_006,0.150400586
lima_010,0.141062712
lima_037,0.147147952
lima_032,0.145979625
lima_015,0.135310129
lima_034,0.145380112
lima_014,0.133216313
lima_030,0.148293226
lima_031,0.11800173
lima_041,0.130127082
lima_020,0.113262411
lima_012,NA
lima_016,0.101
lima_028,0.141187346
lima_004,0.119
lima_021,0.12110107
lima_036,0.136458645
lima_035,0.146297426
lima_017,0.15385836
lima_009,0.151673488
lima_011,0.148007499
lima_005,0.154056113
lima_025,0.151288457
lima_039,0.158367715
saopaulo_052,0.106682979
saopaulo_056,0.113261684
saopaulo_030,0.100457618
saopaulo_069,0.120247308
saopaulo_059,0.09503146
saopaulo_027,0.115520549
saopaulo_037,0.117975986
saopaulo_022,0.119033163
saopaulo_016,0.118855416
saopaulo_023,0.100730314
saopaulo_042,0.10562795
saopaulo_045,0.093443869
saopaulo_081,0.089101787
saopaulo_072,0.115185319
saopaulo_015,0.119228611
saopaulo_034,0.109848766
saopaulo_053,0.109304962
saopaulo_055,0.113651603
saopaulo_085,0.110091312
saopaulo_017,0.118289116
saopaulo_019,0.12027685
saopaulo_096,0.124180771
saopaulo_066,0.122813845
saopaulo_068,0.12469045
saopaulo_012,0.11803357
saopaulo_040,0.119450309
saopaulo_002,0.119992705
saopaulo_090,0.116315626
saopaulo_048,0.117512362
saopaulo_063,0.111454315
saopaulo_044,0.105194079
saopaulo_026,0.104369484
saopaulo_061,0.11612028
saopaulo_006,0.115121352
saopaulo_070,0.109534845
saopaulo_009,0.112431616
saopaulo_021,0.118859327
saopaulo_071,0.121373556
saopaulo_067,0.097927301
saopaulo_007,0.096810967
saopaulo_080,0.100401527
saopaulo_057,0.11450355
saopaulo_088,0.122331634
saopaulo_094,0.12017777
saopaulo_091,0.119058193
saopaulo_008,0.117824585
saopaulo_010,0.113055498
saopaulo_014,0.115411983
saopaulo_049,0.10841941
saopaulo_054,0.119834598
saopaulo_033,0.117479284
saopaulo_092,0.112832649
saopaulo_079,0.120403855
saopaulo_095,0.122518519
saopaulo_001,0.123278781
saopaulo_087,0.124456802
saopaulo_074,0.121580191
saopaulo_078,0.118330179
saopaulo_004,0.124151605
saopaulo_020,0.126272172
saopaulo_093,0.124492301
saopaulo_024,0.123463424
saopaulo_060,0.124147968
saopaulo_065,0.123639496
saopaulo_018,0.121763337
saopaulo_082,0.11827722
saopaulo_038,0.120505146
saopaulo_028,0.121152689
saopaulo_005,0.121910909
saopaulo_089,0.125336099
saopaulo_036,0.123635037
saopaulo_076,0.124831879
saopaulo_043,0.123602853
saopaulo_035,0.127676208
saopaulo_086,0.125592408
saopaulo_047,0.128340873
saopaulo_046,0.122348991
saopaulo_031,0.126366547
saopaulo_025,0.125568327
saopaulo_032,0.125265611
saopaulo_058,0.115260826
saopaulo_075,0.121467234
saopaulo_077,0.129404255
saopaulo_003,0.115491327
saopaulo_062,0.120971706
saopaulo_013,0.113361833
saopaulo_011,0.10822095
saopaulo_051,0.110724414
saopaulo_083,0.107481515
saopaulo_084,0.12181343
saopaulo_029,0.117081033
saopaulo_050,0.11642743
saopaulo_064,0.117981818
saopaulo_039,0.117767497
saopaulo_073,0.120107466
saopaulo_041,0.115230619
