"nbhd_code","ndvi_2007"
"casablanca_025",0.164601344445504
"casablanca_011",0.188406372209046
"casablanca_012",0.190767372388959
"casablanca_031",0.176139966659675
"casablanca_019",0.133424100102276
"casablanca_016",0.151453598972272
"casablanca_002",0.169974163968129
"casablanca_014",0.167372198516919
"casablanca_022",0.101863912559985
"casablanca_005",0.0841883605468298
"casablanca_015",0.196149358078646
"casablanca_021",0.16349121661549
"casablanca_026",0.149712814226999
"casablanca_027",0.123184068320498
"casablanca_009",0.0887120173708359
"casablanca_010",0.10745651217125
"casablanca_006",0.0961501064301692
"casablanca_033",0.114758138014896
"casablanca_008",0.0873323888750335
"casablanca_023",0.0943128064310394
"casablanca_018",0.166238228325698
"casablanca_032",0.108693462348539
"casablanca_030",0.189914938256843
"casablanca_034",0.172365756317919
"casablanca_001",0.158984085582574
"casablanca_013",0.183245507083474
"casablanca_003",0.169225659449155
"casablanca_029",0.0956219814466235
"casablanca_004",0.0918674448312157
"casablanca_017",0.0988119098525968
"casablanca_028",0.0977898939653357
"casablanca_020",0.0646018945011243
"casablanca_024",0.0727151484055605
"casablanca_007",0.182994434038434
"barcelona_22",0.49113777449445
"barcelona_39",0.462424217230749
"barcelona_40",0.446920254729158
"barcelona_43",0.343900512425399
"barcelona_28",0.237263129366573
"barcelona_41",0.197021900395559
"barcelona_38",0.160502473867555
"barcelona_29",0.241818185585284
"barcelona_25",0.247034636800079
"barcelona_27",0.158319659174491
"barcelona_26",0.153685171374462
"barcelona_24",0.190925235977709
"barcelona_23",0.305853102295804
"barcelona_21",0.298232714792584
"barcelona_20",0.179321461574294
"barcelona_19",0.163653072189368
"barcelona_18",0.113775178704951
"barcelona_8",0.117936688970215
"barcelona_9",0.128564811365798
"barcelona_15",0.108455600842377
"barcelona_14",0.181570410455622
"barcelona_16",0.10753728793719
"barcelona_17",0.0979159647062875
"barcelona_13",0.167117074719243
"barcelona_11",0.248160382952535
"barcelona_12",0.0680062854398197
"barcelona_1",0.107627433182191
