"nbhd_code","ndbi_2013"
"casablanca_025",0.0853298839982952
"casablanca_011",0.0884149670756216
"casablanca_012",0.0779191051755736
"casablanca_031",0.0704479163377938
"casablanca_019",0.0531888618993859
"casablanca_016",0.0146207644716359
"casablanca_002",0.0280606626623618
"casablanca_014",-0.0177426929996694
"casablanca_022",0.0282560782887326
"casablanca_005",0.0448636767300957
"casablanca_015",0.0671714523720032
"casablanca_021",0.0993677870430374
"casablanca_026",0.102663309741125
"casablanca_027",0.0731038579453429
"casablanca_009",0.0474128994951186
"casablanca_010",0.0283312682018429
"casablanca_006",0.0485336906966311
"casablanca_033",0.0589239086067245
"casablanca_008",0.0363698947279881
"casablanca_023",0.0637109196977522
"casablanca_018",0.103328200478446
"casablanca_032",0.0702148133115951
"casablanca_030",0.115831217915554
"casablanca_034",0.085688500600233
"casablanca_001",0.0945810835936348
"casablanca_013",0.0876883026020423
"casablanca_003",0.0822950047238782
"casablanca_029",0.0476244135107562
"casablanca_004",0.0395300559226126
"casablanca_017",0.0421807391632733
"casablanca_028",0.0141130418770102
"casablanca_020",0.0617450432680083
"casablanca_024",0.0165109120498074
"casablanca_007",-0.0267775826419001
"barcelona_22",-0.250914727636501
"barcelona_39",-0.19363133442066
"barcelona_40",-0.189719611269351
"barcelona_43",-0.0937035636274525
"barcelona_28",-0.0333896678957167
"barcelona_41",-0.0203046274663732
"barcelona_38",0.0535031659790806
"barcelona_29",-0.0369485444032723
"barcelona_25",-0.0447508300894912
"barcelona_27",0.0413202600283586
"barcelona_26",0.0391749880019133
"barcelona_24",-0.00383711802902076
"barcelona_23",-0.0862545008618482
"barcelona_21",-0.0939458797142167
"barcelona_20",-0.020914141105083
"barcelona_19",0.0088281951878954
"barcelona_18",0.0795364406543531
"barcelona_8",0.0698821634571221
"barcelona_9",0.0627682813378137
"barcelona_15",0.0633415324839478
"barcelona_14",0.009701118289918
"barcelona_16",0.0643179008533211
"barcelona_17",0.100793636288195
"barcelona_13",0.00508517620146875
"barcelona_11",-0.0593525269142848
"barcelona_12",0.025580145131714
"barcelona_1",0.0773527556372592
"barcelona_2",0.0890124251009333
"barcelona_3",0.00711136761808966
"barcelona_10",0.0631940101042195
"barcelona_7",0.0536495185314096
"barcelona_31",0.0938886769231602
"barcelona_30",-0.0286417405705043
"barcelona_37",0.0102185190468907
"barcelona_32",0.066363675844116
"barcelona_34",-0.0172200554360885
"barcelona_36",-0.0182495355212856
"barcelona_33",0.0422705076617489
"barcelona_6",0.0499838460137566
"barcelona_35",0.0163965898804752
"barcelona_64",0.0777380787901847
"barcelona_63",0.0588821895308371
"barcelona_62",0.0521910708628187
"barcelona_65",0.0408525923399752
"barcelona_5",0.0268574122780599
"barcelona_66",0.0230561834908886
"barcelona_4",0.0108993705446424
"barcelona_67",-0.0316256604823156
"barcelona_68",0.0329477626258831
"barcelona_71",0.00697213945823622
"barcelona_61",0.0400600370344104
"barcelona_72",-0.00684162191981912
"barcelona_73",-0.00699413955263357
"barcelona_69",-0.00513641760499918
"barcelona_70",0.00267731913551778
"barcelona_56",-0.0503420876099497
"barcelona_57",-0.00222313814856963
"barcelona_59",0.0432736900140135
"barcelona_60",0.0416043577550353
"barcelona_44",0.0649217094026269
"barcelona_45",0.0173280651313555
"barcelona_52",0.0484380446695501
"barcelona_53",-0.00958364741570287
"barcelona_58",-0.00188382664047675
"barcelona_54",-0.170018316298102
"barcelona_50",-0.0126017430847033
"barcelona_55",-0.048916739586431
"barcelona_49",-0.0883547202922832
"barcelona_48",-0.0340746773517792
"barcelona_51",0.0503738210188131
"barcelona_46",-0.00788010417137695
"barcelona_47",0.0483910779801658
"barcelona_42",-0.0407087894491497
"istanbul_032",-0.117613187369
"istanbul_015",-0.228855879811403
"istanbul_014",-0.0764113610060355
"istanbul_002",-0.16111594463039
"istanbul_018",-0.0374274677009791
"istanbul_008",-0.0622094474140214
"istanbul_012",-0.0471392228108713
"istanbul_001",-0.115512606314053
"istanbul_004",-0.101639113606435
"istanbul_026",-0.0478283823824123
"istanbul_007",-0.0323573882885324
"istanbul_006",0.0431085033943899
"istanbul_005",0.00229275828322771
"istanbul_022",0.0363941182962754
"istanbul_017",-0.03424012240902
"istanbul_019",-0.211860348813874
"istanbul_035",-0.109602796252252
"istanbul_009",-0.00169919306187224
"istanbul_021",0.0150207133636912
"istanbul_024",-0.0446107280296143
"istanbul_020",-0.0136748343040708
"istanbul_013",-0.0197472249562804
"istanbul_033",-0.124556839659477
"istanbul_030",-0.236841339229873
"istanbul_010",-0.101499732982704
"istanbul_038",-0.0723198760131174
"istanbul_023",-0.0086180741129223
"istanbul_039",0.00298529099925358
"istanbul_025",-0.0342368791033479
"istanbul_028",-0.115094330347355
"istanbul_027",-0.0448990730970012
"istanbul_034",-0.0536555540214355
"istanbul_029",-0.101085583076529
"istanbul_003",-0.00188891434483326
"istanbul_037",-0.0603834776898418
"istanbul_016",-0.222529564742464
"istanbul_011",-0.242149894609347
"istanbul_036",-0.0414510726157192
"istanbul_031",-0.223007644996794
"telaviv_045",-0.0204995327282157
"telaviv_047",-0.0612872837047393
"telaviv_046",-0.0584999801790724
"telaviv_049",-0.0685204847800024
"telaviv_048",-0.0528952199388173
"telaviv_050",-0.0519723549201887
"telaviv_051",-0.0190182531476697
"telaviv_014",-0.0930090635818889
"telaviv_015",-0.109626503875605
"telaviv_007",-0.102410974392485
"telaviv_008",-0.109649404603747
"telaviv_002",-0.000872682857289433
"telaviv_001",-0.015521716886546
"telaviv_004",-0.0413018139442094
"telaviv_009",-0.1392360016903
"telaviv_003",0.0383477164526519
"telaviv_005",-0.043683337663977
"telaviv_010",-0.117950681989136
"telaviv_011",-0.0619851160914714
"telaviv_012",-0.0306984552737656
"telaviv_013",-0.108181876482628
"telaviv_016",-0.103973980051904
"telaviv_018",-0.0878605657811876
"telaviv_019",-0.105807491108435
"telaviv_026",-0.0680192557361248
"telaviv_027",-0.0863244719392662
"telaviv_028",-0.0226069482903696
"telaviv_025",-0.103142400720234
"telaviv_017",-0.0998339902759643
"telaviv_022",-0.0825186954454827
"telaviv_020",-0.0186491398463731
"telaviv_021",-0.0820629259137773
"telaviv_023",-0.102027557411359
"telaviv_024",-0.0987969751741778
"telaviv_070",-0.0895675653203117
"telaviv_060",-0.11935562582638
"telaviv_069",-0.0638962085159649
"telaviv_059",-0.0837178635969262
"telaviv_061",-0.0784839502549954
"telaviv_062",-0.0906897674219962
"telaviv_058",-0.06317705307162
"telaviv_068",-0.0693522328749999
"telaviv_067",-0.0562435300211362
"telaviv_063",-0.06610254288369
"telaviv_065",-0.0575590863694724
"telaviv_064",-0.0555737920851788
"telaviv_066",-0.094497907072151
"telaviv_071",-0.0955925201608867
"telaviv_054",-0.0233719327003744
"telaviv_056",-0.0655887387844864
"telaviv_043",-0.00362738183751202
"telaviv_053",-0.0109976466562652
"telaviv_037",-0.0499709501235218
"telaviv_041",-0.0120956449712326
"telaviv_040",-0.0274902302188832
"telaviv_031",-0.0796703588108861
"telaviv_035",-0.104992331812128
"telaviv_030",-0.083410105248282
"telaviv_034",-0.0943804531082709
"telaviv_036",-0.0478478633044876
"telaviv_057",-0.0405496569138479
"telaviv_032",-0.0909757466301984
"telaviv_006",-0.0678253598189064
"telaviv_033",-0.112312696070921
"telaviv_029",-0.0330127527908498
"telaviv_038",0.00329469889215378
"telaviv_039",-0.0067230059417238
"telaviv_042",-0.0184230273137405
"telaviv_052",-0.00439100709124211
"telaviv_055",-0.0639815561133954
"telaviv_044",-0.00734911227691089
"Johannesburg_1",0.140567443965566
"Johannesburg_2",0.136332810692569
"Johannesburg_3",0.125724869062206
"Johannesburg_6",0.154141753100813
"Johannesburg_23",0.0808638909039191
"Johannesburg_125",0.0663309026450684
"Johannesburg_122",0.108220604604569
"Johannesburg_119",0.110096680124426
"Johannesburg_24",0.0934999183917962
"Johannesburg_18",0.0729382043987908
"Johannesburg_54",0.0111574350482542
"Johannesburg_55",0.0204266816231636
"Johannesburg_124",0.048016748337761
"Johannesburg_68",0.0675868586783413
"Johannesburg_58",0.020340380546351
"Johannesburg_29",0.0782797873828236
"Johannesburg_27",0.0962451961557384
"Johannesburg_26",0.0746703939291987
"Johannesburg_28",0.0936168207604766
"Johannesburg_25",0.0586256755762761
"Johannesburg_30",0.0987874456166435
"Johannesburg_31",0.0853588281385768
"Johannesburg_70",0.0413708630352579
"Johannesburg_39",0.0899923983132687
"Johannesburg_40",0.0897425606214464
"Johannesburg_82",0.0436099037822727
"Johannesburg_86",-0.017040686316225
"Johannesburg_88",-0.0628772937515313
"Johannesburg_89",-0.062735753362449
"Johannesburg_85",-0.0432549149867508
"Johannesburg_126",-0.0545602170949461
"Johannesburg_98",-0.0832736330391674
"Johannesburg_99",-0.0905769585770872
"Johannesburg_117",-0.0865919198086546
"Johannesburg_102",-0.0794434275231594
"Johannesburg_90",-0.107776002499816
"Johannesburg_87",-0.10013222139878
"Johannesburg_69",-0.0262308904294591
"Johannesburg_60",0.0103924294695645
"Johannesburg_67",-0.0477081355823693
"Johannesburg_59",0.0250624097364783
"Johannesburg_123",0.0293380862966807
"Johannesburg_63",0.0496196570008886
"Johannesburg_62",0.0424784478712143
"Johannesburg_64",0.00409426792895031
"Johannesburg_66",-0.0305336038226195
"Johannesburg_73",-0.102673955296756
"Johannesburg_74",-0.0799541793714045
"Johannesburg_91",-0.065013034726879
"Johannesburg_103",-0.092451424185797
"Johannesburg_108",0.0617643772368411
"Johannesburg_107",0.0643425297485913
"Johannesburg_81",-0.00730827739379315
"Johannesburg_75",0.0556326790398971
"Johannesburg_76",0.0575294730467471
"Johannesburg_116",0.067797892880476
"Johannesburg_105",0.0544260167701853
"Johannesburg_72",-0.0796426337667218
"Johannesburg_118",-0.0345277894479515
"Johannesburg_65",0.0483208321421401
"Johannesburg_57",0.0511066341160666
"Johannesburg_61",0.0528712954094003
"Johannesburg_56",0.00809614055374958
"Johannesburg_32",0.0428368753902659
"Johannesburg_77",0.113806197011594
"Johannesburg_78",0.0981143069984837
"Johannesburg_111",0.0876159076534524
"Johannesburg_79",0.0884244120473497
"Johannesburg_110",0.0694950013235002
"Johannesburg_80",0.0942345281843261
"Johannesburg_93",0.0613572449441417
"Johannesburg_112",0.0360521086975206
"Johannesburg_92",0.0302134851707023
"Johannesburg_94",0.0119753675777668
"Johannesburg_113",0.104764975822725
"Johannesburg_96",0.0834538976773678
"Johannesburg_106",-0.0660123504065143
"Johannesburg_109",-0.0359995359716115
"Johannesburg_115",-0.0448303401202074
