"nbhd_code","ndbi_2005"
"casablanca_025",0.118204258005636
"casablanca_011",0.133172484736126
"casablanca_012",0.151188618908114
"casablanca_031",0.104373258639839
"casablanca_019",0.0862020852749719
"casablanca_016",0.0320509806821826
"casablanca_002",0.0588599445919469
"casablanca_014",-0.0118023696367625
"casablanca_022",0.013044222540955
"casablanca_005",0.024403051205783
"casablanca_015",0.0999370669135881
"casablanca_021",0.124424228150688
"casablanca_026",0.133463462241128
"casablanca_027",0.103424882418452
"casablanca_009",0.042908495234571
"casablanca_010",0.0128551913060601
"casablanca_006",0.0377345833860123
"casablanca_033",0.070556553029623
"casablanca_008",0.0283039333854421
"casablanca_023",0.0775936971987804
"casablanca_018",0.126584907030612
"casablanca_032",0.0893133308291933
"casablanca_030",0.133853024514962
"casablanca_034",0.115878085405823
"casablanca_001",0.136759404431818
"casablanca_013",0.116854834359661
"casablanca_003",0.106665296197263
"casablanca_029",0.0560724276358762
"casablanca_004",0.0430286012887117
"casablanca_017",0.0402378012034573
"casablanca_028",0.00541943951540949
"casablanca_020",0.0301520962992907
"casablanca_024",0.00986521458505875
"casablanca_007",-0.012182758287517
"barcelona_22",-0.185259356315901
"barcelona_39",-0.134885358368097
"barcelona_40",-0.135064107731014
"barcelona_43",-0.0509323969256643
"barcelona_28",-0.0144611038483213
"barcelona_41",-0.00723566127097942
"barcelona_38",0.0483754244751081
"barcelona_29",-0.00674833691791106
"barcelona_25",-0.0209734093034384
"barcelona_27",0.043870651058789
"barcelona_26",0.0375427326406175
"barcelona_24",0.000175176968105547
"barcelona_23",-0.0442656167279272
"barcelona_21",-0.0604517683666598
"barcelona_20",-0.0113036718493184
"barcelona_19",0.0131651171894359
"barcelona_18",0.0669436270911299
"barcelona_8",0.0787929017461865
"barcelona_9",0.0579040463541307
"barcelona_15",0.0536139522395803
"barcelona_14",0.0257684241131407
"barcelona_16",0.0626521356562431
"barcelona_17",0.089455522296547
"barcelona_13",0.0159119151679424
"barcelona_11",-0.0242313295116317
"barcelona_12",0.0241737616837977
"barcelona_1",0.0831840142295853
"barcelona_2",0.0897066400880748
"barcelona_3",0.0167395801793382
"barcelona_10",0.0768452810134594
"barcelona_7",0.0602746731863387
"barcelona_31",0.0992953038072474
