nbhd_code,ndvi_all
vancouver_003,0.416235122
vancouver_002,0.349872415
vancouver_004,0.217133013
vancouver_105,0.193330549
vancouver_005,0.269047649
vancouver_007,0.168370502
vancouver_006,0.23903843
vancouver_109,0.312580729
vancouver_009,0.154520631
vancouver_008,0.193442931
vancouver_117,0.288721357
vancouver_110,0.238253494
vancouver_118,0.203914189
vancouver_010,0.109015958
vancouver_001,0.278813853
vancouver_102,0.193492239
vancouver_100,0.159430135
vancouver_028,0.244545961
vancouver_098,0.176211821
vancouver_099,0.223599255
vancouver_095,0.169271095
vancouver_072,0.207642525
vancouver_070,0.178755962
vancouver_069,0.202597237
tokyo_011,0.148045543
tokyo_009,0.122024375
tokyo_008,0.14990648
tokyo_023,0.164083912
tokyo_022,0.172103852
tokyo_021,0.167607486
tokyo_007,0.106350167
tokyo_002,0.06412311
tokyo_006,0.103413594
tokyo_003,0.156903957
tokyo_010,0.168963524
tokyo_013,0.188990621
tokyo_001,0.180811146
tokyo_005,0.199686536
tokyo_004,0.171344662
tokyo_016,0.151926425
tokyo_014,0.188298212
tokyo_017,0.204178259
tokyo_018,0.134888284
tokyo_019,0.215392515
tokyo_020,0.248996749
tokyo_015,0.246238371
tokyo_012,0.217557549
melbourne_83,0.318651863
melbourne_84,0.35468702
melbourne_85,0.427995999
melbourne_81,0.380186296
melbourne_82,0.359022382
melbourne_56,0.340965754
melbourne_54,0.41818163
melbourne_57,0.282309438
melbourne_53,0.202419831
melbourne_58,0.211451733
melbourne_61,0.215241131
melbourne_60,0.15533012
melbourne_63,0.218687483
melbourne_59,0.1963654
melbourne_42,0.278176336
melbourne_46,0.221576613
melbourne_62,0.193140357
melbourne_45,0.247170497
melbourne_64,0.187247553
melbourne_43,0.211423121
melbourne_44,0.25226739
melbourne_51,0.231589519
melbourne_49,0.209388921
melbourne_50,0.294333893
melbourne_48,0.222180958
melbourne_93,0.227920981
melbourne_92,0.188968214
melbourne_31,0.162036234
melbourne_34,0.184952966
melbourne_47,0.193120046
melbourne_40,0.131115732
melbourne_35,0.148756566
melbourne_33,0.16997319
melbourne_15,0.158950594
melbourne_22,0.179595195
melbourne_21,0.244289865
melbourne_24,0.234544238
melbourne_28,0.136504787
melbourne_18,0.093352007
melbourne_38,0.128926423
melbourne_13,0.190515507
melbourne_20,0.287492786
melbourne_37,0.118208526
melbourne_41,0.220668759
melbourne_39,0.197143208
melbourne_36,0.220751909
melbourne_1,0.117778439
melbourne_2,0.181835189
melbourne_7,0.141650992
melbourne_6,0.174458516
melbourne_8,0.171665821
melbourne_4,0.172419289
melbourne_52,0.240607683
melbourne_55,0.24612468
melbourne_5,0.23886831
melbourne_10,0.259212053
melbourne_12,0.227035504
melbourne_9,0.274337895
melbourne_3,0.214070952
melbourne_11,0.234676308
melbourne_17,0.159184064
melbourne_16,0.245494285
melbourne_23,0.07825922
melbourne_19,0.143171021
melbourne_14,0.07358357
melbourne_27,0.154402836
melbourne_26,0.175525658
melbourne_29,0.153768572
melbourne_32,0.15265876
melbourne_30,0.14476715
melbourne_73,0.188265843
melbourne_75,0.189371278
melbourne_25,0.208897798
melbourne_66,0.305093088
melbourne_74,0.208132047
melbourne_67,0.321720993
melbourne_78,0.216398886
melbourne_71,0.296618007
melbourne_80,0.298413497
melbourne_89,0.282492271
melbourne_72,0.153899545
melbourne_77,0.213868564
melbourne_76,0.226372384
melbourne_79,0.215682743
melbourne_86,0.262108549
melbourne_68,0.316339689
melbourne_65,0.33069036
melbourne_88,0.263790262
melbourne_91,0.301054932
melbourne_90,0.34999627
melbourne_87,0.367782655
melbourne_70,0.323835396
melbourne_69,0.328815444
losangeles_001,0.294129224
losangeles_002,0.285587088
losangeles_006,0.235616474
losangeles_007,0.344503745
losangeles_005,0.251023926
losangeles_003,0.311153345
losangeles_004,0.231473341
losangeles_009,0.44702802
losangeles_008,0.314133532
losangeles_022,0.127242406
losangeles_020,0.187736473
losangeles_019,0.226624176
losangeles_018,0.190734745
losangeles_011,0.244035732
losangeles_013,0.128593847
losangeles_012,0.237875186
losangeles_010,0.286289845
losangeles_014,0.233222108
losangeles_015,0.290380502
losangeles_016,0.116669758
losangeles_017,0.144093297
losangeles_021,0.184915106
mexico_014,0.449882908
mexico_005,0.527867557
mexico_001,0.398565972
mexico_010,0.545496705
mexico_004,0.256905213
mexico_016,0.357034853
mexico_009,0.147985787
mexico_013,0.276221732
mexico_012,0.479599271
mexico_007,0.20389392
mexico_002,0.162922314
mexico_011,0.279434889
mexico_006,0.159045455
mexico_015,0.148976575
mexico_008,0.150154052
mexico_003,0.196122395
chicago_30,0.303372778
chicago_59,0.294227004
chicago_73,0.336301065
chicago_61,0.335171398
chicago_45,0.380427822
chicago_46,0.350354654
chicago_67,0.324734632
chicago_9,0.435793265
chicago_3,0.289146748
chicago_4,0.293211728
chicago_14,0.296991247
chicago_12,0.290891698
chicago_58,0.31141886
chicago_13,0.288754853
chicago_63,0.251241432
chicago_20,0.276636757
chicago_62,0.294228011
chicago_65,0.284144639
chicago_76,0.326484926
chicago_6,0.294304029
chicago_29,0.280624335
chicago_33,0.304332279
chicago_68,0.336263098
chicago_36,0.315261345
chicago_28,0.263049243
chicago_47,0.144145244
chicago_41,0.163736668
chicago_48,0.218978185
chicago_17,0.300423118
chicago_55,0.314134653
chicago_2,0.160861545
chicago_10,0.173781836
chicago_50,0.21897797
chicago_25,0.188257972
chicago_43,0.207852222
chicago_42,0.140165471
chicago_49,0.171169802
chicago_75,0.200819776
chicago_19,0.279194701
chicago_32,0.243027249
chicago_52,0.265757661
chicago_64,0.208268233
chicago_11,0.187058435
chicago_26,0.228834832
chicago_15,0.288837188
chicago_70,0.342452008
chicago_23,0.328654502
chicago_72,0.234439735
chicago_16,0.227223587
chicago_27,0.256832749
chicago_69,0.268058898
chicago_1,0.167295472
chicago_71,0.257466077
chicago_5,0.289183895
chicago_56,0.314801765
chicago_22,0.339422756
chicago_54,0.339987953
chicago_24,0.428175546
chicago_35,0.300953052
chicago_18,0.335636925
chicago_44,0.29940071
chicago_8,0.256092871
chicago_57,0.278610573
chicago_84,0.255423934
chicago_34,0.272832923
chicago_53,0.364977912
chicago_31,0.242773337
chicago_7,0.213377047
chicago_40,0.22736719
chicago_39,0.336493208
chicago_74,0.321931952
chicago_60,0.253783545
chicago_21,0.246408854
chicago_66,0.298284082
chicago_51,0.260236982
chicago_37,0.228255086
chicago_38,0.231204623
detroit_047,0.482187442
detroit_046,0.341018542
detroit_249,0.491431245
detroit_059,0.561130471
detroit_045,0.240674211
detroit_044,0.499859128
detroit_234,0.547991141
detroit_048,0.446548604
detroit_042,0.510275893
detroit_040,0.309666204
detroit_049,0.427862603
detroit_175,0.39147691
detroit_222,0.421920828
detroit_177,0.374075933
detroit_176,0.426752572
detroit_153,0.425423039
detroit_174,0.3746627
detroit_251,0.454549293
detroit_173,0.387572124
detroit_160,0.261021931
detroit_161,0.300779222
detroit_233,0.32533123
detroit_206,0.344356888
detroit_162,0.381276579
detroit_158,0.388718223
detroit_164,0.378728043
detroit_165,0.357313073
detroit_166,0.451758771
detroit_258,0.475049389
detroit_167,0.433351635
detroit_169,0.402752053
detroit_171,0.459311219
detroit_172,0.477645131
detroit_170,0.310723439
detroit_242,0.300605685
detroit_039,0.421833294
detroit_168,0.372400583
detroit_178,0.330547812
detroit_038,0.389671876
detroit_037,0.394297845
detroit_179,0.268302494
detroit_180,0.320163383
detroit_033,0.451179885
detroit_032,0.437064882
detroit_036,0.369644126
detroit_043,0.452987081
detroit_041,0.464262033
detroit_035,0.227198145
detroit_060,0.248861984
detroit_064,0.259088573
detroit_063,0.298805095
detroit_061,0.400973302
detroit_154,0.417376679
detroit_058,0.444635448
detroit_062,0.293423991
detroit_257,0.444710069
detroit_052,0.376717022
detroit_053,0.323395615
detroit_057,0.444448691
detroit_054,0.441162592
detroit_051,0.384053868
detroit_050,0.430575514
detroit_034,0.384613704
detroit_275,0.316423853
detroit_290,0.384374622
detroit_294,0.398356135
detroit_276,0.252934259
detroit_232,0.357770401
detroit_273,0.307661159
detroit_256,0.316185548
detroit_277,0.336489213
detroit_246,0.360370167
detroit_224,0.329786753
detroit_270,0.330968438
detroit_274,0.347848665
detroit_289,0.293567427
detroit_269,0.262810004
detroit_283,0.228288835
detroit_288,0.363738602
detroit_284,0.238745932
detroit_285,0.378662268
detroit_287,0.403808974
detroit_291,0.421685848
detroit_293,0.434044781
detroit_292,0.409827232
detroit_163,0.344223968
detroit_286,0.378746692
detroit_279,0.316842163
detroit_156,0.289645722
detroit_157,0.331382311
detroit_278,0.274702041
detroit_280,0.244227316
detroit_155,0.304714508
detroit_115,0.291415766
detroit_297,0.435495785
detroit_114,0.333038763
detroit_116,0.241486805
detroit_281,0.267645399
detroit_282,0.250427542
detroit_250,0.25969867
detroit_238,0.262861389
detroit_124,0.271056256
detroit_118,0.296257443
detroit_123,0.234885224
detroit_184,0.289755245
detroit_197,0.283029042
detroit_271,0.224505317
detroit_272,0.318242424
detroit_239,0.335955793
detroit_152,0.316871527
detroit_196,0.311457455
detroit_194,0.305606348
detroit_119,0.315302103
detroit_027,0.158485124
detroit_195,0.351851531
detroit_098,0.350536013
detroit_099,0.301787019
detroit_193,0.293346823
detroit_014,0.343866057
detroit_122,0.297979736
detroit_120,0.288688066
detroit_121,0.318140676
detroit_231,0.293938935
detroit_185,0.278546532
detroit_189,0.292535324
detroit_191,0.312667959
detroit_188,0.39723239
detroit_192,0.352808008
detroit_100,0.376400989
detroit_144,0.355736129
detroit_095,0.373366718
detroit_148,0.339021486
detroit_031,0.298030005
detroit_229,0.3419174
detroit_066,0.345386457
detroit_028,0.199988686
detroit_187,0.308632609
detroit_254,0.288633142
detroit_186,0.394064794
detroit_253,0.326453998
detroit_142,0.289594855
detroit_030,0.344003694
detroit_259,0.344271474
detroit_105,0.306636414
detroit_107,0.269648322
detroit_092,0.277306797
detroit_109,0.281022338
detroit_108,0.242910609
detroit_016,0.296571159
detroit_237,0.265002467
detroit_093,0.198990927
detroit_009,0.237219557
detroit_094,0.243412626
detroit_262,0.275961045
detroit_106,0.221682949
detroit_295,0.289777219
detroit_296,0.298664204
detroit_159,0.223684842
detroit_263,0.333730257
detroit_083,0.255541714
detroit_084,0.265763248
detroit_081,0.267175333
detroit_080,0.290012087
detroit_068,0.32739864
detroit_247,0.371547069
detroit_079,0.423959479
detroit_071,0.361581757
detroit_070,0.351273601
detroit_004,0.349361481
detroit_082,0.321474559
detroit_078,0.301063163
detroit_006,0.274287847
detroit_085,0.266383622
detroit_086,0.286953601
detroit_007,0.358292968
detroit_087,0.365844782
detroit_091,0.255002052
detroit_088,0.309750236
detroit_089,0.252993426
detroit_090,0.269498497
detroit_110,0.295063213
detroit_111,0.343935859
detroit_140,0.193846845
detroit_141,0.287303613
detroit_205,0.280097636
detroit_026,0.143338082
detroit_213,0.183900903
detroit_214,0.256022298
detroit_228,0.199918948
detroit_227,0.298769994
detroit_240,0.145356775
detroit_012,0.174984831
detroit_001,0.257146464
detroit_204,0.22115273
detroit_002,0.206301553
detroit_202,0.083641191
detroit_200,0.312608939
detroit_212,0.361922212
detroit_210,0.340272434
detroit_211,0.406324467
detroit_024,0.296418563
detroit_236,0.36284191
detroit_008,0.352873166
detroit_010,0.360665031
detroit_011,0.40406727
detroit_221,0.343326565
detroit_198,0.375411308
detroit_260,0.340291515
detroit_203,0.415966383
detroit_199,0.347598327
detroit_065,0.258480558
detroit_025,0.1027591
detroit_245,0.345962594
detroit_020,0.421708494
detroit_241,0.347556689
detroit_029,0.237077705
detroit_023,0.174282142
detroit_021,0.446181588
detroit_022,0.375359424
detroit_019,0.38640551
detroit_268,0.293652745
detroit_209,0.364781636
detroit_018,0.339256569
detroit_005,0.313965208
detroit_077,0.366495209
detroit_076,0.348270708
detroit_072,0.314809648
detroit_075,0.360323116
detroit_015,0.395930561
detroit_143,0.28215522
detroit_074,0.338122823
detroit_243,0.319597954
detroit_073,0.323055929
detroit_136,0.310918301
detroit_137,0.308217674
detroit_138,0.247870479
detroit_183,0.296885179
detroit_255,0.303547201
detroit_244,0.279022944
detroit_017,0.121803928
detroit_219,0.348305485
detroit_264,0.352428688
detroit_267,0.314380314
detroit_003,0.261898231
detroit_266,0.16504297
detroit_265,0.472561874
detroit_261,0.317103822
detroit_220,0.404945995
detroit_139,0.296828246
detroit_182,0.322374415
detroit_151,0.354778431
detroit_181,0.361668818
detroit_133,0.322487125
detroit_126,0.282282217
detroit_129,0.265918136
detroit_134,0.292123507
detroit_135,0.297855061
detroit_128,0.278593515
detroit_127,0.329972525
detroit_132,0.303244633
detroit_131,0.260490417
detroit_069,0.249473708
detroit_130,0.25970109
detroit_067,0.24568702
detroit_201,0.269406443
detroit_216,0.077424088
detroit_215,0.099616241
detroit_217,0.127058873
detroit_226,0.172778554
detroit_218,0.192520234
detroit_013,0.178899737
detroit_097,0.382918341
detroit_096,0.383066258
detroit_125,0.227719955
detroit_223,0.314481467
detroit_150,0.373180383
detroit_235,0.30923806
detroit_252,0.279061009
detroit_146,0.354082693
detroit_145,0.2270218
detroit_225,0.302208106
detroit_248,0.29664097
detroit_102,0.383388464
detroit_103,0.300595082
detroit_207,0.291972921
detroit_147,0.192534595
detroit_149,0.255506638
detroit_230,0.304784706
detroit_104,0.275029294
detroit_112,0.312428015
detroit_113,0.307627777
detroit_117,0.323205012
detroit_190,0.270413679
detroit_101,0.14996803
detroit_055,0.446459803
detroit_208,0.426208846
detroit_056,0.448856042
atlanta_120,0.485795881
atlanta_018,0.519211731
atlanta_001,0.472583352
atlanta_013,0.223565216
atlanta_105,0.519789798
atlanta_108,0.54591912
atlanta_008,0.568603704
atlanta_077,0.556335329
atlanta_083,0.56798301
atlanta_089,0.54245901
atlanta_084,0.544520875
atlanta_020,0.534953698
atlanta_081,0.513816014
atlanta_082,0.451165113
atlanta_038,0.431253103
atlanta_037,0.46318072
atlanta_055,0.525673963
atlanta_025,0.541813203
atlanta_104,0.477307705
atlanta_118,0.491953511
atlanta_026,0.604429791
atlanta_024,0.52518917
atlanta_101,0.38821743
atlanta_069,0.463083551
atlanta_126,0.46947106
atlanta_064,0.409458444
atlanta_027,0.495907127
atlanta_074,0.462890202
atlanta_070,0.51759139
atlanta_125,0.445462771
atlanta_014,0.502545678
atlanta_028,0.614576413
atlanta_045,0.63013202
atlanta_079,0.574278384
atlanta_068,0.413798713
atlanta_065,0.370712634
atlanta_114,0.323753316
atlanta_050,0.299720008
atlanta_066,0.382992216
atlanta_109,0.359533479
atlanta_106,0.482875344
atlanta_067,0.607078732
atlanta_075,0.560645942
atlanta_049,0.490500392
atlanta_012,0.303944396
atlanta_052,0.462092994
atlanta_041,0.357254104
atlanta_048,0.539095237
atlanta_034,0.539699422
atlanta_060,0.568226919
atlanta_103,0.425869064
atlanta_035,0.264657828
atlanta_112,0.301358281
atlanta_040,0.167106099
atlanta_097,0.265406592
atlanta_029,0.239198072
atlanta_005,0.175876953
atlanta_036,0.21774829
atlanta_039,0.329956877
atlanta_053,0.424626115
atlanta_051,0.278168784
atlanta_056,0.526015508
atlanta_063,0.470118278
atlanta_054,0.377515461
atlanta_078,0.327787979
atlanta_094,0.482158054
atlanta_116,0.357176904
atlanta_095,0.381800766
atlanta_091,0.424181283
atlanta_092,0.459157276
atlanta_093,0.482246443
atlanta_122,0.529883702
atlanta_121,0.592546753
atlanta_090,0.429208924
atlanta_073,0.410772309
atlanta_123,0.454627929
atlanta_009,0.410465906
atlanta_107,0.276221601
atlanta_007,0.191991185
atlanta_006,0.477197404
atlanta_110,0.492022807
atlanta_129,0.362101608
atlanta_010,0.251715712
atlanta_085,0.301820028
atlanta_096,0.19994462
atlanta_135,0.317055774
atlanta_115,0.291173025
atlanta_086,0.323836682
atlanta_030,0.48323257
atlanta_061,0.603003451
atlanta_087,0.490486446
atlanta_072,0.419444393
atlanta_117,0.589126543
atlanta_019,0.63757505
atlanta_004,0.58927828
atlanta_111,0.542750788
atlanta_011,0.438688569
atlanta_102,0.606937338
atlanta_100,0.61834105
atlanta_119,0.624060266
atlanta_130,0.518566284
atlanta_002,0.398222198
atlanta_003,0.437601012
atlanta_127,0.57134898
atlanta_128,0.29391519
atlanta_133,0.4189852
atlanta_132,0.586412664
atlanta_131,0.432003291
atlanta_099,0.527415484
atlanta_124,0.548758295
atlanta_088,0.490533829
atlanta_021,0.608249662
atlanta_022,0.605061926
atlanta_080,0.526963091
atlanta_023,0.590740338
atlanta_098,0.572108672
atlanta_134,0.580416286
atlanta_113,0.601619665
atlanta_032,0.465477926
atlanta_057,0.543927632
atlanta_062,0.632402653
atlanta_071,0.474723056
atlanta_058,0.575513425
atlanta_059,0.610802086
atlanta_047,0.598367798
atlanta_042,0.580634776
atlanta_033,0.608999682
atlanta_043,0.541035715
atlanta_044,0.613092084
atlanta_031,0.602557103
atlanta_017,0.570964308
atlanta_015,0.591283719
atlanta_046,0.589901634
atlanta_076,0.657901879
atlanta_016,0.549425596
newyork_021,0.423170194
newyork_055,0.284563321
newyork_032,0.290983808
newyork_039,0.211680855
newyork_041,0.208751421
newyork_040,0.135535563
newyork_038,0.253042589
newyork_037,0.195307136
newyork_036,0.251038869
newyork_035,0.213834051
newyork_022,0.426287917
newyork_023,0.368801238
newyork_020,0.143514323
newyork_017,0.091377231
newyork_016,0.344132523
newyork_015,0.168415498
newyork_014,0.250993088
newyork_042,0.176669401
newyork_050,0.176787163
newyork_018,0.145951706
newyork_024,0.123285318
newyork_025,0.169351398
newyork_019,0.197598136
newyork_027,0.200582711
newyork_028,0.24833015
newyork_029,0.190644799
newyork_034,0.17218035
newyork_033,0.180905488
newyork_026,0.192719233
newyork_030,0.178402002
newyork_051,0.272454187
newyork_031,0.242173349
newyork_054,0.263381909
newyork_052,0.300293449
newyork_049,0.286187675
newyork_048,0.247264274
newyork_043,0.175958921
newyork_044,0.305760235
newyork_045,0.414279765
newyork_047,0.381603801
newyork_053,0.280749258
newyork_046,0.272263522
newyork_003,0.367560985
newyork_009,0.243914714
newyork_004,0.252406907
newyork_002,0.380705836
newyork_001,0.391298774
newyork_006,0.203915507
newyork_005,0.301279302
newyork_007,0.170001374
newyork_011,0.273203593
newyork_008,0.169620371
newyork_013,0.175614226
newyork_010,0.158363426
newyork_012,0.241690799
boston_151,0.432821118
boston_153,0.237539581
boston_47,0.328898987
boston_46,0.357989045
boston_51,0.204492662
boston_95,0.112383492
boston_48,0.290348669
boston_91,0.194058614
boston_168,0.211493595
boston_165,0.239543074
boston_169,0.224927851
boston_167,0.19659268
boston_166,0.278197849
boston_171,0.223486191
boston_90,0.220498222
boston_170,0.217569941
boston_157,0.152071591
boston_174,0.161625532
boston_50,0.145007465
boston_154,0.108670247
boston_121,0.114181404
boston_49,0.170743706
boston_58,0.115991542
boston_59,0.202663985
boston_127,0.143198207
boston_96,0.252206048
boston_126,0.219134395
boston_130,0.189583913
boston_97,0.199780879
boston_67,0.431893932
boston_60,0.276449777
boston_131,0.310531665
boston_129,0.2434591
boston_68,0.499717571
boston_3,0.283530637
boston_172,0.23600434
boston_173,0.255753585
boston_12,0.237795236
boston_64,0.248219453
boston_134,0.277281959
boston_18,0.416515951
boston_115,0.361958862
boston_114,0.380392162
boston_99,0.332460819
boston_98,0.372607151
boston_17,0.425891318
boston_101,0.444407561
boston_113,0.381534927
boston_57,0.343250777
boston_9,0.362111528
boston_100,0.366016697
boston_32,0.521205982
boston_31,0.435884774
boston_37,0.549555853
boston_119,0.582664574
boston_69,0.468190425
boston_103,0.484557488
boston_15,0.459389605
boston_161,0.625674288
boston_16,0.455451805
boston_52,0.400006479
boston_40,0.450723477
boston_14,0.394491088
boston_116,0.541183457
boston_53,0.420378697
boston_42,0.384877256
boston_13,0.565031174
boston_135,0.414809906
boston_36,0.490165887
boston_34,0.459349723
boston_33,0.349246326
boston_72,0.413077977
boston_71,0.311295984
boston_35,0.380671739
boston_180,0.353153447
boston_179,0.423019104
boston_132,0.254417513
boston_73,0.340845602
boston_74,0.267986885
boston_63,0.257238295
boston_65,0.307040666
boston_8,0.231328493
boston_10,0.262656213
boston_11,0.203157772
boston_5,0.176518805
boston_158,0.225074256
boston_56,0.315607964
boston_7,0.206680212
boston_6,0.312141505
boston_55,0.239070925
boston_62,0.218017349
boston_61,0.144081056
boston_4,0.238857347
boston_109,0.269328343
boston_112,0.225699241
boston_110,0.351006714
boston_2,0.215071102
boston_1,0.261580121
boston_108,0.321672364
boston_111,0.331482078
boston_80,0.295853394
boston_79,0.234198256
boston_76,0.359202956
boston_75,0.280097379
boston_133,0.177862887
boston_77,0.2926483
boston_177,0.390201854
boston_178,0.45398184
boston_175,0.403957268
boston_78,0.3666036
boston_176,0.404795379
boston_148,0.178278651
boston_144,0.332398092
boston_145,0.399856571
boston_136,0.150541144
boston_122,0.112327211
boston_143,0.215258749
boston_140,0.281378441
boston_139,0.39912141
boston_141,0.390637729
boston_142,0.311298616
boston_137,0.323383205
boston_150,0.319246969
boston_107,0.383595959
boston_66,0.341984378
boston_124,0.206488145
boston_123,0.283335223
boston_125,0.270033687
boston_128,0.176923488
boston_120,0.122078868
boston_92,0.270620815
boston_155,0.305225667
boston_149,0.279224632
boston_156,0.264350602
boston_152,0.271409424
boston_106,0.324235779
boston_105,0.336680429
boston_104,0.395465071
boston_25,0.386272014
boston_24,0.458547274
boston_27,0.414555982
boston_45,0.449652498
boston_26,0.42623674
boston_84,0.418912599
boston_83,0.414430103
boston_85,0.364305863
boston_86,0.42357372
boston_88,0.383083849
boston_89,0.328272922
boston_138,0.38750901
boston_87,0.369853143
boston_146,0.343859179
boston_147,0.284068666
boston_162,0.370486432
boston_82,0.385742327
boston_163,0.392931276
boston_164,0.39870305
boston_81,0.41723331
boston_28,0.423438449
boston_70,0.413951285
boston_43,0.458500664
boston_41,0.391256354
boston_44,0.483347974
boston_21,0.364184122
boston_22,0.489711177
boston_23,0.426447867
boston_118,0.62826562
boston_20,0.387216654
boston_117,0.484826836
boston_19,0.411158717
boston_160,0.428471369
boston_159,0.481867322
boston_54,0.454158736
boston_38,0.414594146
boston_39,0.442638273
boston_30,0.486124092
boston_93,0.46240128
boston_102,0.484766751
boston_94,0.49566631
boston_29,0.401400965
lima_001,0.043990728
lima_024,0.022969719
lima_027,0.096125052
lima_026,0.086884393
lima_019,0.068423383
lima_023,0.089855496
lima_008,0.090398604
lima_029,0.09641797
lima_038,0.014017776
lima_007,0.019453714
lima_040,0.096261449
lima_003,0.02962763
lima_022,0.03004384
lima_033,0.035171912
lima_043,0.071380232
lima_042,0.009431579
lima_013,0.131424187
lima_002,0.068076651
lima_018,0.078297553
lima_006,0.072038804
lima_010,0.08103579
lima_037,0.081960519
lima_032,0.05793453
lima_015,0.028543264
lima_034,0.092161942
lima_014,0.053794912
lima_030,0.145639059
lima_031,0.049765052
lima_041,0.0544673
lima_020,0.015989923
lima_012,0.041592124
lima_016,0.040283933
lima_028,0.044185397
lima_004,0.014451814
lima_021,0.022405131
lima_036,0.035442182
lima_035,0.03745659
lima_017,0.050537571
lima_009,0.060920267
lima_011,0.037557625
lima_005,0.090422672
lima_025,0.085011609
lima_039,0.00802274
saopaulo_052,0.724125178
saopaulo_056,0.532938138
saopaulo_030,0.337089069
saopaulo_069,0.148631048
saopaulo_059,0.153820009
saopaulo_027,0.213479194
saopaulo_037,0.141875237
saopaulo_022,0.129855698
saopaulo_016,0.167781687
saopaulo_023,0.243928566
saopaulo_042,0.354232527
saopaulo_045,0.263355114
saopaulo_081,0.213853764
saopaulo_072,0.194496771
saopaulo_015,0.160002989
saopaulo_034,0.164640564
saopaulo_053,0.222796798
saopaulo_055,0.267299005
saopaulo_085,0.311503688
saopaulo_017,0.237626782
saopaulo_019,0.210060306
saopaulo_096,0.251901614
saopaulo_066,0.304260759
saopaulo_068,0.221806566
saopaulo_012,0.249686329
saopaulo_040,0.19533765
saopaulo_002,0.215742929
saopaulo_090,0.14558651
saopaulo_048,0.133997743
saopaulo_063,0.173541718
saopaulo_044,0.192215299
saopaulo_026,0.236566206
saopaulo_061,0.182636409
saopaulo_006,0.152278347
saopaulo_070,0.12630142
saopaulo_009,0.135254864
saopaulo_021,0.179471495
saopaulo_071,0.204966834
saopaulo_067,0.121811495
saopaulo_007,0.168138671
saopaulo_080,0.151464149
saopaulo_057,0.16462226
saopaulo_088,0.119585673
saopaulo_094,0.100142164
saopaulo_091,0.117733843
saopaulo_008,0.134214774
saopaulo_010,0.097976176
saopaulo_014,0.127305256
saopaulo_049,0.154512108
saopaulo_054,0.141630127
saopaulo_033,0.138136462
saopaulo_092,0.16571239
saopaulo_079,0.161167638
saopaulo_095,0.151381541
saopaulo_001,0.132721606
saopaulo_087,0.145985867
saopaulo_074,0.13784683
saopaulo_078,0.154700108
saopaulo_004,0.128751104
saopaulo_020,0.123933358
saopaulo_093,0.115474591
saopaulo_024,0.173886928
saopaulo_060,0.123520005
saopaulo_065,0.118019733
saopaulo_018,0.191855347
saopaulo_082,0.122926004
saopaulo_038,0.140726502
saopaulo_028,0.180019103
saopaulo_005,0.132411565
saopaulo_089,0.162072812
saopaulo_036,0.153409379
saopaulo_076,0.192486713
saopaulo_043,0.208588209
saopaulo_035,0.168121978
saopaulo_086,0.148998919
saopaulo_047,0.164968971
saopaulo_046,0.277121017
saopaulo_031,0.21385798
saopaulo_025,0.249563991
saopaulo_032,0.343479251
saopaulo_058,0.304455692
saopaulo_075,0.164766228
saopaulo_077,0.283385953
saopaulo_003,0.531972902
saopaulo_062,0.434997093
saopaulo_013,0.346611091
saopaulo_011,0.369800731
saopaulo_051,0.351271846
saopaulo_083,0.365387886
saopaulo_084,0.166224483
saopaulo_029,0.175491899
saopaulo_050,0.150760799
saopaulo_064,0.249196825
saopaulo_039,0.14189014
saopaulo_073,0.150546325
saopaulo_041,0.396640919
